,depot,INST0232_N20_W22_P000,INST0232_N20_W22_D000,INST0232_N20_W22_P001,INST0232_N20_W22_D001,INST0232_N20_W22_P002,INST0232_N20_W22_D002,INST0232_N20_W22_P003,INST0232_N20_W22_D003,INST0232_N20_W22_P004,INST0232_N20_W22_D004,INST0232_N20_W22_P005,INST0232_N20_W22_D005,INST0232_N20_W22_P006,INST0232_N20_W22_D006,INST0232_N20_W22_P007,INST0232_N20_W22_D007,INST0232_N20_W22_P008,INST0232_N20_W22_D008,INST0232_N20_W22_P009,INST0232_N20_W22_D009,INST0232_N20_W22_P010,INST0232_N20_W22_D010,INST0232_N20_W22_P011,INST0232_N20_W22_D011,INST0232_N20_W22_P012,INST0232_N20_W22_D012,INST0232_N20_W22_P013,INST0232_N20_W22_D013,INST0232_N20_W22_P014,INST0232_N20_W22_D014,INST0232_N20_W22_P015,INST0232_N20_W22_D015,INST0232_N20_W22_P016,INST0232_N20_W22_D016,INST0232_N20_W22_P017,INST0232_N20_W22_D017,INST0232_N20_W22_P018,INST0232_N20_W22_D018,INST0232_N20_W22_P019,INST0232_N20_W22_D019
INST0232_N20_W22_D006,141.804,88.095,114.719,128.123,147.866,160.194,128.123,66.284,88.095,147.866,128.123,160.194,114.719,141.804,0.0,150.679,0.0,141.804,201.301,66.284,0.0,150.679,127.423,160.194,141.804,133.769,147.866,133.769,18.026,127.423,150.679,114.719,0.0,128.123,160.194,150.679,147.866,133.769,128.123,114.719,18.026
INST0232_N20_W22_P007,20.02,63.48,36.098,64.294,35.228,14.369,64.294,84.648,63.48,35.228,64.294,14.369,36.098,20.02,150.679,0.0,150.679,20.02,168.582,84.648,150.679,0.0,23.331,14.369,20.02,22.951,35.228,22.951,133.671,23.331,0.0,36.098,150.679,64.294,14.369,0.0,35.228,22.951,64.294,36.098,133.671
INST0232_N20_W22_D007,141.804,88.095,114.719,128.123,147.866,160.194,128.123,66.284,88.095,147.866,128.123,160.194,114.719,141.804,0.0,150.679,0.0,141.804,201.301,66.284,0.0,150.679,127.423,160.194,141.804,133.769,147.866,133.769,18.026,127.423,150.679,114.719,0.0,128.123,160.194,150.679,147.866,133.769,128.123,114.719,18.026
INST0232_N20_W22_P008,0.0,53.818,29.878,75.699,17.435,20.081,75.699,77.687,53.818,17.435,75.699,20.081,29.878,0.0,141.804,20.02,141.804,0.0,149.638,77.687,141.804,20.02,20.56,20.081,0.0,32.905,17.435,32.905,124.166,20.56,20.02,29.878,141.804,75.699,20.081,20.02,17.435,32.905,75.699,29.878,124.166
INST0232_N20_W22_D008,149.638,159.2,162.13,219.073,133.358,160.03,219.073,176.253,159.2,133.358,219.073,160.03,162.13,149.638,201.301,168.582,201.301,149.638,0.0,176.253,201.301,168.582,163.588,160.03,149.638,180.319,133.358,180.319,187.182,163.588,168.582,162.13,201.301,219.073,160.03,168.582,133.358,180.319,219.073,162.13,187.182
INST0232_N20_W22_P009,77.687,24.909,49.056,70.587,86.82,94.929,70.587,0.0,24.909,86.82,70.587,94.929,49.056,77.687,66.284,84.648,66.284,77.687,176.253,0.0,66.284,84.648,61.567,94.929,77.687,67.612,86.82,67.612,50.015,61.567,84.648,49.056,66.284,70.587,94.929,84.648,86.82,67.612,70.587,49.056,50.015
INST0232_N20_W22_D009,141.804,88.095,114.719,128.123,147.866,160.194,128.123,66.284,88.095,147.866,128.123,160.194,114.719,141.804,0.0,150.679,0.0,141.804,201.301,66.284,0.0,150.679,127.423,160.194,141.804,133.769,147.866,133.769,18.026,127.423,150.679,114.719,0.0,128.123,160.194,150.679,147.866,133.769,128.123,114.719,18.026
INST0232_N20_W22_P010,20.02,63.48,36.098,64.294,35.228,14.369,64.294,84.648,63.48,35.228,64.294,14.369,36.098,20.02,150.679,0.0,150.679,20.02,168.582,84.648,150.679,0.0,23.331,14.369,20.02,22.951,35.228,22.951,133.671,23.331,0.0,36.098,150.679,64.294,14.369,0.0,35.228,22.951,64.294,36.098,133.671
INST0232_N20_W22_D010,20.56,40.204,12.767,57.051,36.679,33.728,57.051,61.567,40.204,36.679,57.051,33.728,12.767,20.56,127.423,23.331,127.423,20.56,163.588,61.567,127.423,23.331,0.0,33.728,20.56,17.238,36.679,17.238,110.354,0.0,23.331,12.767,127.423,57.051,33.728,23.331,36.679,17.238,57.051,12.767,110.354
INST0232_N20_W22_P011,20.081,72.151,45.89,78.578,28.407,0.0,78.578,94.929,72.151,28.407,78.578,0.0,45.89,20.081,160.194,14.369,160.194,20.081,160.03,94.929,160.194,14.369,33.728,0.0,20.081,37.156,28.407,37.156,142.787,33.728,14.369,45.89,160.194,78.578,0.0,14.369,28.407,37.156,78.578,45.89,142.787
INST0232_N20_W22_D011,0.0,53.818,29.878,75.699,17.435,20.081,75.699,77.687,53.818,17.435,75.699,20.081,29.878,0.0,141.804,20.02,141.804,0.0,149.638,77.687,141.804,20.02,20.56,20.081,0.0,32.905,17.435,32.905,124.166,20.56,20.02,29.878,141.804,75.699,20.081,20.02,17.435,32.905,75.699,29.878,124.166
INST0232_N20_W22_P012,32.905,50.631,25.201,43.046,50.317,37.156,43.046,67.612,50.631,50.317,43.046,37.156,25.201,32.905,133.769,22.951,133.769,32.905,180.319,67.612,133.769,22.951,17.238,37.156,32.905,0.0,50.317,0.0,117.595,17.238,22.951,25.201,133.769,43.046,37.156,22.951,50.317,0.0,43.046,25.201,117.595
INST0232_N20_W22_D012,17.435,61.972,43.098,92.961,0.0,28.407,92.961,86.82,61.972,0.0,92.961,28.407,43.098,17.435,147.866,35.228,147.866,17.435,133.358,86.82,147.866,35.228,36.679,28.407,17.435,50.317,0.0,50.317,129.907,36.679,35.228,43.098,147.866,92.961,28.407,35.228,0.0,50.317,92.961,43.098,129.907
INST0232_N20_W22_P013,32.905,50.631,25.201,43.046,50.317,37.156,43.046,67.612,50.631,50.317,43.046,37.156,25.201,32.905,133.769,22.951,133.769,32.905,180.319,67.612,133.769,22.951,17.238,37.156,32.905,0.0,50.317,0.0,117.595,17.238,22.951,25.201,133.769,43.046,37.156,22.951,50.317,0.0,43.046,25.201,117.595
INST0232_N20_W22_D013,124.166,70.637,97.602,115.643,129.907,142.787,115.643,50.015,70.637,129.907,115.643,142.787,97.602,124.166,18.026,133.671,18.026,124.166,187.182,50.015,18.026,133.671,110.354,142.787,124.166,117.595,129.907,117.595,0.0,110.354,133.671,97.602,18.026,115.643,142.787,133.671,129.907,117.595,115.643,97.602,0.0
INST0232_N20_W22_P014,20.56,40.204,12.767,57.051,36.679,33.728,57.051,61.567,40.204,36.679,57.051,33.728,12.767,20.56,127.423,23.331,127.423,20.56,163.588,61.567,127.423,23.331,0.0,33.728,20.56,17.238,36.679,17.238,110.354,0.0,23.331,12.767,127.423,57.051,33.728,23.331,36.679,17.238,57.051,12.767,110.354
INST0232_N20_W22_D014,20.02,63.48,36.098,64.294,35.228,14.369,64.294,84.648,63.48,35.228,64.294,14.369,36.098,20.02,150.679,0.0,150.679,20.02,168.582,84.648,150.679,0.0,23.331,14.369,20.02,22.951,35.228,22.951,133.671,23.331,0.0,36.098,150.679,64.294,14.369,0.0,35.228,22.951,64.294,36.098,133.671
INST0232_N20_W22_P015,29.878,27.496,0.0,56.961,43.098,45.89,56.961,49.056,27.496,43.098,56.961,45.89,0.0,29.878,114.719,36.098,114.719,29.878,162.13,49.056,114.719,36.098,12.767,45.89,29.878,25.201,43.098,25.201,97.602,12.767,36.098,0.0,114.719,56.961,45.89,36.098,43.098,25.201,56.961,0.0,97.602
INST0232_N20_W22_D015,141.804,88.095,114.719,128.123,147.866,160.194,128.123,66.284,88.095,147.866,128.123,160.194,114.719,141.804,0.0,150.679,0.0,141.804,201.301,66.284,0.0,150.679,127.423,160.194,141.804,133.769,147.866,133.769,18.026,127.423,150.679,114.719,0.0,128.123,160.194,150.679,147.866,133.769,128.123,114.719,18.026
INST0232_N20_W22_P016,75.699,68.471,56.961,0.0,92.961,78.578,0.0,70.587,68.471,92.961,0.0,78.578,56.961,75.699,128.123,64.294,128.123,75.699,219.073,70.587,128.123,64.294,57.051,78.578,75.699,43.046,92.961,43.046,115.643,57.051,64.294,56.961,128.123,0.0,78.578,64.294,92.961,43.046,0.0,56.961,115.643
INST0232_N20_W22_D016,20.081,72.151,45.89,78.578,28.407,0.0,78.578,94.929,72.151,28.407,78.578,0.0,45.89,20.081,160.194,14.369,160.194,20.081,160.03,94.929,160.194,14.369,33.728,0.0,20.081,37.156,28.407,37.156,142.787,33.728,14.369,45.89,160.194,78.578,0.0,14.369,28.407,37.156,78.578,45.89,142.787
INST0232_N20_W22_P017,20.02,63.48,36.098,64.294,35.228,14.369,64.294,84.648,63.48,35.228,64.294,14.369,36.098,20.02,150.679,0.0,150.679,20.02,168.582,84.648,150.679,0.0,23.331,14.369,20.02,22.951,35.228,22.951,133.671,23.331,0.0,36.098,150.679,64.294,14.369,0.0,35.228,22.951,64.294,36.098,133.671
INST0232_N20_W22_D017,17.435,61.972,43.098,92.961,0.0,28.407,92.961,86.82,61.972,0.0,92.961,28.407,43.098,17.435,147.866,35.228,147.866,17.435,133.358,86.82,147.866,35.228,36.679,28.407,17.435,50.317,0.0,50.317,129.907,36.679,35.228,43.098,147.866,92.961,28.407,35.228,0.0,50.317,92.961,43.098,129.907
INST0232_N20_W22_P018,32.905,50.631,25.201,43.046,50.317,37.156,43.046,67.612,50.631,50.317,43.046,37.156,25.201,32.905,133.769,22.951,133.769,32.905,180.319,67.612,133.769,22.951,17.238,37.156,32.905,0.0,50.317,0.0,117.595,17.238,22.951,25.201,133.769,43.046,37.156,22.951,50.317,0.0,43.046,25.201,117.595
INST0232_N20_W22_D018,75.699,68.471,56.961,0.0,92.961,78.578,0.0,70.587,68.471,92.961,0.0,78.578,56.961,75.699,128.123,64.294,128.123,75.699,219.073,70.587,128.123,64.294,57.051,78.578,75.699,43.046,92.961,43.046,115.643,57.051,64.294,56.961,128.123,0.0,78.578,64.294,92.961,43.046,0.0,56.961,115.643
INST0232_N20_W22_P019,29.878,27.496,0.0,56.961,43.098,45.89,56.961,49.056,27.496,43.098,56.961,45.89,0.0,29.878,114.719,36.098,114.719,29.878,162.13,49.056,114.719,36.098,12.767,45.89,29.878,25.201,43.098,25.201,97.602,12.767,36.098,0.0,114.719,56.961,45.89,36.098,43.098,25.201,56.961,0.0,97.602
INST0232_N20_W22_D019,124.166,70.637,97.602,115.643,129.907,142.787,115.643,50.015,70.637,129.907,115.643,142.787,97.602,124.166,18.026,133.671,18.026,124.166,187.182,50.015,18.026,133.671,110.354,142.787,124.166,117.595,129.907,117.595,0.0,110.354,133.671,97.602,18.026,115.643,142.787,133.671,129.907,117.595,115.643,97.602,0.0
