,depot,INST0163_N15_W13_P000,INST0163_N15_W13_D000,INST0163_N15_W13_P001,INST0163_N15_W13_D001,INST0163_N15_W13_P002,INST0163_N15_W13_D002,INST0163_N15_W13_P003,INST0163_N15_W13_D003,INST0163_N15_W13_P004,INST0163_N15_W13_D004,INST0163_N15_W13_P005,INST0163_N15_W13_D005,INST0163_N15_W13_P006,INST0163_N15_W13_D006,INST0163_N15_W13_P007,INST0163_N15_W13_D007,INST0163_N15_W13_P008,INST0163_N15_W13_D008,INST0163_N15_W13_P009,INST0163_N15_W13_D009,INST0163_N15_W13_P010,INST0163_N15_W13_D010,INST0163_N15_W13_P011,INST0163_N15_W13_D011,INST0163_N15_W13_P012,INST0163_N15_W13_D012,INST0163_N15_W13_P013,INST0163_N15_W13_D013,INST0163_N15_W13_P014,INST0163_N15_W13_D014
INST0163_N15_W13_P007,57.687,0.0,55.918,57.687,22.455,22.455,51.842,57.687,50.611,22.455,43.952,22.455,0.0,0.0,20.342,0.0,43.952,57.687,0.0,0.0,20.342,71.944,32.833,20.342,43.952,57.687,51.842,71.944,22.455,20.342,0.0
INST0163_N15_W13_D007,101.402,43.952,61.821,101.402,24.4,24.4,16.35,101.402,14.239,24.4,0.0,24.4,43.952,43.952,63.444,43.952,0.0,101.402,43.952,43.952,63.444,115.807,16.791,63.444,0.0,101.402,16.35,115.807,24.4,63.444,43.952
INST0163_N15_W13_P008,0.0,57.687,94.442,0.0,79.708,79.708,109.164,0.0,106.091,79.708,101.402,79.708,57.687,57.687,40.846,57.687,101.402,0.0,57.687,57.687,40.846,14.722,90.122,40.846,101.402,0.0,109.164,14.722,79.708,40.846,57.687
INST0163_N15_W13_D008,57.687,0.0,55.918,57.687,22.455,22.455,51.842,57.687,50.611,22.455,43.952,22.455,0.0,0.0,20.342,0.0,43.952,57.687,0.0,0.0,20.342,71.944,32.833,20.342,43.952,57.687,51.842,71.944,22.455,20.342,0.0
INST0163_N15_W13_P009,57.687,0.0,55.918,57.687,22.455,22.455,51.842,57.687,50.611,22.455,43.952,22.455,0.0,0.0,20.342,0.0,43.952,57.687,0.0,0.0,20.342,71.944,32.833,20.342,43.952,57.687,51.842,71.944,22.455,20.342,0.0
INST0163_N15_W13_D009,40.846,20.342,57.646,40.846,40.063,40.063,69.129,40.846,70.903,40.063,63.444,40.063,20.342,20.342,0.0,20.342,63.444,40.846,20.342,20.342,0.0,54.132,50.28,0.0,63.444,40.846,69.129,54.132,40.063,0.0,20.342
INST0163_N15_W13_P010,14.722,71.944,104.634,14.722,93.687,93.687,123.055,14.722,120.757,93.687,115.807,93.687,71.944,71.944,54.132,71.944,115.807,14.722,71.944,71.944,54.132,0.0,104.062,54.132,115.807,14.722,123.055,0.0,93.687,54.132,71.944
INST0163_N15_W13_D010,90.122,32.833,46.592,90.122,10.426,10.426,19.054,90.122,29.954,10.426,16.791,10.426,32.833,32.833,50.28,32.833,16.791,90.122,32.833,32.833,50.28,104.062,0.0,50.28,16.791,90.122,19.054,104.062,10.426,50.28,32.833
INST0163_N15_W13_P011,40.846,20.342,57.646,40.846,40.063,40.063,69.129,40.846,70.903,40.063,63.444,40.063,20.342,20.342,0.0,20.342,63.444,40.846,20.342,20.342,0.0,54.132,50.28,0.0,63.444,40.846,69.129,54.132,40.063,0.0,20.342
INST0163_N15_W13_D011,101.402,43.952,61.821,101.402,24.4,24.4,16.35,101.402,14.239,24.4,0.0,24.4,43.952,43.952,63.444,43.952,0.0,101.402,43.952,43.952,63.444,115.807,16.791,63.444,0.0,101.402,16.35,115.807,24.4,63.444,43.952
INST0163_N15_W13_P012,0.0,57.687,94.442,0.0,79.708,79.708,109.164,0.0,106.091,79.708,101.402,79.708,57.687,57.687,40.846,57.687,101.402,0.0,57.687,57.687,40.846,14.722,90.122,40.846,101.402,0.0,109.164,14.722,79.708,40.846,57.687
INST0163_N15_W13_D012,109.164,51.842,52.507,109.164,29.48,29.48,0.0,109.164,28.769,29.48,16.35,29.48,51.842,51.842,69.129,51.842,16.35,109.164,51.842,51.842,69.129,123.055,19.054,69.129,16.35,109.164,0.0,123.055,29.48,69.129,51.842
INST0163_N15_W13_P013,14.722,71.944,104.634,14.722,93.687,93.687,123.055,14.722,120.757,93.687,115.807,93.687,71.944,71.944,54.132,71.944,115.807,14.722,71.944,71.944,54.132,0.0,104.062,54.132,115.807,14.722,123.055,0.0,93.687,54.132,71.944
INST0163_N15_W13_D013,79.708,22.455,46.518,79.708,0.0,0.0,29.48,79.708,35.196,0.0,24.4,0.0,22.455,22.455,40.063,22.455,24.4,79.708,22.455,22.455,40.063,93.687,10.426,40.063,24.4,79.708,29.48,93.687,0.0,40.063,22.455
INST0163_N15_W13_P014,40.846,20.342,57.646,40.846,40.063,40.063,69.129,40.846,70.903,40.063,63.444,40.063,20.342,20.342,0.0,20.342,63.444,40.846,20.342,20.342,0.0,54.132,50.28,0.0,63.444,40.846,69.129,54.132,40.063,0.0,20.342
INST0163_N15_W13_D014,57.687,0.0,55.918,57.687,22.455,22.455,51.842,57.687,50.611,22.455,43.952,22.455,0.0,0.0,20.342,0.0,43.952,57.687,0.0,0.0,20.342,71.944,32.833,20.342,43.952,57.687,51.842,71.944,22.455,20.342,0.0
