,depot,INST0202_N18_W22_P000,INST0202_N18_W22_D000,INST0202_N18_W22_P001,INST0202_N18_W22_D001,INST0202_N18_W22_P002,INST0202_N18_W22_D002,INST0202_N18_W22_P003,INST0202_N18_W22_D003,INST0202_N18_W22_P004,INST0202_N18_W22_D004,INST0202_N18_W22_P005,INST0202_N18_W22_D005,INST0202_N18_W22_P006,INST0202_N18_W22_D006,INST0202_N18_W22_P007,INST0202_N18_W22_D007,INST0202_N18_W22_P008,INST0202_N18_W22_D008,INST0202_N18_W22_P009,INST0202_N18_W22_D009,INST0202_N18_W22_P010,INST0202_N18_W22_D010,INST0202_N18_W22_P011,INST0202_N18_W22_D011,INST0202_N18_W22_P012,INST0202_N18_W22_D012,INST0202_N18_W22_P013,INST0202_N18_W22_D013,INST0202_N18_W22_P014,INST0202_N18_W22_D014,INST0202_N18_W22_P015,INST0202_N18_W22_D015,INST0202_N18_W22_P016,INST0202_N18_W22_D016,INST0202_N18_W22_P017,INST0202_N18_W22_D017
INST0202_N18_W22_P005,63.444,70.903,77.525,63.444,143.94,63.444,20.342,20.342,69.129,77.525,20.342,0.0,40.846,40.063,54.132,55.217,70.903,20.342,63.444,40.063,69.129,20.342,57.646,69.129,40.846,55.217,54.132,57.646,70.903,50.28,0.0,55.217,54.132,40.063,70.903,63.444,70.903
INST0202_N18_W22_D005,101.402,106.091,116.61,101.402,152.865,101.402,57.687,57.687,109.164,116.61,57.687,40.846,0.0,79.708,14.722,96.036,106.091,57.687,101.402,79.708,109.164,57.687,94.442,109.164,0.0,96.036,14.722,94.442,106.091,90.122,40.846,96.036,14.722,79.708,106.091,101.402,106.091
INST0202_N18_W22_P006,24.4,35.196,37.477,24.4,132.406,24.4,22.455,22.455,29.48,37.477,22.455,40.063,79.708,0.0,93.687,20.581,35.196,22.455,24.4,0.0,29.48,22.455,46.518,29.48,79.708,20.581,93.687,46.518,35.196,10.426,40.063,20.581,93.687,0.0,35.196,24.4,35.196
INST0202_N18_W22_D006,115.807,120.757,130.825,115.807,164.396,115.807,71.944,71.944,123.055,130.825,71.944,54.132,14.722,93.687,0.0,109.245,120.757,71.944,115.807,93.687,123.055,71.944,104.634,123.055,14.722,109.245,0.0,104.634,120.757,104.062,54.132,109.245,0.0,93.687,120.757,115.807,120.757
INST0202_N18_W22_P007,26.872,41.092,30.344,26.872,147.26,26.872,41.349,41.349,18.744,30.344,41.349,55.217,96.036,20.581,109.245,0.0,41.092,41.349,26.872,20.581,18.744,41.349,35.155,18.744,96.036,0.0,109.245,35.155,41.092,14.077,55.217,0.0,109.245,20.581,41.092,26.872,41.092
INST0202_N18_W22_D007,14.239,0.0,23.199,14.239,108.909,14.239,50.611,50.611,28.769,23.199,50.611,70.903,106.091,35.196,120.757,41.092,0.0,50.611,14.239,35.196,28.769,50.611,75.918,28.769,106.091,41.092,120.757,75.918,0.0,29.954,70.903,41.092,120.757,35.196,0.0,14.239,0.0
INST0202_N18_W22_P008,43.952,50.611,58.923,43.952,130.013,43.952,0.0,0.0,51.842,58.923,0.0,20.342,57.687,22.455,71.944,41.349,50.611,0.0,43.952,22.455,51.842,0.0,55.918,51.842,57.687,41.349,71.944,55.918,50.611,32.833,20.342,41.349,71.944,22.455,50.611,43.952,50.611
INST0202_N18_W22_D008,0.0,14.239,16.399,0.0,122.204,0.0,43.952,43.952,16.35,16.399,43.952,63.444,101.402,24.4,115.807,26.872,14.239,43.952,0.0,24.4,16.35,43.952,61.821,16.35,101.402,26.872,115.807,61.821,14.239,16.791,63.444,26.872,115.807,24.4,14.239,0.0,14.239
INST0202_N18_W22_P009,24.4,35.196,37.477,24.4,132.406,24.4,22.455,22.455,29.48,37.477,22.455,40.063,79.708,0.0,93.687,20.581,35.196,22.455,24.4,0.0,29.48,22.455,46.518,29.48,79.708,20.581,93.687,46.518,35.196,10.426,40.063,20.581,93.687,0.0,35.196,24.4,35.196
INST0202_N18_W22_D009,16.35,28.769,11.735,16.35,137.675,16.35,51.842,51.842,0.0,11.735,51.842,69.129,109.164,29.48,123.055,18.744,28.769,51.842,16.35,29.48,0.0,51.842,52.507,0.0,109.164,18.744,123.055,52.507,28.769,19.054,69.129,18.744,123.055,29.48,28.769,16.35,28.769
INST0202_N18_W22_P010,43.952,50.611,58.923,43.952,130.013,43.952,0.0,0.0,51.842,58.923,0.0,20.342,57.687,22.455,71.944,41.349,50.611,0.0,43.952,22.455,51.842,0.0,55.918,51.842,57.687,41.349,71.944,55.918,50.611,32.833,20.342,41.349,71.944,22.455,50.611,43.952,50.611
INST0202_N18_W22_D010,61.821,75.918,64.172,61.821,178.909,61.821,55.918,55.918,52.507,64.172,55.918,57.646,94.442,46.518,104.634,35.155,75.918,55.918,61.821,46.518,52.507,55.918,0.0,52.507,94.442,35.155,104.634,0.0,75.918,46.592,57.646,35.155,104.634,46.518,75.918,61.821,75.918
INST0202_N18_W22_P011,16.35,28.769,11.735,16.35,137.675,16.35,51.842,51.842,0.0,11.735,51.842,69.129,109.164,29.48,123.055,18.744,28.769,51.842,16.35,29.48,0.0,51.842,52.507,0.0,109.164,18.744,123.055,52.507,28.769,19.054,69.129,18.744,123.055,29.48,28.769,16.35,28.769
INST0202_N18_W22_D011,101.402,106.091,116.61,101.402,152.865,101.402,57.687,57.687,109.164,116.61,57.687,40.846,0.0,79.708,14.722,96.036,106.091,57.687,101.402,79.708,109.164,57.687,94.442,109.164,0.0,96.036,14.722,94.442,106.091,90.122,40.846,96.036,14.722,79.708,106.091,101.402,106.091
INST0202_N18_W22_P012,26.872,41.092,30.344,26.872,147.26,26.872,41.349,41.349,18.744,30.344,41.349,55.217,96.036,20.581,109.245,0.0,41.092,41.349,26.872,20.581,18.744,41.349,35.155,18.744,96.036,0.0,109.245,35.155,41.092,14.077,55.217,0.0,109.245,20.581,41.092,26.872,41.092
INST0202_N18_W22_D012,115.807,120.757,130.825,115.807,164.396,115.807,71.944,71.944,123.055,130.825,71.944,54.132,14.722,93.687,0.0,109.245,120.757,71.944,115.807,93.687,123.055,71.944,104.634,123.055,14.722,109.245,0.0,104.634,120.757,104.062,54.132,109.245,0.0,93.687,120.757,115.807,120.757
INST0202_N18_W22_P013,61.821,75.918,64.172,61.821,178.909,61.821,55.918,55.918,52.507,64.172,55.918,57.646,94.442,46.518,104.634,35.155,75.918,55.918,61.821,46.518,52.507,55.918,0.0,52.507,94.442,35.155,104.634,0.0,75.918,46.592,57.646,35.155,104.634,46.518,75.918,61.821,75.918
INST0202_N18_W22_D013,14.239,0.0,23.199,14.239,108.909,14.239,50.611,50.611,28.769,23.199,50.611,70.903,106.091,35.196,120.757,41.092,0.0,50.611,14.239,35.196,28.769,50.611,75.918,28.769,106.091,41.092,120.757,75.918,0.0,29.954,70.903,41.092,120.757,35.196,0.0,14.239,0.0
INST0202_N18_W22_P014,16.791,29.954,27.544,16.791,133.597,16.791,32.833,32.833,19.054,27.544,32.833,50.28,90.122,10.426,104.062,14.077,29.954,32.833,16.791,10.426,19.054,32.833,46.592,19.054,90.122,14.077,104.062,46.592,29.954,0.0,50.28,14.077,104.062,10.426,29.954,16.791,29.954
INST0202_N18_W22_D014,63.444,70.903,77.525,63.444,143.94,63.444,20.342,20.342,69.129,77.525,20.342,0.0,40.846,40.063,54.132,55.217,70.903,20.342,63.444,40.063,69.129,20.342,57.646,69.129,40.846,55.217,54.132,57.646,70.903,50.28,0.0,55.217,54.132,40.063,70.903,63.444,70.903
INST0202_N18_W22_P015,26.872,41.092,30.344,26.872,147.26,26.872,41.349,41.349,18.744,30.344,41.349,55.217,96.036,20.581,109.245,0.0,41.092,41.349,26.872,20.581,18.744,41.349,35.155,18.744,96.036,0.0,109.245,35.155,41.092,14.077,55.217,0.0,109.245,20.581,41.092,26.872,41.092
INST0202_N18_W22_D015,115.807,120.757,130.825,115.807,164.396,115.807,71.944,71.944,123.055,130.825,71.944,54.132,14.722,93.687,0.0,109.245,120.757,71.944,115.807,93.687,123.055,71.944,104.634,123.055,14.722,109.245,0.0,104.634,120.757,104.062,54.132,109.245,0.0,93.687,120.757,115.807,120.757
INST0202_N18_W22_P016,24.4,35.196,37.477,24.4,132.406,24.4,22.455,22.455,29.48,37.477,22.455,40.063,79.708,0.0,93.687,20.581,35.196,22.455,24.4,0.0,29.48,22.455,46.518,29.48,79.708,20.581,93.687,46.518,35.196,10.426,40.063,20.581,93.687,0.0,35.196,24.4,35.196
INST0202_N18_W22_D016,14.239,0.0,23.199,14.239,108.909,14.239,50.611,50.611,28.769,23.199,50.611,70.903,106.091,35.196,120.757,41.092,0.0,50.611,14.239,35.196,28.769,50.611,75.918,28.769,106.091,41.092,120.757,75.918,0.0,29.954,70.903,41.092,120.757,35.196,0.0,14.239,0.0
INST0202_N18_W22_P017,0.0,14.239,16.399,0.0,122.204,0.0,43.952,43.952,16.35,16.399,43.952,63.444,101.402,24.4,115.807,26.872,14.239,43.952,0.0,24.4,16.35,43.952,61.821,16.35,101.402,26.872,115.807,61.821,14.239,16.791,63.444,26.872,115.807,24.4,14.239,0.0,14.239
INST0202_N18_W22_D017,14.239,0.0,23.199,14.239,108.909,14.239,50.611,50.611,28.769,23.199,50.611,70.903,106.091,35.196,120.757,41.092,0.0,50.611,14.239,35.196,28.769,50.611,75.918,28.769,106.091,41.092,120.757,75.918,0.0,29.954,70.903,41.092,120.757,35.196,0.0,14.239,0.0
