,depot,INST0245_N22_S05_P000,INST0245_N22_S05_D000,INST0245_N22_S05_P001,INST0245_N22_S05_D001,INST0245_N22_S05_P002,INST0245_N22_S05_D002,INST0245_N22_S05_P003,INST0245_N22_S05_D003,INST0245_N22_S05_P004,INST0245_N22_S05_D004,INST0245_N22_S05_P005,INST0245_N22_S05_D005,INST0245_N22_S05_P006,INST0245_N22_S05_D006,INST0245_N22_S05_P007,INST0245_N22_S05_D007,INST0245_N22_S05_P008,INST0245_N22_S05_D008,INST0245_N22_S05_P009,INST0245_N22_S05_D009,INST0245_N22_S05_P010,INST0245_N22_S05_D010,INST0245_N22_S05_P011,INST0245_N22_S05_D011,INST0245_N22_S05_P012,INST0245_N22_S05_D012,INST0245_N22_S05_P013,INST0245_N22_S05_D013,INST0245_N22_S05_P014,INST0245_N22_S05_D014,INST0245_N22_S05_P015,INST0245_N22_S05_D015,INST0245_N22_S05_P016,INST0245_N22_S05_D016,INST0245_N22_S05_P017,INST0245_N22_S05_D017,INST0245_N22_S05_P018,INST0245_N22_S05_D018,INST0245_N22_S05_P019,INST0245_N22_S05_D019,INST0245_N22_S05_P020,INST0245_N22_S05_D020,INST0245_N22_S05_P021,INST0245_N22_S05_D021
INST0245_N22_S05_D004,13.324,13.324,0.0,71.877,31.149,39.549,109.068,66.815,80.145,54.293,0.0,80.145,54.293,53.679,39.549,71.877,66.815,66.815,54.293,31.149,54.293,71.877,109.068,8.581,54.293,39.549,54.293,66.815,54.293,13.324,0.0,53.679,8.581,31.149,0.0,53.679,54.293,53.679,8.581,71.877,13.324,39.549,54.293,13.324,71.877
INST0245_N22_S05_P005,67.566,67.566,80.145,138.993,72.268,46.181,183.928,139.086,0.0,67.228,80.145,0.0,67.228,126.125,46.181,138.993,139.086,139.086,67.228,72.268,67.228,138.993,183.928,71.658,67.228,46.181,67.228,139.086,67.228,67.566,80.145,126.125,71.658,72.268,80.145,126.125,67.228,126.125,71.658,138.993,67.566,46.181,67.228,67.566,138.993
INST0245_N22_S05_D005,44.645,44.645,54.293,125.848,23.863,30.556,127.137,83.129,67.228,0.0,54.293,67.228,0.0,72.248,30.556,125.848,83.129,83.129,0.0,23.863,0.0,125.848,127.137,51.136,0.0,30.556,0.0,83.129,0.0,44.645,54.293,72.248,51.136,23.863,54.293,72.248,0.0,72.248,51.136,125.848,44.645,30.556,0.0,44.645,125.848
INST0245_N22_S05_P006,61.869,61.869,53.679,87.998,55.105,80.067,57.803,13.307,126.125,72.248,53.679,126.125,72.248,0.0,80.067,87.998,13.307,13.307,72.248,55.105,72.248,87.998,57.803,61.135,72.248,80.067,72.248,13.307,72.248,61.869,53.679,0.0,61.135,55.105,53.679,0.0,72.248,0.0,61.135,87.998,61.869,80.067,72.248,61.869,87.998
INST0245_N22_S05_D006,26.3,26.3,39.549,108.949,26.348,0.0,137.848,92.948,46.181,30.556,39.549,46.181,30.556,80.067,0.0,108.949,92.948,92.948,30.556,26.348,30.556,108.949,137.848,32.455,30.556,0.0,30.556,92.948,30.556,26.3,39.549,80.067,32.455,26.348,39.549,80.067,30.556,80.067,32.455,108.949,26.3,0.0,30.556,26.3,108.949
INST0245_N22_S05_P007,83.656,83.656,71.877,0.0,102.142,108.949,114.428,94.398,138.993,125.848,71.877,138.993,125.848,87.998,108.949,0.0,94.398,94.398,125.848,102.142,125.848,0.0,114.428,77.018,125.848,108.949,125.848,94.398,125.848,83.656,71.877,87.998,77.018,102.142,71.877,87.998,125.848,87.998,77.018,0.0,83.656,108.949,125.848,83.656,0.0
INST0245_N22_S05_D007,75.176,75.176,66.815,94.398,67.557,92.948,44.98,0.0,139.086,83.129,66.815,139.086,83.129,13.307,92.948,94.398,0.0,0.0,83.129,67.557,83.129,94.398,44.98,74.382,83.129,92.948,83.129,0.0,83.129,75.176,66.815,13.307,74.382,67.557,66.815,13.307,83.129,13.307,74.382,94.398,75.176,92.948,83.129,75.176,94.398
INST0245_N22_S05_P008,75.176,75.176,66.815,94.398,67.557,92.948,44.98,0.0,139.086,83.129,66.815,139.086,83.129,13.307,92.948,94.398,0.0,0.0,83.129,67.557,83.129,94.398,44.98,74.382,83.129,92.948,83.129,0.0,83.129,75.176,66.815,13.307,74.382,67.557,66.815,13.307,83.129,13.307,74.382,94.398,75.176,92.948,83.129,75.176,94.398
INST0245_N22_S05_D008,44.645,44.645,54.293,125.848,23.863,30.556,127.137,83.129,67.228,0.0,54.293,67.228,0.0,72.248,30.556,125.848,83.129,83.129,0.0,23.863,0.0,125.848,127.137,51.136,0.0,30.556,0.0,83.129,0.0,44.645,54.293,72.248,51.136,23.863,54.293,72.248,0.0,72.248,51.136,125.848,44.645,30.556,0.0,44.645,125.848
INST0245_N22_S05_P009,24.036,24.036,31.149,102.142,0.0,26.348,112.533,67.557,72.268,23.863,31.149,72.268,23.863,55.105,26.348,102.142,67.557,67.557,23.863,0.0,23.863,102.142,112.533,29.68,23.863,26.348,23.863,67.557,23.863,24.036,31.149,55.105,29.68,0.0,31.149,55.105,23.863,55.105,29.68,102.142,24.036,26.348,23.863,24.036,102.142
INST0245_N22_S05_D009,44.645,44.645,54.293,125.848,23.863,30.556,127.137,83.129,67.228,0.0,54.293,67.228,0.0,72.248,30.556,125.848,83.129,83.129,0.0,23.863,0.0,125.848,127.137,51.136,0.0,30.556,0.0,83.129,0.0,44.645,54.293,72.248,51.136,23.863,54.293,72.248,0.0,72.248,51.136,125.848,44.645,30.556,0.0,44.645,125.848
INST0245_N22_S05_P010,83.656,83.656,71.877,0.0,102.142,108.949,114.428,94.398,138.993,125.848,71.877,138.993,125.848,87.998,108.949,0.0,94.398,94.398,125.848,102.142,125.848,0.0,114.428,77.018,125.848,108.949,125.848,94.398,125.848,83.656,71.877,87.998,77.018,102.142,71.877,87.998,125.848,87.998,77.018,0.0,83.656,108.949,125.848,83.656,0.0
INST0245_N22_S05_D010,118.85,118.85,109.068,114.428,112.533,137.848,0.0,44.98,183.928,127.137,109.068,183.928,127.137,57.803,137.848,114.428,44.98,44.98,127.137,112.533,127.137,114.428,0.0,117.194,127.137,137.848,127.137,44.98,127.137,118.85,109.068,57.803,117.194,112.533,109.068,57.803,127.137,57.803,117.194,114.428,118.85,137.848,127.137,118.85,114.428
INST0245_N22_S05_P011,6.707,6.707,8.581,77.018,29.68,32.455,117.194,74.382,71.658,51.136,8.581,71.658,51.136,61.135,32.455,77.018,74.382,74.382,51.136,29.68,51.136,77.018,117.194,0.0,51.136,32.455,51.136,74.382,51.136,6.707,8.581,61.135,0.0,29.68,8.581,61.135,51.136,61.135,0.0,77.018,6.707,32.455,51.136,6.707,77.018
INST0245_N22_S05_D011,44.645,44.645,54.293,125.848,23.863,30.556,127.137,83.129,67.228,0.0,54.293,67.228,0.0,72.248,30.556,125.848,83.129,83.129,0.0,23.863,0.0,125.848,127.137,51.136,0.0,30.556,0.0,83.129,0.0,44.645,54.293,72.248,51.136,23.863,54.293,72.248,0.0,72.248,51.136,125.848,44.645,30.556,0.0,44.645,125.848
INST0245_N22_S05_P012,26.3,26.3,39.549,108.949,26.348,0.0,137.848,92.948,46.181,30.556,39.549,46.181,30.556,80.067,0.0,108.949,92.948,92.948,30.556,26.348,30.556,108.949,137.848,32.455,30.556,0.0,30.556,92.948,30.556,26.3,39.549,80.067,32.455,26.348,39.549,80.067,30.556,80.067,32.455,108.949,26.3,0.0,30.556,26.3,108.949
INST0245_N22_S05_D012,44.645,44.645,54.293,125.848,23.863,30.556,127.137,83.129,67.228,0.0,54.293,67.228,0.0,72.248,30.556,125.848,83.129,83.129,0.0,23.863,0.0,125.848,127.137,51.136,0.0,30.556,0.0,83.129,0.0,44.645,54.293,72.248,51.136,23.863,54.293,72.248,0.0,72.248,51.136,125.848,44.645,30.556,0.0,44.645,125.848
INST0245_N22_S05_P013,75.176,75.176,66.815,94.398,67.557,92.948,44.98,0.0,139.086,83.129,66.815,139.086,83.129,13.307,92.948,94.398,0.0,0.0,83.129,67.557,83.129,94.398,44.98,74.382,83.129,92.948,83.129,0.0,83.129,75.176,66.815,13.307,74.382,67.557,66.815,13.307,83.129,13.307,74.382,94.398,75.176,92.948,83.129,75.176,94.398
INST0245_N22_S05_D013,44.645,44.645,54.293,125.848,23.863,30.556,127.137,83.129,67.228,0.0,54.293,67.228,0.0,72.248,30.556,125.848,83.129,83.129,0.0,23.863,0.0,125.848,127.137,51.136,0.0,30.556,0.0,83.129,0.0,44.645,54.293,72.248,51.136,23.863,54.293,72.248,0.0,72.248,51.136,125.848,44.645,30.556,0.0,44.645,125.848
INST0245_N22_S05_P014,0.0,0.0,13.324,83.656,24.036,26.3,118.85,75.176,67.566,44.645,13.324,67.566,44.645,61.869,26.3,83.656,75.176,75.176,44.645,24.036,44.645,83.656,118.85,6.707,44.645,26.3,44.645,75.176,44.645,0.0,13.324,61.869,6.707,24.036,13.324,61.869,44.645,61.869,6.707,83.656,0.0,26.3,44.645,0.0,83.656
INST0245_N22_S05_D014,13.324,13.324,0.0,71.877,31.149,39.549,109.068,66.815,80.145,54.293,0.0,80.145,54.293,53.679,39.549,71.877,66.815,66.815,54.293,31.149,54.293,71.877,109.068,8.581,54.293,39.549,54.293,66.815,54.293,13.324,0.0,53.679,8.581,31.149,0.0,53.679,54.293,53.679,8.581,71.877,13.324,39.549,54.293,13.324,71.877
INST0245_N22_S05_P015,61.869,61.869,53.679,87.998,55.105,80.067,57.803,13.307,126.125,72.248,53.679,126.125,72.248,0.0,80.067,87.998,13.307,13.307,72.248,55.105,72.248,87.998,57.803,61.135,72.248,80.067,72.248,13.307,72.248,61.869,53.679,0.0,61.135,55.105,53.679,0.0,72.248,0.0,61.135,87.998,61.869,80.067,72.248,61.869,87.998
INST0245_N22_S05_D015,6.707,6.707,8.581,77.018,29.68,32.455,117.194,74.382,71.658,51.136,8.581,71.658,51.136,61.135,32.455,77.018,74.382,74.382,51.136,29.68,51.136,77.018,117.194,0.0,51.136,32.455,51.136,74.382,51.136,6.707,8.581,61.135,0.0,29.68,8.581,61.135,51.136,61.135,0.0,77.018,6.707,32.455,51.136,6.707,77.018
INST0245_N22_S05_P016,24.036,24.036,31.149,102.142,0.0,26.348,112.533,67.557,72.268,23.863,31.149,72.268,23.863,55.105,26.348,102.142,67.557,67.557,23.863,0.0,23.863,102.142,112.533,29.68,23.863,26.348,23.863,67.557,23.863,24.036,31.149,55.105,29.68,0.0,31.149,55.105,23.863,55.105,29.68,102.142,24.036,26.348,23.863,24.036,102.142
INST0245_N22_S05_D016,13.324,13.324,0.0,71.877,31.149,39.549,109.068,66.815,80.145,54.293,0.0,80.145,54.293,53.679,39.549,71.877,66.815,66.815,54.293,31.149,54.293,71.877,109.068,8.581,54.293,39.549,54.293,66.815,54.293,13.324,0.0,53.679,8.581,31.149,0.0,53.679,54.293,53.679,8.581,71.877,13.324,39.549,54.293,13.324,71.877
INST0245_N22_S05_P017,61.869,61.869,53.679,87.998,55.105,80.067,57.803,13.307,126.125,72.248,53.679,126.125,72.248,0.0,80.067,87.998,13.307,13.307,72.248,55.105,72.248,87.998,57.803,61.135,72.248,80.067,72.248,13.307,72.248,61.869,53.679,0.0,61.135,55.105,53.679,0.0,72.248,0.0,61.135,87.998,61.869,80.067,72.248,61.869,87.998
INST0245_N22_S05_D017,44.645,44.645,54.293,125.848,23.863,30.556,127.137,83.129,67.228,0.0,54.293,67.228,0.0,72.248,30.556,125.848,83.129,83.129,0.0,23.863,0.0,125.848,127.137,51.136,0.0,30.556,0.0,83.129,0.0,44.645,54.293,72.248,51.136,23.863,54.293,72.248,0.0,72.248,51.136,125.848,44.645,30.556,0.0,44.645,125.848
INST0245_N22_S05_P018,61.869,61.869,53.679,87.998,55.105,80.067,57.803,13.307,126.125,72.248,53.679,126.125,72.248,0.0,80.067,87.998,13.307,13.307,72.248,55.105,72.248,87.998,57.803,61.135,72.248,80.067,72.248,13.307,72.248,61.869,53.679,0.0,61.135,55.105,53.679,0.0,72.248,0.0,61.135,87.998,61.869,80.067,72.248,61.869,87.998
INST0245_N22_S05_D018,6.707,6.707,8.581,77.018,29.68,32.455,117.194,74.382,71.658,51.136,8.581,71.658,51.136,61.135,32.455,77.018,74.382,74.382,51.136,29.68,51.136,77.018,117.194,0.0,51.136,32.455,51.136,74.382,51.136,6.707,8.581,61.135,0.0,29.68,8.581,61.135,51.136,61.135,0.0,77.018,6.707,32.455,51.136,6.707,77.018
INST0245_N22_S05_P019,83.656,83.656,71.877,0.0,102.142,108.949,114.428,94.398,138.993,125.848,71.877,138.993,125.848,87.998,108.949,0.0,94.398,94.398,125.848,102.142,125.848,0.0,114.428,77.018,125.848,108.949,125.848,94.398,125.848,83.656,71.877,87.998,77.018,102.142,71.877,87.998,125.848,87.998,77.018,0.0,83.656,108.949,125.848,83.656,0.0
INST0245_N22_S05_D019,0.0,0.0,13.324,83.656,24.036,26.3,118.85,75.176,67.566,44.645,13.324,67.566,44.645,61.869,26.3,83.656,75.176,75.176,44.645,24.036,44.645,83.656,118.85,6.707,44.645,26.3,44.645,75.176,44.645,0.0,13.324,61.869,6.707,24.036,13.324,61.869,44.645,61.869,6.707,83.656,0.0,26.3,44.645,0.0,83.656
INST0245_N22_S05_P020,26.3,26.3,39.549,108.949,26.348,0.0,137.848,92.948,46.181,30.556,39.549,46.181,30.556,80.067,0.0,108.949,92.948,92.948,30.556,26.348,30.556,108.949,137.848,32.455,30.556,0.0,30.556,92.948,30.556,26.3,39.549,80.067,32.455,26.348,39.549,80.067,30.556,80.067,32.455,108.949,26.3,0.0,30.556,26.3,108.949
INST0245_N22_S05_D020,44.645,44.645,54.293,125.848,23.863,30.556,127.137,83.129,67.228,0.0,54.293,67.228,0.0,72.248,30.556,125.848,83.129,83.129,0.0,23.863,0.0,125.848,127.137,51.136,0.0,30.556,0.0,83.129,0.0,44.645,54.293,72.248,51.136,23.863,54.293,72.248,0.0,72.248,51.136,125.848,44.645,30.556,0.0,44.645,125.848
INST0245_N22_S05_P021,0.0,0.0,13.324,83.656,24.036,26.3,118.85,75.176,67.566,44.645,13.324,67.566,44.645,61.869,26.3,83.656,75.176,75.176,44.645,24.036,44.645,83.656,118.85,6.707,44.645,26.3,44.645,75.176,44.645,0.0,13.324,61.869,6.707,24.036,13.324,61.869,44.645,61.869,6.707,83.656,0.0,26.3,44.645,0.0,83.656
INST0245_N22_S05_D021,83.656,83.656,71.877,0.0,102.142,108.949,114.428,94.398,138.993,125.848,71.877,138.993,125.848,87.998,108.949,0.0,94.398,94.398,125.848,102.142,125.848,0.0,114.428,77.018,125.848,108.949,125.848,94.398,125.848,83.656,71.877,87.998,77.018,102.142,71.877,87.998,125.848,87.998,77.018,0.0,83.656,108.949,125.848,83.656,0.0
