,depot,INST0267_N22_N27_P000,INST0267_N22_N27_D000,INST0267_N22_N27_P001,INST0267_N22_N27_D001,INST0267_N22_N27_P002,INST0267_N22_N27_D002,INST0267_N22_N27_P003,INST0267_N22_N27_D003,INST0267_N22_N27_P004,INST0267_N22_N27_D004,INST0267_N22_N27_P005,INST0267_N22_N27_D005,INST0267_N22_N27_P006,INST0267_N22_N27_D006,INST0267_N22_N27_P007,INST0267_N22_N27_D007,INST0267_N22_N27_P008,INST0267_N22_N27_D008,INST0267_N22_N27_P009,INST0267_N22_N27_D009,INST0267_N22_N27_P010,INST0267_N22_N27_D010,INST0267_N22_N27_P011,INST0267_N22_N27_D011,INST0267_N22_N27_P012,INST0267_N22_N27_D012,INST0267_N22_N27_P013,INST0267_N22_N27_D013,INST0267_N22_N27_P014,INST0267_N22_N27_D014,INST0267_N22_N27_P015,INST0267_N22_N27_D015,INST0267_N22_N27_P016,INST0267_N22_N27_D016,INST0267_N22_N27_P017,INST0267_N22_N27_D017,INST0267_N22_N27_P018,INST0267_N22_N27_D018,INST0267_N22_N27_P019,INST0267_N22_N27_D019,INST0267_N22_N27_P020,INST0267_N22_N27_D020,INST0267_N22_N27_P021,INST0267_N22_N27_D021
INST0267_N22_N27_D004,114.14,116.493,40.266,122.983,94.965,94.965,104.211,122.983,114.14,107.703,0.0,116.493,0.0,94.965,40.266,122.983,107.703,99.415,149.69,114.14,149.69,149.69,272.117,114.14,94.965,104.211,79.694,94.965,40.266,94.965,104.211,99.415,0.0,114.14,149.69,107.703,99.415,107.703,94.965,94.965,0.0,114.14,104.211,116.493,95.867
INST0267_N22_N27_P005,22.387,0.0,154.717,21.127,24.705,24.705,78.919,21.127,22.387,8.817,116.493,0.0,116.493,24.705,154.717,21.127,8.817,31.992,33.197,22.387,33.197,33.197,155.714,22.387,24.705,78.919,87.893,24.705,154.717,24.705,78.919,31.992,116.493,22.387,33.197,8.817,31.992,8.817,24.705,24.705,116.493,22.387,78.919,0.0,22.322
INST0267_N22_N27_D005,114.14,116.493,40.266,122.983,94.965,94.965,104.211,122.983,114.14,107.703,0.0,116.493,0.0,94.965,40.266,122.983,107.703,99.415,149.69,114.14,149.69,149.69,272.117,114.14,94.965,104.211,79.694,94.965,40.266,94.965,104.211,99.415,0.0,114.14,149.69,107.703,99.415,107.703,94.965,94.965,0.0,114.14,104.211,116.493,95.867
INST0267_N22_N27_P006,37.312,24.705,134.313,28.595,0.0,0.0,81.517,28.595,37.312,16.848,94.965,24.705,94.965,0.0,134.313,28.595,16.848,14.003,56.4,37.312,56.4,56.4,178.677,37.312,0.0,81.517,64.653,0.0,134.313,0.0,81.517,14.003,94.965,37.312,56.4,16.848,14.003,16.848,0.0,0.0,94.965,37.312,81.517,24.705,3.413
INST0267_N22_N27_D006,149.729,154.717,0.0,162.63,134.313,134.313,127.812,162.63,149.729,146.035,40.266,154.717,40.266,134.313,0.0,162.63,146.035,139.481,187.802,149.729,187.802,187.802,309.6,149.729,134.313,127.812,116.851,134.313,0.0,134.313,127.812,139.481,40.266,149.729,187.802,146.035,139.481,146.035,134.313,134.313,40.266,149.729,127.812,154.717,134.948
INST0267_N22_N27_P007,43.511,21.127,162.63,0.0,28.595,28.595,99.392,0.0,43.511,24.088,122.983,21.127,122.983,28.595,162.63,0.0,24.088,25.326,35.041,43.511,35.041,35.041,153.452,43.511,28.595,99.392,79.42,28.595,162.63,28.595,99.392,25.326,122.983,43.511,35.041,24.088,25.326,24.088,28.595,28.595,122.983,43.511,99.392,21.127,28.727
INST0267_N22_N27_D007,23.01,8.817,146.035,24.088,16.848,16.848,75.654,24.088,23.01,0.0,107.703,8.817,107.703,16.848,146.035,24.088,0.0,26.694,41.993,23.01,41.993,41.993,164.529,23.01,16.848,75.654,81.208,16.848,146.035,16.848,75.654,26.694,107.703,23.01,41.993,0.0,26.694,0.0,16.848,16.848,107.703,23.01,75.654,8.817,14.053
INST0267_N22_N27_P008,49.306,31.992,139.481,25.326,14.003,14.003,95.498,25.326,49.306,26.694,99.415,31.992,99.415,14.003,139.481,25.326,26.694,0.0,58.839,49.306,58.839,58.839,178.773,49.306,14.003,95.498,56.35,14.003,139.481,14.003,95.498,0.0,99.415,49.306,58.839,26.694,0.0,26.694,14.003,14.003,99.415,49.306,95.498,31.992,17.072
INST0267_N22_N27_D008,43.657,33.197,187.802,35.041,56.4,56.4,99.467,35.041,43.657,41.993,149.69,33.197,149.69,56.4,187.802,35.041,41.993,58.839,0.0,43.657,0.0,0.0,122.582,43.657,56.4,99.467,114.332,56.4,187.802,56.4,99.467,58.839,149.69,43.657,0.0,41.993,58.839,41.993,56.4,56.4,149.69,43.657,99.467,33.197,54.669
INST0267_N22_N27_P009,0.0,22.387,149.729,43.511,37.312,37.312,57.966,43.511,0.0,23.01,114.14,22.387,114.14,37.312,149.729,43.511,23.01,49.306,43.657,0.0,43.657,43.657,160.581,0.0,37.312,57.966,101.428,37.312,149.729,37.312,57.966,49.306,114.14,0.0,43.657,23.01,49.306,23.01,37.312,37.312,114.14,0.0,57.966,22.387,33.929
INST0267_N22_N27_D009,43.657,33.197,187.802,35.041,56.4,56.4,99.467,35.041,43.657,41.993,149.69,33.197,149.69,56.4,187.802,35.041,41.993,58.839,0.0,43.657,0.0,0.0,122.582,43.657,56.4,99.467,114.332,56.4,187.802,56.4,99.467,58.839,149.69,43.657,0.0,41.993,58.839,41.993,56.4,56.4,149.69,43.657,99.467,33.197,54.669
INST0267_N22_N27_P010,43.657,33.197,187.802,35.041,56.4,56.4,99.467,35.041,43.657,41.993,149.69,33.197,149.69,56.4,187.802,35.041,41.993,58.839,0.0,43.657,0.0,0.0,122.582,43.657,56.4,99.467,114.332,56.4,187.802,56.4,99.467,58.839,149.69,43.657,0.0,41.993,58.839,41.993,56.4,56.4,149.69,43.657,99.467,33.197,54.669
INST0267_N22_N27_D010,160.581,155.714,309.6,153.452,178.677,178.677,203.198,153.452,160.581,164.529,272.117,155.714,272.117,178.677,309.6,153.452,164.529,178.773,122.582,160.581,122.582,122.582,0.0,160.581,178.677,203.198,229.986,178.677,309.6,178.677,203.198,178.773,272.117,160.581,122.582,164.529,178.773,164.529,178.677,178.677,272.117,160.581,203.198,155.714,177.15
INST0267_N22_N27_P011,0.0,22.387,149.729,43.511,37.312,37.312,57.966,43.511,0.0,23.01,114.14,22.387,114.14,37.312,149.729,43.511,23.01,49.306,43.657,0.0,43.657,43.657,160.581,0.0,37.312,57.966,101.428,37.312,149.729,37.312,57.966,49.306,114.14,0.0,43.657,23.01,49.306,23.01,37.312,37.312,114.14,0.0,57.966,22.387,33.929
INST0267_N22_N27_D011,37.312,24.705,134.313,28.595,0.0,0.0,81.517,28.595,37.312,16.848,94.965,24.705,94.965,0.0,134.313,28.595,16.848,14.003,56.4,37.312,56.4,56.4,178.677,37.312,0.0,81.517,64.653,0.0,134.313,0.0,81.517,14.003,94.965,37.312,56.4,16.848,14.003,16.848,0.0,0.0,94.965,37.312,81.517,24.705,3.413
INST0267_N22_N27_P012,57.966,78.919,127.812,99.392,81.517,81.517,0.0,99.392,57.966,75.654,104.211,78.919,104.211,81.517,127.812,99.392,75.654,95.498,99.467,57.966,99.467,99.467,203.198,57.966,81.517,0.0,131.605,81.517,127.812,81.517,0.0,95.498,104.211,57.966,99.467,75.654,95.498,75.654,81.517,81.517,104.211,57.966,0.0,78.919,78.656
INST0267_N22_N27_D012,101.428,87.893,116.851,79.42,64.653,64.653,131.605,79.42,101.428,81.208,79.694,87.893,79.694,64.653,116.851,79.42,81.208,56.35,114.332,101.428,114.332,114.332,229.986,101.428,64.653,131.605,0.0,64.653,116.851,64.653,131.605,56.35,79.694,101.428,114.332,81.208,56.35,81.208,64.653,64.653,79.694,101.428,131.605,87.893,67.88
INST0267_N22_N27_P013,37.312,24.705,134.313,28.595,0.0,0.0,81.517,28.595,37.312,16.848,94.965,24.705,94.965,0.0,134.313,28.595,16.848,14.003,56.4,37.312,56.4,56.4,178.677,37.312,0.0,81.517,64.653,0.0,134.313,0.0,81.517,14.003,94.965,37.312,56.4,16.848,14.003,16.848,0.0,0.0,94.965,37.312,81.517,24.705,3.413
INST0267_N22_N27_D013,149.729,154.717,0.0,162.63,134.313,134.313,127.812,162.63,149.729,146.035,40.266,154.717,40.266,134.313,0.0,162.63,146.035,139.481,187.802,149.729,187.802,187.802,309.6,149.729,134.313,127.812,116.851,134.313,0.0,134.313,127.812,139.481,40.266,149.729,187.802,146.035,139.481,146.035,134.313,134.313,40.266,149.729,127.812,154.717,134.948
INST0267_N22_N27_P014,37.312,24.705,134.313,28.595,0.0,0.0,81.517,28.595,37.312,16.848,94.965,24.705,94.965,0.0,134.313,28.595,16.848,14.003,56.4,37.312,56.4,56.4,178.677,37.312,0.0,81.517,64.653,0.0,134.313,0.0,81.517,14.003,94.965,37.312,56.4,16.848,14.003,16.848,0.0,0.0,94.965,37.312,81.517,24.705,3.413
INST0267_N22_N27_D014,57.966,78.919,127.812,99.392,81.517,81.517,0.0,99.392,57.966,75.654,104.211,78.919,104.211,81.517,127.812,99.392,75.654,95.498,99.467,57.966,99.467,99.467,203.198,57.966,81.517,0.0,131.605,81.517,127.812,81.517,0.0,95.498,104.211,57.966,99.467,75.654,95.498,75.654,81.517,81.517,104.211,57.966,0.0,78.919,78.656
INST0267_N22_N27_P015,49.306,31.992,139.481,25.326,14.003,14.003,95.498,25.326,49.306,26.694,99.415,31.992,99.415,14.003,139.481,25.326,26.694,0.0,58.839,49.306,58.839,58.839,178.773,49.306,14.003,95.498,56.35,14.003,139.481,14.003,95.498,0.0,99.415,49.306,58.839,26.694,0.0,26.694,14.003,14.003,99.415,49.306,95.498,31.992,17.072
INST0267_N22_N27_D015,114.14,116.493,40.266,122.983,94.965,94.965,104.211,122.983,114.14,107.703,0.0,116.493,0.0,94.965,40.266,122.983,107.703,99.415,149.69,114.14,149.69,149.69,272.117,114.14,94.965,104.211,79.694,94.965,40.266,94.965,104.211,99.415,0.0,114.14,149.69,107.703,99.415,107.703,94.965,94.965,0.0,114.14,104.211,116.493,95.867
INST0267_N22_N27_P016,0.0,22.387,149.729,43.511,37.312,37.312,57.966,43.511,0.0,23.01,114.14,22.387,114.14,37.312,149.729,43.511,23.01,49.306,43.657,0.0,43.657,43.657,160.581,0.0,37.312,57.966,101.428,37.312,149.729,37.312,57.966,49.306,114.14,0.0,43.657,23.01,49.306,23.01,37.312,37.312,114.14,0.0,57.966,22.387,33.929
INST0267_N22_N27_D016,43.657,33.197,187.802,35.041,56.4,56.4,99.467,35.041,43.657,41.993,149.69,33.197,149.69,56.4,187.802,35.041,41.993,58.839,0.0,43.657,0.0,0.0,122.582,43.657,56.4,99.467,114.332,56.4,187.802,56.4,99.467,58.839,149.69,43.657,0.0,41.993,58.839,41.993,56.4,56.4,149.69,43.657,99.467,33.197,54.669
INST0267_N22_N27_P017,23.01,8.817,146.035,24.088,16.848,16.848,75.654,24.088,23.01,0.0,107.703,8.817,107.703,16.848,146.035,24.088,0.0,26.694,41.993,23.01,41.993,41.993,164.529,23.01,16.848,75.654,81.208,16.848,146.035,16.848,75.654,26.694,107.703,23.01,41.993,0.0,26.694,0.0,16.848,16.848,107.703,23.01,75.654,8.817,14.053
INST0267_N22_N27_D017,49.306,31.992,139.481,25.326,14.003,14.003,95.498,25.326,49.306,26.694,99.415,31.992,99.415,14.003,139.481,25.326,26.694,0.0,58.839,49.306,58.839,58.839,178.773,49.306,14.003,95.498,56.35,14.003,139.481,14.003,95.498,0.0,99.415,49.306,58.839,26.694,0.0,26.694,14.003,14.003,99.415,49.306,95.498,31.992,17.072
INST0267_N22_N27_P018,23.01,8.817,146.035,24.088,16.848,16.848,75.654,24.088,23.01,0.0,107.703,8.817,107.703,16.848,146.035,24.088,0.0,26.694,41.993,23.01,41.993,41.993,164.529,23.01,16.848,75.654,81.208,16.848,146.035,16.848,75.654,26.694,107.703,23.01,41.993,0.0,26.694,0.0,16.848,16.848,107.703,23.01,75.654,8.817,14.053
INST0267_N22_N27_D018,37.312,24.705,134.313,28.595,0.0,0.0,81.517,28.595,37.312,16.848,94.965,24.705,94.965,0.0,134.313,28.595,16.848,14.003,56.4,37.312,56.4,56.4,178.677,37.312,0.0,81.517,64.653,0.0,134.313,0.0,81.517,14.003,94.965,37.312,56.4,16.848,14.003,16.848,0.0,0.0,94.965,37.312,81.517,24.705,3.413
INST0267_N22_N27_P019,37.312,24.705,134.313,28.595,0.0,0.0,81.517,28.595,37.312,16.848,94.965,24.705,94.965,0.0,134.313,28.595,16.848,14.003,56.4,37.312,56.4,56.4,178.677,37.312,0.0,81.517,64.653,0.0,134.313,0.0,81.517,14.003,94.965,37.312,56.4,16.848,14.003,16.848,0.0,0.0,94.965,37.312,81.517,24.705,3.413
INST0267_N22_N27_D019,114.14,116.493,40.266,122.983,94.965,94.965,104.211,122.983,114.14,107.703,0.0,116.493,0.0,94.965,40.266,122.983,107.703,99.415,149.69,114.14,149.69,149.69,272.117,114.14,94.965,104.211,79.694,94.965,40.266,94.965,104.211,99.415,0.0,114.14,149.69,107.703,99.415,107.703,94.965,94.965,0.0,114.14,104.211,116.493,95.867
INST0267_N22_N27_P020,0.0,22.387,149.729,43.511,37.312,37.312,57.966,43.511,0.0,23.01,114.14,22.387,114.14,37.312,149.729,43.511,23.01,49.306,43.657,0.0,43.657,43.657,160.581,0.0,37.312,57.966,101.428,37.312,149.729,37.312,57.966,49.306,114.14,0.0,43.657,23.01,49.306,23.01,37.312,37.312,114.14,0.0,57.966,22.387,33.929
INST0267_N22_N27_D020,57.966,78.919,127.812,99.392,81.517,81.517,0.0,99.392,57.966,75.654,104.211,78.919,104.211,81.517,127.812,99.392,75.654,95.498,99.467,57.966,99.467,99.467,203.198,57.966,81.517,0.0,131.605,81.517,127.812,81.517,0.0,95.498,104.211,57.966,99.467,75.654,95.498,75.654,81.517,81.517,104.211,57.966,0.0,78.919,78.656
INST0267_N22_N27_P021,22.387,0.0,154.717,21.127,24.705,24.705,78.919,21.127,22.387,8.817,116.493,0.0,116.493,24.705,154.717,21.127,8.817,31.992,33.197,22.387,33.197,33.197,155.714,22.387,24.705,78.919,87.893,24.705,154.717,24.705,78.919,31.992,116.493,22.387,33.197,8.817,31.992,8.817,24.705,24.705,116.493,22.387,78.919,0.0,22.322
INST0267_N22_N27_D021,33.929,22.322,134.948,28.727,3.413,3.413,78.656,28.727,33.929,14.053,95.867,22.322,95.867,3.413,134.948,28.727,14.053,17.072,54.669,33.929,54.669,54.669,177.15,33.929,3.413,78.656,67.88,3.413,134.948,3.413,78.656,17.072,95.867,33.929,54.669,14.053,17.072,14.053,3.413,3.413,95.867,33.929,78.656,22.322,0.0
