,depot,INST0215_N20_S05_P000,INST0215_N20_S05_D000,INST0215_N20_S05_P001,INST0215_N20_S05_D001,INST0215_N20_S05_P002,INST0215_N20_S05_D002,INST0215_N20_S05_P003,INST0215_N20_S05_D003,INST0215_N20_S05_P004,INST0215_N20_S05_D004,INST0215_N20_S05_P005,INST0215_N20_S05_D005,INST0215_N20_S05_P006,INST0215_N20_S05_D006,INST0215_N20_S05_P007,INST0215_N20_S05_D007,INST0215_N20_S05_P008,INST0215_N20_S05_D008,INST0215_N20_S05_P009,INST0215_N20_S05_D009,INST0215_N20_S05_P010,INST0215_N20_S05_D010,INST0215_N20_S05_P011,INST0215_N20_S05_D011,INST0215_N20_S05_P012,INST0215_N20_S05_D012,INST0215_N20_S05_P013,INST0215_N20_S05_D013,INST0215_N20_S05_P014,INST0215_N20_S05_D014,INST0215_N20_S05_P015,INST0215_N20_S05_D015,INST0215_N20_S05_P016,INST0215_N20_S05_D016,INST0215_N20_S05_P017,INST0215_N20_S05_D017,INST0215_N20_S05_P018,INST0215_N20_S05_D018,INST0215_N20_S05_P019,INST0215_N20_S05_D019
INST0215_N20_S05_P006,68.319,102.776,58.699,0.0,83.416,88.975,71.865,62.898,0.0,88.975,68.319,68.319,102.776,0.0,93.449,71.865,68.319,71.865,93.449,77.092,62.898,83.416,71.865,0.0,68.319,58.699,102.776,0.0,68.319,68.319,113.511,83.416,0.0,83.416,77.092,77.092,68.319,77.092,123.443,88.975,71.865
INST0215_N20_S05_D006,97.061,103.829,89.072,93.449,91.902,112.576,47.206,95.708,93.449,112.576,97.061,97.061,103.829,93.449,0.0,47.206,97.061,47.206,0.0,36.733,95.708,91.902,47.206,93.449,97.061,89.072,103.829,93.449,97.061,97.061,150.208,91.902,93.449,91.902,36.733,36.733,97.061,36.733,33.969,112.576,47.206
INST0215_N20_S05_P007,50.526,59.003,43.838,71.865,45.002,65.388,0.0,49.927,71.865,65.388,50.526,50.526,59.003,71.865,47.206,0.0,50.526,0.0,47.206,10.867,49.927,45.002,0.0,71.865,50.526,43.838,59.003,71.865,50.526,50.526,103.002,45.002,71.865,45.002,10.867,10.867,50.526,10.867,80.368,65.388,0.0
INST0215_N20_S05_D007,0.0,36.46,10.881,68.319,19.629,21.478,50.526,5.477,68.319,21.478,0.0,0.0,36.46,68.319,97.061,50.526,0.0,50.526,97.061,61.394,5.477,19.629,50.526,68.319,0.0,10.881,36.46,68.319,0.0,0.0,55.179,19.629,68.319,19.629,61.394,61.394,0.0,61.394,130.689,21.478,50.526
INST0215_N20_S05_P008,50.526,59.003,43.838,71.865,45.002,65.388,0.0,49.927,71.865,65.388,50.526,50.526,59.003,71.865,47.206,0.0,50.526,0.0,47.206,10.867,49.927,45.002,0.0,71.865,50.526,43.838,59.003,71.865,50.526,50.526,103.002,45.002,71.865,45.002,10.867,10.867,50.526,10.867,80.368,65.388,0.0
INST0215_N20_S05_D008,97.061,103.829,89.072,93.449,91.902,112.576,47.206,95.708,93.449,112.576,97.061,97.061,103.829,93.449,0.0,47.206,97.061,47.206,0.0,36.733,95.708,91.902,47.206,93.449,97.061,89.072,103.829,93.449,97.061,97.061,150.208,91.902,93.449,91.902,36.733,36.733,97.061,36.733,33.969,112.576,47.206
INST0215_N20_S05_P009,61.394,67.889,54.565,77.092,55.171,75.908,10.867,60.745,77.092,75.908,61.394,61.394,67.889,77.092,36.733,10.867,61.394,10.867,36.733,0.0,60.745,55.171,10.867,77.092,61.394,54.565,67.889,77.092,61.394,61.394,113.587,55.171,77.092,55.171,0.0,0.0,61.394,0.0,69.589,75.908,10.867
INST0215_N20_S05_D009,5.477,41.761,7.008,62.898,24.239,26.505,49.927,0.0,62.898,26.505,5.477,5.477,41.761,62.898,95.708,49.927,5.477,49.927,95.708,60.745,0.0,24.239,49.927,62.898,5.477,7.008,41.761,62.898,5.477,5.477,58.521,24.239,62.898,24.239,60.745,60.745,5.477,60.745,129.526,26.505,49.927
INST0215_N20_S05_P010,19.629,19.488,25.439,83.416,0.0,21.517,45.002,24.239,83.416,21.517,19.629,19.629,19.488,83.416,91.902,45.002,19.629,45.002,91.902,55.171,24.239,0.0,45.002,83.416,19.629,25.439,19.488,83.416,19.629,19.629,59.019,0.0,83.416,0.0,55.171,55.171,19.629,55.171,124.222,21.517,45.002
INST0215_N20_S05_D010,50.526,59.003,43.838,71.865,45.002,65.388,0.0,49.927,71.865,65.388,50.526,50.526,59.003,71.865,47.206,0.0,50.526,0.0,47.206,10.867,49.927,45.002,0.0,71.865,50.526,43.838,59.003,71.865,50.526,50.526,103.002,45.002,71.865,45.002,10.867,10.867,50.526,10.867,80.368,65.388,0.0
INST0215_N20_S05_P011,68.319,102.776,58.699,0.0,83.416,88.975,71.865,62.898,0.0,88.975,68.319,68.319,102.776,0.0,93.449,71.865,68.319,71.865,93.449,77.092,62.898,83.416,71.865,0.0,68.319,58.699,102.776,0.0,68.319,68.319,113.511,83.416,0.0,83.416,77.092,77.092,68.319,77.092,123.443,88.975,71.865
INST0215_N20_S05_D011,0.0,36.46,10.881,68.319,19.629,21.478,50.526,5.477,68.319,21.478,0.0,0.0,36.46,68.319,97.061,50.526,0.0,50.526,97.061,61.394,5.477,19.629,50.526,68.319,0.0,10.881,36.46,68.319,0.0,0.0,55.179,19.629,68.319,19.629,61.394,61.394,0.0,61.394,130.689,21.478,50.526
INST0215_N20_S05_P012,10.881,44.339,0.0,58.699,25.439,32.298,43.838,7.008,58.699,32.298,10.881,10.881,44.339,58.699,89.072,43.838,10.881,43.838,89.072,54.565,7.008,25.439,43.838,58.699,10.881,0.0,44.339,58.699,10.881,10.881,65.452,25.439,58.699,25.439,54.565,54.565,10.881,54.565,122.952,32.298,43.838
INST0215_N20_S05_D012,36.46,0.0,44.339,102.776,19.488,24.954,59.003,41.761,102.776,24.954,36.46,36.46,0.0,102.776,103.829,59.003,36.46,59.003,103.829,67.889,41.761,19.488,59.003,102.776,36.46,44.339,0.0,102.776,36.46,36.46,54.903,19.488,102.776,19.488,67.889,67.889,36.46,67.889,134.327,24.954,59.003
INST0215_N20_S05_P013,68.319,102.776,58.699,0.0,83.416,88.975,71.865,62.898,0.0,88.975,68.319,68.319,102.776,0.0,93.449,71.865,68.319,71.865,93.449,77.092,62.898,83.416,71.865,0.0,68.319,58.699,102.776,0.0,68.319,68.319,113.511,83.416,0.0,83.416,77.092,77.092,68.319,77.092,123.443,88.975,71.865
INST0215_N20_S05_D013,0.0,36.46,10.881,68.319,19.629,21.478,50.526,5.477,68.319,21.478,0.0,0.0,36.46,68.319,97.061,50.526,0.0,50.526,97.061,61.394,5.477,19.629,50.526,68.319,0.0,10.881,36.46,68.319,0.0,0.0,55.179,19.629,68.319,19.629,61.394,61.394,0.0,61.394,130.689,21.478,50.526
INST0215_N20_S05_P014,0.0,36.46,10.881,68.319,19.629,21.478,50.526,5.477,68.319,21.478,0.0,0.0,36.46,68.319,97.061,50.526,0.0,50.526,97.061,61.394,5.477,19.629,50.526,68.319,0.0,10.881,36.46,68.319,0.0,0.0,55.179,19.629,68.319,19.629,61.394,61.394,0.0,61.394,130.689,21.478,50.526
INST0215_N20_S05_D014,55.179,54.903,65.452,113.511,59.019,37.715,103.002,58.521,113.511,37.715,55.179,55.179,54.903,113.511,150.208,103.002,55.179,103.002,150.208,113.587,58.521,59.019,103.002,113.511,55.179,65.452,54.903,113.511,55.179,55.179,0.0,59.019,113.511,59.019,113.587,113.587,55.179,113.587,183.035,37.715,103.002
INST0215_N20_S05_P015,19.629,19.488,25.439,83.416,0.0,21.517,45.002,24.239,83.416,21.517,19.629,19.629,19.488,83.416,91.902,45.002,19.629,45.002,91.902,55.171,24.239,0.0,45.002,83.416,19.629,25.439,19.488,83.416,19.629,19.629,59.019,0.0,83.416,0.0,55.171,55.171,19.629,55.171,124.222,21.517,45.002
INST0215_N20_S05_D015,68.319,102.776,58.699,0.0,83.416,88.975,71.865,62.898,0.0,88.975,68.319,68.319,102.776,0.0,93.449,71.865,68.319,71.865,93.449,77.092,62.898,83.416,71.865,0.0,68.319,58.699,102.776,0.0,68.319,68.319,113.511,83.416,0.0,83.416,77.092,77.092,68.319,77.092,123.443,88.975,71.865
INST0215_N20_S05_P016,19.629,19.488,25.439,83.416,0.0,21.517,45.002,24.239,83.416,21.517,19.629,19.629,19.488,83.416,91.902,45.002,19.629,45.002,91.902,55.171,24.239,0.0,45.002,83.416,19.629,25.439,19.488,83.416,19.629,19.629,59.019,0.0,83.416,0.0,55.171,55.171,19.629,55.171,124.222,21.517,45.002
INST0215_N20_S05_D016,61.394,67.889,54.565,77.092,55.171,75.908,10.867,60.745,77.092,75.908,61.394,61.394,67.889,77.092,36.733,10.867,61.394,10.867,36.733,0.0,60.745,55.171,10.867,77.092,61.394,54.565,67.889,77.092,61.394,61.394,113.587,55.171,77.092,55.171,0.0,0.0,61.394,0.0,69.589,75.908,10.867
INST0215_N20_S05_P017,61.394,67.889,54.565,77.092,55.171,75.908,10.867,60.745,77.092,75.908,61.394,61.394,67.889,77.092,36.733,10.867,61.394,10.867,36.733,0.0,60.745,55.171,10.867,77.092,61.394,54.565,67.889,77.092,61.394,61.394,113.587,55.171,77.092,55.171,0.0,0.0,61.394,0.0,69.589,75.908,10.867
INST0215_N20_S05_D017,0.0,36.46,10.881,68.319,19.629,21.478,50.526,5.477,68.319,21.478,0.0,0.0,36.46,68.319,97.061,50.526,0.0,50.526,97.061,61.394,5.477,19.629,50.526,68.319,0.0,10.881,36.46,68.319,0.0,0.0,55.179,19.629,68.319,19.629,61.394,61.394,0.0,61.394,130.689,21.478,50.526
INST0215_N20_S05_P018,61.394,67.889,54.565,77.092,55.171,75.908,10.867,60.745,77.092,75.908,61.394,61.394,67.889,77.092,36.733,10.867,61.394,10.867,36.733,0.0,60.745,55.171,10.867,77.092,61.394,54.565,67.889,77.092,61.394,61.394,113.587,55.171,77.092,55.171,0.0,0.0,61.394,0.0,69.589,75.908,10.867
INST0215_N20_S05_D018,130.689,134.327,122.952,123.443,124.222,145.321,80.368,129.526,123.443,145.321,130.689,130.689,134.327,123.443,33.969,80.368,130.689,80.368,33.969,69.589,129.526,124.222,80.368,123.443,130.689,122.952,134.327,123.443,130.689,130.689,183.035,124.222,123.443,124.222,69.589,69.589,130.689,69.589,0.0,145.321,80.368
INST0215_N20_S05_P019,21.478,24.954,32.298,88.975,21.517,0.0,65.388,26.505,88.975,0.0,21.478,21.478,24.954,88.975,112.576,65.388,21.478,65.388,112.576,75.908,26.505,21.517,65.388,88.975,21.478,32.298,24.954,88.975,21.478,21.478,37.715,21.517,88.975,21.517,75.908,75.908,21.478,75.908,145.321,0.0,65.388
INST0215_N20_S05_D019,50.526,59.003,43.838,71.865,45.002,65.388,0.0,49.927,71.865,65.388,50.526,50.526,59.003,71.865,47.206,0.0,50.526,0.0,47.206,10.867,49.927,45.002,0.0,71.865,50.526,43.838,59.003,71.865,50.526,50.526,103.002,45.002,71.865,45.002,10.867,10.867,50.526,10.867,80.368,65.388,0.0
