,depot,INST0203_N18_S23_P000,INST0203_N18_S23_D000,INST0203_N18_S23_P001,INST0203_N18_S23_D001,INST0203_N18_S23_P002,INST0203_N18_S23_D002,INST0203_N18_S23_P003,INST0203_N18_S23_D003,INST0203_N18_S23_P004,INST0203_N18_S23_D004,INST0203_N18_S23_P005,INST0203_N18_S23_D005,INST0203_N18_S23_P006,INST0203_N18_S23_D006,INST0203_N18_S23_P007,INST0203_N18_S23_D007,INST0203_N18_S23_P008,INST0203_N18_S23_D008,INST0203_N18_S23_P009,INST0203_N18_S23_D009,INST0203_N18_S23_P010,INST0203_N18_S23_D010,INST0203_N18_S23_P011,INST0203_N18_S23_D011,INST0203_N18_S23_P012,INST0203_N18_S23_D012,INST0203_N18_S23_P013,INST0203_N18_S23_D013,INST0203_N18_S23_P014,INST0203_N18_S23_D014,INST0203_N18_S23_P015,INST0203_N18_S23_D015,INST0203_N18_S23_P016,INST0203_N18_S23_D016,INST0203_N18_S23_P017,INST0203_N18_S23_D017
INST0203_N18_S23_D004,60.745,55.171,61.394,54.565,77.092,10.867,54.565,10.867,36.733,10.867,0.0,54.565,36.733,54.565,61.394,10.867,54.565,54.565,61.394,61.394,67.889,113.587,75.908,55.171,77.092,0.0,61.394,61.394,55.171,61.394,54.565,75.908,0.0,67.889,36.733,61.394,36.733
INST0203_N18_S23_P005,7.008,25.439,10.881,0.0,58.699,43.838,0.0,43.838,89.072,43.838,54.565,0.0,89.072,0.0,10.881,43.838,0.0,0.0,10.881,10.881,44.339,65.452,32.298,25.439,58.699,54.565,10.881,10.881,25.439,10.881,0.0,32.298,54.565,44.339,89.072,10.881,89.072
INST0203_N18_S23_D005,95.708,91.902,97.061,89.072,93.449,47.206,89.072,47.206,0.0,47.206,36.733,89.072,0.0,89.072,97.061,47.206,89.072,89.072,97.061,97.061,103.829,150.208,112.576,91.902,93.449,36.733,97.061,97.061,91.902,97.061,89.072,112.576,36.733,103.829,0.0,97.061,0.0
INST0203_N18_S23_P006,7.008,25.439,10.881,0.0,58.699,43.838,0.0,43.838,89.072,43.838,54.565,0.0,89.072,0.0,10.881,43.838,0.0,0.0,10.881,10.881,44.339,65.452,32.298,25.439,58.699,54.565,10.881,10.881,25.439,10.881,0.0,32.298,54.565,44.339,89.072,10.881,89.072
INST0203_N18_S23_D006,5.477,19.629,0.0,10.881,68.319,50.526,10.881,50.526,97.061,50.526,61.394,10.881,97.061,10.881,0.0,50.526,10.881,10.881,0.0,0.0,36.46,55.179,21.478,19.629,68.319,61.394,0.0,0.0,19.629,0.0,10.881,21.478,61.394,36.46,97.061,0.0,97.061
INST0203_N18_S23_P007,49.927,45.002,50.526,43.838,71.865,0.0,43.838,0.0,47.206,0.0,10.867,43.838,47.206,43.838,50.526,0.0,43.838,43.838,50.526,50.526,59.003,103.002,65.388,45.002,71.865,10.867,50.526,50.526,45.002,50.526,43.838,65.388,10.867,59.003,47.206,50.526,47.206
INST0203_N18_S23_D007,7.008,25.439,10.881,0.0,58.699,43.838,0.0,43.838,89.072,43.838,54.565,0.0,89.072,0.0,10.881,43.838,0.0,0.0,10.881,10.881,44.339,65.452,32.298,25.439,58.699,54.565,10.881,10.881,25.439,10.881,0.0,32.298,54.565,44.339,89.072,10.881,89.072
INST0203_N18_S23_P008,7.008,25.439,10.881,0.0,58.699,43.838,0.0,43.838,89.072,43.838,54.565,0.0,89.072,0.0,10.881,43.838,0.0,0.0,10.881,10.881,44.339,65.452,32.298,25.439,58.699,54.565,10.881,10.881,25.439,10.881,0.0,32.298,54.565,44.339,89.072,10.881,89.072
INST0203_N18_S23_D008,5.477,19.629,0.0,10.881,68.319,50.526,10.881,50.526,97.061,50.526,61.394,10.881,97.061,10.881,0.0,50.526,10.881,10.881,0.0,0.0,36.46,55.179,21.478,19.629,68.319,61.394,0.0,0.0,19.629,0.0,10.881,21.478,61.394,36.46,97.061,0.0,97.061
INST0203_N18_S23_P009,5.477,19.629,0.0,10.881,68.319,50.526,10.881,50.526,97.061,50.526,61.394,10.881,97.061,10.881,0.0,50.526,10.881,10.881,0.0,0.0,36.46,55.179,21.478,19.629,68.319,61.394,0.0,0.0,19.629,0.0,10.881,21.478,61.394,36.46,97.061,0.0,97.061
INST0203_N18_S23_D009,41.761,19.488,36.46,44.339,102.776,59.003,44.339,59.003,103.829,59.003,67.889,44.339,103.829,44.339,36.46,59.003,44.339,44.339,36.46,36.46,0.0,54.903,24.954,19.488,102.776,67.889,36.46,36.46,19.488,36.46,44.339,24.954,67.889,0.0,103.829,36.46,103.829
INST0203_N18_S23_P010,58.521,59.019,55.179,65.452,113.511,103.002,65.452,103.002,150.208,103.002,113.587,65.452,150.208,65.452,55.179,103.002,65.452,65.452,55.179,55.179,54.903,0.0,37.715,59.019,113.511,113.587,55.179,55.179,59.019,55.179,65.452,37.715,113.587,54.903,150.208,55.179,150.208
INST0203_N18_S23_D010,26.505,21.517,21.478,32.298,88.975,65.388,32.298,65.388,112.576,65.388,75.908,32.298,112.576,32.298,21.478,65.388,32.298,32.298,21.478,21.478,24.954,37.715,0.0,21.517,88.975,75.908,21.478,21.478,21.517,21.478,32.298,0.0,75.908,24.954,112.576,21.478,112.576
INST0203_N18_S23_P011,24.239,0.0,19.629,25.439,83.416,45.002,25.439,45.002,91.902,45.002,55.171,25.439,91.902,25.439,19.629,45.002,25.439,25.439,19.629,19.629,19.488,59.019,21.517,0.0,83.416,55.171,19.629,19.629,0.0,19.629,25.439,21.517,55.171,19.488,91.902,19.629,91.902
INST0203_N18_S23_D011,62.898,83.416,68.319,58.699,0.0,71.865,58.699,71.865,93.449,71.865,77.092,58.699,93.449,58.699,68.319,71.865,58.699,58.699,68.319,68.319,102.776,113.511,88.975,83.416,0.0,77.092,68.319,68.319,83.416,68.319,58.699,88.975,77.092,102.776,93.449,68.319,93.449
INST0203_N18_S23_P012,60.745,55.171,61.394,54.565,77.092,10.867,54.565,10.867,36.733,10.867,0.0,54.565,36.733,54.565,61.394,10.867,54.565,54.565,61.394,61.394,67.889,113.587,75.908,55.171,77.092,0.0,61.394,61.394,55.171,61.394,54.565,75.908,0.0,67.889,36.733,61.394,36.733
INST0203_N18_S23_D012,5.477,19.629,0.0,10.881,68.319,50.526,10.881,50.526,97.061,50.526,61.394,10.881,97.061,10.881,0.0,50.526,10.881,10.881,0.0,0.0,36.46,55.179,21.478,19.629,68.319,61.394,0.0,0.0,19.629,0.0,10.881,21.478,61.394,36.46,97.061,0.0,97.061
INST0203_N18_S23_P013,5.477,19.629,0.0,10.881,68.319,50.526,10.881,50.526,97.061,50.526,61.394,10.881,97.061,10.881,0.0,50.526,10.881,10.881,0.0,0.0,36.46,55.179,21.478,19.629,68.319,61.394,0.0,0.0,19.629,0.0,10.881,21.478,61.394,36.46,97.061,0.0,97.061
INST0203_N18_S23_D013,24.239,0.0,19.629,25.439,83.416,45.002,25.439,45.002,91.902,45.002,55.171,25.439,91.902,25.439,19.629,45.002,25.439,25.439,19.629,19.629,19.488,59.019,21.517,0.0,83.416,55.171,19.629,19.629,0.0,19.629,25.439,21.517,55.171,19.488,91.902,19.629,91.902
INST0203_N18_S23_P014,5.477,19.629,0.0,10.881,68.319,50.526,10.881,50.526,97.061,50.526,61.394,10.881,97.061,10.881,0.0,50.526,10.881,10.881,0.0,0.0,36.46,55.179,21.478,19.629,68.319,61.394,0.0,0.0,19.629,0.0,10.881,21.478,61.394,36.46,97.061,0.0,97.061
INST0203_N18_S23_D014,7.008,25.439,10.881,0.0,58.699,43.838,0.0,43.838,89.072,43.838,54.565,0.0,89.072,0.0,10.881,43.838,0.0,0.0,10.881,10.881,44.339,65.452,32.298,25.439,58.699,54.565,10.881,10.881,25.439,10.881,0.0,32.298,54.565,44.339,89.072,10.881,89.072
INST0203_N18_S23_P015,26.505,21.517,21.478,32.298,88.975,65.388,32.298,65.388,112.576,65.388,75.908,32.298,112.576,32.298,21.478,65.388,32.298,32.298,21.478,21.478,24.954,37.715,0.0,21.517,88.975,75.908,21.478,21.478,21.517,21.478,32.298,0.0,75.908,24.954,112.576,21.478,112.576
INST0203_N18_S23_D015,60.745,55.171,61.394,54.565,77.092,10.867,54.565,10.867,36.733,10.867,0.0,54.565,36.733,54.565,61.394,10.867,54.565,54.565,61.394,61.394,67.889,113.587,75.908,55.171,77.092,0.0,61.394,61.394,55.171,61.394,54.565,75.908,0.0,67.889,36.733,61.394,36.733
INST0203_N18_S23_P016,41.761,19.488,36.46,44.339,102.776,59.003,44.339,59.003,103.829,59.003,67.889,44.339,103.829,44.339,36.46,59.003,44.339,44.339,36.46,36.46,0.0,54.903,24.954,19.488,102.776,67.889,36.46,36.46,19.488,36.46,44.339,24.954,67.889,0.0,103.829,36.46,103.829
INST0203_N18_S23_D016,95.708,91.902,97.061,89.072,93.449,47.206,89.072,47.206,0.0,47.206,36.733,89.072,0.0,89.072,97.061,47.206,89.072,89.072,97.061,97.061,103.829,150.208,112.576,91.902,93.449,36.733,97.061,97.061,91.902,97.061,89.072,112.576,36.733,103.829,0.0,97.061,0.0
INST0203_N18_S23_P017,5.477,19.629,0.0,10.881,68.319,50.526,10.881,50.526,97.061,50.526,61.394,10.881,97.061,10.881,0.0,50.526,10.881,10.881,0.0,0.0,36.46,55.179,21.478,19.629,68.319,61.394,0.0,0.0,19.629,0.0,10.881,21.478,61.394,36.46,97.061,0.0,97.061
INST0203_N18_S23_D017,95.708,91.902,97.061,89.072,93.449,47.206,89.072,47.206,0.0,47.206,36.733,89.072,0.0,89.072,97.061,47.206,89.072,89.072,97.061,97.061,103.829,150.208,112.576,91.902,93.449,36.733,97.061,97.061,91.902,97.061,89.072,112.576,36.733,103.829,0.0,97.061,0.0
