,depot,INST0292_N25_W22_P000,INST0292_N25_W22_D000,INST0292_N25_W22_P001,INST0292_N25_W22_D001,INST0292_N25_W22_P002,INST0292_N25_W22_D002,INST0292_N25_W22_P003,INST0292_N25_W22_D003,INST0292_N25_W22_P004,INST0292_N25_W22_D004,INST0292_N25_W22_P005,INST0292_N25_W22_D005,INST0292_N25_W22_P006,INST0292_N25_W22_D006,INST0292_N25_W22_P007,INST0292_N25_W22_D007,INST0292_N25_W22_P008,INST0292_N25_W22_D008,INST0292_N25_W22_P009,INST0292_N25_W22_D009,INST0292_N25_W22_P010,INST0292_N25_W22_D010,INST0292_N25_W22_P011,INST0292_N25_W22_D011,INST0292_N25_W22_P012,INST0292_N25_W22_D012,INST0292_N25_W22_P013,INST0292_N25_W22_D013,INST0292_N25_W22_P014,INST0292_N25_W22_D014,INST0292_N25_W22_P015,INST0292_N25_W22_D015,INST0292_N25_W22_P016,INST0292_N25_W22_D016,INST0292_N25_W22_P017,INST0292_N25_W22_D017,INST0292_N25_W22_P018,INST0292_N25_W22_D018,INST0292_N25_W22_P019,INST0292_N25_W22_D019,INST0292_N25_W22_P020,INST0292_N25_W22_D020,INST0292_N25_W22_P021,INST0292_N25_W22_D021,INST0292_N25_W22_P022,INST0292_N25_W22_D022,INST0292_N25_W22_P023,INST0292_N25_W22_D023,INST0292_N25_W22_P024,INST0292_N25_W22_D024
INST0292_N25_W22_D017,63.444,40.063,40.846,40.063,70.903,70.903,0.0,20.342,70.903,70.903,63.444,0.0,69.129,0.0,50.28,69.129,40.846,0.0,69.129,63.444,0.0,69.129,70.903,55.217,57.646,57.646,40.846,55.217,63.444,0.0,57.646,55.217,70.903,69.129,20.342,69.129,0.0,40.063,50.28,20.342,55.217,20.342,0.0,20.342,69.129,70.903,63.444,55.217,57.646,55.217,40.846
INST0292_N25_W22_P018,24.4,0.0,79.708,0.0,35.196,35.196,40.063,22.455,35.196,35.196,24.4,40.063,29.48,40.063,10.426,29.48,79.708,40.063,29.48,24.4,40.063,29.48,35.196,20.581,46.518,46.518,79.708,20.581,24.4,40.063,46.518,20.581,35.196,29.48,22.455,29.48,40.063,0.0,10.426,22.455,20.581,22.455,40.063,22.455,29.48,35.196,24.4,20.581,46.518,20.581,79.708
INST0292_N25_W22_D018,16.791,10.426,90.122,10.426,29.954,29.954,50.28,32.833,29.954,29.954,16.791,50.28,19.054,50.28,0.0,19.054,90.122,50.28,19.054,16.791,50.28,19.054,29.954,14.077,46.592,46.592,90.122,14.077,16.791,50.28,46.592,14.077,29.954,19.054,32.833,19.054,50.28,10.426,0.0,32.833,14.077,32.833,50.28,32.833,19.054,29.954,16.791,14.077,46.592,14.077,90.122
INST0292_N25_W22_P019,43.952,22.455,57.687,22.455,50.611,50.611,20.342,0.0,50.611,50.611,43.952,20.342,51.842,20.342,32.833,51.842,57.687,20.342,51.842,43.952,20.342,51.842,50.611,41.349,55.918,55.918,57.687,41.349,43.952,20.342,55.918,41.349,50.611,51.842,0.0,51.842,20.342,22.455,32.833,0.0,41.349,0.0,20.342,0.0,51.842,50.611,43.952,41.349,55.918,41.349,57.687
INST0292_N25_W22_D019,26.872,20.581,96.036,20.581,41.092,41.092,55.217,41.349,41.092,41.092,26.872,55.217,18.744,55.217,14.077,18.744,96.036,55.217,18.744,26.872,55.217,18.744,41.092,0.0,35.155,35.155,96.036,0.0,26.872,55.217,35.155,0.0,41.092,18.744,41.349,18.744,55.217,20.581,14.077,41.349,0.0,41.349,55.217,41.349,18.744,41.092,26.872,0.0,35.155,0.0,96.036
INST0292_N25_W22_P020,43.952,22.455,57.687,22.455,50.611,50.611,20.342,0.0,50.611,50.611,43.952,20.342,51.842,20.342,32.833,51.842,57.687,20.342,51.842,43.952,20.342,51.842,50.611,41.349,55.918,55.918,57.687,41.349,43.952,20.342,55.918,41.349,50.611,51.842,0.0,51.842,20.342,22.455,32.833,0.0,41.349,0.0,20.342,0.0,51.842,50.611,43.952,41.349,55.918,41.349,57.687
INST0292_N25_W22_D020,63.444,40.063,40.846,40.063,70.903,70.903,0.0,20.342,70.903,70.903,63.444,0.0,69.129,0.0,50.28,69.129,40.846,0.0,69.129,63.444,0.0,69.129,70.903,55.217,57.646,57.646,40.846,55.217,63.444,0.0,57.646,55.217,70.903,69.129,20.342,69.129,0.0,40.063,50.28,20.342,55.217,20.342,0.0,20.342,69.129,70.903,63.444,55.217,57.646,55.217,40.846
INST0292_N25_W22_P021,43.952,22.455,57.687,22.455,50.611,50.611,20.342,0.0,50.611,50.611,43.952,20.342,51.842,20.342,32.833,51.842,57.687,20.342,51.842,43.952,20.342,51.842,50.611,41.349,55.918,55.918,57.687,41.349,43.952,20.342,55.918,41.349,50.611,51.842,0.0,51.842,20.342,22.455,32.833,0.0,41.349,0.0,20.342,0.0,51.842,50.611,43.952,41.349,55.918,41.349,57.687
INST0292_N25_W22_D021,16.35,29.48,109.164,29.48,28.769,28.769,69.129,51.842,28.769,28.769,16.35,69.129,0.0,69.129,19.054,0.0,109.164,69.129,0.0,16.35,69.129,0.0,28.769,18.744,52.507,52.507,109.164,18.744,16.35,69.129,52.507,18.744,28.769,0.0,51.842,0.0,69.129,29.48,19.054,51.842,18.744,51.842,69.129,51.842,0.0,28.769,16.35,18.744,52.507,18.744,109.164
INST0292_N25_W22_P022,14.239,35.196,106.091,35.196,0.0,0.0,70.903,50.611,0.0,0.0,14.239,70.903,28.769,70.903,29.954,28.769,106.091,70.903,28.769,14.239,70.903,28.769,0.0,41.092,75.918,75.918,106.091,41.092,14.239,70.903,75.918,41.092,0.0,28.769,50.611,28.769,70.903,35.196,29.954,50.611,41.092,50.611,70.903,50.611,28.769,0.0,14.239,41.092,75.918,41.092,106.091
INST0292_N25_W22_D022,0.0,24.4,101.402,24.4,14.239,14.239,63.444,43.952,14.239,14.239,0.0,63.444,16.35,63.444,16.791,16.35,101.402,63.444,16.35,0.0,63.444,16.35,14.239,26.872,61.821,61.821,101.402,26.872,0.0,63.444,61.821,26.872,14.239,16.35,43.952,16.35,63.444,24.4,16.791,43.952,26.872,43.952,63.444,43.952,16.35,14.239,0.0,26.872,61.821,26.872,101.402
INST0292_N25_W22_P023,26.872,20.581,96.036,20.581,41.092,41.092,55.217,41.349,41.092,41.092,26.872,55.217,18.744,55.217,14.077,18.744,96.036,55.217,18.744,26.872,55.217,18.744,41.092,0.0,35.155,35.155,96.036,0.0,26.872,55.217,35.155,0.0,41.092,18.744,41.349,18.744,55.217,20.581,14.077,41.349,0.0,41.349,55.217,41.349,18.744,41.092,26.872,0.0,35.155,0.0,96.036
INST0292_N25_W22_D023,61.821,46.518,94.442,46.518,75.918,75.918,57.646,55.918,75.918,75.918,61.821,57.646,52.507,57.646,46.592,52.507,94.442,57.646,52.507,61.821,57.646,52.507,75.918,35.155,0.0,0.0,94.442,35.155,61.821,57.646,0.0,35.155,75.918,52.507,55.918,52.507,57.646,46.518,46.592,55.918,35.155,55.918,57.646,55.918,52.507,75.918,61.821,35.155,0.0,35.155,94.442
INST0292_N25_W22_P024,26.872,20.581,96.036,20.581,41.092,41.092,55.217,41.349,41.092,41.092,26.872,55.217,18.744,55.217,14.077,18.744,96.036,55.217,18.744,26.872,55.217,18.744,41.092,0.0,35.155,35.155,96.036,0.0,26.872,55.217,35.155,0.0,41.092,18.744,41.349,18.744,55.217,20.581,14.077,41.349,0.0,41.349,55.217,41.349,18.744,41.092,26.872,0.0,35.155,0.0,96.036
INST0292_N25_W22_D024,101.402,79.708,0.0,79.708,106.091,106.091,40.846,57.687,106.091,106.091,101.402,40.846,109.164,40.846,90.122,109.164,0.0,40.846,109.164,101.402,40.846,109.164,106.091,96.036,94.442,94.442,0.0,96.036,101.402,40.846,94.442,96.036,106.091,109.164,57.687,109.164,40.846,79.708,90.122,57.687,96.036,57.687,40.846,57.687,109.164,106.091,101.402,96.036,94.442,96.036,0.0
