,depot,INST0296_N25_S26_P000,INST0296_N25_S26_D000,INST0296_N25_S26_P001,INST0296_N25_S26_D001,INST0296_N25_S26_P002,INST0296_N25_S26_D002,INST0296_N25_S26_P003,INST0296_N25_S26_D003,INST0296_N25_S26_P004,INST0296_N25_S26_D004,INST0296_N25_S26_P005,INST0296_N25_S26_D005,INST0296_N25_S26_P006,INST0296_N25_S26_D006,INST0296_N25_S26_P007,INST0296_N25_S26_D007,INST0296_N25_S26_P008,INST0296_N25_S26_D008,INST0296_N25_S26_P009,INST0296_N25_S26_D009,INST0296_N25_S26_P010,INST0296_N25_S26_D010,INST0296_N25_S26_P011,INST0296_N25_S26_D011,INST0296_N25_S26_P012,INST0296_N25_S26_D012,INST0296_N25_S26_P013,INST0296_N25_S26_D013,INST0296_N25_S26_P014,INST0296_N25_S26_D014,INST0296_N25_S26_P015,INST0296_N25_S26_D015,INST0296_N25_S26_P016,INST0296_N25_S26_D016,INST0296_N25_S26_P017,INST0296_N25_S26_D017,INST0296_N25_S26_P018,INST0296_N25_S26_D018,INST0296_N25_S26_P019,INST0296_N25_S26_D019,INST0296_N25_S26_P020,INST0296_N25_S26_D020,INST0296_N25_S26_P021,INST0296_N25_S26_D021,INST0296_N25_S26_P022,INST0296_N25_S26_D022,INST0296_N25_S26_P023,INST0296_N25_S26_D023,INST0296_N25_S26_P024,INST0296_N25_S26_D024
INST0296_N25_S26_D004,39.549,39.549,8.581,0.0,53.679,54.293,53.679,31.149,39.549,53.679,0.0,39.549,31.149,8.581,54.293,0.0,39.549,66.815,53.679,0.0,109.068,0.0,150.553,8.581,150.553,8.581,53.679,8.581,80.145,39.549,54.293,66.815,71.877,80.145,54.293,0.0,54.293,0.0,31.149,54.293,66.815,13.324,53.679,54.293,109.068,8.581,53.679,54.293,53.679,80.145,0.0
INST0296_N25_S26_P005,0.0,0.0,32.455,39.549,80.067,30.556,80.067,26.348,0.0,80.067,39.549,0.0,26.348,32.455,30.556,39.549,0.0,92.948,80.067,39.549,137.848,39.549,177.944,32.455,177.944,32.455,80.067,32.455,46.181,0.0,30.556,92.948,108.949,46.181,30.556,39.549,30.556,39.549,26.348,30.556,92.948,26.3,80.067,30.556,137.848,32.455,80.067,30.556,80.067,46.181,39.549
INST0296_N25_S26_D005,26.348,26.348,29.68,31.149,55.105,23.863,55.105,0.0,26.348,55.105,31.149,26.348,0.0,29.68,23.863,31.149,26.348,67.557,55.105,31.149,112.533,31.149,152.108,29.68,152.108,29.68,55.105,29.68,72.268,26.348,23.863,67.557,102.142,72.268,23.863,31.149,23.863,31.149,0.0,23.863,67.557,24.036,55.105,23.863,112.533,29.68,55.105,23.863,55.105,72.268,31.149
INST0296_N25_S26_P006,32.455,32.455,0.0,8.581,61.135,51.136,61.135,29.68,32.455,61.135,8.581,32.455,29.68,0.0,51.136,8.581,32.455,74.382,61.135,8.581,117.194,8.581,158.604,0.0,158.604,0.0,61.135,0.0,71.658,32.455,51.136,74.382,77.018,71.658,51.136,8.581,51.136,8.581,29.68,51.136,74.382,6.707,61.135,51.136,117.194,0.0,61.135,51.136,61.135,71.658,8.581
INST0296_N25_S26_D006,30.556,30.556,51.136,54.293,72.248,0.0,72.248,23.863,30.556,72.248,54.293,30.556,23.863,51.136,0.0,54.293,30.556,83.129,72.248,54.293,127.137,54.293,164.482,51.136,164.482,51.136,72.248,51.136,67.228,30.556,0.0,83.129,125.848,67.228,0.0,54.293,0.0,54.293,23.863,0.0,83.129,44.645,72.248,0.0,127.137,51.136,72.248,0.0,72.248,67.228,54.293
INST0296_N25_S26_P007,39.549,39.549,8.581,0.0,53.679,54.293,53.679,31.149,39.549,53.679,0.0,39.549,31.149,8.581,54.293,0.0,39.549,66.815,53.679,0.0,109.068,0.0,150.553,8.581,150.553,8.581,53.679,8.581,80.145,39.549,54.293,66.815,71.877,80.145,54.293,0.0,54.293,0.0,31.149,54.293,66.815,13.324,53.679,54.293,109.068,8.581,53.679,54.293,53.679,80.145,0.0
INST0296_N25_S26_D007,0.0,0.0,32.455,39.549,80.067,30.556,80.067,26.348,0.0,80.067,39.549,0.0,26.348,32.455,30.556,39.549,0.0,92.948,80.067,39.549,137.848,39.549,177.944,32.455,177.944,32.455,80.067,32.455,46.181,0.0,30.556,92.948,108.949,46.181,30.556,39.549,30.556,39.549,26.348,30.556,92.948,26.3,80.067,30.556,137.848,32.455,80.067,30.556,80.067,46.181,39.549
INST0296_N25_S26_P008,92.948,92.948,74.382,66.815,13.307,83.129,13.307,67.557,92.948,13.307,66.815,92.948,67.557,74.382,83.129,66.815,92.948,0.0,13.307,66.815,44.98,66.815,85.211,74.382,85.211,74.382,13.307,74.382,139.086,92.948,83.129,0.0,94.398,139.086,83.129,66.815,83.129,66.815,67.557,83.129,0.0,75.176,13.307,83.129,44.98,74.382,13.307,83.129,13.307,139.086,66.815
INST0296_N25_S26_D008,80.067,80.067,61.135,53.679,0.0,72.248,0.0,55.105,80.067,0.0,53.679,80.067,55.105,61.135,72.248,53.679,80.067,13.307,0.0,53.679,57.803,53.679,98.41,61.135,98.41,61.135,0.0,61.135,126.125,80.067,72.248,13.307,87.998,126.125,72.248,53.679,72.248,53.679,55.105,72.248,13.307,61.869,0.0,72.248,57.803,61.135,0.0,72.248,0.0,126.125,53.679
INST0296_N25_S26_P009,39.549,39.549,8.581,0.0,53.679,54.293,53.679,31.149,39.549,53.679,0.0,39.549,31.149,8.581,54.293,0.0,39.549,66.815,53.679,0.0,109.068,0.0,150.553,8.581,150.553,8.581,53.679,8.581,80.145,39.549,54.293,66.815,71.877,80.145,54.293,0.0,54.293,0.0,31.149,54.293,66.815,13.324,53.679,54.293,109.068,8.581,53.679,54.293,53.679,80.145,0.0
INST0296_N25_S26_D009,137.848,137.848,117.194,109.068,57.803,127.137,57.803,112.533,137.848,57.803,109.068,137.848,112.533,117.194,127.137,109.068,137.848,44.98,57.803,109.068,0.0,109.068,41.594,117.194,41.594,117.194,57.803,117.194,183.928,137.848,127.137,44.98,114.428,183.928,127.137,109.068,127.137,109.068,112.533,127.137,44.98,118.85,57.803,127.137,0.0,117.194,57.803,127.137,57.803,183.928,109.068
INST0296_N25_S26_P010,39.549,39.549,8.581,0.0,53.679,54.293,53.679,31.149,39.549,53.679,0.0,39.549,31.149,8.581,54.293,0.0,39.549,66.815,53.679,0.0,109.068,0.0,150.553,8.581,150.553,8.581,53.679,8.581,80.145,39.549,54.293,66.815,71.877,80.145,54.293,0.0,54.293,0.0,31.149,54.293,66.815,13.324,53.679,54.293,109.068,8.581,53.679,54.293,53.679,80.145,0.0
INST0296_N25_S26_D010,177.944,177.944,158.604,150.553,98.41,164.482,98.41,152.108,177.944,98.41,150.553,177.944,152.108,158.604,164.482,150.553,177.944,85.211,98.41,150.553,41.594,150.553,0.0,158.604,0.0,158.604,98.41,158.604,224.124,177.944,164.482,85.211,151.155,224.124,164.482,150.553,164.482,150.553,152.108,164.482,85.211,160.028,98.41,164.482,41.594,158.604,98.41,164.482,98.41,224.124,150.553
INST0296_N25_S26_P011,32.455,32.455,0.0,8.581,61.135,51.136,61.135,29.68,32.455,61.135,8.581,32.455,29.68,0.0,51.136,8.581,32.455,74.382,61.135,8.581,117.194,8.581,158.604,0.0,158.604,0.0,61.135,0.0,71.658,32.455,51.136,74.382,77.018,71.658,51.136,8.581,51.136,8.581,29.68,51.136,74.382,6.707,61.135,51.136,117.194,0.0,61.135,51.136,61.135,71.658,8.581
INST0296_N25_S26_D011,177.944,177.944,158.604,150.553,98.41,164.482,98.41,152.108,177.944,98.41,150.553,177.944,152.108,158.604,164.482,150.553,177.944,85.211,98.41,150.553,41.594,150.553,0.0,158.604,0.0,158.604,98.41,158.604,224.124,177.944,164.482,85.211,151.155,224.124,164.482,150.553,164.482,150.553,152.108,164.482,85.211,160.028,98.41,164.482,41.594,158.604,98.41,164.482,98.41,224.124,150.553
INST0296_N25_S26_P012,32.455,32.455,0.0,8.581,61.135,51.136,61.135,29.68,32.455,61.135,8.581,32.455,29.68,0.0,51.136,8.581,32.455,74.382,61.135,8.581,117.194,8.581,158.604,0.0,158.604,0.0,61.135,0.0,71.658,32.455,51.136,74.382,77.018,71.658,51.136,8.581,51.136,8.581,29.68,51.136,74.382,6.707,61.135,51.136,117.194,0.0,61.135,51.136,61.135,71.658,8.581
INST0296_N25_S26_D012,80.067,80.067,61.135,53.679,0.0,72.248,0.0,55.105,80.067,0.0,53.679,80.067,55.105,61.135,72.248,53.679,80.067,13.307,0.0,53.679,57.803,53.679,98.41,61.135,98.41,61.135,0.0,61.135,126.125,80.067,72.248,13.307,87.998,126.125,72.248,53.679,72.248,53.679,55.105,72.248,13.307,61.869,0.0,72.248,57.803,61.135,0.0,72.248,0.0,126.125,53.679
INST0296_N25_S26_P013,32.455,32.455,0.0,8.581,61.135,51.136,61.135,29.68,32.455,61.135,8.581,32.455,29.68,0.0,51.136,8.581,32.455,74.382,61.135,8.581,117.194,8.581,158.604,0.0,158.604,0.0,61.135,0.0,71.658,32.455,51.136,74.382,77.018,71.658,51.136,8.581,51.136,8.581,29.68,51.136,74.382,6.707,61.135,51.136,117.194,0.0,61.135,51.136,61.135,71.658,8.581
INST0296_N25_S26_D013,46.181,46.181,71.658,80.145,126.125,67.228,126.125,72.268,46.181,126.125,80.145,46.181,72.268,71.658,67.228,80.145,46.181,139.086,126.125,80.145,183.928,80.145,224.124,71.658,224.124,71.658,126.125,71.658,0.0,46.181,67.228,139.086,138.993,0.0,67.228,80.145,67.228,80.145,72.268,67.228,139.086,67.566,126.125,67.228,183.928,71.658,126.125,67.228,126.125,0.0,80.145
INST0296_N25_S26_P014,0.0,0.0,32.455,39.549,80.067,30.556,80.067,26.348,0.0,80.067,39.549,0.0,26.348,32.455,30.556,39.549,0.0,92.948,80.067,39.549,137.848,39.549,177.944,32.455,177.944,32.455,80.067,32.455,46.181,0.0,30.556,92.948,108.949,46.181,30.556,39.549,30.556,39.549,26.348,30.556,92.948,26.3,80.067,30.556,137.848,32.455,80.067,30.556,80.067,46.181,39.549
INST0296_N25_S26_D014,30.556,30.556,51.136,54.293,72.248,0.0,72.248,23.863,30.556,72.248,54.293,30.556,23.863,51.136,0.0,54.293,30.556,83.129,72.248,54.293,127.137,54.293,164.482,51.136,164.482,51.136,72.248,51.136,67.228,30.556,0.0,83.129,125.848,67.228,0.0,54.293,0.0,54.293,23.863,0.0,83.129,44.645,72.248,0.0,127.137,51.136,72.248,0.0,72.248,67.228,54.293
INST0296_N25_S26_P015,92.948,92.948,74.382,66.815,13.307,83.129,13.307,67.557,92.948,13.307,66.815,92.948,67.557,74.382,83.129,66.815,92.948,0.0,13.307,66.815,44.98,66.815,85.211,74.382,85.211,74.382,13.307,74.382,139.086,92.948,83.129,0.0,94.398,139.086,83.129,66.815,83.129,66.815,67.557,83.129,0.0,75.176,13.307,83.129,44.98,74.382,13.307,83.129,13.307,139.086,66.815
INST0296_N25_S26_D015,108.949,108.949,77.018,71.877,87.998,125.848,87.998,102.142,108.949,87.998,71.877,108.949,102.142,77.018,125.848,71.877,108.949,94.398,87.998,71.877,114.428,71.877,151.155,77.018,151.155,77.018,87.998,77.018,138.993,108.949,125.848,94.398,0.0,138.993,125.848,71.877,125.848,71.877,102.142,125.848,94.398,83.656,87.998,125.848,114.428,77.018,87.998,125.848,87.998,138.993,71.877
INST0296_N25_S26_P016,46.181,46.181,71.658,80.145,126.125,67.228,126.125,72.268,46.181,126.125,80.145,46.181,72.268,71.658,67.228,80.145,46.181,139.086,126.125,80.145,183.928,80.145,224.124,71.658,224.124,71.658,126.125,71.658,0.0,46.181,67.228,139.086,138.993,0.0,67.228,80.145,67.228,80.145,72.268,67.228,139.086,67.566,126.125,67.228,183.928,71.658,126.125,67.228,126.125,0.0,80.145
INST0296_N25_S26_D016,30.556,30.556,51.136,54.293,72.248,0.0,72.248,23.863,30.556,72.248,54.293,30.556,23.863,51.136,0.0,54.293,30.556,83.129,72.248,54.293,127.137,54.293,164.482,51.136,164.482,51.136,72.248,51.136,67.228,30.556,0.0,83.129,125.848,67.228,0.0,54.293,0.0,54.293,23.863,0.0,83.129,44.645,72.248,0.0,127.137,51.136,72.248,0.0,72.248,67.228,54.293
INST0296_N25_S26_P017,39.549,39.549,8.581,0.0,53.679,54.293,53.679,31.149,39.549,53.679,0.0,39.549,31.149,8.581,54.293,0.0,39.549,66.815,53.679,0.0,109.068,0.0,150.553,8.581,150.553,8.581,53.679,8.581,80.145,39.549,54.293,66.815,71.877,80.145,54.293,0.0,54.293,0.0,31.149,54.293,66.815,13.324,53.679,54.293,109.068,8.581,53.679,54.293,53.679,80.145,0.0
INST0296_N25_S26_D017,30.556,30.556,51.136,54.293,72.248,0.0,72.248,23.863,30.556,72.248,54.293,30.556,23.863,51.136,0.0,54.293,30.556,83.129,72.248,54.293,127.137,54.293,164.482,51.136,164.482,51.136,72.248,51.136,67.228,30.556,0.0,83.129,125.848,67.228,0.0,54.293,0.0,54.293,23.863,0.0,83.129,44.645,72.248,0.0,127.137,51.136,72.248,0.0,72.248,67.228,54.293
INST0296_N25_S26_P018,39.549,39.549,8.581,0.0,53.679,54.293,53.679,31.149,39.549,53.679,0.0,39.549,31.149,8.581,54.293,0.0,39.549,66.815,53.679,0.0,109.068,0.0,150.553,8.581,150.553,8.581,53.679,8.581,80.145,39.549,54.293,66.815,71.877,80.145,54.293,0.0,54.293,0.0,31.149,54.293,66.815,13.324,53.679,54.293,109.068,8.581,53.679,54.293,53.679,80.145,0.0
INST0296_N25_S26_D018,26.348,26.348,29.68,31.149,55.105,23.863,55.105,0.0,26.348,55.105,31.149,26.348,0.0,29.68,23.863,31.149,26.348,67.557,55.105,31.149,112.533,31.149,152.108,29.68,152.108,29.68,55.105,29.68,72.268,26.348,23.863,67.557,102.142,72.268,23.863,31.149,23.863,31.149,0.0,23.863,67.557,24.036,55.105,23.863,112.533,29.68,55.105,23.863,55.105,72.268,31.149
INST0296_N25_S26_P019,30.556,30.556,51.136,54.293,72.248,0.0,72.248,23.863,30.556,72.248,54.293,30.556,23.863,51.136,0.0,54.293,30.556,83.129,72.248,54.293,127.137,54.293,164.482,51.136,164.482,51.136,72.248,51.136,67.228,30.556,0.0,83.129,125.848,67.228,0.0,54.293,0.0,54.293,23.863,0.0,83.129,44.645,72.248,0.0,127.137,51.136,72.248,0.0,72.248,67.228,54.293
INST0296_N25_S26_D019,92.948,92.948,74.382,66.815,13.307,83.129,13.307,67.557,92.948,13.307,66.815,92.948,67.557,74.382,83.129,66.815,92.948,0.0,13.307,66.815,44.98,66.815,85.211,74.382,85.211,74.382,13.307,74.382,139.086,92.948,83.129,0.0,94.398,139.086,83.129,66.815,83.129,66.815,67.557,83.129,0.0,75.176,13.307,83.129,44.98,74.382,13.307,83.129,13.307,139.086,66.815
INST0296_N25_S26_P020,26.3,26.3,6.707,13.324,61.869,44.645,61.869,24.036,26.3,61.869,13.324,26.3,24.036,6.707,44.645,13.324,26.3,75.176,61.869,13.324,118.85,13.324,160.028,6.707,160.028,6.707,61.869,6.707,67.566,26.3,44.645,75.176,83.656,67.566,44.645,13.324,44.645,13.324,24.036,44.645,75.176,0.0,61.869,44.645,118.85,6.707,61.869,44.645,61.869,67.566,13.324
INST0296_N25_S26_D020,80.067,80.067,61.135,53.679,0.0,72.248,0.0,55.105,80.067,0.0,53.679,80.067,55.105,61.135,72.248,53.679,80.067,13.307,0.0,53.679,57.803,53.679,98.41,61.135,98.41,61.135,0.0,61.135,126.125,80.067,72.248,13.307,87.998,126.125,72.248,53.679,72.248,53.679,55.105,72.248,13.307,61.869,0.0,72.248,57.803,61.135,0.0,72.248,0.0,126.125,53.679
INST0296_N25_S26_P021,30.556,30.556,51.136,54.293,72.248,0.0,72.248,23.863,30.556,72.248,54.293,30.556,23.863,51.136,0.0,54.293,30.556,83.129,72.248,54.293,127.137,54.293,164.482,51.136,164.482,51.136,72.248,51.136,67.228,30.556,0.0,83.129,125.848,67.228,0.0,54.293,0.0,54.293,23.863,0.0,83.129,44.645,72.248,0.0,127.137,51.136,72.248,0.0,72.248,67.228,54.293
INST0296_N25_S26_D021,137.848,137.848,117.194,109.068,57.803,127.137,57.803,112.533,137.848,57.803,109.068,137.848,112.533,117.194,127.137,109.068,137.848,44.98,57.803,109.068,0.0,109.068,41.594,117.194,41.594,117.194,57.803,117.194,183.928,137.848,127.137,44.98,114.428,183.928,127.137,109.068,127.137,109.068,112.533,127.137,44.98,118.85,57.803,127.137,0.0,117.194,57.803,127.137,57.803,183.928,109.068
INST0296_N25_S26_P022,32.455,32.455,0.0,8.581,61.135,51.136,61.135,29.68,32.455,61.135,8.581,32.455,29.68,0.0,51.136,8.581,32.455,74.382,61.135,8.581,117.194,8.581,158.604,0.0,158.604,0.0,61.135,0.0,71.658,32.455,51.136,74.382,77.018,71.658,51.136,8.581,51.136,8.581,29.68,51.136,74.382,6.707,61.135,51.136,117.194,0.0,61.135,51.136,61.135,71.658,8.581
INST0296_N25_S26_D022,80.067,80.067,61.135,53.679,0.0,72.248,0.0,55.105,80.067,0.0,53.679,80.067,55.105,61.135,72.248,53.679,80.067,13.307,0.0,53.679,57.803,53.679,98.41,61.135,98.41,61.135,0.0,61.135,126.125,80.067,72.248,13.307,87.998,126.125,72.248,53.679,72.248,53.679,55.105,72.248,13.307,61.869,0.0,72.248,57.803,61.135,0.0,72.248,0.0,126.125,53.679
INST0296_N25_S26_P023,30.556,30.556,51.136,54.293,72.248,0.0,72.248,23.863,30.556,72.248,54.293,30.556,23.863,51.136,0.0,54.293,30.556,83.129,72.248,54.293,127.137,54.293,164.482,51.136,164.482,51.136,72.248,51.136,67.228,30.556,0.0,83.129,125.848,67.228,0.0,54.293,0.0,54.293,23.863,0.0,83.129,44.645,72.248,0.0,127.137,51.136,72.248,0.0,72.248,67.228,54.293
INST0296_N25_S26_D023,80.067,80.067,61.135,53.679,0.0,72.248,0.0,55.105,80.067,0.0,53.679,80.067,55.105,61.135,72.248,53.679,80.067,13.307,0.0,53.679,57.803,53.679,98.41,61.135,98.41,61.135,0.0,61.135,126.125,80.067,72.248,13.307,87.998,126.125,72.248,53.679,72.248,53.679,55.105,72.248,13.307,61.869,0.0,72.248,57.803,61.135,0.0,72.248,0.0,126.125,53.679
INST0296_N25_S26_P024,46.181,46.181,71.658,80.145,126.125,67.228,126.125,72.268,46.181,126.125,80.145,46.181,72.268,71.658,67.228,80.145,46.181,139.086,126.125,80.145,183.928,80.145,224.124,71.658,224.124,71.658,126.125,71.658,0.0,46.181,67.228,139.086,138.993,0.0,67.228,80.145,67.228,80.145,72.268,67.228,139.086,67.566,126.125,67.228,183.928,71.658,126.125,67.228,126.125,0.0,80.145
INST0296_N25_S26_D024,39.549,39.549,8.581,0.0,53.679,54.293,53.679,31.149,39.549,53.679,0.0,39.549,31.149,8.581,54.293,0.0,39.549,66.815,53.679,0.0,109.068,0.0,150.553,8.581,150.553,8.581,53.679,8.581,80.145,39.549,54.293,66.815,71.877,80.145,54.293,0.0,54.293,0.0,31.149,54.293,66.815,13.324,53.679,54.293,109.068,8.581,53.679,54.293,53.679,80.145,0.0
