,depot,INST0230_N20_S20_P000,INST0230_N20_S20_D000,INST0230_N20_S20_P001,INST0230_N20_S20_D001,INST0230_N20_S20_P002,INST0230_N20_S20_D002,INST0230_N20_S20_P003,INST0230_N20_S20_D003,INST0230_N20_S20_P004,INST0230_N20_S20_D004,INST0230_N20_S20_P005,INST0230_N20_S20_D005,INST0230_N20_S20_P006,INST0230_N20_S20_D006,INST0230_N20_S20_P007,INST0230_N20_S20_D007,INST0230_N20_S20_P008,INST0230_N20_S20_D008,INST0230_N20_S20_P009,INST0230_N20_S20_D009,INST0230_N20_S20_P010,INST0230_N20_S20_D010,INST0230_N20_S20_P011,INST0230_N20_S20_D011,INST0230_N20_S20_P012,INST0230_N20_S20_D012,INST0230_N20_S20_P013,INST0230_N20_S20_D013,INST0230_N20_S20_P014,INST0230_N20_S20_D014,INST0230_N20_S20_P015,INST0230_N20_S20_D015,INST0230_N20_S20_P016,INST0230_N20_S20_D016,INST0230_N20_S20_P017,INST0230_N20_S20_D017,INST0230_N20_S20_P018,INST0230_N20_S20_D018,INST0230_N20_S20_P019,INST0230_N20_S20_D019
INST0230_N20_S20_D014,26.3,80.067,26.3,39.549,137.848,26.348,177.944,92.948,32.455,26.348,80.067,0.0,26.3,26.348,46.181,80.067,108.949,0.0,137.848,39.549,108.949,46.181,26.348,39.549,46.181,80.067,0.0,32.455,0.0,39.549,0.0,26.3,92.948,32.455,80.067,80.067,92.948,80.067,108.949,26.348,0.0
INST0230_N20_S20_P015,0.0,61.869,0.0,13.324,118.85,24.036,160.028,75.176,6.707,24.036,61.869,26.3,0.0,24.036,67.566,61.869,83.656,26.3,118.85,13.324,83.656,67.566,24.036,13.324,67.566,61.869,26.3,6.707,26.3,13.324,26.3,0.0,75.176,6.707,61.869,61.869,75.176,61.869,83.656,24.036,26.3
INST0230_N20_S20_D015,75.176,13.307,75.176,66.815,44.98,67.557,85.211,0.0,74.382,67.557,13.307,92.948,75.176,67.557,139.086,13.307,94.398,92.948,44.98,66.815,94.398,139.086,67.557,66.815,139.086,13.307,92.948,74.382,92.948,66.815,92.948,75.176,0.0,74.382,13.307,13.307,0.0,13.307,94.398,67.557,92.948
INST0230_N20_S20_P016,6.707,61.135,6.707,8.581,117.194,29.68,158.604,74.382,0.0,29.68,61.135,32.455,6.707,29.68,71.658,61.135,77.018,32.455,117.194,8.581,77.018,71.658,29.68,8.581,71.658,61.135,32.455,0.0,32.455,8.581,32.455,6.707,74.382,0.0,61.135,61.135,74.382,61.135,77.018,29.68,32.455
INST0230_N20_S20_D016,61.869,0.0,61.869,53.679,57.803,55.105,98.41,13.307,61.135,55.105,0.0,80.067,61.869,55.105,126.125,0.0,87.998,80.067,57.803,53.679,87.998,126.125,55.105,53.679,126.125,0.0,80.067,61.135,80.067,53.679,80.067,61.869,13.307,61.135,0.0,0.0,13.307,0.0,87.998,55.105,80.067
INST0230_N20_S20_P017,61.869,0.0,61.869,53.679,57.803,55.105,98.41,13.307,61.135,55.105,0.0,80.067,61.869,55.105,126.125,0.0,87.998,80.067,57.803,53.679,87.998,126.125,55.105,53.679,126.125,0.0,80.067,61.135,80.067,53.679,80.067,61.869,13.307,61.135,0.0,0.0,13.307,0.0,87.998,55.105,80.067
INST0230_N20_S20_D017,75.176,13.307,75.176,66.815,44.98,67.557,85.211,0.0,74.382,67.557,13.307,92.948,75.176,67.557,139.086,13.307,94.398,92.948,44.98,66.815,94.398,139.086,67.557,66.815,139.086,13.307,92.948,74.382,92.948,66.815,92.948,75.176,0.0,74.382,13.307,13.307,0.0,13.307,94.398,67.557,92.948
INST0230_N20_S20_P018,61.869,0.0,61.869,53.679,57.803,55.105,98.41,13.307,61.135,55.105,0.0,80.067,61.869,55.105,126.125,0.0,87.998,80.067,57.803,53.679,87.998,126.125,55.105,53.679,126.125,0.0,80.067,61.135,80.067,53.679,80.067,61.869,13.307,61.135,0.0,0.0,13.307,0.0,87.998,55.105,80.067
INST0230_N20_S20_D018,83.656,87.998,83.656,71.877,114.428,102.142,151.155,94.398,77.018,102.142,87.998,108.949,83.656,102.142,138.993,87.998,0.0,108.949,114.428,71.877,0.0,138.993,102.142,71.877,138.993,87.998,108.949,77.018,108.949,71.877,108.949,83.656,94.398,77.018,87.998,87.998,94.398,87.998,0.0,102.142,108.949
INST0230_N20_S20_P019,24.036,55.105,24.036,31.149,112.533,0.0,152.108,67.557,29.68,0.0,55.105,26.348,24.036,0.0,72.268,55.105,102.142,26.348,112.533,31.149,102.142,72.268,0.0,31.149,72.268,55.105,26.348,29.68,26.348,31.149,26.348,24.036,67.557,29.68,55.105,55.105,67.557,55.105,102.142,0.0,26.348
INST0230_N20_S20_D019,26.3,80.067,26.3,39.549,137.848,26.348,177.944,92.948,32.455,26.348,80.067,0.0,26.3,26.348,46.181,80.067,108.949,0.0,137.848,39.549,108.949,46.181,26.348,39.549,46.181,80.067,0.0,32.455,0.0,39.549,0.0,26.3,92.948,32.455,80.067,80.067,92.948,80.067,108.949,26.348,0.0
