,depot,INST0269_N22_S29_P000,INST0269_N22_S29_D000,INST0269_N22_S29_P001,INST0269_N22_S29_D001,INST0269_N22_S29_P002,INST0269_N22_S29_D002,INST0269_N22_S29_P003,INST0269_N22_S29_D003,INST0269_N22_S29_P004,INST0269_N22_S29_D004,INST0269_N22_S29_P005,INST0269_N22_S29_D005,INST0269_N22_S29_P006,INST0269_N22_S29_D006,INST0269_N22_S29_P007,INST0269_N22_S29_D007,INST0269_N22_S29_P008,INST0269_N22_S29_D008,INST0269_N22_S29_P009,INST0269_N22_S29_D009,INST0269_N22_S29_P010,INST0269_N22_S29_D010,INST0269_N22_S29_P011,INST0269_N22_S29_D011,INST0269_N22_S29_P012,INST0269_N22_S29_D012,INST0269_N22_S29_P013,INST0269_N22_S29_D013,INST0269_N22_S29_P014,INST0269_N22_S29_D014,INST0269_N22_S29_P015,INST0269_N22_S29_D015,INST0269_N22_S29_P016,INST0269_N22_S29_D016,INST0269_N22_S29_P017,INST0269_N22_S29_D017,INST0269_N22_S29_P018,INST0269_N22_S29_D018,INST0269_N22_S29_P019,INST0269_N22_S29_D019,INST0269_N22_S29_P020,INST0269_N22_S29_D020,INST0269_N22_S29_P021,INST0269_N22_S29_D021
INST0269_N22_S29_D004,58.699,71.865,93.449,88.975,77.092,58.699,68.319,88.975,93.449,68.319,0.0,102.776,77.092,58.699,77.092,88.975,68.319,102.776,0.0,62.898,88.975,58.699,93.449,83.416,71.865,62.898,88.975,71.865,68.319,102.776,68.319,68.319,93.449,83.416,77.092,83.416,102.776,68.319,93.449,0.0,102.776,83.416,0.0,71.865,68.319
INST0269_N22_S29_P005,44.339,59.003,103.829,24.954,67.889,44.339,36.46,24.954,103.829,36.46,102.776,0.0,67.889,44.339,67.889,24.954,36.46,0.0,102.776,41.761,24.954,44.339,103.829,19.488,59.003,41.761,24.954,59.003,36.46,0.0,36.46,36.46,103.829,19.488,67.889,19.488,0.0,36.46,103.829,102.776,0.0,19.488,102.776,59.003,36.46
INST0269_N22_S29_D005,54.565,10.867,36.733,75.908,0.0,54.565,61.394,75.908,36.733,61.394,77.092,67.889,0.0,54.565,0.0,75.908,61.394,67.889,77.092,60.745,75.908,54.565,36.733,55.171,10.867,60.745,75.908,10.867,61.394,67.889,61.394,61.394,36.733,55.171,0.0,55.171,67.889,61.394,36.733,77.092,67.889,55.171,77.092,10.867,61.394
INST0269_N22_S29_P006,0.0,43.838,89.072,32.298,54.565,0.0,10.881,32.298,89.072,10.881,58.699,44.339,54.565,0.0,54.565,32.298,10.881,44.339,58.699,7.008,32.298,0.0,89.072,25.439,43.838,7.008,32.298,43.838,10.881,44.339,10.881,10.881,89.072,25.439,54.565,25.439,44.339,10.881,89.072,58.699,44.339,25.439,58.699,43.838,10.881
INST0269_N22_S29_D006,54.565,10.867,36.733,75.908,0.0,54.565,61.394,75.908,36.733,61.394,77.092,67.889,0.0,54.565,0.0,75.908,61.394,67.889,77.092,60.745,75.908,54.565,36.733,55.171,10.867,60.745,75.908,10.867,61.394,67.889,61.394,61.394,36.733,55.171,0.0,55.171,67.889,61.394,36.733,77.092,67.889,55.171,77.092,10.867,61.394
INST0269_N22_S29_P007,32.298,65.388,112.576,0.0,75.908,32.298,21.478,0.0,112.576,21.478,88.975,24.954,75.908,32.298,75.908,0.0,21.478,24.954,88.975,26.505,0.0,32.298,112.576,21.517,65.388,26.505,0.0,65.388,21.478,24.954,21.478,21.478,112.576,21.517,75.908,21.517,24.954,21.478,112.576,88.975,24.954,21.517,88.975,65.388,21.478
INST0269_N22_S29_D007,10.881,50.526,97.061,21.478,61.394,10.881,0.0,21.478,97.061,0.0,68.319,36.46,61.394,10.881,61.394,21.478,0.0,36.46,68.319,5.477,21.478,10.881,97.061,19.629,50.526,5.477,21.478,50.526,0.0,36.46,0.0,0.0,97.061,19.629,61.394,19.629,36.46,0.0,97.061,68.319,36.46,19.629,68.319,50.526,0.0
INST0269_N22_S29_P008,44.339,59.003,103.829,24.954,67.889,44.339,36.46,24.954,103.829,36.46,102.776,0.0,67.889,44.339,67.889,24.954,36.46,0.0,102.776,41.761,24.954,44.339,103.829,19.488,59.003,41.761,24.954,59.003,36.46,0.0,36.46,36.46,103.829,19.488,67.889,19.488,0.0,36.46,103.829,102.776,0.0,19.488,102.776,59.003,36.46
INST0269_N22_S29_D008,58.699,71.865,93.449,88.975,77.092,58.699,68.319,88.975,93.449,68.319,0.0,102.776,77.092,58.699,77.092,88.975,68.319,102.776,0.0,62.898,88.975,58.699,93.449,83.416,71.865,62.898,88.975,71.865,68.319,102.776,68.319,68.319,93.449,83.416,77.092,83.416,102.776,68.319,93.449,0.0,102.776,83.416,0.0,71.865,68.319
INST0269_N22_S29_P009,7.008,49.927,95.708,26.505,60.745,7.008,5.477,26.505,95.708,5.477,62.898,41.761,60.745,7.008,60.745,26.505,5.477,41.761,62.898,0.0,26.505,7.008,95.708,24.239,49.927,0.0,26.505,49.927,5.477,41.761,5.477,5.477,95.708,24.239,60.745,24.239,41.761,5.477,95.708,62.898,41.761,24.239,62.898,49.927,5.477
INST0269_N22_S29_D009,32.298,65.388,112.576,0.0,75.908,32.298,21.478,0.0,112.576,21.478,88.975,24.954,75.908,32.298,75.908,0.0,21.478,24.954,88.975,26.505,0.0,32.298,112.576,21.517,65.388,26.505,0.0,65.388,21.478,24.954,21.478,21.478,112.576,21.517,75.908,21.517,24.954,21.478,112.576,88.975,24.954,21.517,88.975,65.388,21.478
INST0269_N22_S29_P010,0.0,43.838,89.072,32.298,54.565,0.0,10.881,32.298,89.072,10.881,58.699,44.339,54.565,0.0,54.565,32.298,10.881,44.339,58.699,7.008,32.298,0.0,89.072,25.439,43.838,7.008,32.298,43.838,10.881,44.339,10.881,10.881,89.072,25.439,54.565,25.439,44.339,10.881,89.072,58.699,44.339,25.439,58.699,43.838,10.881
INST0269_N22_S29_D010,89.072,47.206,0.0,112.576,36.733,89.072,97.061,112.576,0.0,97.061,93.449,103.829,36.733,89.072,36.733,112.576,97.061,103.829,93.449,95.708,112.576,89.072,0.0,91.902,47.206,95.708,112.576,47.206,97.061,103.829,97.061,97.061,0.0,91.902,36.733,91.902,103.829,97.061,0.0,93.449,103.829,91.902,93.449,47.206,97.061
INST0269_N22_S29_P011,25.439,45.002,91.902,21.517,55.171,25.439,19.629,21.517,91.902,19.629,83.416,19.488,55.171,25.439,55.171,21.517,19.629,19.488,83.416,24.239,21.517,25.439,91.902,0.0,45.002,24.239,21.517,45.002,19.629,19.488,19.629,19.629,91.902,0.0,55.171,0.0,19.488,19.629,91.902,83.416,19.488,0.0,83.416,45.002,19.629
INST0269_N22_S29_D011,43.838,0.0,47.206,65.388,10.867,43.838,50.526,65.388,47.206,50.526,71.865,59.003,10.867,43.838,10.867,65.388,50.526,59.003,71.865,49.927,65.388,43.838,47.206,45.002,0.0,49.927,65.388,0.0,50.526,59.003,50.526,50.526,47.206,45.002,10.867,45.002,59.003,50.526,47.206,71.865,59.003,45.002,71.865,0.0,50.526
INST0269_N22_S29_P012,7.008,49.927,95.708,26.505,60.745,7.008,5.477,26.505,95.708,5.477,62.898,41.761,60.745,7.008,60.745,26.505,5.477,41.761,62.898,0.0,26.505,7.008,95.708,24.239,49.927,0.0,26.505,49.927,5.477,41.761,5.477,5.477,95.708,24.239,60.745,24.239,41.761,5.477,95.708,62.898,41.761,24.239,62.898,49.927,5.477
INST0269_N22_S29_D012,32.298,65.388,112.576,0.0,75.908,32.298,21.478,0.0,112.576,21.478,88.975,24.954,75.908,32.298,75.908,0.0,21.478,24.954,88.975,26.505,0.0,32.298,112.576,21.517,65.388,26.505,0.0,65.388,21.478,24.954,21.478,21.478,112.576,21.517,75.908,21.517,24.954,21.478,112.576,88.975,24.954,21.517,88.975,65.388,21.478
INST0269_N22_S29_P013,43.838,0.0,47.206,65.388,10.867,43.838,50.526,65.388,47.206,50.526,71.865,59.003,10.867,43.838,10.867,65.388,50.526,59.003,71.865,49.927,65.388,43.838,47.206,45.002,0.0,49.927,65.388,0.0,50.526,59.003,50.526,50.526,47.206,45.002,10.867,45.002,59.003,50.526,47.206,71.865,59.003,45.002,71.865,0.0,50.526
INST0269_N22_S29_D013,10.881,50.526,97.061,21.478,61.394,10.881,0.0,21.478,97.061,0.0,68.319,36.46,61.394,10.881,61.394,21.478,0.0,36.46,68.319,5.477,21.478,10.881,97.061,19.629,50.526,5.477,21.478,50.526,0.0,36.46,0.0,0.0,97.061,19.629,61.394,19.629,36.46,0.0,97.061,68.319,36.46,19.629,68.319,50.526,0.0
INST0269_N22_S29_P014,44.339,59.003,103.829,24.954,67.889,44.339,36.46,24.954,103.829,36.46,102.776,0.0,67.889,44.339,67.889,24.954,36.46,0.0,102.776,41.761,24.954,44.339,103.829,19.488,59.003,41.761,24.954,59.003,36.46,0.0,36.46,36.46,103.829,19.488,67.889,19.488,0.0,36.46,103.829,102.776,0.0,19.488,102.776,59.003,36.46
INST0269_N22_S29_D014,10.881,50.526,97.061,21.478,61.394,10.881,0.0,21.478,97.061,0.0,68.319,36.46,61.394,10.881,61.394,21.478,0.0,36.46,68.319,5.477,21.478,10.881,97.061,19.629,50.526,5.477,21.478,50.526,0.0,36.46,0.0,0.0,97.061,19.629,61.394,19.629,36.46,0.0,97.061,68.319,36.46,19.629,68.319,50.526,0.0
INST0269_N22_S29_P015,10.881,50.526,97.061,21.478,61.394,10.881,0.0,21.478,97.061,0.0,68.319,36.46,61.394,10.881,61.394,21.478,0.0,36.46,68.319,5.477,21.478,10.881,97.061,19.629,50.526,5.477,21.478,50.526,0.0,36.46,0.0,0.0,97.061,19.629,61.394,19.629,36.46,0.0,97.061,68.319,36.46,19.629,68.319,50.526,0.0
INST0269_N22_S29_D015,89.072,47.206,0.0,112.576,36.733,89.072,97.061,112.576,0.0,97.061,93.449,103.829,36.733,89.072,36.733,112.576,97.061,103.829,93.449,95.708,112.576,89.072,0.0,91.902,47.206,95.708,112.576,47.206,97.061,103.829,97.061,97.061,0.0,91.902,36.733,91.902,103.829,97.061,0.0,93.449,103.829,91.902,93.449,47.206,97.061
INST0269_N22_S29_P016,25.439,45.002,91.902,21.517,55.171,25.439,19.629,21.517,91.902,19.629,83.416,19.488,55.171,25.439,55.171,21.517,19.629,19.488,83.416,24.239,21.517,25.439,91.902,0.0,45.002,24.239,21.517,45.002,19.629,19.488,19.629,19.629,91.902,0.0,55.171,0.0,19.488,19.629,91.902,83.416,19.488,0.0,83.416,45.002,19.629
INST0269_N22_S29_D016,54.565,10.867,36.733,75.908,0.0,54.565,61.394,75.908,36.733,61.394,77.092,67.889,0.0,54.565,0.0,75.908,61.394,67.889,77.092,60.745,75.908,54.565,36.733,55.171,10.867,60.745,75.908,10.867,61.394,67.889,61.394,61.394,36.733,55.171,0.0,55.171,67.889,61.394,36.733,77.092,67.889,55.171,77.092,10.867,61.394
INST0269_N22_S29_P017,25.439,45.002,91.902,21.517,55.171,25.439,19.629,21.517,91.902,19.629,83.416,19.488,55.171,25.439,55.171,21.517,19.629,19.488,83.416,24.239,21.517,25.439,91.902,0.0,45.002,24.239,21.517,45.002,19.629,19.488,19.629,19.629,91.902,0.0,55.171,0.0,19.488,19.629,91.902,83.416,19.488,0.0,83.416,45.002,19.629
INST0269_N22_S29_D017,44.339,59.003,103.829,24.954,67.889,44.339,36.46,24.954,103.829,36.46,102.776,0.0,67.889,44.339,67.889,24.954,36.46,0.0,102.776,41.761,24.954,44.339,103.829,19.488,59.003,41.761,24.954,59.003,36.46,0.0,36.46,36.46,103.829,19.488,67.889,19.488,0.0,36.46,103.829,102.776,0.0,19.488,102.776,59.003,36.46
INST0269_N22_S29_P018,10.881,50.526,97.061,21.478,61.394,10.881,0.0,21.478,97.061,0.0,68.319,36.46,61.394,10.881,61.394,21.478,0.0,36.46,68.319,5.477,21.478,10.881,97.061,19.629,50.526,5.477,21.478,50.526,0.0,36.46,0.0,0.0,97.061,19.629,61.394,19.629,36.46,0.0,97.061,68.319,36.46,19.629,68.319,50.526,0.0
INST0269_N22_S29_D018,89.072,47.206,0.0,112.576,36.733,89.072,97.061,112.576,0.0,97.061,93.449,103.829,36.733,89.072,36.733,112.576,97.061,103.829,93.449,95.708,112.576,89.072,0.0,91.902,47.206,95.708,112.576,47.206,97.061,103.829,97.061,97.061,0.0,91.902,36.733,91.902,103.829,97.061,0.0,93.449,103.829,91.902,93.449,47.206,97.061
INST0269_N22_S29_P019,58.699,71.865,93.449,88.975,77.092,58.699,68.319,88.975,93.449,68.319,0.0,102.776,77.092,58.699,77.092,88.975,68.319,102.776,0.0,62.898,88.975,58.699,93.449,83.416,71.865,62.898,88.975,71.865,68.319,102.776,68.319,68.319,93.449,83.416,77.092,83.416,102.776,68.319,93.449,0.0,102.776,83.416,0.0,71.865,68.319
INST0269_N22_S29_D019,44.339,59.003,103.829,24.954,67.889,44.339,36.46,24.954,103.829,36.46,102.776,0.0,67.889,44.339,67.889,24.954,36.46,0.0,102.776,41.761,24.954,44.339,103.829,19.488,59.003,41.761,24.954,59.003,36.46,0.0,36.46,36.46,103.829,19.488,67.889,19.488,0.0,36.46,103.829,102.776,0.0,19.488,102.776,59.003,36.46
INST0269_N22_S29_P020,25.439,45.002,91.902,21.517,55.171,25.439,19.629,21.517,91.902,19.629,83.416,19.488,55.171,25.439,55.171,21.517,19.629,19.488,83.416,24.239,21.517,25.439,91.902,0.0,45.002,24.239,21.517,45.002,19.629,19.488,19.629,19.629,91.902,0.0,55.171,0.0,19.488,19.629,91.902,83.416,19.488,0.0,83.416,45.002,19.629
INST0269_N22_S29_D020,58.699,71.865,93.449,88.975,77.092,58.699,68.319,88.975,93.449,68.319,0.0,102.776,77.092,58.699,77.092,88.975,68.319,102.776,0.0,62.898,88.975,58.699,93.449,83.416,71.865,62.898,88.975,71.865,68.319,102.776,68.319,68.319,93.449,83.416,77.092,83.416,102.776,68.319,93.449,0.0,102.776,83.416,0.0,71.865,68.319
INST0269_N22_S29_P021,43.838,0.0,47.206,65.388,10.867,43.838,50.526,65.388,47.206,50.526,71.865,59.003,10.867,43.838,10.867,65.388,50.526,59.003,71.865,49.927,65.388,43.838,47.206,45.002,0.0,49.927,65.388,0.0,50.526,59.003,50.526,50.526,47.206,45.002,10.867,45.002,59.003,50.526,47.206,71.865,59.003,45.002,71.865,0.0,50.526
INST0269_N22_S29_D021,10.881,50.526,97.061,21.478,61.394,10.881,0.0,21.478,97.061,0.0,68.319,36.46,61.394,10.881,61.394,21.478,0.0,36.46,68.319,5.477,21.478,10.881,97.061,19.629,50.526,5.477,21.478,50.526,0.0,36.46,0.0,0.0,97.061,19.629,61.394,19.629,36.46,0.0,97.061,68.319,36.46,19.629,68.319,50.526,0.0
