,depot,INST0279_N25_N09_P000,INST0279_N25_N09_D000,INST0279_N25_N09_P001,INST0279_N25_N09_D001,INST0279_N25_N09_P002,INST0279_N25_N09_D002,INST0279_N25_N09_P003,INST0279_N25_N09_D003,INST0279_N25_N09_P004,INST0279_N25_N09_D004,INST0279_N25_N09_P005,INST0279_N25_N09_D005,INST0279_N25_N09_P006,INST0279_N25_N09_D006,INST0279_N25_N09_P007,INST0279_N25_N09_D007,INST0279_N25_N09_P008,INST0279_N25_N09_D008,INST0279_N25_N09_P009,INST0279_N25_N09_D009,INST0279_N25_N09_P010,INST0279_N25_N09_D010,INST0279_N25_N09_P011,INST0279_N25_N09_D011,INST0279_N25_N09_P012,INST0279_N25_N09_D012,INST0279_N25_N09_P013,INST0279_N25_N09_D013,INST0279_N25_N09_P014,INST0279_N25_N09_D014,INST0279_N25_N09_P015,INST0279_N25_N09_D015,INST0279_N25_N09_P016,INST0279_N25_N09_D016,INST0279_N25_N09_P017,INST0279_N25_N09_D017,INST0279_N25_N09_P018,INST0279_N25_N09_D018,INST0279_N25_N09_P019,INST0279_N25_N09_D019,INST0279_N25_N09_P020,INST0279_N25_N09_D020,INST0279_N25_N09_P021,INST0279_N25_N09_D021,INST0279_N25_N09_P022,INST0279_N25_N09_D022,INST0279_N25_N09_P023,INST0279_N25_N09_D023,INST0279_N25_N09_P024,INST0279_N25_N09_D024
INST0279_N25_N09_D005,114.332,56.35,101.428,114.332,67.88,56.35,182.822,114.332,56.35,114.332,0.0,67.88,0.0,87.893,64.653,81.208,56.35,79.42,101.428,114.332,0.0,101.428,81.208,101.428,79.694,67.88,101.428,87.893,182.822,87.893,101.428,64.653,79.694,101.428,131.605,87.893,182.822,79.42,131.605,101.428,81.208,101.428,56.35,79.42,56.35,81.208,79.694,56.35,64.653,64.653,114.332
INST0279_N25_N09_P006,33.197,31.992,22.387,33.197,22.322,31.992,156.702,33.197,31.992,33.197,87.893,22.322,87.893,0.0,24.705,8.817,31.992,21.127,22.387,33.197,87.893,22.387,8.817,22.387,116.493,22.322,22.387,0.0,156.702,0.0,22.387,24.705,116.493,22.387,78.919,0.0,156.702,21.127,78.919,22.387,8.817,22.387,31.992,21.127,31.992,8.817,116.493,31.992,24.705,24.705,33.197
INST0279_N25_N09_D006,56.4,14.003,37.312,56.4,3.413,14.003,166.496,56.4,14.003,56.4,64.653,3.413,64.653,24.705,0.0,16.848,14.003,28.595,37.312,56.4,64.653,37.312,16.848,37.312,94.965,3.413,37.312,24.705,166.496,24.705,37.312,0.0,94.965,37.312,81.517,24.705,166.496,28.595,81.517,37.312,16.848,37.312,14.003,28.595,14.003,16.848,94.965,14.003,0.0,0.0,56.4
INST0279_N25_N09_P007,41.993,26.694,23.01,41.993,14.053,26.694,162.641,41.993,26.694,41.993,81.208,14.053,81.208,8.817,16.848,0.0,26.694,24.088,23.01,41.993,81.208,23.01,0.0,23.01,107.703,14.053,23.01,8.817,162.641,8.817,23.01,16.848,107.703,23.01,75.654,8.817,162.641,24.088,75.654,23.01,0.0,23.01,26.694,24.088,26.694,0.0,107.703,26.694,16.848,16.848,41.993
INST0279_N25_N09_D007,58.839,0.0,49.306,58.839,17.072,0.0,157.017,58.839,0.0,58.839,56.35,17.072,56.35,31.992,14.003,26.694,0.0,25.326,49.306,58.839,56.35,49.306,26.694,49.306,99.415,17.072,49.306,31.992,157.017,31.992,49.306,14.003,99.415,49.306,95.498,31.992,157.017,25.326,95.498,49.306,26.694,49.306,0.0,25.326,0.0,26.694,99.415,0.0,14.003,14.003,58.839
INST0279_N25_N09_P008,35.041,25.326,43.511,35.041,28.727,25.326,139.347,35.041,25.326,35.041,79.42,28.727,79.42,21.127,28.595,24.088,25.326,0.0,43.511,35.041,79.42,43.511,24.088,43.511,122.983,28.727,43.511,21.127,139.347,21.127,43.511,28.595,122.983,43.511,99.392,21.127,139.347,0.0,99.392,43.511,24.088,43.511,25.326,0.0,25.326,24.088,122.983,25.326,28.595,28.595,35.041
INST0279_N25_N09_D008,43.657,49.306,0.0,43.657,33.929,49.306,175.714,43.657,49.306,43.657,101.428,33.929,101.428,22.387,37.312,23.01,49.306,43.511,0.0,43.657,101.428,0.0,23.01,0.0,114.14,33.929,0.0,22.387,175.714,22.387,0.0,37.312,114.14,0.0,57.966,22.387,175.714,43.511,57.966,0.0,23.01,0.0,49.306,43.511,49.306,23.01,114.14,49.306,37.312,37.312,43.657
INST0279_N25_N09_P009,0.0,58.839,43.657,0.0,54.669,58.839,134.941,0.0,58.839,0.0,114.332,54.669,114.332,33.197,56.4,41.993,58.839,35.041,43.657,0.0,114.332,43.657,41.993,43.657,149.69,54.669,43.657,33.197,134.941,33.197,43.657,56.4,149.69,43.657,99.467,33.197,134.941,35.041,99.467,43.657,41.993,43.657,58.839,35.041,58.839,41.993,149.69,58.839,56.4,56.4,0.0
INST0279_N25_N09_D009,114.332,56.35,101.428,114.332,67.88,56.35,182.822,114.332,56.35,114.332,0.0,67.88,0.0,87.893,64.653,81.208,56.35,79.42,101.428,114.332,0.0,101.428,81.208,101.428,79.694,67.88,101.428,87.893,182.822,87.893,101.428,64.653,79.694,101.428,131.605,87.893,182.822,79.42,131.605,101.428,81.208,101.428,56.35,79.42,56.35,81.208,79.694,56.35,64.653,64.653,114.332
INST0279_N25_N09_P010,43.657,49.306,0.0,43.657,33.929,49.306,175.714,43.657,49.306,43.657,101.428,33.929,101.428,22.387,37.312,23.01,49.306,43.511,0.0,43.657,101.428,0.0,23.01,0.0,114.14,33.929,0.0,22.387,175.714,22.387,0.0,37.312,114.14,0.0,57.966,22.387,175.714,43.511,57.966,0.0,23.01,0.0,49.306,43.511,49.306,23.01,114.14,49.306,37.312,37.312,43.657
INST0279_N25_N09_D010,41.993,26.694,23.01,41.993,14.053,26.694,162.641,41.993,26.694,41.993,81.208,14.053,81.208,8.817,16.848,0.0,26.694,24.088,23.01,41.993,81.208,23.01,0.0,23.01,107.703,14.053,23.01,8.817,162.641,8.817,23.01,16.848,107.703,23.01,75.654,8.817,162.641,24.088,75.654,23.01,0.0,23.01,26.694,24.088,26.694,0.0,107.703,26.694,16.848,16.848,41.993
INST0279_N25_N09_P011,43.657,49.306,0.0,43.657,33.929,49.306,175.714,43.657,49.306,43.657,101.428,33.929,101.428,22.387,37.312,23.01,49.306,43.511,0.0,43.657,101.428,0.0,23.01,0.0,114.14,33.929,0.0,22.387,175.714,22.387,0.0,37.312,114.14,0.0,57.966,22.387,175.714,43.511,57.966,0.0,23.01,0.0,49.306,43.511,49.306,23.01,114.14,49.306,37.312,37.312,43.657
INST0279_N25_N09_D011,149.69,99.415,114.14,149.69,95.867,99.415,253.32,149.69,99.415,149.69,79.694,95.867,79.694,116.493,94.965,107.703,99.415,122.983,114.14,149.69,79.694,114.14,107.703,114.14,0.0,95.867,114.14,116.493,253.32,116.493,114.14,94.965,0.0,114.14,104.211,116.493,253.32,122.983,104.211,114.14,107.703,114.14,99.415,122.983,99.415,107.703,0.0,99.415,94.965,94.965,149.69
INST0279_N25_N09_P012,54.669,17.072,33.929,54.669,0.0,17.072,167.44,54.669,17.072,54.669,67.88,0.0,67.88,22.322,3.413,14.053,17.072,28.727,33.929,54.669,67.88,33.929,14.053,33.929,95.867,0.0,33.929,22.322,167.44,22.322,33.929,3.413,95.867,33.929,78.656,22.322,167.44,28.727,78.656,33.929,14.053,33.929,17.072,28.727,17.072,14.053,95.867,17.072,3.413,3.413,54.669
INST0279_N25_N09_D012,43.657,49.306,0.0,43.657,33.929,49.306,175.714,43.657,49.306,43.657,101.428,33.929,101.428,22.387,37.312,23.01,49.306,43.511,0.0,43.657,101.428,0.0,23.01,0.0,114.14,33.929,0.0,22.387,175.714,22.387,0.0,37.312,114.14,0.0,57.966,22.387,175.714,43.511,57.966,0.0,23.01,0.0,49.306,43.511,49.306,23.01,114.14,49.306,37.312,37.312,43.657
INST0279_N25_N09_P013,33.197,31.992,22.387,33.197,22.322,31.992,156.702,33.197,31.992,33.197,87.893,22.322,87.893,0.0,24.705,8.817,31.992,21.127,22.387,33.197,87.893,22.387,8.817,22.387,116.493,22.322,22.387,0.0,156.702,0.0,22.387,24.705,116.493,22.387,78.919,0.0,156.702,21.127,78.919,22.387,8.817,22.387,31.992,21.127,31.992,8.817,116.493,31.992,24.705,24.705,33.197
INST0279_N25_N09_D013,134.941,157.017,175.714,134.941,167.44,157.017,0.0,134.941,157.017,134.941,182.822,167.44,182.822,156.702,166.496,162.641,157.017,139.347,175.714,134.941,182.822,175.714,162.641,175.714,253.32,167.44,175.714,156.702,0.0,156.702,175.714,166.496,253.32,175.714,233.468,156.702,0.0,139.347,233.468,175.714,162.641,175.714,157.017,139.347,157.017,162.641,253.32,157.017,166.496,166.496,134.941
INST0279_N25_N09_P014,33.197,31.992,22.387,33.197,22.322,31.992,156.702,33.197,31.992,33.197,87.893,22.322,87.893,0.0,24.705,8.817,31.992,21.127,22.387,33.197,87.893,22.387,8.817,22.387,116.493,22.322,22.387,0.0,156.702,0.0,22.387,24.705,116.493,22.387,78.919,0.0,156.702,21.127,78.919,22.387,8.817,22.387,31.992,21.127,31.992,8.817,116.493,31.992,24.705,24.705,33.197
INST0279_N25_N09_D014,43.657,49.306,0.0,43.657,33.929,49.306,175.714,43.657,49.306,43.657,101.428,33.929,101.428,22.387,37.312,23.01,49.306,43.511,0.0,43.657,101.428,0.0,23.01,0.0,114.14,33.929,0.0,22.387,175.714,22.387,0.0,37.312,114.14,0.0,57.966,22.387,175.714,43.511,57.966,0.0,23.01,0.0,49.306,43.511,49.306,23.01,114.14,49.306,37.312,37.312,43.657
INST0279_N25_N09_P015,56.4,14.003,37.312,56.4,3.413,14.003,166.496,56.4,14.003,56.4,64.653,3.413,64.653,24.705,0.0,16.848,14.003,28.595,37.312,56.4,64.653,37.312,16.848,37.312,94.965,3.413,37.312,24.705,166.496,24.705,37.312,0.0,94.965,37.312,81.517,24.705,166.496,28.595,81.517,37.312,16.848,37.312,14.003,28.595,14.003,16.848,94.965,14.003,0.0,0.0,56.4
INST0279_N25_N09_D015,149.69,99.415,114.14,149.69,95.867,99.415,253.32,149.69,99.415,149.69,79.694,95.867,79.694,116.493,94.965,107.703,99.415,122.983,114.14,149.69,79.694,114.14,107.703,114.14,0.0,95.867,114.14,116.493,253.32,116.493,114.14,94.965,0.0,114.14,104.211,116.493,253.32,122.983,104.211,114.14,107.703,114.14,99.415,122.983,99.415,107.703,0.0,99.415,94.965,94.965,149.69
INST0279_N25_N09_P016,43.657,49.306,0.0,43.657,33.929,49.306,175.714,43.657,49.306,43.657,101.428,33.929,101.428,22.387,37.312,23.01,49.306,43.511,0.0,43.657,101.428,0.0,23.01,0.0,114.14,33.929,0.0,22.387,175.714,22.387,0.0,37.312,114.14,0.0,57.966,22.387,175.714,43.511,57.966,0.0,23.01,0.0,49.306,43.511,49.306,23.01,114.14,49.306,37.312,37.312,43.657
INST0279_N25_N09_D016,99.467,95.498,57.966,99.467,78.656,95.498,233.468,99.467,95.498,99.467,131.605,78.656,131.605,78.919,81.517,75.654,95.498,99.392,57.966,99.467,131.605,57.966,75.654,57.966,104.211,78.656,57.966,78.919,233.468,78.919,57.966,81.517,104.211,57.966,0.0,78.919,233.468,99.392,0.0,57.966,75.654,57.966,95.498,99.392,95.498,75.654,104.211,95.498,81.517,81.517,99.467
INST0279_N25_N09_P017,33.197,31.992,22.387,33.197,22.322,31.992,156.702,33.197,31.992,33.197,87.893,22.322,87.893,0.0,24.705,8.817,31.992,21.127,22.387,33.197,87.893,22.387,8.817,22.387,116.493,22.322,22.387,0.0,156.702,0.0,22.387,24.705,116.493,22.387,78.919,0.0,156.702,21.127,78.919,22.387,8.817,22.387,31.992,21.127,31.992,8.817,116.493,31.992,24.705,24.705,33.197
INST0279_N25_N09_D017,134.941,157.017,175.714,134.941,167.44,157.017,0.0,134.941,157.017,134.941,182.822,167.44,182.822,156.702,166.496,162.641,157.017,139.347,175.714,134.941,182.822,175.714,162.641,175.714,253.32,167.44,175.714,156.702,0.0,156.702,175.714,166.496,253.32,175.714,233.468,156.702,0.0,139.347,233.468,175.714,162.641,175.714,157.017,139.347,157.017,162.641,253.32,157.017,166.496,166.496,134.941
INST0279_N25_N09_P018,35.041,25.326,43.511,35.041,28.727,25.326,139.347,35.041,25.326,35.041,79.42,28.727,79.42,21.127,28.595,24.088,25.326,0.0,43.511,35.041,79.42,43.511,24.088,43.511,122.983,28.727,43.511,21.127,139.347,21.127,43.511,28.595,122.983,43.511,99.392,21.127,139.347,0.0,99.392,43.511,24.088,43.511,25.326,0.0,25.326,24.088,122.983,25.326,28.595,28.595,35.041
INST0279_N25_N09_D018,99.467,95.498,57.966,99.467,78.656,95.498,233.468,99.467,95.498,99.467,131.605,78.656,131.605,78.919,81.517,75.654,95.498,99.392,57.966,99.467,131.605,57.966,75.654,57.966,104.211,78.656,57.966,78.919,233.468,78.919,57.966,81.517,104.211,57.966,0.0,78.919,233.468,99.392,0.0,57.966,75.654,57.966,95.498,99.392,95.498,75.654,104.211,95.498,81.517,81.517,99.467
INST0279_N25_N09_P019,43.657,49.306,0.0,43.657,33.929,49.306,175.714,43.657,49.306,43.657,101.428,33.929,101.428,22.387,37.312,23.01,49.306,43.511,0.0,43.657,101.428,0.0,23.01,0.0,114.14,33.929,0.0,22.387,175.714,22.387,0.0,37.312,114.14,0.0,57.966,22.387,175.714,43.511,57.966,0.0,23.01,0.0,49.306,43.511,49.306,23.01,114.14,49.306,37.312,37.312,43.657
INST0279_N25_N09_D019,41.993,26.694,23.01,41.993,14.053,26.694,162.641,41.993,26.694,41.993,81.208,14.053,81.208,8.817,16.848,0.0,26.694,24.088,23.01,41.993,81.208,23.01,0.0,23.01,107.703,14.053,23.01,8.817,162.641,8.817,23.01,16.848,107.703,23.01,75.654,8.817,162.641,24.088,75.654,23.01,0.0,23.01,26.694,24.088,26.694,0.0,107.703,26.694,16.848,16.848,41.993
INST0279_N25_N09_P020,43.657,49.306,0.0,43.657,33.929,49.306,175.714,43.657,49.306,43.657,101.428,33.929,101.428,22.387,37.312,23.01,49.306,43.511,0.0,43.657,101.428,0.0,23.01,0.0,114.14,33.929,0.0,22.387,175.714,22.387,0.0,37.312,114.14,0.0,57.966,22.387,175.714,43.511,57.966,0.0,23.01,0.0,49.306,43.511,49.306,23.01,114.14,49.306,37.312,37.312,43.657
INST0279_N25_N09_D020,58.839,0.0,49.306,58.839,17.072,0.0,157.017,58.839,0.0,58.839,56.35,17.072,56.35,31.992,14.003,26.694,0.0,25.326,49.306,58.839,56.35,49.306,26.694,49.306,99.415,17.072,49.306,31.992,157.017,31.992,49.306,14.003,99.415,49.306,95.498,31.992,157.017,25.326,95.498,49.306,26.694,49.306,0.0,25.326,0.0,26.694,99.415,0.0,14.003,14.003,58.839
INST0279_N25_N09_P021,35.041,25.326,43.511,35.041,28.727,25.326,139.347,35.041,25.326,35.041,79.42,28.727,79.42,21.127,28.595,24.088,25.326,0.0,43.511,35.041,79.42,43.511,24.088,43.511,122.983,28.727,43.511,21.127,139.347,21.127,43.511,28.595,122.983,43.511,99.392,21.127,139.347,0.0,99.392,43.511,24.088,43.511,25.326,0.0,25.326,24.088,122.983,25.326,28.595,28.595,35.041
INST0279_N25_N09_D021,58.839,0.0,49.306,58.839,17.072,0.0,157.017,58.839,0.0,58.839,56.35,17.072,56.35,31.992,14.003,26.694,0.0,25.326,49.306,58.839,56.35,49.306,26.694,49.306,99.415,17.072,49.306,31.992,157.017,31.992,49.306,14.003,99.415,49.306,95.498,31.992,157.017,25.326,95.498,49.306,26.694,49.306,0.0,25.326,0.0,26.694,99.415,0.0,14.003,14.003,58.839
INST0279_N25_N09_P022,41.993,26.694,23.01,41.993,14.053,26.694,162.641,41.993,26.694,41.993,81.208,14.053,81.208,8.817,16.848,0.0,26.694,24.088,23.01,41.993,81.208,23.01,0.0,23.01,107.703,14.053,23.01,8.817,162.641,8.817,23.01,16.848,107.703,23.01,75.654,8.817,162.641,24.088,75.654,23.01,0.0,23.01,26.694,24.088,26.694,0.0,107.703,26.694,16.848,16.848,41.993
INST0279_N25_N09_D022,149.69,99.415,114.14,149.69,95.867,99.415,253.32,149.69,99.415,149.69,79.694,95.867,79.694,116.493,94.965,107.703,99.415,122.983,114.14,149.69,79.694,114.14,107.703,114.14,0.0,95.867,114.14,116.493,253.32,116.493,114.14,94.965,0.0,114.14,104.211,116.493,253.32,122.983,104.211,114.14,107.703,114.14,99.415,122.983,99.415,107.703,0.0,99.415,94.965,94.965,149.69
INST0279_N25_N09_P023,58.839,0.0,49.306,58.839,17.072,0.0,157.017,58.839,0.0,58.839,56.35,17.072,56.35,31.992,14.003,26.694,0.0,25.326,49.306,58.839,56.35,49.306,26.694,49.306,99.415,17.072,49.306,31.992,157.017,31.992,49.306,14.003,99.415,49.306,95.498,31.992,157.017,25.326,95.498,49.306,26.694,49.306,0.0,25.326,0.0,26.694,99.415,0.0,14.003,14.003,58.839
INST0279_N25_N09_D023,56.4,14.003,37.312,56.4,3.413,14.003,166.496,56.4,14.003,56.4,64.653,3.413,64.653,24.705,0.0,16.848,14.003,28.595,37.312,56.4,64.653,37.312,16.848,37.312,94.965,3.413,37.312,24.705,166.496,24.705,37.312,0.0,94.965,37.312,81.517,24.705,166.496,28.595,81.517,37.312,16.848,37.312,14.003,28.595,14.003,16.848,94.965,14.003,0.0,0.0,56.4
INST0279_N25_N09_P024,56.4,14.003,37.312,56.4,3.413,14.003,166.496,56.4,14.003,56.4,64.653,3.413,64.653,24.705,0.0,16.848,14.003,28.595,37.312,56.4,64.653,37.312,16.848,37.312,94.965,3.413,37.312,24.705,166.496,24.705,37.312,0.0,94.965,37.312,81.517,24.705,166.496,28.595,81.517,37.312,16.848,37.312,14.003,28.595,14.003,16.848,94.965,14.003,0.0,0.0,56.4
INST0279_N25_N09_D024,0.0,58.839,43.657,0.0,54.669,58.839,134.941,0.0,58.839,0.0,114.332,54.669,114.332,33.197,56.4,41.993,58.839,35.041,43.657,0.0,114.332,43.657,41.993,43.657,149.69,54.669,43.657,33.197,134.941,33.197,43.657,56.4,149.69,43.657,99.467,33.197,134.941,35.041,99.467,43.657,41.993,43.657,58.839,35.041,58.839,41.993,149.69,58.839,56.4,56.4,0.0
