,depot,INST0220_N20_W10_P000,INST0220_N20_W10_D000,INST0220_N20_W10_P001,INST0220_N20_W10_D001,INST0220_N20_W10_P002,INST0220_N20_W10_D002,INST0220_N20_W10_P003,INST0220_N20_W10_D003,INST0220_N20_W10_P004,INST0220_N20_W10_D004,INST0220_N20_W10_P005,INST0220_N20_W10_D005,INST0220_N20_W10_P006,INST0220_N20_W10_D006,INST0220_N20_W10_P007,INST0220_N20_W10_D007,INST0220_N20_W10_P008,INST0220_N20_W10_D008,INST0220_N20_W10_P009,INST0220_N20_W10_D009,INST0220_N20_W10_P010,INST0220_N20_W10_D010,INST0220_N20_W10_P011,INST0220_N20_W10_D011,INST0220_N20_W10_P012,INST0220_N20_W10_D012,INST0220_N20_W10_P013,INST0220_N20_W10_D013,INST0220_N20_W10_P014,INST0220_N20_W10_D014,INST0220_N20_W10_P015,INST0220_N20_W10_D015,INST0220_N20_W10_P016,INST0220_N20_W10_D016,INST0220_N20_W10_P017,INST0220_N20_W10_D017,INST0220_N20_W10_P018,INST0220_N20_W10_D018,INST0220_N20_W10_P019,INST0220_N20_W10_D019
INST0220_N20_W10_D004,20.02,32.905,17.435,75.699,141.804,0.0,77.687,32.905,0.0,77.687,0.0,77.687,29.878,20.081,0.0,20.02,29.878,29.878,20.081,20.56,0.0,20.56,124.166,75.699,32.905,29.878,20.02,75.699,32.905,32.905,53.818,0.0,75.699,0.0,29.878,20.56,0.0,77.687,20.081,29.878,77.687
INST0220_N20_W10_P005,84.648,67.612,86.82,70.587,66.284,77.687,0.0,67.612,77.687,0.0,77.687,0.0,49.056,94.929,77.687,84.648,49.056,49.056,94.929,61.567,77.687,61.567,50.015,70.587,67.612,49.056,84.648,70.587,67.612,67.612,24.909,77.687,70.587,77.687,49.056,61.567,77.687,0.0,94.929,49.056,0.0
INST0220_N20_W10_D005,36.098,25.201,43.098,56.961,114.719,29.878,49.056,25.201,29.878,49.056,29.878,49.056,0.0,45.89,29.878,36.098,0.0,0.0,45.89,12.767,29.878,12.767,97.602,56.961,25.201,0.0,36.098,56.961,25.201,25.201,27.496,29.878,56.961,29.878,0.0,12.767,29.878,49.056,45.89,0.0,49.056
INST0220_N20_W10_P006,14.369,37.156,28.407,78.578,160.194,20.081,94.929,37.156,20.081,94.929,20.081,94.929,45.89,0.0,20.081,14.369,45.89,45.89,0.0,33.728,20.081,33.728,142.787,78.578,37.156,45.89,14.369,78.578,37.156,37.156,72.151,20.081,78.578,20.081,45.89,33.728,20.081,94.929,0.0,45.89,94.929
INST0220_N20_W10_D006,20.02,32.905,17.435,75.699,141.804,0.0,77.687,32.905,0.0,77.687,0.0,77.687,29.878,20.081,0.0,20.02,29.878,29.878,20.081,20.56,0.0,20.56,124.166,75.699,32.905,29.878,20.02,75.699,32.905,32.905,53.818,0.0,75.699,0.0,29.878,20.56,0.0,77.687,20.081,29.878,77.687
INST0220_N20_W10_P007,0.0,22.951,35.228,64.294,150.679,20.02,84.648,22.951,20.02,84.648,20.02,84.648,36.098,14.369,20.02,0.0,36.098,36.098,14.369,23.331,20.02,23.331,133.671,64.294,22.951,36.098,0.0,64.294,22.951,22.951,63.48,20.02,64.294,20.02,36.098,23.331,20.02,84.648,14.369,36.098,84.648
INST0220_N20_W10_D007,36.098,25.201,43.098,56.961,114.719,29.878,49.056,25.201,29.878,49.056,29.878,49.056,0.0,45.89,29.878,36.098,0.0,0.0,45.89,12.767,29.878,12.767,97.602,56.961,25.201,0.0,36.098,56.961,25.201,25.201,27.496,29.878,56.961,29.878,0.0,12.767,29.878,49.056,45.89,0.0,49.056
INST0220_N20_W10_P008,36.098,25.201,43.098,56.961,114.719,29.878,49.056,25.201,29.878,49.056,29.878,49.056,0.0,45.89,29.878,36.098,0.0,0.0,45.89,12.767,29.878,12.767,97.602,56.961,25.201,0.0,36.098,56.961,25.201,25.201,27.496,29.878,56.961,29.878,0.0,12.767,29.878,49.056,45.89,0.0,49.056
INST0220_N20_W10_D008,14.369,37.156,28.407,78.578,160.194,20.081,94.929,37.156,20.081,94.929,20.081,94.929,45.89,0.0,20.081,14.369,45.89,45.89,0.0,33.728,20.081,33.728,142.787,78.578,37.156,45.89,14.369,78.578,37.156,37.156,72.151,20.081,78.578,20.081,45.89,33.728,20.081,94.929,0.0,45.89,94.929
INST0220_N20_W10_P009,23.331,17.238,36.679,57.051,127.423,20.56,61.567,17.238,20.56,61.567,20.56,61.567,12.767,33.728,20.56,23.331,12.767,12.767,33.728,0.0,20.56,0.0,110.354,57.051,17.238,12.767,23.331,57.051,17.238,17.238,40.204,20.56,57.051,20.56,12.767,0.0,20.56,61.567,33.728,12.767,61.567
INST0220_N20_W10_D009,20.02,32.905,17.435,75.699,141.804,0.0,77.687,32.905,0.0,77.687,0.0,77.687,29.878,20.081,0.0,20.02,29.878,29.878,20.081,20.56,0.0,20.56,124.166,75.699,32.905,29.878,20.02,75.699,32.905,32.905,53.818,0.0,75.699,0.0,29.878,20.56,0.0,77.687,20.081,29.878,77.687
INST0220_N20_W10_P010,23.331,17.238,36.679,57.051,127.423,20.56,61.567,17.238,20.56,61.567,20.56,61.567,12.767,33.728,20.56,23.331,12.767,12.767,33.728,0.0,20.56,0.0,110.354,57.051,17.238,12.767,23.331,57.051,17.238,17.238,40.204,20.56,57.051,20.56,12.767,0.0,20.56,61.567,33.728,12.767,61.567
INST0220_N20_W10_D010,133.671,117.595,129.907,115.643,18.026,124.166,50.015,117.595,124.166,50.015,124.166,50.015,97.602,142.787,124.166,133.671,97.602,97.602,142.787,110.354,124.166,110.354,0.0,115.643,117.595,97.602,133.671,115.643,117.595,117.595,70.637,124.166,115.643,124.166,97.602,110.354,124.166,50.015,142.787,97.602,50.015
INST0220_N20_W10_P011,64.294,43.046,92.961,0.0,128.123,75.699,70.587,43.046,75.699,70.587,75.699,70.587,56.961,78.578,75.699,64.294,56.961,56.961,78.578,57.051,75.699,57.051,115.643,0.0,43.046,56.961,64.294,0.0,43.046,43.046,68.471,75.699,0.0,75.699,56.961,57.051,75.699,70.587,78.578,56.961,70.587
INST0220_N20_W10_D011,22.951,0.0,50.317,43.046,133.769,32.905,67.612,0.0,32.905,67.612,32.905,67.612,25.201,37.156,32.905,22.951,25.201,25.201,37.156,17.238,32.905,17.238,117.595,43.046,0.0,25.201,22.951,43.046,0.0,0.0,50.631,32.905,43.046,32.905,25.201,17.238,32.905,67.612,37.156,25.201,67.612
INST0220_N20_W10_P012,36.098,25.201,43.098,56.961,114.719,29.878,49.056,25.201,29.878,49.056,29.878,49.056,0.0,45.89,29.878,36.098,0.0,0.0,45.89,12.767,29.878,12.767,97.602,56.961,25.201,0.0,36.098,56.961,25.201,25.201,27.496,29.878,56.961,29.878,0.0,12.767,29.878,49.056,45.89,0.0,49.056
INST0220_N20_W10_D012,0.0,22.951,35.228,64.294,150.679,20.02,84.648,22.951,20.02,84.648,20.02,84.648,36.098,14.369,20.02,0.0,36.098,36.098,14.369,23.331,20.02,23.331,133.671,64.294,22.951,36.098,0.0,64.294,22.951,22.951,63.48,20.02,64.294,20.02,36.098,23.331,20.02,84.648,14.369,36.098,84.648
INST0220_N20_W10_P013,64.294,43.046,92.961,0.0,128.123,75.699,70.587,43.046,75.699,70.587,75.699,70.587,56.961,78.578,75.699,64.294,56.961,56.961,78.578,57.051,75.699,57.051,115.643,0.0,43.046,56.961,64.294,0.0,43.046,43.046,68.471,75.699,0.0,75.699,56.961,57.051,75.699,70.587,78.578,56.961,70.587
INST0220_N20_W10_D013,22.951,0.0,50.317,43.046,133.769,32.905,67.612,0.0,32.905,67.612,32.905,67.612,25.201,37.156,32.905,22.951,25.201,25.201,37.156,17.238,32.905,17.238,117.595,43.046,0.0,25.201,22.951,43.046,0.0,0.0,50.631,32.905,43.046,32.905,25.201,17.238,32.905,67.612,37.156,25.201,67.612
INST0220_N20_W10_P014,22.951,0.0,50.317,43.046,133.769,32.905,67.612,0.0,32.905,67.612,32.905,67.612,25.201,37.156,32.905,22.951,25.201,25.201,37.156,17.238,32.905,17.238,117.595,43.046,0.0,25.201,22.951,43.046,0.0,0.0,50.631,32.905,43.046,32.905,25.201,17.238,32.905,67.612,37.156,25.201,67.612
INST0220_N20_W10_D014,63.48,50.631,61.972,68.471,88.095,53.818,24.909,50.631,53.818,24.909,53.818,24.909,27.496,72.151,53.818,63.48,27.496,27.496,72.151,40.204,53.818,40.204,70.637,68.471,50.631,27.496,63.48,68.471,50.631,50.631,0.0,53.818,68.471,53.818,27.496,40.204,53.818,24.909,72.151,27.496,24.909
INST0220_N20_W10_P015,20.02,32.905,17.435,75.699,141.804,0.0,77.687,32.905,0.0,77.687,0.0,77.687,29.878,20.081,0.0,20.02,29.878,29.878,20.081,20.56,0.0,20.56,124.166,75.699,32.905,29.878,20.02,75.699,32.905,32.905,53.818,0.0,75.699,0.0,29.878,20.56,0.0,77.687,20.081,29.878,77.687
INST0220_N20_W10_D015,64.294,43.046,92.961,0.0,128.123,75.699,70.587,43.046,75.699,70.587,75.699,70.587,56.961,78.578,75.699,64.294,56.961,56.961,78.578,57.051,75.699,57.051,115.643,0.0,43.046,56.961,64.294,0.0,43.046,43.046,68.471,75.699,0.0,75.699,56.961,57.051,75.699,70.587,78.578,56.961,70.587
INST0220_N20_W10_P016,20.02,32.905,17.435,75.699,141.804,0.0,77.687,32.905,0.0,77.687,0.0,77.687,29.878,20.081,0.0,20.02,29.878,29.878,20.081,20.56,0.0,20.56,124.166,75.699,32.905,29.878,20.02,75.699,32.905,32.905,53.818,0.0,75.699,0.0,29.878,20.56,0.0,77.687,20.081,29.878,77.687
INST0220_N20_W10_D016,36.098,25.201,43.098,56.961,114.719,29.878,49.056,25.201,29.878,49.056,29.878,49.056,0.0,45.89,29.878,36.098,0.0,0.0,45.89,12.767,29.878,12.767,97.602,56.961,25.201,0.0,36.098,56.961,25.201,25.201,27.496,29.878,56.961,29.878,0.0,12.767,29.878,49.056,45.89,0.0,49.056
INST0220_N20_W10_P017,23.331,17.238,36.679,57.051,127.423,20.56,61.567,17.238,20.56,61.567,20.56,61.567,12.767,33.728,20.56,23.331,12.767,12.767,33.728,0.0,20.56,0.0,110.354,57.051,17.238,12.767,23.331,57.051,17.238,17.238,40.204,20.56,57.051,20.56,12.767,0.0,20.56,61.567,33.728,12.767,61.567
INST0220_N20_W10_D017,20.02,32.905,17.435,75.699,141.804,0.0,77.687,32.905,0.0,77.687,0.0,77.687,29.878,20.081,0.0,20.02,29.878,29.878,20.081,20.56,0.0,20.56,124.166,75.699,32.905,29.878,20.02,75.699,32.905,32.905,53.818,0.0,75.699,0.0,29.878,20.56,0.0,77.687,20.081,29.878,77.687
INST0220_N20_W10_P018,84.648,67.612,86.82,70.587,66.284,77.687,0.0,67.612,77.687,0.0,77.687,0.0,49.056,94.929,77.687,84.648,49.056,49.056,94.929,61.567,77.687,61.567,50.015,70.587,67.612,49.056,84.648,70.587,67.612,67.612,24.909,77.687,70.587,77.687,49.056,61.567,77.687,0.0,94.929,49.056,0.0
INST0220_N20_W10_D018,14.369,37.156,28.407,78.578,160.194,20.081,94.929,37.156,20.081,94.929,20.081,94.929,45.89,0.0,20.081,14.369,45.89,45.89,0.0,33.728,20.081,33.728,142.787,78.578,37.156,45.89,14.369,78.578,37.156,37.156,72.151,20.081,78.578,20.081,45.89,33.728,20.081,94.929,0.0,45.89,94.929
INST0220_N20_W10_P019,36.098,25.201,43.098,56.961,114.719,29.878,49.056,25.201,29.878,49.056,29.878,49.056,0.0,45.89,29.878,36.098,0.0,0.0,45.89,12.767,29.878,12.767,97.602,56.961,25.201,0.0,36.098,56.961,25.201,25.201,27.496,29.878,56.961,29.878,0.0,12.767,29.878,49.056,45.89,0.0,49.056
INST0220_N20_W10_D019,84.648,67.612,86.82,70.587,66.284,77.687,0.0,67.612,77.687,0.0,77.687,0.0,49.056,94.929,77.687,84.648,49.056,49.056,94.929,61.567,77.687,61.567,50.015,70.587,67.612,49.056,84.648,70.587,67.612,67.612,24.909,77.687,70.587,77.687,49.056,61.567,77.687,0.0,94.929,49.056,0.0
