,depot,INST0229_N20_W19_P000,INST0229_N20_W19_D000,INST0229_N20_W19_P001,INST0229_N20_W19_D001,INST0229_N20_W19_P002,INST0229_N20_W19_D002,INST0229_N20_W19_P003,INST0229_N20_W19_D003,INST0229_N20_W19_P004,INST0229_N20_W19_D004,INST0229_N20_W19_P005,INST0229_N20_W19_D005,INST0229_N20_W19_P006,INST0229_N20_W19_D006,INST0229_N20_W19_P007,INST0229_N20_W19_D007,INST0229_N20_W19_P008,INST0229_N20_W19_D008,INST0229_N20_W19_P009,INST0229_N20_W19_D009,INST0229_N20_W19_P010,INST0229_N20_W19_D010,INST0229_N20_W19_P011,INST0229_N20_W19_D011,INST0229_N20_W19_P012,INST0229_N20_W19_D012,INST0229_N20_W19_P013,INST0229_N20_W19_D013,INST0229_N20_W19_P014,INST0229_N20_W19_D014,INST0229_N20_W19_P015,INST0229_N20_W19_D015,INST0229_N20_W19_P016,INST0229_N20_W19_D016,INST0229_N20_W19_P017,INST0229_N20_W19_D017,INST0229_N20_W19_P018,INST0229_N20_W19_D018,INST0229_N20_W19_P019,INST0229_N20_W19_D019
INST0229_N20_W19_D004,0.0,66.284,128.123,18.026,66.284,66.284,133.769,88.095,128.123,88.095,0.0,0.0,133.769,18.026,114.719,88.095,114.719,18.026,160.194,66.284,0.0,88.095,0.0,66.284,88.095,0.0,88.095,88.095,66.284,18.026,160.194,18.026,0.0,18.026,128.123,88.095,0.0,18.026,0.0,18.026,147.866
INST0229_N20_W19_P005,0.0,66.284,128.123,18.026,66.284,66.284,133.769,88.095,128.123,88.095,0.0,0.0,133.769,18.026,114.719,88.095,114.719,18.026,160.194,66.284,0.0,88.095,0.0,66.284,88.095,0.0,88.095,88.095,66.284,18.026,160.194,18.026,0.0,18.026,128.123,88.095,0.0,18.026,0.0,18.026,147.866
INST0229_N20_W19_D005,133.769,67.612,43.046,117.595,67.612,67.612,0.0,50.631,43.046,50.631,133.769,133.769,0.0,117.595,25.201,50.631,25.201,117.595,37.156,67.612,133.769,50.631,133.769,67.612,50.631,133.769,50.631,50.631,67.612,117.595,37.156,117.595,133.769,117.595,43.046,50.631,133.769,117.595,133.769,117.595,50.317
INST0229_N20_W19_P006,18.026,50.015,115.643,0.0,50.015,50.015,117.595,70.637,115.643,70.637,18.026,18.026,117.595,0.0,97.602,70.637,97.602,0.0,142.787,50.015,18.026,70.637,18.026,50.015,70.637,18.026,70.637,70.637,50.015,0.0,142.787,0.0,18.026,0.0,115.643,70.637,18.026,0.0,18.026,0.0,129.907
INST0229_N20_W19_D006,114.719,49.056,56.961,97.602,49.056,49.056,25.201,27.496,56.961,27.496,114.719,114.719,25.201,97.602,0.0,27.496,0.0,97.602,45.89,49.056,114.719,27.496,114.719,49.056,27.496,114.719,27.496,27.496,49.056,97.602,45.89,97.602,114.719,97.602,56.961,27.496,114.719,97.602,114.719,97.602,43.098
INST0229_N20_W19_P007,88.095,24.909,68.471,70.637,24.909,24.909,50.631,0.0,68.471,0.0,88.095,88.095,50.631,70.637,27.496,0.0,27.496,70.637,72.151,24.909,88.095,0.0,88.095,24.909,0.0,88.095,0.0,0.0,24.909,70.637,72.151,70.637,88.095,70.637,68.471,0.0,88.095,70.637,88.095,70.637,61.972
INST0229_N20_W19_D007,114.719,49.056,56.961,97.602,49.056,49.056,25.201,27.496,56.961,27.496,114.719,114.719,25.201,97.602,0.0,27.496,0.0,97.602,45.89,49.056,114.719,27.496,114.719,49.056,27.496,114.719,27.496,27.496,49.056,97.602,45.89,97.602,114.719,97.602,56.961,27.496,114.719,97.602,114.719,97.602,43.098
INST0229_N20_W19_P008,18.026,50.015,115.643,0.0,50.015,50.015,117.595,70.637,115.643,70.637,18.026,18.026,117.595,0.0,97.602,70.637,97.602,0.0,142.787,50.015,18.026,70.637,18.026,50.015,70.637,18.026,70.637,70.637,50.015,0.0,142.787,0.0,18.026,0.0,115.643,70.637,18.026,0.0,18.026,0.0,129.907
INST0229_N20_W19_D008,160.194,94.929,78.578,142.787,94.929,94.929,37.156,72.151,78.578,72.151,160.194,160.194,37.156,142.787,45.89,72.151,45.89,142.787,0.0,94.929,160.194,72.151,160.194,94.929,72.151,160.194,72.151,72.151,94.929,142.787,0.0,142.787,160.194,142.787,78.578,72.151,160.194,142.787,160.194,142.787,28.407
INST0229_N20_W19_P009,66.284,0.0,70.587,50.015,0.0,0.0,67.612,24.909,70.587,24.909,66.284,66.284,67.612,50.015,49.056,24.909,49.056,50.015,94.929,0.0,66.284,24.909,66.284,0.0,24.909,66.284,24.909,24.909,0.0,50.015,94.929,50.015,66.284,50.015,70.587,24.909,66.284,50.015,66.284,50.015,86.82
INST0229_N20_W19_D009,0.0,66.284,128.123,18.026,66.284,66.284,133.769,88.095,128.123,88.095,0.0,0.0,133.769,18.026,114.719,88.095,114.719,18.026,160.194,66.284,0.0,88.095,0.0,66.284,88.095,0.0,88.095,88.095,66.284,18.026,160.194,18.026,0.0,18.026,128.123,88.095,0.0,18.026,0.0,18.026,147.866
INST0229_N20_W19_P010,88.095,24.909,68.471,70.637,24.909,24.909,50.631,0.0,68.471,0.0,88.095,88.095,50.631,70.637,27.496,0.0,27.496,70.637,72.151,24.909,88.095,0.0,88.095,24.909,0.0,88.095,0.0,0.0,24.909,70.637,72.151,70.637,88.095,70.637,68.471,0.0,88.095,70.637,88.095,70.637,61.972
INST0229_N20_W19_D010,0.0,66.284,128.123,18.026,66.284,66.284,133.769,88.095,128.123,88.095,0.0,0.0,133.769,18.026,114.719,88.095,114.719,18.026,160.194,66.284,0.0,88.095,0.0,66.284,88.095,0.0,88.095,88.095,66.284,18.026,160.194,18.026,0.0,18.026,128.123,88.095,0.0,18.026,0.0,18.026,147.866
INST0229_N20_W19_P011,66.284,0.0,70.587,50.015,0.0,0.0,67.612,24.909,70.587,24.909,66.284,66.284,67.612,50.015,49.056,24.909,49.056,50.015,94.929,0.0,66.284,24.909,66.284,0.0,24.909,66.284,24.909,24.909,0.0,50.015,94.929,50.015,66.284,50.015,70.587,24.909,66.284,50.015,66.284,50.015,86.82
INST0229_N20_W19_D011,88.095,24.909,68.471,70.637,24.909,24.909,50.631,0.0,68.471,0.0,88.095,88.095,50.631,70.637,27.496,0.0,27.496,70.637,72.151,24.909,88.095,0.0,88.095,24.909,0.0,88.095,0.0,0.0,24.909,70.637,72.151,70.637,88.095,70.637,68.471,0.0,88.095,70.637,88.095,70.637,61.972
INST0229_N20_W19_P012,0.0,66.284,128.123,18.026,66.284,66.284,133.769,88.095,128.123,88.095,0.0,0.0,133.769,18.026,114.719,88.095,114.719,18.026,160.194,66.284,0.0,88.095,0.0,66.284,88.095,0.0,88.095,88.095,66.284,18.026,160.194,18.026,0.0,18.026,128.123,88.095,0.0,18.026,0.0,18.026,147.866
INST0229_N20_W19_D012,88.095,24.909,68.471,70.637,24.909,24.909,50.631,0.0,68.471,0.0,88.095,88.095,50.631,70.637,27.496,0.0,27.496,70.637,72.151,24.909,88.095,0.0,88.095,24.909,0.0,88.095,0.0,0.0,24.909,70.637,72.151,70.637,88.095,70.637,68.471,0.0,88.095,70.637,88.095,70.637,61.972
INST0229_N20_W19_P013,88.095,24.909,68.471,70.637,24.909,24.909,50.631,0.0,68.471,0.0,88.095,88.095,50.631,70.637,27.496,0.0,27.496,70.637,72.151,24.909,88.095,0.0,88.095,24.909,0.0,88.095,0.0,0.0,24.909,70.637,72.151,70.637,88.095,70.637,68.471,0.0,88.095,70.637,88.095,70.637,61.972
INST0229_N20_W19_D013,66.284,0.0,70.587,50.015,0.0,0.0,67.612,24.909,70.587,24.909,66.284,66.284,67.612,50.015,49.056,24.909,49.056,50.015,94.929,0.0,66.284,24.909,66.284,0.0,24.909,66.284,24.909,24.909,0.0,50.015,94.929,50.015,66.284,50.015,70.587,24.909,66.284,50.015,66.284,50.015,86.82
INST0229_N20_W19_P014,18.026,50.015,115.643,0.0,50.015,50.015,117.595,70.637,115.643,70.637,18.026,18.026,117.595,0.0,97.602,70.637,97.602,0.0,142.787,50.015,18.026,70.637,18.026,50.015,70.637,18.026,70.637,70.637,50.015,0.0,142.787,0.0,18.026,0.0,115.643,70.637,18.026,0.0,18.026,0.0,129.907
INST0229_N20_W19_D014,160.194,94.929,78.578,142.787,94.929,94.929,37.156,72.151,78.578,72.151,160.194,160.194,37.156,142.787,45.89,72.151,45.89,142.787,0.0,94.929,160.194,72.151,160.194,94.929,72.151,160.194,72.151,72.151,94.929,142.787,0.0,142.787,160.194,142.787,78.578,72.151,160.194,142.787,160.194,142.787,28.407
INST0229_N20_W19_P015,18.026,50.015,115.643,0.0,50.015,50.015,117.595,70.637,115.643,70.637,18.026,18.026,117.595,0.0,97.602,70.637,97.602,0.0,142.787,50.015,18.026,70.637,18.026,50.015,70.637,18.026,70.637,70.637,50.015,0.0,142.787,0.0,18.026,0.0,115.643,70.637,18.026,0.0,18.026,0.0,129.907
INST0229_N20_W19_D015,0.0,66.284,128.123,18.026,66.284,66.284,133.769,88.095,128.123,88.095,0.0,0.0,133.769,18.026,114.719,88.095,114.719,18.026,160.194,66.284,0.0,88.095,0.0,66.284,88.095,0.0,88.095,88.095,66.284,18.026,160.194,18.026,0.0,18.026,128.123,88.095,0.0,18.026,0.0,18.026,147.866
INST0229_N20_W19_P016,18.026,50.015,115.643,0.0,50.015,50.015,117.595,70.637,115.643,70.637,18.026,18.026,117.595,0.0,97.602,70.637,97.602,0.0,142.787,50.015,18.026,70.637,18.026,50.015,70.637,18.026,70.637,70.637,50.015,0.0,142.787,0.0,18.026,0.0,115.643,70.637,18.026,0.0,18.026,0.0,129.907
INST0229_N20_W19_D016,128.123,70.587,0.0,115.643,70.587,70.587,43.046,68.471,0.0,68.471,128.123,128.123,43.046,115.643,56.961,68.471,56.961,115.643,78.578,70.587,128.123,68.471,128.123,70.587,68.471,128.123,68.471,68.471,70.587,115.643,78.578,115.643,128.123,115.643,0.0,68.471,128.123,115.643,128.123,115.643,92.961
INST0229_N20_W19_P017,88.095,24.909,68.471,70.637,24.909,24.909,50.631,0.0,68.471,0.0,88.095,88.095,50.631,70.637,27.496,0.0,27.496,70.637,72.151,24.909,88.095,0.0,88.095,24.909,0.0,88.095,0.0,0.0,24.909,70.637,72.151,70.637,88.095,70.637,68.471,0.0,88.095,70.637,88.095,70.637,61.972
INST0229_N20_W19_D017,0.0,66.284,128.123,18.026,66.284,66.284,133.769,88.095,128.123,88.095,0.0,0.0,133.769,18.026,114.719,88.095,114.719,18.026,160.194,66.284,0.0,88.095,0.0,66.284,88.095,0.0,88.095,88.095,66.284,18.026,160.194,18.026,0.0,18.026,128.123,88.095,0.0,18.026,0.0,18.026,147.866
INST0229_N20_W19_P018,18.026,50.015,115.643,0.0,50.015,50.015,117.595,70.637,115.643,70.637,18.026,18.026,117.595,0.0,97.602,70.637,97.602,0.0,142.787,50.015,18.026,70.637,18.026,50.015,70.637,18.026,70.637,70.637,50.015,0.0,142.787,0.0,18.026,0.0,115.643,70.637,18.026,0.0,18.026,0.0,129.907
INST0229_N20_W19_D018,0.0,66.284,128.123,18.026,66.284,66.284,133.769,88.095,128.123,88.095,0.0,0.0,133.769,18.026,114.719,88.095,114.719,18.026,160.194,66.284,0.0,88.095,0.0,66.284,88.095,0.0,88.095,88.095,66.284,18.026,160.194,18.026,0.0,18.026,128.123,88.095,0.0,18.026,0.0,18.026,147.866
INST0229_N20_W19_P019,18.026,50.015,115.643,0.0,50.015,50.015,117.595,70.637,115.643,70.637,18.026,18.026,117.595,0.0,97.602,70.637,97.602,0.0,142.787,50.015,18.026,70.637,18.026,50.015,70.637,18.026,70.637,70.637,50.015,0.0,142.787,0.0,18.026,0.0,115.643,70.637,18.026,0.0,18.026,0.0,129.907
INST0229_N20_W19_D019,147.866,86.82,92.961,129.907,86.82,86.82,50.317,61.972,92.961,61.972,147.866,147.866,50.317,129.907,43.098,61.972,43.098,129.907,28.407,86.82,147.866,61.972,147.866,86.82,61.972,147.866,61.972,61.972,86.82,129.907,28.407,129.907,147.866,129.907,92.961,61.972,147.866,129.907,147.866,129.907,0.0
