,depot,INST0290_N25_S20_P000,INST0290_N25_S20_D000,INST0290_N25_S20_P001,INST0290_N25_S20_D001,INST0290_N25_S20_P002,INST0290_N25_S20_D002,INST0290_N25_S20_P003,INST0290_N25_S20_D003,INST0290_N25_S20_P004,INST0290_N25_S20_D004,INST0290_N25_S20_P005,INST0290_N25_S20_D005,INST0290_N25_S20_P006,INST0290_N25_S20_D006,INST0290_N25_S20_P007,INST0290_N25_S20_D007,INST0290_N25_S20_P008,INST0290_N25_S20_D008,INST0290_N25_S20_P009,INST0290_N25_S20_D009,INST0290_N25_S20_P010,INST0290_N25_S20_D010,INST0290_N25_S20_P011,INST0290_N25_S20_D011,INST0290_N25_S20_P012,INST0290_N25_S20_D012,INST0290_N25_S20_P013,INST0290_N25_S20_D013,INST0290_N25_S20_P014,INST0290_N25_S20_D014,INST0290_N25_S20_P015,INST0290_N25_S20_D015,INST0290_N25_S20_P016,INST0290_N25_S20_D016,INST0290_N25_S20_P017,INST0290_N25_S20_D017,INST0290_N25_S20_P018,INST0290_N25_S20_D018,INST0290_N25_S20_P019,INST0290_N25_S20_D019,INST0290_N25_S20_P020,INST0290_N25_S20_D020,INST0290_N25_S20_P021,INST0290_N25_S20_D021,INST0290_N25_S20_P022,INST0290_N25_S20_D022,INST0290_N25_S20_P023,INST0290_N25_S20_D023,INST0290_N25_S20_P024,INST0290_N25_S20_D024
INST0290_N25_S20_D004,44.645,0.0,83.129,44.645,72.248,44.645,30.556,72.248,83.129,54.293,0.0,72.248,83.129,44.645,72.248,72.248,125.848,125.848,30.556,44.645,72.248,51.136,30.556,125.848,54.293,51.136,125.848,51.136,83.129,51.136,0.0,0.0,127.137,44.645,125.848,51.136,127.137,72.248,51.136,67.228,125.848,72.248,67.228,0.0,67.228,51.136,30.556,54.293,72.248,54.293,164.482
INST0290_N25_S20_P005,61.869,72.248,13.307,61.869,0.0,61.869,80.067,0.0,13.307,53.679,72.248,0.0,13.307,61.869,0.0,0.0,87.998,87.998,80.067,61.869,0.0,61.135,80.067,87.998,53.679,61.135,87.998,61.135,13.307,61.135,72.248,72.248,57.803,61.869,87.998,61.135,57.803,0.0,61.135,126.125,87.998,0.0,126.125,72.248,126.125,61.135,80.067,53.679,0.0,53.679,98.41
INST0290_N25_S20_D005,75.176,83.129,0.0,75.176,13.307,75.176,92.948,13.307,0.0,66.815,83.129,13.307,0.0,75.176,13.307,13.307,94.398,94.398,92.948,75.176,13.307,74.382,92.948,94.398,66.815,74.382,94.398,74.382,0.0,74.382,83.129,83.129,44.98,75.176,94.398,74.382,44.98,13.307,74.382,139.086,94.398,13.307,139.086,83.129,139.086,74.382,92.948,66.815,13.307,66.815,85.211
INST0290_N25_S20_P006,0.0,44.645,75.176,0.0,61.869,0.0,26.3,61.869,75.176,13.324,44.645,61.869,75.176,0.0,61.869,61.869,83.656,83.656,26.3,0.0,61.869,6.707,26.3,83.656,13.324,6.707,83.656,6.707,75.176,6.707,44.645,44.645,118.85,0.0,83.656,6.707,118.85,61.869,6.707,67.566,83.656,61.869,67.566,44.645,67.566,6.707,26.3,13.324,61.869,13.324,160.028
INST0290_N25_S20_D006,61.869,72.248,13.307,61.869,0.0,61.869,80.067,0.0,13.307,53.679,72.248,0.0,13.307,61.869,0.0,0.0,87.998,87.998,80.067,61.869,0.0,61.135,80.067,87.998,53.679,61.135,87.998,61.135,13.307,61.135,72.248,72.248,57.803,61.869,87.998,61.135,57.803,0.0,61.135,126.125,87.998,0.0,126.125,72.248,126.125,61.135,80.067,53.679,0.0,53.679,98.41
INST0290_N25_S20_P007,61.869,72.248,13.307,61.869,0.0,61.869,80.067,0.0,13.307,53.679,72.248,0.0,13.307,61.869,0.0,0.0,87.998,87.998,80.067,61.869,0.0,61.135,80.067,87.998,53.679,61.135,87.998,61.135,13.307,61.135,72.248,72.248,57.803,61.869,87.998,61.135,57.803,0.0,61.135,126.125,87.998,0.0,126.125,72.248,126.125,61.135,80.067,53.679,0.0,53.679,98.41
INST0290_N25_S20_D007,83.656,125.848,94.398,83.656,87.998,83.656,108.949,87.998,94.398,71.877,125.848,87.998,94.398,83.656,87.998,87.998,0.0,0.0,108.949,83.656,87.998,77.018,108.949,0.0,71.877,77.018,0.0,77.018,94.398,77.018,125.848,125.848,114.428,83.656,0.0,77.018,114.428,87.998,77.018,138.993,0.0,87.998,138.993,125.848,138.993,77.018,108.949,71.877,87.998,71.877,151.155
INST0290_N25_S20_P008,83.656,125.848,94.398,83.656,87.998,83.656,108.949,87.998,94.398,71.877,125.848,87.998,94.398,83.656,87.998,87.998,0.0,0.0,108.949,83.656,87.998,77.018,108.949,0.0,71.877,77.018,0.0,77.018,94.398,77.018,125.848,125.848,114.428,83.656,0.0,77.018,114.428,87.998,77.018,138.993,0.0,87.998,138.993,125.848,138.993,77.018,108.949,71.877,87.998,71.877,151.155
INST0290_N25_S20_D008,26.3,30.556,92.948,26.3,80.067,26.3,0.0,80.067,92.948,39.549,30.556,80.067,92.948,26.3,80.067,80.067,108.949,108.949,0.0,26.3,80.067,32.455,0.0,108.949,39.549,32.455,108.949,32.455,92.948,32.455,30.556,30.556,137.848,26.3,108.949,32.455,137.848,80.067,32.455,46.181,108.949,80.067,46.181,30.556,46.181,32.455,0.0,39.549,80.067,39.549,177.944
INST0290_N25_S20_P009,0.0,44.645,75.176,0.0,61.869,0.0,26.3,61.869,75.176,13.324,44.645,61.869,75.176,0.0,61.869,61.869,83.656,83.656,26.3,0.0,61.869,6.707,26.3,83.656,13.324,6.707,83.656,6.707,75.176,6.707,44.645,44.645,118.85,0.0,83.656,6.707,118.85,61.869,6.707,67.566,83.656,61.869,67.566,44.645,67.566,6.707,26.3,13.324,61.869,13.324,160.028
INST0290_N25_S20_D009,61.869,72.248,13.307,61.869,0.0,61.869,80.067,0.0,13.307,53.679,72.248,0.0,13.307,61.869,0.0,0.0,87.998,87.998,80.067,61.869,0.0,61.135,80.067,87.998,53.679,61.135,87.998,61.135,13.307,61.135,72.248,72.248,57.803,61.869,87.998,61.135,57.803,0.0,61.135,126.125,87.998,0.0,126.125,72.248,126.125,61.135,80.067,53.679,0.0,53.679,98.41
INST0290_N25_S20_P010,6.707,51.136,74.382,6.707,61.135,6.707,32.455,61.135,74.382,8.581,51.136,61.135,74.382,6.707,61.135,61.135,77.018,77.018,32.455,6.707,61.135,0.0,32.455,77.018,8.581,0.0,77.018,0.0,74.382,0.0,51.136,51.136,117.194,6.707,77.018,0.0,117.194,61.135,0.0,71.658,77.018,61.135,71.658,51.136,71.658,0.0,32.455,8.581,61.135,8.581,158.604
INST0290_N25_S20_D010,26.3,30.556,92.948,26.3,80.067,26.3,0.0,80.067,92.948,39.549,30.556,80.067,92.948,26.3,80.067,80.067,108.949,108.949,0.0,26.3,80.067,32.455,0.0,108.949,39.549,32.455,108.949,32.455,92.948,32.455,30.556,30.556,137.848,26.3,108.949,32.455,137.848,80.067,32.455,46.181,108.949,80.067,46.181,30.556,46.181,32.455,0.0,39.549,80.067,39.549,177.944
INST0290_N25_S20_P011,83.656,125.848,94.398,83.656,87.998,83.656,108.949,87.998,94.398,71.877,125.848,87.998,94.398,83.656,87.998,87.998,0.0,0.0,108.949,83.656,87.998,77.018,108.949,0.0,71.877,77.018,0.0,77.018,94.398,77.018,125.848,125.848,114.428,83.656,0.0,77.018,114.428,87.998,77.018,138.993,0.0,87.998,138.993,125.848,138.993,77.018,108.949,71.877,87.998,71.877,151.155
INST0290_N25_S20_D011,13.324,54.293,66.815,13.324,53.679,13.324,39.549,53.679,66.815,0.0,54.293,53.679,66.815,13.324,53.679,53.679,71.877,71.877,39.549,13.324,53.679,8.581,39.549,71.877,0.0,8.581,71.877,8.581,66.815,8.581,54.293,54.293,109.068,13.324,71.877,8.581,109.068,53.679,8.581,80.145,71.877,53.679,80.145,54.293,80.145,8.581,39.549,0.0,53.679,0.0,150.553
INST0290_N25_S20_P012,6.707,51.136,74.382,6.707,61.135,6.707,32.455,61.135,74.382,8.581,51.136,61.135,74.382,6.707,61.135,61.135,77.018,77.018,32.455,6.707,61.135,0.0,32.455,77.018,8.581,0.0,77.018,0.0,74.382,0.0,51.136,51.136,117.194,6.707,77.018,0.0,117.194,61.135,0.0,71.658,77.018,61.135,71.658,51.136,71.658,0.0,32.455,8.581,61.135,8.581,158.604
INST0290_N25_S20_D012,83.656,125.848,94.398,83.656,87.998,83.656,108.949,87.998,94.398,71.877,125.848,87.998,94.398,83.656,87.998,87.998,0.0,0.0,108.949,83.656,87.998,77.018,108.949,0.0,71.877,77.018,0.0,77.018,94.398,77.018,125.848,125.848,114.428,83.656,0.0,77.018,114.428,87.998,77.018,138.993,0.0,87.998,138.993,125.848,138.993,77.018,108.949,71.877,87.998,71.877,151.155
INST0290_N25_S20_P013,6.707,51.136,74.382,6.707,61.135,6.707,32.455,61.135,74.382,8.581,51.136,61.135,74.382,6.707,61.135,61.135,77.018,77.018,32.455,6.707,61.135,0.0,32.455,77.018,8.581,0.0,77.018,0.0,74.382,0.0,51.136,51.136,117.194,6.707,77.018,0.0,117.194,61.135,0.0,71.658,77.018,61.135,71.658,51.136,71.658,0.0,32.455,8.581,61.135,8.581,158.604
INST0290_N25_S20_D013,75.176,83.129,0.0,75.176,13.307,75.176,92.948,13.307,0.0,66.815,83.129,13.307,0.0,75.176,13.307,13.307,94.398,94.398,92.948,75.176,13.307,74.382,92.948,94.398,66.815,74.382,94.398,74.382,0.0,74.382,83.129,83.129,44.98,75.176,94.398,74.382,44.98,13.307,74.382,139.086,94.398,13.307,139.086,83.129,139.086,74.382,92.948,66.815,13.307,66.815,85.211
INST0290_N25_S20_P014,6.707,51.136,74.382,6.707,61.135,6.707,32.455,61.135,74.382,8.581,51.136,61.135,74.382,6.707,61.135,61.135,77.018,77.018,32.455,6.707,61.135,0.0,32.455,77.018,8.581,0.0,77.018,0.0,74.382,0.0,51.136,51.136,117.194,6.707,77.018,0.0,117.194,61.135,0.0,71.658,77.018,61.135,71.658,51.136,71.658,0.0,32.455,8.581,61.135,8.581,158.604
INST0290_N25_S20_D014,44.645,0.0,83.129,44.645,72.248,44.645,30.556,72.248,83.129,54.293,0.0,72.248,83.129,44.645,72.248,72.248,125.848,125.848,30.556,44.645,72.248,51.136,30.556,125.848,54.293,51.136,125.848,51.136,83.129,51.136,0.0,0.0,127.137,44.645,125.848,51.136,127.137,72.248,51.136,67.228,125.848,72.248,67.228,0.0,67.228,51.136,30.556,54.293,72.248,54.293,164.482
INST0290_N25_S20_P015,44.645,0.0,83.129,44.645,72.248,44.645,30.556,72.248,83.129,54.293,0.0,72.248,83.129,44.645,72.248,72.248,125.848,125.848,30.556,44.645,72.248,51.136,30.556,125.848,54.293,51.136,125.848,51.136,83.129,51.136,0.0,0.0,127.137,44.645,125.848,51.136,127.137,72.248,51.136,67.228,125.848,72.248,67.228,0.0,67.228,51.136,30.556,54.293,72.248,54.293,164.482
INST0290_N25_S20_D015,118.85,127.137,44.98,118.85,57.803,118.85,137.848,57.803,44.98,109.068,127.137,57.803,44.98,118.85,57.803,57.803,114.428,114.428,137.848,118.85,57.803,117.194,137.848,114.428,109.068,117.194,114.428,117.194,44.98,117.194,127.137,127.137,0.0,118.85,114.428,117.194,0.0,57.803,117.194,183.928,114.428,57.803,183.928,127.137,183.928,117.194,137.848,109.068,57.803,109.068,41.594
INST0290_N25_S20_P016,0.0,44.645,75.176,0.0,61.869,0.0,26.3,61.869,75.176,13.324,44.645,61.869,75.176,0.0,61.869,61.869,83.656,83.656,26.3,0.0,61.869,6.707,26.3,83.656,13.324,6.707,83.656,6.707,75.176,6.707,44.645,44.645,118.85,0.0,83.656,6.707,118.85,61.869,6.707,67.566,83.656,61.869,67.566,44.645,67.566,6.707,26.3,13.324,61.869,13.324,160.028
INST0290_N25_S20_D016,83.656,125.848,94.398,83.656,87.998,83.656,108.949,87.998,94.398,71.877,125.848,87.998,94.398,83.656,87.998,87.998,0.0,0.0,108.949,83.656,87.998,77.018,108.949,0.0,71.877,77.018,0.0,77.018,94.398,77.018,125.848,125.848,114.428,83.656,0.0,77.018,114.428,87.998,77.018,138.993,0.0,87.998,138.993,125.848,138.993,77.018,108.949,71.877,87.998,71.877,151.155
INST0290_N25_S20_P017,6.707,51.136,74.382,6.707,61.135,6.707,32.455,61.135,74.382,8.581,51.136,61.135,74.382,6.707,61.135,61.135,77.018,77.018,32.455,6.707,61.135,0.0,32.455,77.018,8.581,0.0,77.018,0.0,74.382,0.0,51.136,51.136,117.194,6.707,77.018,0.0,117.194,61.135,0.0,71.658,77.018,61.135,71.658,51.136,71.658,0.0,32.455,8.581,61.135,8.581,158.604
INST0290_N25_S20_D017,118.85,127.137,44.98,118.85,57.803,118.85,137.848,57.803,44.98,109.068,127.137,57.803,44.98,118.85,57.803,57.803,114.428,114.428,137.848,118.85,57.803,117.194,137.848,114.428,109.068,117.194,114.428,117.194,44.98,117.194,127.137,127.137,0.0,118.85,114.428,117.194,0.0,57.803,117.194,183.928,114.428,57.803,183.928,127.137,183.928,117.194,137.848,109.068,57.803,109.068,41.594
INST0290_N25_S20_P018,61.869,72.248,13.307,61.869,0.0,61.869,80.067,0.0,13.307,53.679,72.248,0.0,13.307,61.869,0.0,0.0,87.998,87.998,80.067,61.869,0.0,61.135,80.067,87.998,53.679,61.135,87.998,61.135,13.307,61.135,72.248,72.248,57.803,61.869,87.998,61.135,57.803,0.0,61.135,126.125,87.998,0.0,126.125,72.248,126.125,61.135,80.067,53.679,0.0,53.679,98.41
INST0290_N25_S20_D018,6.707,51.136,74.382,6.707,61.135,6.707,32.455,61.135,74.382,8.581,51.136,61.135,74.382,6.707,61.135,61.135,77.018,77.018,32.455,6.707,61.135,0.0,32.455,77.018,8.581,0.0,77.018,0.0,74.382,0.0,51.136,51.136,117.194,6.707,77.018,0.0,117.194,61.135,0.0,71.658,77.018,61.135,71.658,51.136,71.658,0.0,32.455,8.581,61.135,8.581,158.604
INST0290_N25_S20_P019,67.566,67.228,139.086,67.566,126.125,67.566,46.181,126.125,139.086,80.145,67.228,126.125,139.086,67.566,126.125,126.125,138.993,138.993,46.181,67.566,126.125,71.658,46.181,138.993,80.145,71.658,138.993,71.658,139.086,71.658,67.228,67.228,183.928,67.566,138.993,71.658,183.928,126.125,71.658,0.0,138.993,126.125,0.0,67.228,0.0,71.658,46.181,80.145,126.125,80.145,224.124
INST0290_N25_S20_D019,83.656,125.848,94.398,83.656,87.998,83.656,108.949,87.998,94.398,71.877,125.848,87.998,94.398,83.656,87.998,87.998,0.0,0.0,108.949,83.656,87.998,77.018,108.949,0.0,71.877,77.018,0.0,77.018,94.398,77.018,125.848,125.848,114.428,83.656,0.0,77.018,114.428,87.998,77.018,138.993,0.0,87.998,138.993,125.848,138.993,77.018,108.949,71.877,87.998,71.877,151.155
INST0290_N25_S20_P020,61.869,72.248,13.307,61.869,0.0,61.869,80.067,0.0,13.307,53.679,72.248,0.0,13.307,61.869,0.0,0.0,87.998,87.998,80.067,61.869,0.0,61.135,80.067,87.998,53.679,61.135,87.998,61.135,13.307,61.135,72.248,72.248,57.803,61.869,87.998,61.135,57.803,0.0,61.135,126.125,87.998,0.0,126.125,72.248,126.125,61.135,80.067,53.679,0.0,53.679,98.41
INST0290_N25_S20_D020,67.566,67.228,139.086,67.566,126.125,67.566,46.181,126.125,139.086,80.145,67.228,126.125,139.086,67.566,126.125,126.125,138.993,138.993,46.181,67.566,126.125,71.658,46.181,138.993,80.145,71.658,138.993,71.658,139.086,71.658,67.228,67.228,183.928,67.566,138.993,71.658,183.928,126.125,71.658,0.0,138.993,126.125,0.0,67.228,0.0,71.658,46.181,80.145,126.125,80.145,224.124
INST0290_N25_S20_P021,44.645,0.0,83.129,44.645,72.248,44.645,30.556,72.248,83.129,54.293,0.0,72.248,83.129,44.645,72.248,72.248,125.848,125.848,30.556,44.645,72.248,51.136,30.556,125.848,54.293,51.136,125.848,51.136,83.129,51.136,0.0,0.0,127.137,44.645,125.848,51.136,127.137,72.248,51.136,67.228,125.848,72.248,67.228,0.0,67.228,51.136,30.556,54.293,72.248,54.293,164.482
INST0290_N25_S20_D021,67.566,67.228,139.086,67.566,126.125,67.566,46.181,126.125,139.086,80.145,67.228,126.125,139.086,67.566,126.125,126.125,138.993,138.993,46.181,67.566,126.125,71.658,46.181,138.993,80.145,71.658,138.993,71.658,139.086,71.658,67.228,67.228,183.928,67.566,138.993,71.658,183.928,126.125,71.658,0.0,138.993,126.125,0.0,67.228,0.0,71.658,46.181,80.145,126.125,80.145,224.124
INST0290_N25_S20_P022,6.707,51.136,74.382,6.707,61.135,6.707,32.455,61.135,74.382,8.581,51.136,61.135,74.382,6.707,61.135,61.135,77.018,77.018,32.455,6.707,61.135,0.0,32.455,77.018,8.581,0.0,77.018,0.0,74.382,0.0,51.136,51.136,117.194,6.707,77.018,0.0,117.194,61.135,0.0,71.658,77.018,61.135,71.658,51.136,71.658,0.0,32.455,8.581,61.135,8.581,158.604
INST0290_N25_S20_D022,26.3,30.556,92.948,26.3,80.067,26.3,0.0,80.067,92.948,39.549,30.556,80.067,92.948,26.3,80.067,80.067,108.949,108.949,0.0,26.3,80.067,32.455,0.0,108.949,39.549,32.455,108.949,32.455,92.948,32.455,30.556,30.556,137.848,26.3,108.949,32.455,137.848,80.067,32.455,46.181,108.949,80.067,46.181,30.556,46.181,32.455,0.0,39.549,80.067,39.549,177.944
INST0290_N25_S20_P023,13.324,54.293,66.815,13.324,53.679,13.324,39.549,53.679,66.815,0.0,54.293,53.679,66.815,13.324,53.679,53.679,71.877,71.877,39.549,13.324,53.679,8.581,39.549,71.877,0.0,8.581,71.877,8.581,66.815,8.581,54.293,54.293,109.068,13.324,71.877,8.581,109.068,53.679,8.581,80.145,71.877,53.679,80.145,54.293,80.145,8.581,39.549,0.0,53.679,0.0,150.553
INST0290_N25_S20_D023,61.869,72.248,13.307,61.869,0.0,61.869,80.067,0.0,13.307,53.679,72.248,0.0,13.307,61.869,0.0,0.0,87.998,87.998,80.067,61.869,0.0,61.135,80.067,87.998,53.679,61.135,87.998,61.135,13.307,61.135,72.248,72.248,57.803,61.869,87.998,61.135,57.803,0.0,61.135,126.125,87.998,0.0,126.125,72.248,126.125,61.135,80.067,53.679,0.0,53.679,98.41
INST0290_N25_S20_P024,13.324,54.293,66.815,13.324,53.679,13.324,39.549,53.679,66.815,0.0,54.293,53.679,66.815,13.324,53.679,53.679,71.877,71.877,39.549,13.324,53.679,8.581,39.549,71.877,0.0,8.581,71.877,8.581,66.815,8.581,54.293,54.293,109.068,13.324,71.877,8.581,109.068,53.679,8.581,80.145,71.877,53.679,80.145,54.293,80.145,8.581,39.549,0.0,53.679,0.0,150.553
INST0290_N25_S20_D024,160.028,164.482,85.211,160.028,98.41,160.028,177.944,98.41,85.211,150.553,164.482,98.41,85.211,160.028,98.41,98.41,151.155,151.155,177.944,160.028,98.41,158.604,177.944,151.155,150.553,158.604,151.155,158.604,85.211,158.604,164.482,164.482,41.594,160.028,151.155,158.604,41.594,98.41,158.604,224.124,151.155,98.41,224.124,164.482,224.124,158.604,177.944,150.553,98.41,150.553,0.0
