,depot,INST0299_N25_S29_P000,INST0299_N25_S29_D000,INST0299_N25_S29_P001,INST0299_N25_S29_D001,INST0299_N25_S29_P002,INST0299_N25_S29_D002,INST0299_N25_S29_P003,INST0299_N25_S29_D003,INST0299_N25_S29_P004,INST0299_N25_S29_D004,INST0299_N25_S29_P005,INST0299_N25_S29_D005,INST0299_N25_S29_P006,INST0299_N25_S29_D006,INST0299_N25_S29_P007,INST0299_N25_S29_D007,INST0299_N25_S29_P008,INST0299_N25_S29_D008,INST0299_N25_S29_P009,INST0299_N25_S29_D009,INST0299_N25_S29_P010,INST0299_N25_S29_D010,INST0299_N25_S29_P011,INST0299_N25_S29_D011,INST0299_N25_S29_P012,INST0299_N25_S29_D012,INST0299_N25_S29_P013,INST0299_N25_S29_D013,INST0299_N25_S29_P014,INST0299_N25_S29_D014,INST0299_N25_S29_P015,INST0299_N25_S29_D015,INST0299_N25_S29_P016,INST0299_N25_S29_D016,INST0299_N25_S29_P017,INST0299_N25_S29_D017,INST0299_N25_S29_P018,INST0299_N25_S29_D018,INST0299_N25_S29_P019,INST0299_N25_S29_D019,INST0299_N25_S29_P020,INST0299_N25_S29_D020,INST0299_N25_S29_P021,INST0299_N25_S29_D021,INST0299_N25_S29_P022,INST0299_N25_S29_D022,INST0299_N25_S29_P023,INST0299_N25_S29_D023,INST0299_N25_S29_P024,INST0299_N25_S29_D024
INST0299_N25_S29_D004,39.549,46.181,39.549,80.067,30.556,46.181,32.455,80.067,32.455,26.3,0.0,30.556,137.848,30.556,80.067,30.556,80.067,92.948,30.556,46.181,26.3,26.3,46.181,0.0,46.181,26.348,46.181,26.3,137.848,46.181,0.0,26.348,0.0,46.181,30.556,108.949,80.067,39.549,137.848,0.0,137.848,0.0,92.948,92.948,108.949,92.948,108.949,39.549,137.848,46.181,39.549
INST0299_N25_S29_P005,54.293,67.228,54.293,72.248,0.0,67.228,51.136,72.248,51.136,44.645,30.556,0.0,127.137,0.0,72.248,0.0,72.248,83.129,0.0,67.228,44.645,44.645,67.228,30.556,67.228,23.863,67.228,44.645,127.137,67.228,30.556,23.863,30.556,67.228,0.0,125.848,72.248,54.293,127.137,30.556,127.137,30.556,83.129,83.129,125.848,83.129,125.848,54.293,127.137,67.228,54.293
INST0299_N25_S29_D005,109.068,183.928,109.068,57.803,127.137,183.928,117.194,57.803,117.194,118.85,137.848,127.137,0.0,127.137,57.803,127.137,57.803,44.98,127.137,183.928,118.85,118.85,183.928,137.848,183.928,112.533,183.928,118.85,0.0,183.928,137.848,112.533,137.848,183.928,127.137,114.428,57.803,109.068,0.0,137.848,0.0,137.848,44.98,44.98,114.428,44.98,114.428,109.068,0.0,183.928,109.068
INST0299_N25_S29_P006,54.293,67.228,54.293,72.248,0.0,67.228,51.136,72.248,51.136,44.645,30.556,0.0,127.137,0.0,72.248,0.0,72.248,83.129,0.0,67.228,44.645,44.645,67.228,30.556,67.228,23.863,67.228,44.645,127.137,67.228,30.556,23.863,30.556,67.228,0.0,125.848,72.248,54.293,127.137,30.556,127.137,30.556,83.129,83.129,125.848,83.129,125.848,54.293,127.137,67.228,54.293
INST0299_N25_S29_D006,53.679,126.125,53.679,0.0,72.248,126.125,61.135,0.0,61.135,61.869,80.067,72.248,57.803,72.248,0.0,72.248,0.0,13.307,72.248,126.125,61.869,61.869,126.125,80.067,126.125,55.105,126.125,61.869,57.803,126.125,80.067,55.105,80.067,126.125,72.248,87.998,0.0,53.679,57.803,80.067,57.803,80.067,13.307,13.307,87.998,13.307,87.998,53.679,57.803,126.125,53.679
INST0299_N25_S29_P007,54.293,67.228,54.293,72.248,0.0,67.228,51.136,72.248,51.136,44.645,30.556,0.0,127.137,0.0,72.248,0.0,72.248,83.129,0.0,67.228,44.645,44.645,67.228,30.556,67.228,23.863,67.228,44.645,127.137,67.228,30.556,23.863,30.556,67.228,0.0,125.848,72.248,54.293,127.137,30.556,127.137,30.556,83.129,83.129,125.848,83.129,125.848,54.293,127.137,67.228,54.293
INST0299_N25_S29_D007,53.679,126.125,53.679,0.0,72.248,126.125,61.135,0.0,61.135,61.869,80.067,72.248,57.803,72.248,0.0,72.248,0.0,13.307,72.248,126.125,61.869,61.869,126.125,80.067,126.125,55.105,126.125,61.869,57.803,126.125,80.067,55.105,80.067,126.125,72.248,87.998,0.0,53.679,57.803,80.067,57.803,80.067,13.307,13.307,87.998,13.307,87.998,53.679,57.803,126.125,53.679
INST0299_N25_S29_P008,66.815,139.086,66.815,13.307,83.129,139.086,74.382,13.307,74.382,75.176,92.948,83.129,44.98,83.129,13.307,83.129,13.307,0.0,83.129,139.086,75.176,75.176,139.086,92.948,139.086,67.557,139.086,75.176,44.98,139.086,92.948,67.557,92.948,139.086,83.129,94.398,13.307,66.815,44.98,92.948,44.98,92.948,0.0,0.0,94.398,0.0,94.398,66.815,44.98,139.086,66.815
INST0299_N25_S29_D008,54.293,67.228,54.293,72.248,0.0,67.228,51.136,72.248,51.136,44.645,30.556,0.0,127.137,0.0,72.248,0.0,72.248,83.129,0.0,67.228,44.645,44.645,67.228,30.556,67.228,23.863,67.228,44.645,127.137,67.228,30.556,23.863,30.556,67.228,0.0,125.848,72.248,54.293,127.137,30.556,127.137,30.556,83.129,83.129,125.848,83.129,125.848,54.293,127.137,67.228,54.293
INST0299_N25_S29_P009,80.145,0.0,80.145,126.125,67.228,0.0,71.658,126.125,71.658,67.566,46.181,67.228,183.928,67.228,126.125,67.228,126.125,139.086,67.228,0.0,67.566,67.566,0.0,46.181,0.0,72.268,0.0,67.566,183.928,0.0,46.181,72.268,46.181,0.0,67.228,138.993,126.125,80.145,183.928,46.181,183.928,46.181,139.086,139.086,138.993,139.086,138.993,80.145,183.928,0.0,80.145
INST0299_N25_S29_D009,13.324,67.566,13.324,61.869,44.645,67.566,6.707,61.869,6.707,0.0,26.3,44.645,118.85,44.645,61.869,44.645,61.869,75.176,44.645,67.566,0.0,0.0,67.566,26.3,67.566,24.036,67.566,0.0,118.85,67.566,26.3,24.036,26.3,67.566,44.645,83.656,61.869,13.324,118.85,26.3,118.85,26.3,75.176,75.176,83.656,75.176,83.656,13.324,118.85,67.566,13.324
INST0299_N25_S29_P010,13.324,67.566,13.324,61.869,44.645,67.566,6.707,61.869,6.707,0.0,26.3,44.645,118.85,44.645,61.869,44.645,61.869,75.176,44.645,67.566,0.0,0.0,67.566,26.3,67.566,24.036,67.566,0.0,118.85,67.566,26.3,24.036,26.3,67.566,44.645,83.656,61.869,13.324,118.85,26.3,118.85,26.3,75.176,75.176,83.656,75.176,83.656,13.324,118.85,67.566,13.324
INST0299_N25_S29_D010,80.145,0.0,80.145,126.125,67.228,0.0,71.658,126.125,71.658,67.566,46.181,67.228,183.928,67.228,126.125,67.228,126.125,139.086,67.228,0.0,67.566,67.566,0.0,46.181,0.0,72.268,0.0,67.566,183.928,0.0,46.181,72.268,46.181,0.0,67.228,138.993,126.125,80.145,183.928,46.181,183.928,46.181,139.086,139.086,138.993,139.086,138.993,80.145,183.928,0.0,80.145
INST0299_N25_S29_P011,39.549,46.181,39.549,80.067,30.556,46.181,32.455,80.067,32.455,26.3,0.0,30.556,137.848,30.556,80.067,30.556,80.067,92.948,30.556,46.181,26.3,26.3,46.181,0.0,46.181,26.348,46.181,26.3,137.848,46.181,0.0,26.348,0.0,46.181,30.556,108.949,80.067,39.549,137.848,0.0,137.848,0.0,92.948,92.948,108.949,92.948,108.949,39.549,137.848,46.181,39.549
INST0299_N25_S29_D011,80.145,0.0,80.145,126.125,67.228,0.0,71.658,126.125,71.658,67.566,46.181,67.228,183.928,67.228,126.125,67.228,126.125,139.086,67.228,0.0,67.566,67.566,0.0,46.181,0.0,72.268,0.0,67.566,183.928,0.0,46.181,72.268,46.181,0.0,67.228,138.993,126.125,80.145,183.928,46.181,183.928,46.181,139.086,139.086,138.993,139.086,138.993,80.145,183.928,0.0,80.145
INST0299_N25_S29_P012,31.149,72.268,31.149,55.105,23.863,72.268,29.68,55.105,29.68,24.036,26.348,23.863,112.533,23.863,55.105,23.863,55.105,67.557,23.863,72.268,24.036,24.036,72.268,26.348,72.268,0.0,72.268,24.036,112.533,72.268,26.348,0.0,26.348,72.268,23.863,102.142,55.105,31.149,112.533,26.348,112.533,26.348,67.557,67.557,102.142,67.557,102.142,31.149,112.533,72.268,31.149
INST0299_N25_S29_D012,80.145,0.0,80.145,126.125,67.228,0.0,71.658,126.125,71.658,67.566,46.181,67.228,183.928,67.228,126.125,67.228,126.125,139.086,67.228,0.0,67.566,67.566,0.0,46.181,0.0,72.268,0.0,67.566,183.928,0.0,46.181,72.268,46.181,0.0,67.228,138.993,126.125,80.145,183.928,46.181,183.928,46.181,139.086,139.086,138.993,139.086,138.993,80.145,183.928,0.0,80.145
INST0299_N25_S29_P013,13.324,67.566,13.324,61.869,44.645,67.566,6.707,61.869,6.707,0.0,26.3,44.645,118.85,44.645,61.869,44.645,61.869,75.176,44.645,67.566,0.0,0.0,67.566,26.3,67.566,24.036,67.566,0.0,118.85,67.566,26.3,24.036,26.3,67.566,44.645,83.656,61.869,13.324,118.85,26.3,118.85,26.3,75.176,75.176,83.656,75.176,83.656,13.324,118.85,67.566,13.324
INST0299_N25_S29_D013,109.068,183.928,109.068,57.803,127.137,183.928,117.194,57.803,117.194,118.85,137.848,127.137,0.0,127.137,57.803,127.137,57.803,44.98,127.137,183.928,118.85,118.85,183.928,137.848,183.928,112.533,183.928,118.85,0.0,183.928,137.848,112.533,137.848,183.928,127.137,114.428,57.803,109.068,0.0,137.848,0.0,137.848,44.98,44.98,114.428,44.98,114.428,109.068,0.0,183.928,109.068
INST0299_N25_S29_P014,80.145,0.0,80.145,126.125,67.228,0.0,71.658,126.125,71.658,67.566,46.181,67.228,183.928,67.228,126.125,67.228,126.125,139.086,67.228,0.0,67.566,67.566,0.0,46.181,0.0,72.268,0.0,67.566,183.928,0.0,46.181,72.268,46.181,0.0,67.228,138.993,126.125,80.145,183.928,46.181,183.928,46.181,139.086,139.086,138.993,139.086,138.993,80.145,183.928,0.0,80.145
INST0299_N25_S29_D014,39.549,46.181,39.549,80.067,30.556,46.181,32.455,80.067,32.455,26.3,0.0,30.556,137.848,30.556,80.067,30.556,80.067,92.948,30.556,46.181,26.3,26.3,46.181,0.0,46.181,26.348,46.181,26.3,137.848,46.181,0.0,26.348,0.0,46.181,30.556,108.949,80.067,39.549,137.848,0.0,137.848,0.0,92.948,92.948,108.949,92.948,108.949,39.549,137.848,46.181,39.549
INST0299_N25_S29_P015,31.149,72.268,31.149,55.105,23.863,72.268,29.68,55.105,29.68,24.036,26.348,23.863,112.533,23.863,55.105,23.863,55.105,67.557,23.863,72.268,24.036,24.036,72.268,26.348,72.268,0.0,72.268,24.036,112.533,72.268,26.348,0.0,26.348,72.268,23.863,102.142,55.105,31.149,112.533,26.348,112.533,26.348,67.557,67.557,102.142,67.557,102.142,31.149,112.533,72.268,31.149
INST0299_N25_S29_D015,39.549,46.181,39.549,80.067,30.556,46.181,32.455,80.067,32.455,26.3,0.0,30.556,137.848,30.556,80.067,30.556,80.067,92.948,30.556,46.181,26.3,26.3,46.181,0.0,46.181,26.348,46.181,26.3,137.848,46.181,0.0,26.348,0.0,46.181,30.556,108.949,80.067,39.549,137.848,0.0,137.848,0.0,92.948,92.948,108.949,92.948,108.949,39.549,137.848,46.181,39.549
INST0299_N25_S29_P016,80.145,0.0,80.145,126.125,67.228,0.0,71.658,126.125,71.658,67.566,46.181,67.228,183.928,67.228,126.125,67.228,126.125,139.086,67.228,0.0,67.566,67.566,0.0,46.181,0.0,72.268,0.0,67.566,183.928,0.0,46.181,72.268,46.181,0.0,67.228,138.993,126.125,80.145,183.928,46.181,183.928,46.181,139.086,139.086,138.993,139.086,138.993,80.145,183.928,0.0,80.145
INST0299_N25_S29_D016,54.293,67.228,54.293,72.248,0.0,67.228,51.136,72.248,51.136,44.645,30.556,0.0,127.137,0.0,72.248,0.0,72.248,83.129,0.0,67.228,44.645,44.645,67.228,30.556,67.228,23.863,67.228,44.645,127.137,67.228,30.556,23.863,30.556,67.228,0.0,125.848,72.248,54.293,127.137,30.556,127.137,30.556,83.129,83.129,125.848,83.129,125.848,54.293,127.137,67.228,54.293
INST0299_N25_S29_P017,71.877,138.993,71.877,87.998,125.848,138.993,77.018,87.998,77.018,83.656,108.949,125.848,114.428,125.848,87.998,125.848,87.998,94.398,125.848,138.993,83.656,83.656,138.993,108.949,138.993,102.142,138.993,83.656,114.428,138.993,108.949,102.142,108.949,138.993,125.848,0.0,87.998,71.877,114.428,108.949,114.428,108.949,94.398,94.398,0.0,94.398,0.0,71.877,114.428,138.993,71.877
INST0299_N25_S29_D017,53.679,126.125,53.679,0.0,72.248,126.125,61.135,0.0,61.135,61.869,80.067,72.248,57.803,72.248,0.0,72.248,0.0,13.307,72.248,126.125,61.869,61.869,126.125,80.067,126.125,55.105,126.125,61.869,57.803,126.125,80.067,55.105,80.067,126.125,72.248,87.998,0.0,53.679,57.803,80.067,57.803,80.067,13.307,13.307,87.998,13.307,87.998,53.679,57.803,126.125,53.679
INST0299_N25_S29_P018,0.0,80.145,0.0,53.679,54.293,80.145,8.581,53.679,8.581,13.324,39.549,54.293,109.068,54.293,53.679,54.293,53.679,66.815,54.293,80.145,13.324,13.324,80.145,39.549,80.145,31.149,80.145,13.324,109.068,80.145,39.549,31.149,39.549,80.145,54.293,71.877,53.679,0.0,109.068,39.549,109.068,39.549,66.815,66.815,71.877,66.815,71.877,0.0,109.068,80.145,0.0
INST0299_N25_S29_D018,109.068,183.928,109.068,57.803,127.137,183.928,117.194,57.803,117.194,118.85,137.848,127.137,0.0,127.137,57.803,127.137,57.803,44.98,127.137,183.928,118.85,118.85,183.928,137.848,183.928,112.533,183.928,118.85,0.0,183.928,137.848,112.533,137.848,183.928,127.137,114.428,57.803,109.068,0.0,137.848,0.0,137.848,44.98,44.98,114.428,44.98,114.428,109.068,0.0,183.928,109.068
INST0299_N25_S29_P019,39.549,46.181,39.549,80.067,30.556,46.181,32.455,80.067,32.455,26.3,0.0,30.556,137.848,30.556,80.067,30.556,80.067,92.948,30.556,46.181,26.3,26.3,46.181,0.0,46.181,26.348,46.181,26.3,137.848,46.181,0.0,26.348,0.0,46.181,30.556,108.949,80.067,39.549,137.848,0.0,137.848,0.0,92.948,92.948,108.949,92.948,108.949,39.549,137.848,46.181,39.549
INST0299_N25_S29_D019,109.068,183.928,109.068,57.803,127.137,183.928,117.194,57.803,117.194,118.85,137.848,127.137,0.0,127.137,57.803,127.137,57.803,44.98,127.137,183.928,118.85,118.85,183.928,137.848,183.928,112.533,183.928,118.85,0.0,183.928,137.848,112.533,137.848,183.928,127.137,114.428,57.803,109.068,0.0,137.848,0.0,137.848,44.98,44.98,114.428,44.98,114.428,109.068,0.0,183.928,109.068
INST0299_N25_S29_P020,39.549,46.181,39.549,80.067,30.556,46.181,32.455,80.067,32.455,26.3,0.0,30.556,137.848,30.556,80.067,30.556,80.067,92.948,30.556,46.181,26.3,26.3,46.181,0.0,46.181,26.348,46.181,26.3,137.848,46.181,0.0,26.348,0.0,46.181,30.556,108.949,80.067,39.549,137.848,0.0,137.848,0.0,92.948,92.948,108.949,92.948,108.949,39.549,137.848,46.181,39.549
INST0299_N25_S29_D020,66.815,139.086,66.815,13.307,83.129,139.086,74.382,13.307,74.382,75.176,92.948,83.129,44.98,83.129,13.307,83.129,13.307,0.0,83.129,139.086,75.176,75.176,139.086,92.948,139.086,67.557,139.086,75.176,44.98,139.086,92.948,67.557,92.948,139.086,83.129,94.398,13.307,66.815,44.98,92.948,44.98,92.948,0.0,0.0,94.398,0.0,94.398,66.815,44.98,139.086,66.815
INST0299_N25_S29_P021,66.815,139.086,66.815,13.307,83.129,139.086,74.382,13.307,74.382,75.176,92.948,83.129,44.98,83.129,13.307,83.129,13.307,0.0,83.129,139.086,75.176,75.176,139.086,92.948,139.086,67.557,139.086,75.176,44.98,139.086,92.948,67.557,92.948,139.086,83.129,94.398,13.307,66.815,44.98,92.948,44.98,92.948,0.0,0.0,94.398,0.0,94.398,66.815,44.98,139.086,66.815
INST0299_N25_S29_D021,71.877,138.993,71.877,87.998,125.848,138.993,77.018,87.998,77.018,83.656,108.949,125.848,114.428,125.848,87.998,125.848,87.998,94.398,125.848,138.993,83.656,83.656,138.993,108.949,138.993,102.142,138.993,83.656,114.428,138.993,108.949,102.142,108.949,138.993,125.848,0.0,87.998,71.877,114.428,108.949,114.428,108.949,94.398,94.398,0.0,94.398,0.0,71.877,114.428,138.993,71.877
INST0299_N25_S29_P022,66.815,139.086,66.815,13.307,83.129,139.086,74.382,13.307,74.382,75.176,92.948,83.129,44.98,83.129,13.307,83.129,13.307,0.0,83.129,139.086,75.176,75.176,139.086,92.948,139.086,67.557,139.086,75.176,44.98,139.086,92.948,67.557,92.948,139.086,83.129,94.398,13.307,66.815,44.98,92.948,44.98,92.948,0.0,0.0,94.398,0.0,94.398,66.815,44.98,139.086,66.815
INST0299_N25_S29_D022,71.877,138.993,71.877,87.998,125.848,138.993,77.018,87.998,77.018,83.656,108.949,125.848,114.428,125.848,87.998,125.848,87.998,94.398,125.848,138.993,83.656,83.656,138.993,108.949,138.993,102.142,138.993,83.656,114.428,138.993,108.949,102.142,108.949,138.993,125.848,0.0,87.998,71.877,114.428,108.949,114.428,108.949,94.398,94.398,0.0,94.398,0.0,71.877,114.428,138.993,71.877
INST0299_N25_S29_P023,0.0,80.145,0.0,53.679,54.293,80.145,8.581,53.679,8.581,13.324,39.549,54.293,109.068,54.293,53.679,54.293,53.679,66.815,54.293,80.145,13.324,13.324,80.145,39.549,80.145,31.149,80.145,13.324,109.068,80.145,39.549,31.149,39.549,80.145,54.293,71.877,53.679,0.0,109.068,39.549,109.068,39.549,66.815,66.815,71.877,66.815,71.877,0.0,109.068,80.145,0.0
INST0299_N25_S29_D023,109.068,183.928,109.068,57.803,127.137,183.928,117.194,57.803,117.194,118.85,137.848,127.137,0.0,127.137,57.803,127.137,57.803,44.98,127.137,183.928,118.85,118.85,183.928,137.848,183.928,112.533,183.928,118.85,0.0,183.928,137.848,112.533,137.848,183.928,127.137,114.428,57.803,109.068,0.0,137.848,0.0,137.848,44.98,44.98,114.428,44.98,114.428,109.068,0.0,183.928,109.068
INST0299_N25_S29_P024,80.145,0.0,80.145,126.125,67.228,0.0,71.658,126.125,71.658,67.566,46.181,67.228,183.928,67.228,126.125,67.228,126.125,139.086,67.228,0.0,67.566,67.566,0.0,46.181,0.0,72.268,0.0,67.566,183.928,0.0,46.181,72.268,46.181,0.0,67.228,138.993,126.125,80.145,183.928,46.181,183.928,46.181,139.086,139.086,138.993,139.086,138.993,80.145,183.928,0.0,80.145
INST0299_N25_S29_D024,0.0,80.145,0.0,53.679,54.293,80.145,8.581,53.679,8.581,13.324,39.549,54.293,109.068,54.293,53.679,54.293,53.679,66.815,54.293,80.145,13.324,13.324,80.145,39.549,80.145,31.149,80.145,13.324,109.068,80.145,39.549,31.149,39.549,80.145,54.293,71.877,53.679,0.0,109.068,39.549,109.068,39.549,66.815,66.815,71.877,66.815,71.877,0.0,109.068,80.145,0.0
