,depot,INST0181_N18_W01_P000,INST0181_N18_W01_D000,INST0181_N18_W01_P001,INST0181_N18_W01_D001,INST0181_N18_W01_P002,INST0181_N18_W01_D002,INST0181_N18_W01_P003,INST0181_N18_W01_D003,INST0181_N18_W01_P004,INST0181_N18_W01_D004,INST0181_N18_W01_P005,INST0181_N18_W01_D005,INST0181_N18_W01_P006,INST0181_N18_W01_D006,INST0181_N18_W01_P007,INST0181_N18_W01_D007,INST0181_N18_W01_P008,INST0181_N18_W01_D008,INST0181_N18_W01_P009,INST0181_N18_W01_D009,INST0181_N18_W01_P010,INST0181_N18_W01_D010,INST0181_N18_W01_P011,INST0181_N18_W01_D011,INST0181_N18_W01_P012,INST0181_N18_W01_D012,INST0181_N18_W01_P013,INST0181_N18_W01_D013,INST0181_N18_W01_P014,INST0181_N18_W01_D014,INST0181_N18_W01_P015,INST0181_N18_W01_D015,INST0181_N18_W01_P016,INST0181_N18_W01_D016,INST0181_N18_W01_P017,INST0181_N18_W01_D017
INST0181_N18_W01_D004,50.631,53.818,159.2,27.496,68.471,61.972,72.151,72.151,70.637,61.972,0.0,53.818,88.095,63.48,27.496,40.204,53.818,27.496,61.972,68.471,61.972,61.972,0.0,61.972,88.095,27.496,72.151,27.496,68.471,0.0,24.909,53.818,72.151,63.48,72.151,63.48,68.471
INST0181_N18_W01_P005,32.905,0.0,149.638,29.878,75.699,17.435,20.081,20.081,124.166,17.435,53.818,0.0,141.804,20.02,29.878,20.56,0.0,29.878,17.435,75.699,17.435,17.435,53.818,17.435,141.804,29.878,20.081,29.878,75.699,53.818,77.687,0.0,20.081,20.02,20.081,20.02,75.699
INST0181_N18_W01_D005,133.769,141.804,201.301,114.719,128.123,147.866,160.194,160.194,18.026,147.866,88.095,141.804,0.0,150.679,114.719,127.423,141.804,114.719,147.866,128.123,147.866,147.866,88.095,147.866,0.0,114.719,160.194,114.719,128.123,88.095,66.284,141.804,160.194,150.679,160.194,150.679,128.123
INST0181_N18_W01_P006,22.951,20.02,168.582,36.098,64.294,35.228,14.369,14.369,133.671,35.228,63.48,20.02,150.679,0.0,36.098,23.331,20.02,36.098,35.228,64.294,35.228,35.228,63.48,35.228,150.679,36.098,14.369,36.098,64.294,63.48,84.648,20.02,14.369,0.0,14.369,0.0,64.294
INST0181_N18_W01_D006,25.201,29.878,162.13,0.0,56.961,43.098,45.89,45.89,97.602,43.098,27.496,29.878,114.719,36.098,0.0,12.767,29.878,0.0,43.098,56.961,43.098,43.098,27.496,43.098,114.719,0.0,45.89,0.0,56.961,27.496,49.056,29.878,45.89,36.098,45.89,36.098,56.961
INST0181_N18_W01_P007,17.238,20.56,163.588,12.767,57.051,36.679,33.728,33.728,110.354,36.679,40.204,20.56,127.423,23.331,12.767,0.0,20.56,12.767,36.679,57.051,36.679,36.679,40.204,36.679,127.423,12.767,33.728,12.767,57.051,40.204,61.567,20.56,33.728,23.331,33.728,23.331,57.051
INST0181_N18_W01_D007,32.905,0.0,149.638,29.878,75.699,17.435,20.081,20.081,124.166,17.435,53.818,0.0,141.804,20.02,29.878,20.56,0.0,29.878,17.435,75.699,17.435,17.435,53.818,17.435,141.804,29.878,20.081,29.878,75.699,53.818,77.687,0.0,20.081,20.02,20.081,20.02,75.699
INST0181_N18_W01_P008,25.201,29.878,162.13,0.0,56.961,43.098,45.89,45.89,97.602,43.098,27.496,29.878,114.719,36.098,0.0,12.767,29.878,0.0,43.098,56.961,43.098,43.098,27.496,43.098,114.719,0.0,45.89,0.0,56.961,27.496,49.056,29.878,45.89,36.098,45.89,36.098,56.961
INST0181_N18_W01_D008,50.317,17.435,133.358,43.098,92.961,0.0,28.407,28.407,129.907,0.0,61.972,17.435,147.866,35.228,43.098,36.679,17.435,43.098,0.0,92.961,0.0,0.0,61.972,0.0,147.866,43.098,28.407,43.098,92.961,61.972,86.82,17.435,28.407,35.228,28.407,35.228,92.961
INST0181_N18_W01_P009,43.046,75.699,219.073,56.961,0.0,92.961,78.578,78.578,115.643,92.961,68.471,75.699,128.123,64.294,56.961,57.051,75.699,56.961,92.961,0.0,92.961,92.961,68.471,92.961,128.123,56.961,78.578,56.961,0.0,68.471,70.587,75.699,78.578,64.294,78.578,64.294,0.0
INST0181_N18_W01_D009,50.317,17.435,133.358,43.098,92.961,0.0,28.407,28.407,129.907,0.0,61.972,17.435,147.866,35.228,43.098,36.679,17.435,43.098,0.0,92.961,0.0,0.0,61.972,0.0,147.866,43.098,28.407,43.098,92.961,61.972,86.82,17.435,28.407,35.228,28.407,35.228,92.961
INST0181_N18_W01_P010,50.317,17.435,133.358,43.098,92.961,0.0,28.407,28.407,129.907,0.0,61.972,17.435,147.866,35.228,43.098,36.679,17.435,43.098,0.0,92.961,0.0,0.0,61.972,0.0,147.866,43.098,28.407,43.098,92.961,61.972,86.82,17.435,28.407,35.228,28.407,35.228,92.961
INST0181_N18_W01_D010,50.631,53.818,159.2,27.496,68.471,61.972,72.151,72.151,70.637,61.972,0.0,53.818,88.095,63.48,27.496,40.204,53.818,27.496,61.972,68.471,61.972,61.972,0.0,61.972,88.095,27.496,72.151,27.496,68.471,0.0,24.909,53.818,72.151,63.48,72.151,63.48,68.471
INST0181_N18_W01_P011,50.317,17.435,133.358,43.098,92.961,0.0,28.407,28.407,129.907,0.0,61.972,17.435,147.866,35.228,43.098,36.679,17.435,43.098,0.0,92.961,0.0,0.0,61.972,0.0,147.866,43.098,28.407,43.098,92.961,61.972,86.82,17.435,28.407,35.228,28.407,35.228,92.961
INST0181_N18_W01_D011,133.769,141.804,201.301,114.719,128.123,147.866,160.194,160.194,18.026,147.866,88.095,141.804,0.0,150.679,114.719,127.423,141.804,114.719,147.866,128.123,147.866,147.866,88.095,147.866,0.0,114.719,160.194,114.719,128.123,88.095,66.284,141.804,160.194,150.679,160.194,150.679,128.123
INST0181_N18_W01_P012,25.201,29.878,162.13,0.0,56.961,43.098,45.89,45.89,97.602,43.098,27.496,29.878,114.719,36.098,0.0,12.767,29.878,0.0,43.098,56.961,43.098,43.098,27.496,43.098,114.719,0.0,45.89,0.0,56.961,27.496,49.056,29.878,45.89,36.098,45.89,36.098,56.961
INST0181_N18_W01_D012,37.156,20.081,160.03,45.89,78.578,28.407,0.0,0.0,142.787,28.407,72.151,20.081,160.194,14.369,45.89,33.728,20.081,45.89,28.407,78.578,28.407,28.407,72.151,28.407,160.194,45.89,0.0,45.89,78.578,72.151,94.929,20.081,0.0,14.369,0.0,14.369,78.578
INST0181_N18_W01_P013,25.201,29.878,162.13,0.0,56.961,43.098,45.89,45.89,97.602,43.098,27.496,29.878,114.719,36.098,0.0,12.767,29.878,0.0,43.098,56.961,43.098,43.098,27.496,43.098,114.719,0.0,45.89,0.0,56.961,27.496,49.056,29.878,45.89,36.098,45.89,36.098,56.961
INST0181_N18_W01_D013,43.046,75.699,219.073,56.961,0.0,92.961,78.578,78.578,115.643,92.961,68.471,75.699,128.123,64.294,56.961,57.051,75.699,56.961,92.961,0.0,92.961,92.961,68.471,92.961,128.123,56.961,78.578,56.961,0.0,68.471,70.587,75.699,78.578,64.294,78.578,64.294,0.0
INST0181_N18_W01_P014,50.631,53.818,159.2,27.496,68.471,61.972,72.151,72.151,70.637,61.972,0.0,53.818,88.095,63.48,27.496,40.204,53.818,27.496,61.972,68.471,61.972,61.972,0.0,61.972,88.095,27.496,72.151,27.496,68.471,0.0,24.909,53.818,72.151,63.48,72.151,63.48,68.471
INST0181_N18_W01_D014,67.612,77.687,176.253,49.056,70.587,86.82,94.929,94.929,50.015,86.82,24.909,77.687,66.284,84.648,49.056,61.567,77.687,49.056,86.82,70.587,86.82,86.82,24.909,86.82,66.284,49.056,94.929,49.056,70.587,24.909,0.0,77.687,94.929,84.648,94.929,84.648,70.587
INST0181_N18_W01_P015,32.905,0.0,149.638,29.878,75.699,17.435,20.081,20.081,124.166,17.435,53.818,0.0,141.804,20.02,29.878,20.56,0.0,29.878,17.435,75.699,17.435,17.435,53.818,17.435,141.804,29.878,20.081,29.878,75.699,53.818,77.687,0.0,20.081,20.02,20.081,20.02,75.699
INST0181_N18_W01_D015,37.156,20.081,160.03,45.89,78.578,28.407,0.0,0.0,142.787,28.407,72.151,20.081,160.194,14.369,45.89,33.728,20.081,45.89,28.407,78.578,28.407,28.407,72.151,28.407,160.194,45.89,0.0,45.89,78.578,72.151,94.929,20.081,0.0,14.369,0.0,14.369,78.578
INST0181_N18_W01_P016,22.951,20.02,168.582,36.098,64.294,35.228,14.369,14.369,133.671,35.228,63.48,20.02,150.679,0.0,36.098,23.331,20.02,36.098,35.228,64.294,35.228,35.228,63.48,35.228,150.679,36.098,14.369,36.098,64.294,63.48,84.648,20.02,14.369,0.0,14.369,0.0,64.294
INST0181_N18_W01_D016,37.156,20.081,160.03,45.89,78.578,28.407,0.0,0.0,142.787,28.407,72.151,20.081,160.194,14.369,45.89,33.728,20.081,45.89,28.407,78.578,28.407,28.407,72.151,28.407,160.194,45.89,0.0,45.89,78.578,72.151,94.929,20.081,0.0,14.369,0.0,14.369,78.578
INST0181_N18_W01_P017,22.951,20.02,168.582,36.098,64.294,35.228,14.369,14.369,133.671,35.228,63.48,20.02,150.679,0.0,36.098,23.331,20.02,36.098,35.228,64.294,35.228,35.228,63.48,35.228,150.679,36.098,14.369,36.098,64.294,63.48,84.648,20.02,14.369,0.0,14.369,0.0,64.294
INST0181_N18_W01_D017,43.046,75.699,219.073,56.961,0.0,92.961,78.578,78.578,115.643,92.961,68.471,75.699,128.123,64.294,56.961,57.051,75.699,56.961,92.961,0.0,92.961,92.961,68.471,92.961,128.123,56.961,78.578,56.961,0.0,68.471,70.587,75.699,78.578,64.294,78.578,64.294,0.0
