,depot,INST0284_N25_S14_P000,INST0284_N25_S14_D000,INST0284_N25_S14_P001,INST0284_N25_S14_D001,INST0284_N25_S14_P002,INST0284_N25_S14_D002,INST0284_N25_S14_P003,INST0284_N25_S14_D003,INST0284_N25_S14_P004,INST0284_N25_S14_D004,INST0284_N25_S14_P005,INST0284_N25_S14_D005,INST0284_N25_S14_P006,INST0284_N25_S14_D006,INST0284_N25_S14_P007,INST0284_N25_S14_D007,INST0284_N25_S14_P008,INST0284_N25_S14_D008,INST0284_N25_S14_P009,INST0284_N25_S14_D009,INST0284_N25_S14_P010,INST0284_N25_S14_D010,INST0284_N25_S14_P011,INST0284_N25_S14_D011,INST0284_N25_S14_P012,INST0284_N25_S14_D012,INST0284_N25_S14_P013,INST0284_N25_S14_D013,INST0284_N25_S14_P014,INST0284_N25_S14_D014,INST0284_N25_S14_P015,INST0284_N25_S14_D015,INST0284_N25_S14_P016,INST0284_N25_S14_D016,INST0284_N25_S14_P017,INST0284_N25_S14_D017,INST0284_N25_S14_P018,INST0284_N25_S14_D018,INST0284_N25_S14_P019,INST0284_N25_S14_D019,INST0284_N25_S14_P020,INST0284_N25_S14_D020,INST0284_N25_S14_P021,INST0284_N25_S14_D021,INST0284_N25_S14_P022,INST0284_N25_S14_D022,INST0284_N25_S14_P023,INST0284_N25_S14_D023,INST0284_N25_S14_P024,INST0284_N25_S14_D024
INST0284_N25_S14_D010,44.339,19.488,36.46,67.889,54.903,24.954,44.339,36.46,103.829,41.761,19.488,0.0,19.488,0.0,67.889,19.488,24.954,24.954,41.761,24.954,41.761,19.488,0.0,36.46,44.339,59.003,36.46,24.954,19.488,67.889,41.761,67.889,19.488,44.339,102.776,67.889,59.003,36.46,44.339,19.488,67.889,102.776,44.339,19.488,24.954,44.339,67.889,44.339,54.903,54.903,36.46
INST0284_N25_S14_P011,10.881,19.629,0.0,61.394,55.179,21.478,10.881,0.0,97.061,5.477,19.629,36.46,19.629,36.46,61.394,19.629,21.478,21.478,5.477,21.478,5.477,19.629,36.46,0.0,10.881,50.526,0.0,21.478,19.629,61.394,5.477,61.394,19.629,10.881,68.319,61.394,50.526,0.0,10.881,19.629,61.394,68.319,10.881,19.629,21.478,10.881,61.394,10.881,55.179,55.179,0.0
INST0284_N25_S14_D011,0.0,25.439,10.881,54.565,65.452,32.298,0.0,10.881,89.072,7.008,25.439,44.339,25.439,44.339,54.565,25.439,32.298,32.298,7.008,32.298,7.008,25.439,44.339,10.881,0.0,43.838,10.881,32.298,25.439,54.565,7.008,54.565,25.439,0.0,58.699,54.565,43.838,10.881,0.0,25.439,54.565,58.699,0.0,25.439,32.298,0.0,54.565,0.0,65.452,65.452,10.881
INST0284_N25_S14_P012,43.838,45.002,50.526,10.867,103.002,65.388,43.838,50.526,47.206,49.927,45.002,59.003,45.002,59.003,10.867,45.002,65.388,65.388,49.927,65.388,49.927,45.002,59.003,50.526,43.838,0.0,50.526,65.388,45.002,10.867,49.927,10.867,45.002,43.838,71.865,10.867,0.0,50.526,43.838,45.002,10.867,71.865,43.838,45.002,65.388,43.838,10.867,43.838,103.002,103.002,50.526
INST0284_N25_S14_D012,10.881,19.629,0.0,61.394,55.179,21.478,10.881,0.0,97.061,5.477,19.629,36.46,19.629,36.46,61.394,19.629,21.478,21.478,5.477,21.478,5.477,19.629,36.46,0.0,10.881,50.526,0.0,21.478,19.629,61.394,5.477,61.394,19.629,10.881,68.319,61.394,50.526,0.0,10.881,19.629,61.394,68.319,10.881,19.629,21.478,10.881,61.394,10.881,55.179,55.179,0.0
INST0284_N25_S14_P013,32.298,21.517,21.478,75.908,37.715,0.0,32.298,21.478,112.576,26.505,21.517,24.954,21.517,24.954,75.908,21.517,0.0,0.0,26.505,0.0,26.505,21.517,24.954,21.478,32.298,65.388,21.478,0.0,21.517,75.908,26.505,75.908,21.517,32.298,88.975,75.908,65.388,21.478,32.298,21.517,75.908,88.975,32.298,21.517,0.0,32.298,75.908,32.298,37.715,37.715,21.478
INST0284_N25_S14_D013,25.439,0.0,19.629,55.171,59.019,21.517,25.439,19.629,91.902,24.239,0.0,19.488,0.0,19.488,55.171,0.0,21.517,21.517,24.239,21.517,24.239,0.0,19.488,19.629,25.439,45.002,19.629,21.517,0.0,55.171,24.239,55.171,0.0,25.439,83.416,55.171,45.002,19.629,25.439,0.0,55.171,83.416,25.439,0.0,21.517,25.439,55.171,25.439,59.019,59.019,19.629
INST0284_N25_S14_P014,54.565,55.171,61.394,0.0,113.587,75.908,54.565,61.394,36.733,60.745,55.171,67.889,55.171,67.889,0.0,55.171,75.908,75.908,60.745,75.908,60.745,55.171,67.889,61.394,54.565,10.867,61.394,75.908,55.171,0.0,60.745,0.0,55.171,54.565,77.092,0.0,10.867,61.394,54.565,55.171,0.0,77.092,54.565,55.171,75.908,54.565,0.0,54.565,113.587,113.587,61.394
INST0284_N25_S14_D014,7.008,24.239,5.477,60.745,58.521,26.505,7.008,5.477,95.708,0.0,24.239,41.761,24.239,41.761,60.745,24.239,26.505,26.505,0.0,26.505,0.0,24.239,41.761,5.477,7.008,49.927,5.477,26.505,24.239,60.745,0.0,60.745,24.239,7.008,62.898,60.745,49.927,5.477,7.008,24.239,60.745,62.898,7.008,24.239,26.505,7.008,60.745,7.008,58.521,58.521,5.477
INST0284_N25_S14_P015,54.565,55.171,61.394,0.0,113.587,75.908,54.565,61.394,36.733,60.745,55.171,67.889,55.171,67.889,0.0,55.171,75.908,75.908,60.745,75.908,60.745,55.171,67.889,61.394,54.565,10.867,61.394,75.908,55.171,0.0,60.745,0.0,55.171,54.565,77.092,0.0,10.867,61.394,54.565,55.171,0.0,77.092,54.565,55.171,75.908,54.565,0.0,54.565,113.587,113.587,61.394
INST0284_N25_S14_D015,25.439,0.0,19.629,55.171,59.019,21.517,25.439,19.629,91.902,24.239,0.0,19.488,0.0,19.488,55.171,0.0,21.517,21.517,24.239,21.517,24.239,0.0,19.488,19.629,25.439,45.002,19.629,21.517,0.0,55.171,24.239,55.171,0.0,25.439,83.416,55.171,45.002,19.629,25.439,0.0,55.171,83.416,25.439,0.0,21.517,25.439,55.171,25.439,59.019,59.019,19.629
INST0284_N25_S14_P016,0.0,25.439,10.881,54.565,65.452,32.298,0.0,10.881,89.072,7.008,25.439,44.339,25.439,44.339,54.565,25.439,32.298,32.298,7.008,32.298,7.008,25.439,44.339,10.881,0.0,43.838,10.881,32.298,25.439,54.565,7.008,54.565,25.439,0.0,58.699,54.565,43.838,10.881,0.0,25.439,54.565,58.699,0.0,25.439,32.298,0.0,54.565,0.0,65.452,65.452,10.881
INST0284_N25_S14_D016,58.699,83.416,68.319,77.092,113.511,88.975,58.699,68.319,93.449,62.898,83.416,102.776,83.416,102.776,77.092,83.416,88.975,88.975,62.898,88.975,62.898,83.416,102.776,68.319,58.699,71.865,68.319,88.975,83.416,77.092,62.898,77.092,83.416,58.699,0.0,77.092,71.865,68.319,58.699,83.416,77.092,0.0,58.699,83.416,88.975,58.699,77.092,58.699,113.511,113.511,68.319
INST0284_N25_S14_P017,54.565,55.171,61.394,0.0,113.587,75.908,54.565,61.394,36.733,60.745,55.171,67.889,55.171,67.889,0.0,55.171,75.908,75.908,60.745,75.908,60.745,55.171,67.889,61.394,54.565,10.867,61.394,75.908,55.171,0.0,60.745,0.0,55.171,54.565,77.092,0.0,10.867,61.394,54.565,55.171,0.0,77.092,54.565,55.171,75.908,54.565,0.0,54.565,113.587,113.587,61.394
INST0284_N25_S14_D017,43.838,45.002,50.526,10.867,103.002,65.388,43.838,50.526,47.206,49.927,45.002,59.003,45.002,59.003,10.867,45.002,65.388,65.388,49.927,65.388,49.927,45.002,59.003,50.526,43.838,0.0,50.526,65.388,45.002,10.867,49.927,10.867,45.002,43.838,71.865,10.867,0.0,50.526,43.838,45.002,10.867,71.865,43.838,45.002,65.388,43.838,10.867,43.838,103.002,103.002,50.526
INST0284_N25_S14_P018,10.881,19.629,0.0,61.394,55.179,21.478,10.881,0.0,97.061,5.477,19.629,36.46,19.629,36.46,61.394,19.629,21.478,21.478,5.477,21.478,5.477,19.629,36.46,0.0,10.881,50.526,0.0,21.478,19.629,61.394,5.477,61.394,19.629,10.881,68.319,61.394,50.526,0.0,10.881,19.629,61.394,68.319,10.881,19.629,21.478,10.881,61.394,10.881,55.179,55.179,0.0
INST0284_N25_S14_D018,0.0,25.439,10.881,54.565,65.452,32.298,0.0,10.881,89.072,7.008,25.439,44.339,25.439,44.339,54.565,25.439,32.298,32.298,7.008,32.298,7.008,25.439,44.339,10.881,0.0,43.838,10.881,32.298,25.439,54.565,7.008,54.565,25.439,0.0,58.699,54.565,43.838,10.881,0.0,25.439,54.565,58.699,0.0,25.439,32.298,0.0,54.565,0.0,65.452,65.452,10.881
INST0284_N25_S14_P019,25.439,0.0,19.629,55.171,59.019,21.517,25.439,19.629,91.902,24.239,0.0,19.488,0.0,19.488,55.171,0.0,21.517,21.517,24.239,21.517,24.239,0.0,19.488,19.629,25.439,45.002,19.629,21.517,0.0,55.171,24.239,55.171,0.0,25.439,83.416,55.171,45.002,19.629,25.439,0.0,55.171,83.416,25.439,0.0,21.517,25.439,55.171,25.439,59.019,59.019,19.629
INST0284_N25_S14_D019,54.565,55.171,61.394,0.0,113.587,75.908,54.565,61.394,36.733,60.745,55.171,67.889,55.171,67.889,0.0,55.171,75.908,75.908,60.745,75.908,60.745,55.171,67.889,61.394,54.565,10.867,61.394,75.908,55.171,0.0,60.745,0.0,55.171,54.565,77.092,0.0,10.867,61.394,54.565,55.171,0.0,77.092,54.565,55.171,75.908,54.565,0.0,54.565,113.587,113.587,61.394
INST0284_N25_S14_P020,58.699,83.416,68.319,77.092,113.511,88.975,58.699,68.319,93.449,62.898,83.416,102.776,83.416,102.776,77.092,83.416,88.975,88.975,62.898,88.975,62.898,83.416,102.776,68.319,58.699,71.865,68.319,88.975,83.416,77.092,62.898,77.092,83.416,58.699,0.0,77.092,71.865,68.319,58.699,83.416,77.092,0.0,58.699,83.416,88.975,58.699,77.092,58.699,113.511,113.511,68.319
INST0284_N25_S14_D020,0.0,25.439,10.881,54.565,65.452,32.298,0.0,10.881,89.072,7.008,25.439,44.339,25.439,44.339,54.565,25.439,32.298,32.298,7.008,32.298,7.008,25.439,44.339,10.881,0.0,43.838,10.881,32.298,25.439,54.565,7.008,54.565,25.439,0.0,58.699,54.565,43.838,10.881,0.0,25.439,54.565,58.699,0.0,25.439,32.298,0.0,54.565,0.0,65.452,65.452,10.881
INST0284_N25_S14_P021,25.439,0.0,19.629,55.171,59.019,21.517,25.439,19.629,91.902,24.239,0.0,19.488,0.0,19.488,55.171,0.0,21.517,21.517,24.239,21.517,24.239,0.0,19.488,19.629,25.439,45.002,19.629,21.517,0.0,55.171,24.239,55.171,0.0,25.439,83.416,55.171,45.002,19.629,25.439,0.0,55.171,83.416,25.439,0.0,21.517,25.439,55.171,25.439,59.019,59.019,19.629
INST0284_N25_S14_D021,32.298,21.517,21.478,75.908,37.715,0.0,32.298,21.478,112.576,26.505,21.517,24.954,21.517,24.954,75.908,21.517,0.0,0.0,26.505,0.0,26.505,21.517,24.954,21.478,32.298,65.388,21.478,0.0,21.517,75.908,26.505,75.908,21.517,32.298,88.975,75.908,65.388,21.478,32.298,21.517,75.908,88.975,32.298,21.517,0.0,32.298,75.908,32.298,37.715,37.715,21.478
INST0284_N25_S14_P022,0.0,25.439,10.881,54.565,65.452,32.298,0.0,10.881,89.072,7.008,25.439,44.339,25.439,44.339,54.565,25.439,32.298,32.298,7.008,32.298,7.008,25.439,44.339,10.881,0.0,43.838,10.881,32.298,25.439,54.565,7.008,54.565,25.439,0.0,58.699,54.565,43.838,10.881,0.0,25.439,54.565,58.699,0.0,25.439,32.298,0.0,54.565,0.0,65.452,65.452,10.881
INST0284_N25_S14_D022,54.565,55.171,61.394,0.0,113.587,75.908,54.565,61.394,36.733,60.745,55.171,67.889,55.171,67.889,0.0,55.171,75.908,75.908,60.745,75.908,60.745,55.171,67.889,61.394,54.565,10.867,61.394,75.908,55.171,0.0,60.745,0.0,55.171,54.565,77.092,0.0,10.867,61.394,54.565,55.171,0.0,77.092,54.565,55.171,75.908,54.565,0.0,54.565,113.587,113.587,61.394
INST0284_N25_S14_P023,0.0,25.439,10.881,54.565,65.452,32.298,0.0,10.881,89.072,7.008,25.439,44.339,25.439,44.339,54.565,25.439,32.298,32.298,7.008,32.298,7.008,25.439,44.339,10.881,0.0,43.838,10.881,32.298,25.439,54.565,7.008,54.565,25.439,0.0,58.699,54.565,43.838,10.881,0.0,25.439,54.565,58.699,0.0,25.439,32.298,0.0,54.565,0.0,65.452,65.452,10.881
INST0284_N25_S14_D023,65.452,59.019,55.179,113.587,0.0,37.715,65.452,55.179,150.208,58.521,59.019,54.903,59.019,54.903,113.587,59.019,37.715,37.715,58.521,37.715,58.521,59.019,54.903,55.179,65.452,103.002,55.179,37.715,59.019,113.587,58.521,113.587,59.019,65.452,113.511,113.587,103.002,55.179,65.452,59.019,113.587,113.511,65.452,59.019,37.715,65.452,113.587,65.452,0.0,0.0,55.179
INST0284_N25_S14_P024,65.452,59.019,55.179,113.587,0.0,37.715,65.452,55.179,150.208,58.521,59.019,54.903,59.019,54.903,113.587,59.019,37.715,37.715,58.521,37.715,58.521,59.019,54.903,55.179,65.452,103.002,55.179,37.715,59.019,113.587,58.521,113.587,59.019,65.452,113.511,113.587,103.002,55.179,65.452,59.019,113.587,113.511,65.452,59.019,37.715,65.452,113.587,65.452,0.0,0.0,55.179
INST0284_N25_S14_D024,10.881,19.629,0.0,61.394,55.179,21.478,10.881,0.0,97.061,5.477,19.629,36.46,19.629,36.46,61.394,19.629,21.478,21.478,5.477,21.478,5.477,19.629,36.46,0.0,10.881,50.526,0.0,21.478,19.629,61.394,5.477,61.394,19.629,10.881,68.319,61.394,50.526,0.0,10.881,19.629,61.394,68.319,10.881,19.629,21.478,10.881,61.394,10.881,55.179,55.179,0.0
