,depot,INST0160_N15_W10_P000,INST0160_N15_W10_D000,INST0160_N15_W10_P001,INST0160_N15_W10_D001,INST0160_N15_W10_P002,INST0160_N15_W10_D002,INST0160_N15_W10_P003,INST0160_N15_W10_D003,INST0160_N15_W10_P004,INST0160_N15_W10_D004,INST0160_N15_W10_P005,INST0160_N15_W10_D005,INST0160_N15_W10_P006,INST0160_N15_W10_D006,INST0160_N15_W10_P007,INST0160_N15_W10_D007,INST0160_N15_W10_P008,INST0160_N15_W10_D008,INST0160_N15_W10_P009,INST0160_N15_W10_D009,INST0160_N15_W10_P010,INST0160_N15_W10_D010,INST0160_N15_W10_P011,INST0160_N15_W10_D011,INST0160_N15_W10_P012,INST0160_N15_W10_D012,INST0160_N15_W10_P013,INST0160_N15_W10_D013,INST0160_N15_W10_P014,INST0160_N15_W10_D014
INST0160_N15_W10_D004,23.331,0.0,33.728,0.0,23.331,0.0,110.354,40.204,0.0,17.238,0.0,61.567,23.331,17.238,33.728,33.728,20.56,33.728,36.679,57.051,110.354,23.331,110.354,33.728,12.767,57.051,23.331,57.051,127.423,36.679,110.354
INST0160_N15_W10_P005,84.648,61.567,94.929,61.567,84.648,61.567,50.015,24.909,61.567,67.612,61.567,0.0,84.648,67.612,94.929,94.929,77.687,94.929,86.82,70.587,50.015,84.648,50.015,94.929,49.056,70.587,84.648,70.587,66.284,86.82,50.015
INST0160_N15_W10_D005,0.0,23.331,14.369,23.331,0.0,23.331,133.671,63.48,23.331,22.951,23.331,84.648,0.0,22.951,14.369,14.369,20.02,14.369,35.228,64.294,133.671,0.0,133.671,14.369,36.098,64.294,0.0,64.294,150.679,35.228,133.671
INST0160_N15_W10_P006,22.951,17.238,37.156,17.238,22.951,17.238,117.595,50.631,17.238,0.0,17.238,67.612,22.951,0.0,37.156,37.156,32.905,37.156,50.317,43.046,117.595,22.951,117.595,37.156,25.201,43.046,22.951,43.046,133.769,50.317,117.595
INST0160_N15_W10_D006,14.369,33.728,0.0,33.728,14.369,33.728,142.787,72.151,33.728,37.156,33.728,94.929,14.369,37.156,0.0,0.0,20.081,0.0,28.407,78.578,142.787,14.369,142.787,0.0,45.89,78.578,14.369,78.578,160.194,28.407,142.787
INST0160_N15_W10_P007,14.369,33.728,0.0,33.728,14.369,33.728,142.787,72.151,33.728,37.156,33.728,94.929,14.369,37.156,0.0,0.0,20.081,0.0,28.407,78.578,142.787,14.369,142.787,0.0,45.89,78.578,14.369,78.578,160.194,28.407,142.787
INST0160_N15_W10_D007,20.02,20.56,20.081,20.56,20.02,20.56,124.166,53.818,20.56,32.905,20.56,77.687,20.02,32.905,20.081,20.081,0.0,20.081,17.435,75.699,124.166,20.02,124.166,20.081,29.878,75.699,20.02,75.699,141.804,17.435,124.166
INST0160_N15_W10_P008,14.369,33.728,0.0,33.728,14.369,33.728,142.787,72.151,33.728,37.156,33.728,94.929,14.369,37.156,0.0,0.0,20.081,0.0,28.407,78.578,142.787,14.369,142.787,0.0,45.89,78.578,14.369,78.578,160.194,28.407,142.787
INST0160_N15_W10_D008,35.228,36.679,28.407,36.679,35.228,36.679,129.907,61.972,36.679,50.317,36.679,86.82,35.228,50.317,28.407,28.407,17.435,28.407,0.0,92.961,129.907,35.228,129.907,28.407,43.098,92.961,35.228,92.961,147.866,0.0,129.907
INST0160_N15_W10_P009,64.294,57.051,78.578,57.051,64.294,57.051,115.643,68.471,57.051,43.046,57.051,70.587,64.294,43.046,78.578,78.578,75.699,78.578,92.961,0.0,115.643,64.294,115.643,78.578,56.961,0.0,64.294,0.0,128.123,92.961,115.643
INST0160_N15_W10_D009,133.671,110.354,142.787,110.354,133.671,110.354,0.0,70.637,110.354,117.595,110.354,50.015,133.671,117.595,142.787,142.787,124.166,142.787,129.907,115.643,0.0,133.671,0.0,142.787,97.602,115.643,133.671,115.643,18.026,129.907,0.0
INST0160_N15_W10_P010,0.0,23.331,14.369,23.331,0.0,23.331,133.671,63.48,23.331,22.951,23.331,84.648,0.0,22.951,14.369,14.369,20.02,14.369,35.228,64.294,133.671,0.0,133.671,14.369,36.098,64.294,0.0,64.294,150.679,35.228,133.671
INST0160_N15_W10_D010,133.671,110.354,142.787,110.354,133.671,110.354,0.0,70.637,110.354,117.595,110.354,50.015,133.671,117.595,142.787,142.787,124.166,142.787,129.907,115.643,0.0,133.671,0.0,142.787,97.602,115.643,133.671,115.643,18.026,129.907,0.0
INST0160_N15_W10_P011,14.369,33.728,0.0,33.728,14.369,33.728,142.787,72.151,33.728,37.156,33.728,94.929,14.369,37.156,0.0,0.0,20.081,0.0,28.407,78.578,142.787,14.369,142.787,0.0,45.89,78.578,14.369,78.578,160.194,28.407,142.787
INST0160_N15_W10_D011,36.098,12.767,45.89,12.767,36.098,12.767,97.602,27.496,12.767,25.201,12.767,49.056,36.098,25.201,45.89,45.89,29.878,45.89,43.098,56.961,97.602,36.098,97.602,45.89,0.0,56.961,36.098,56.961,114.719,43.098,97.602
INST0160_N15_W10_P012,64.294,57.051,78.578,57.051,64.294,57.051,115.643,68.471,57.051,43.046,57.051,70.587,64.294,43.046,78.578,78.578,75.699,78.578,92.961,0.0,115.643,64.294,115.643,78.578,56.961,0.0,64.294,0.0,128.123,92.961,115.643
INST0160_N15_W10_D012,0.0,23.331,14.369,23.331,0.0,23.331,133.671,63.48,23.331,22.951,23.331,84.648,0.0,22.951,14.369,14.369,20.02,14.369,35.228,64.294,133.671,0.0,133.671,14.369,36.098,64.294,0.0,64.294,150.679,35.228,133.671
INST0160_N15_W10_P013,64.294,57.051,78.578,57.051,64.294,57.051,115.643,68.471,57.051,43.046,57.051,70.587,64.294,43.046,78.578,78.578,75.699,78.578,92.961,0.0,115.643,64.294,115.643,78.578,56.961,0.0,64.294,0.0,128.123,92.961,115.643
INST0160_N15_W10_D013,150.679,127.423,160.194,127.423,150.679,127.423,18.026,88.095,127.423,133.769,127.423,66.284,150.679,133.769,160.194,160.194,141.804,160.194,147.866,128.123,18.026,150.679,18.026,160.194,114.719,128.123,150.679,128.123,0.0,147.866,18.026
INST0160_N15_W10_P014,35.228,36.679,28.407,36.679,35.228,36.679,129.907,61.972,36.679,50.317,36.679,86.82,35.228,50.317,28.407,28.407,17.435,28.407,0.0,92.961,129.907,35.228,129.907,28.407,43.098,92.961,35.228,92.961,147.866,0.0,129.907
INST0160_N15_W10_D014,133.671,110.354,142.787,110.354,133.671,110.354,0.0,70.637,110.354,117.595,110.354,50.015,133.671,117.595,142.787,142.787,124.166,142.787,129.907,115.643,0.0,133.671,0.0,142.787,97.602,115.643,133.671,115.643,18.026,129.907,0.0
