,depot,INST0236_N20_S26_P000,INST0236_N20_S26_D000,INST0236_N20_S26_P001,INST0236_N20_S26_D001,INST0236_N20_S26_P002,INST0236_N20_S26_D002,INST0236_N20_S26_P003,INST0236_N20_S26_D003,INST0236_N20_S26_P004,INST0236_N20_S26_D004,INST0236_N20_S26_P005,INST0236_N20_S26_D005,INST0236_N20_S26_P006,INST0236_N20_S26_D006,INST0236_N20_S26_P007,INST0236_N20_S26_D007,INST0236_N20_S26_P008,INST0236_N20_S26_D008,INST0236_N20_S26_P009,INST0236_N20_S26_D009,INST0236_N20_S26_P010,INST0236_N20_S26_D010,INST0236_N20_S26_P011,INST0236_N20_S26_D011,INST0236_N20_S26_P012,INST0236_N20_S26_D012,INST0236_N20_S26_P013,INST0236_N20_S26_D013,INST0236_N20_S26_P014,INST0236_N20_S26_D014,INST0236_N20_S26_P015,INST0236_N20_S26_D015,INST0236_N20_S26_P016,INST0236_N20_S26_D016,INST0236_N20_S26_P017,INST0236_N20_S26_D017,INST0236_N20_S26_P018,INST0236_N20_S26_D018,INST0236_N20_S26_P019,INST0236_N20_S26_D019
INST0236_N20_S26_D007,88.975,71.865,0.0,113.511,0.0,113.511,58.699,68.319,93.449,77.092,0.0,71.865,62.898,102.776,62.898,88.975,0.0,83.416,88.975,68.319,102.776,77.092,123.443,77.092,123.443,113.511,71.865,62.898,93.449,77.092,83.416,113.511,88.975,71.865,68.319,77.092,102.776,88.975,93.449,71.865,0.0
INST0236_N20_S26_P008,21.517,45.002,83.416,59.019,83.416,59.019,25.439,19.629,91.902,55.171,83.416,45.002,24.239,19.488,24.239,21.517,83.416,0.0,21.517,19.629,19.488,55.171,124.222,55.171,124.222,59.019,45.002,24.239,91.902,55.171,0.0,59.019,21.517,45.002,19.629,55.171,19.488,21.517,91.902,45.002,83.416
INST0236_N20_S26_D008,0.0,65.388,88.975,37.715,88.975,37.715,32.298,21.478,112.576,75.908,88.975,65.388,26.505,24.954,26.505,0.0,88.975,21.517,0.0,21.478,24.954,75.908,145.321,75.908,145.321,37.715,65.388,26.505,112.576,75.908,21.517,37.715,0.0,65.388,21.478,75.908,24.954,0.0,112.576,65.388,88.975
INST0236_N20_S26_P009,21.478,50.526,68.319,55.179,68.319,55.179,10.881,0.0,97.061,61.394,68.319,50.526,5.477,36.46,5.477,21.478,68.319,19.629,21.478,0.0,36.46,61.394,130.689,61.394,130.689,55.179,50.526,5.477,97.061,61.394,19.629,55.179,21.478,50.526,0.0,61.394,36.46,21.478,97.061,50.526,68.319
INST0236_N20_S26_D009,24.954,59.003,102.776,54.903,102.776,54.903,44.339,36.46,103.829,67.889,102.776,59.003,41.761,0.0,41.761,24.954,102.776,19.488,24.954,36.46,0.0,67.889,134.327,67.889,134.327,54.903,59.003,41.761,103.829,67.889,19.488,54.903,24.954,59.003,36.46,67.889,0.0,24.954,103.829,59.003,102.776
INST0236_N20_S26_P010,75.908,10.867,77.092,113.587,77.092,113.587,54.565,61.394,36.733,0.0,77.092,10.867,60.745,67.889,60.745,75.908,77.092,55.171,75.908,61.394,67.889,0.0,69.589,0.0,69.589,113.587,10.867,60.745,36.733,0.0,55.171,113.587,75.908,10.867,61.394,0.0,67.889,75.908,36.733,10.867,77.092
INST0236_N20_S26_D010,145.321,80.368,123.443,183.035,123.443,183.035,122.952,130.689,33.969,69.589,123.443,80.368,129.526,134.327,129.526,145.321,123.443,124.222,145.321,130.689,134.327,69.589,0.0,69.589,0.0,183.035,80.368,129.526,33.969,69.589,124.222,183.035,145.321,80.368,130.689,69.589,134.327,145.321,33.969,80.368,123.443
INST0236_N20_S26_P011,75.908,10.867,77.092,113.587,77.092,113.587,54.565,61.394,36.733,0.0,77.092,10.867,60.745,67.889,60.745,75.908,77.092,55.171,75.908,61.394,67.889,0.0,69.589,0.0,69.589,113.587,10.867,60.745,36.733,0.0,55.171,113.587,75.908,10.867,61.394,0.0,67.889,75.908,36.733,10.867,77.092
INST0236_N20_S26_D011,145.321,80.368,123.443,183.035,123.443,183.035,122.952,130.689,33.969,69.589,123.443,80.368,129.526,134.327,129.526,145.321,123.443,124.222,145.321,130.689,134.327,69.589,0.0,69.589,0.0,183.035,80.368,129.526,33.969,69.589,124.222,183.035,145.321,80.368,130.689,69.589,134.327,145.321,33.969,80.368,123.443
INST0236_N20_S26_P012,37.715,103.002,113.511,0.0,113.511,0.0,65.452,55.179,150.208,113.587,113.511,103.002,58.521,54.903,58.521,37.715,113.511,59.019,37.715,55.179,54.903,113.587,183.035,113.587,183.035,0.0,103.002,58.521,150.208,113.587,59.019,0.0,37.715,103.002,55.179,113.587,54.903,37.715,150.208,103.002,113.511
INST0236_N20_S26_D012,65.388,0.0,71.865,103.002,71.865,103.002,43.838,50.526,47.206,10.867,71.865,0.0,49.927,59.003,49.927,65.388,71.865,45.002,65.388,50.526,59.003,10.867,80.368,10.867,80.368,103.002,0.0,49.927,47.206,10.867,45.002,103.002,65.388,0.0,50.526,10.867,59.003,65.388,47.206,0.0,71.865
INST0236_N20_S26_P013,26.505,49.927,62.898,58.521,62.898,58.521,7.008,5.477,95.708,60.745,62.898,49.927,0.0,41.761,0.0,26.505,62.898,24.239,26.505,5.477,41.761,60.745,129.526,60.745,129.526,58.521,49.927,0.0,95.708,60.745,24.239,58.521,26.505,49.927,5.477,60.745,41.761,26.505,95.708,49.927,62.898
INST0236_N20_S26_D013,112.576,47.206,93.449,150.208,93.449,150.208,89.072,97.061,0.0,36.733,93.449,47.206,95.708,103.829,95.708,112.576,93.449,91.902,112.576,97.061,103.829,36.733,33.969,36.733,33.969,150.208,47.206,95.708,0.0,36.733,91.902,150.208,112.576,47.206,97.061,36.733,103.829,112.576,0.0,47.206,93.449
INST0236_N20_S26_P014,75.908,10.867,77.092,113.587,77.092,113.587,54.565,61.394,36.733,0.0,77.092,10.867,60.745,67.889,60.745,75.908,77.092,55.171,75.908,61.394,67.889,0.0,69.589,0.0,69.589,113.587,10.867,60.745,36.733,0.0,55.171,113.587,75.908,10.867,61.394,0.0,67.889,75.908,36.733,10.867,77.092
INST0236_N20_S26_D014,21.517,45.002,83.416,59.019,83.416,59.019,25.439,19.629,91.902,55.171,83.416,45.002,24.239,19.488,24.239,21.517,83.416,0.0,21.517,19.629,19.488,55.171,124.222,55.171,124.222,59.019,45.002,24.239,91.902,55.171,0.0,59.019,21.517,45.002,19.629,55.171,19.488,21.517,91.902,45.002,83.416
INST0236_N20_S26_P015,37.715,103.002,113.511,0.0,113.511,0.0,65.452,55.179,150.208,113.587,113.511,103.002,58.521,54.903,58.521,37.715,113.511,59.019,37.715,55.179,54.903,113.587,183.035,113.587,183.035,0.0,103.002,58.521,150.208,113.587,59.019,0.0,37.715,103.002,55.179,113.587,54.903,37.715,150.208,103.002,113.511
INST0236_N20_S26_D015,0.0,65.388,88.975,37.715,88.975,37.715,32.298,21.478,112.576,75.908,88.975,65.388,26.505,24.954,26.505,0.0,88.975,21.517,0.0,21.478,24.954,75.908,145.321,75.908,145.321,37.715,65.388,26.505,112.576,75.908,21.517,37.715,0.0,65.388,21.478,75.908,24.954,0.0,112.576,65.388,88.975
INST0236_N20_S26_P016,65.388,0.0,71.865,103.002,71.865,103.002,43.838,50.526,47.206,10.867,71.865,0.0,49.927,59.003,49.927,65.388,71.865,45.002,65.388,50.526,59.003,10.867,80.368,10.867,80.368,103.002,0.0,49.927,47.206,10.867,45.002,103.002,65.388,0.0,50.526,10.867,59.003,65.388,47.206,0.0,71.865
INST0236_N20_S26_D016,21.478,50.526,68.319,55.179,68.319,55.179,10.881,0.0,97.061,61.394,68.319,50.526,5.477,36.46,5.477,21.478,68.319,19.629,21.478,0.0,36.46,61.394,130.689,61.394,130.689,55.179,50.526,5.477,97.061,61.394,19.629,55.179,21.478,50.526,0.0,61.394,36.46,21.478,97.061,50.526,68.319
INST0236_N20_S26_P017,75.908,10.867,77.092,113.587,77.092,113.587,54.565,61.394,36.733,0.0,77.092,10.867,60.745,67.889,60.745,75.908,77.092,55.171,75.908,61.394,67.889,0.0,69.589,0.0,69.589,113.587,10.867,60.745,36.733,0.0,55.171,113.587,75.908,10.867,61.394,0.0,67.889,75.908,36.733,10.867,77.092
INST0236_N20_S26_D017,24.954,59.003,102.776,54.903,102.776,54.903,44.339,36.46,103.829,67.889,102.776,59.003,41.761,0.0,41.761,24.954,102.776,19.488,24.954,36.46,0.0,67.889,134.327,67.889,134.327,54.903,59.003,41.761,103.829,67.889,19.488,54.903,24.954,59.003,36.46,67.889,0.0,24.954,103.829,59.003,102.776
INST0236_N20_S26_P018,0.0,65.388,88.975,37.715,88.975,37.715,32.298,21.478,112.576,75.908,88.975,65.388,26.505,24.954,26.505,0.0,88.975,21.517,0.0,21.478,24.954,75.908,145.321,75.908,145.321,37.715,65.388,26.505,112.576,75.908,21.517,37.715,0.0,65.388,21.478,75.908,24.954,0.0,112.576,65.388,88.975
INST0236_N20_S26_D018,112.576,47.206,93.449,150.208,93.449,150.208,89.072,97.061,0.0,36.733,93.449,47.206,95.708,103.829,95.708,112.576,93.449,91.902,112.576,97.061,103.829,36.733,33.969,36.733,33.969,150.208,47.206,95.708,0.0,36.733,91.902,150.208,112.576,47.206,97.061,36.733,103.829,112.576,0.0,47.206,93.449
INST0236_N20_S26_P019,65.388,0.0,71.865,103.002,71.865,103.002,43.838,50.526,47.206,10.867,71.865,0.0,49.927,59.003,49.927,65.388,71.865,45.002,65.388,50.526,59.003,10.867,80.368,10.867,80.368,103.002,0.0,49.927,47.206,10.867,45.002,103.002,65.388,0.0,50.526,10.867,59.003,65.388,47.206,0.0,71.865
INST0236_N20_S26_D019,88.975,71.865,0.0,113.511,0.0,113.511,58.699,68.319,93.449,77.092,0.0,71.865,62.898,102.776,62.898,88.975,0.0,83.416,88.975,68.319,102.776,77.092,123.443,77.092,123.443,113.511,71.865,62.898,93.449,77.092,83.416,113.511,88.975,71.865,68.319,77.092,102.776,88.975,93.449,71.865,0.0
