,depot,INST0171_N15_N21_P000,INST0171_N15_N21_D000,INST0171_N15_N21_P001,INST0171_N15_N21_D001,INST0171_N15_N21_P002,INST0171_N15_N21_D002,INST0171_N15_N21_P003,INST0171_N15_N21_D003,INST0171_N15_N21_P004,INST0171_N15_N21_D004,INST0171_N15_N21_P005,INST0171_N15_N21_D005,INST0171_N15_N21_P006,INST0171_N15_N21_D006,INST0171_N15_N21_P007,INST0171_N15_N21_D007,INST0171_N15_N21_P008,INST0171_N15_N21_D008,INST0171_N15_N21_P009,INST0171_N15_N21_D009,INST0171_N15_N21_P010,INST0171_N15_N21_D010,INST0171_N15_N21_P011,INST0171_N15_N21_D011,INST0171_N15_N21_P012,INST0171_N15_N21_D012,INST0171_N15_N21_P013,INST0171_N15_N21_D013,INST0171_N15_N21_P014,INST0171_N15_N21_D014
INST0171_N15_N21_D004,122.983,114.14,104.211,99.415,0.0,95.867,122.983,99.415,149.69,95.867,0.0,99.415,122.983,94.965,40.266,79.694,122.983,95.867,114.14,116.493,95.867,79.694,114.14,107.703,114.14,95.867,116.493,149.69,107.703,116.493,79.694
INST0171_N15_N21_P005,25.326,49.306,95.498,0.0,99.415,17.072,25.326,0.0,58.839,17.072,99.415,0.0,25.326,14.003,139.481,56.35,25.326,17.072,49.306,31.992,17.072,56.35,49.306,26.694,49.306,17.072,31.992,58.839,26.694,31.992,56.35
INST0171_N15_N21_D005,0.0,43.511,99.392,25.326,122.983,28.727,0.0,25.326,35.041,28.727,122.983,25.326,0.0,28.595,162.63,79.42,0.0,28.727,43.511,21.127,28.727,79.42,43.511,24.088,43.511,28.727,21.127,35.041,24.088,21.127,79.42
INST0171_N15_N21_P006,28.595,37.312,81.517,14.003,94.965,3.413,28.595,14.003,56.4,3.413,94.965,14.003,28.595,0.0,134.313,64.653,28.595,3.413,37.312,24.705,3.413,64.653,37.312,16.848,37.312,3.413,24.705,56.4,16.848,24.705,64.653
INST0171_N15_N21_D006,162.63,149.729,127.812,139.481,40.266,134.948,162.63,139.481,187.802,134.948,40.266,139.481,162.63,134.313,0.0,116.851,162.63,134.948,149.729,154.717,134.948,116.851,149.729,146.035,149.729,134.948,154.717,187.802,146.035,154.717,116.851
INST0171_N15_N21_P007,79.42,101.428,131.605,56.35,79.694,67.88,79.42,56.35,114.332,67.88,79.694,56.35,79.42,64.653,116.851,0.0,79.42,67.88,101.428,87.893,67.88,0.0,101.428,81.208,101.428,67.88,87.893,114.332,81.208,87.893,0.0
INST0171_N15_N21_D007,0.0,43.511,99.392,25.326,122.983,28.727,0.0,25.326,35.041,28.727,122.983,25.326,0.0,28.595,162.63,79.42,0.0,28.727,43.511,21.127,28.727,79.42,43.511,24.088,43.511,28.727,21.127,35.041,24.088,21.127,79.42
INST0171_N15_N21_P008,28.727,33.929,78.656,17.072,95.867,0.0,28.727,17.072,54.669,0.0,95.867,17.072,28.727,3.413,134.948,67.88,28.727,0.0,33.929,22.322,0.0,67.88,33.929,14.053,33.929,0.0,22.322,54.669,14.053,22.322,67.88
INST0171_N15_N21_D008,43.511,0.0,57.966,49.306,114.14,33.929,43.511,49.306,43.657,33.929,114.14,49.306,43.511,37.312,149.729,101.428,43.511,33.929,0.0,22.387,33.929,101.428,0.0,23.01,0.0,33.929,22.387,43.657,23.01,22.387,101.428
INST0171_N15_N21_P009,21.127,22.387,78.919,31.992,116.493,22.322,21.127,31.992,33.197,22.322,116.493,31.992,21.127,24.705,154.717,87.893,21.127,22.322,22.387,0.0,22.322,87.893,22.387,8.817,22.387,22.322,0.0,33.197,8.817,0.0,87.893
INST0171_N15_N21_D009,28.727,33.929,78.656,17.072,95.867,0.0,28.727,17.072,54.669,0.0,95.867,17.072,28.727,3.413,134.948,67.88,28.727,0.0,33.929,22.322,0.0,67.88,33.929,14.053,33.929,0.0,22.322,54.669,14.053,22.322,67.88
INST0171_N15_N21_P010,79.42,101.428,131.605,56.35,79.694,67.88,79.42,56.35,114.332,67.88,79.694,56.35,79.42,64.653,116.851,0.0,79.42,67.88,101.428,87.893,67.88,0.0,101.428,81.208,101.428,67.88,87.893,114.332,81.208,87.893,0.0
INST0171_N15_N21_D010,43.511,0.0,57.966,49.306,114.14,33.929,43.511,49.306,43.657,33.929,114.14,49.306,43.511,37.312,149.729,101.428,43.511,33.929,0.0,22.387,33.929,101.428,0.0,23.01,0.0,33.929,22.387,43.657,23.01,22.387,101.428
INST0171_N15_N21_P011,24.088,23.01,75.654,26.694,107.703,14.053,24.088,26.694,41.993,14.053,107.703,26.694,24.088,16.848,146.035,81.208,24.088,14.053,23.01,8.817,14.053,81.208,23.01,0.0,23.01,14.053,8.817,41.993,0.0,8.817,81.208
INST0171_N15_N21_D011,43.511,0.0,57.966,49.306,114.14,33.929,43.511,49.306,43.657,33.929,114.14,49.306,43.511,37.312,149.729,101.428,43.511,33.929,0.0,22.387,33.929,101.428,0.0,23.01,0.0,33.929,22.387,43.657,23.01,22.387,101.428
INST0171_N15_N21_P012,28.727,33.929,78.656,17.072,95.867,0.0,28.727,17.072,54.669,0.0,95.867,17.072,28.727,3.413,134.948,67.88,28.727,0.0,33.929,22.322,0.0,67.88,33.929,14.053,33.929,0.0,22.322,54.669,14.053,22.322,67.88
INST0171_N15_N21_D012,21.127,22.387,78.919,31.992,116.493,22.322,21.127,31.992,33.197,22.322,116.493,31.992,21.127,24.705,154.717,87.893,21.127,22.322,22.387,0.0,22.322,87.893,22.387,8.817,22.387,22.322,0.0,33.197,8.817,0.0,87.893
INST0171_N15_N21_P013,35.041,43.657,99.467,58.839,149.69,54.669,35.041,58.839,0.0,54.669,149.69,58.839,35.041,56.4,187.802,114.332,35.041,54.669,43.657,33.197,54.669,114.332,43.657,41.993,43.657,54.669,33.197,0.0,41.993,33.197,114.332
INST0171_N15_N21_D013,24.088,23.01,75.654,26.694,107.703,14.053,24.088,26.694,41.993,14.053,107.703,26.694,24.088,16.848,146.035,81.208,24.088,14.053,23.01,8.817,14.053,81.208,23.01,0.0,23.01,14.053,8.817,41.993,0.0,8.817,81.208
INST0171_N15_N21_P014,21.127,22.387,78.919,31.992,116.493,22.322,21.127,31.992,33.197,22.322,116.493,31.992,21.127,24.705,154.717,87.893,21.127,22.322,22.387,0.0,22.322,87.893,22.387,8.817,22.387,22.322,0.0,33.197,8.817,0.0,87.893
INST0171_N15_N21_D014,79.42,101.428,131.605,56.35,79.694,67.88,79.42,56.35,114.332,67.88,79.694,56.35,79.42,64.653,116.851,0.0,79.42,67.88,101.428,87.893,67.88,0.0,101.428,81.208,101.428,67.88,87.893,114.332,81.208,87.893,0.0
