,depot,INST0280_N25_W10_P000,INST0280_N25_W10_D000,INST0280_N25_W10_P001,INST0280_N25_W10_D001,INST0280_N25_W10_P002,INST0280_N25_W10_D002,INST0280_N25_W10_P003,INST0280_N25_W10_D003,INST0280_N25_W10_P004,INST0280_N25_W10_D004,INST0280_N25_W10_P005,INST0280_N25_W10_D005,INST0280_N25_W10_P006,INST0280_N25_W10_D006,INST0280_N25_W10_P007,INST0280_N25_W10_D007,INST0280_N25_W10_P008,INST0280_N25_W10_D008,INST0280_N25_W10_P009,INST0280_N25_W10_D009,INST0280_N25_W10_P010,INST0280_N25_W10_D010,INST0280_N25_W10_P011,INST0280_N25_W10_D011,INST0280_N25_W10_P012,INST0280_N25_W10_D012,INST0280_N25_W10_P013,INST0280_N25_W10_D013,INST0280_N25_W10_P014,INST0280_N25_W10_D014,INST0280_N25_W10_P015,INST0280_N25_W10_D015,INST0280_N25_W10_P016,INST0280_N25_W10_D016,INST0280_N25_W10_P017,INST0280_N25_W10_D017,INST0280_N25_W10_P018,INST0280_N25_W10_D018,INST0280_N25_W10_P019,INST0280_N25_W10_D019,INST0280_N25_W10_P020,INST0280_N25_W10_D020,INST0280_N25_W10_P021,INST0280_N25_W10_D021,INST0280_N25_W10_P022,INST0280_N25_W10_D022,INST0280_N25_W10_P023,INST0280_N25_W10_D023,INST0280_N25_W10_P024,INST0280_N25_W10_D024
INST0280_N25_W10_P011,16.35,26.872,115.807,16.35,63.444,26.872,14.239,16.399,63.444,24.4,26.872,43.952,16.791,26.872,61.821,0.0,16.35,16.791,16.399,24.4,16.399,63.444,16.35,0.0,16.791,43.952,63.444,14.239,0.0,0.0,26.872,16.399,0.0,14.239,61.821,16.791,14.239,16.399,16.791,63.444,61.821,24.4,16.791,16.399,26.872,16.791,24.4,16.791,26.872,26.872,14.239
INST0280_N25_W10_D011,19.054,14.077,104.062,19.054,50.28,14.077,29.954,27.544,50.28,10.426,14.077,32.833,0.0,14.077,46.592,16.791,19.054,0.0,27.544,10.426,27.544,50.28,19.054,16.791,0.0,32.833,50.28,29.954,16.791,16.791,14.077,27.544,16.791,29.954,46.592,0.0,29.954,27.544,0.0,50.28,46.592,10.426,0.0,27.544,14.077,0.0,10.426,0.0,14.077,14.077,29.954
INST0280_N25_W10_P012,51.842,41.349,71.944,51.842,20.342,41.349,50.611,58.923,20.342,22.455,41.349,0.0,32.833,41.349,55.918,43.952,51.842,32.833,58.923,22.455,58.923,20.342,51.842,43.952,32.833,0.0,20.342,50.611,43.952,43.952,41.349,58.923,43.952,50.611,55.918,32.833,50.611,58.923,32.833,20.342,55.918,22.455,32.833,58.923,41.349,32.833,22.455,32.833,41.349,41.349,50.611
INST0280_N25_W10_D012,69.129,55.217,54.132,69.129,0.0,55.217,70.903,77.525,0.0,40.063,55.217,20.342,50.28,55.217,57.646,63.444,69.129,50.28,77.525,40.063,77.525,0.0,69.129,63.444,50.28,20.342,0.0,70.903,63.444,63.444,55.217,77.525,63.444,70.903,57.646,50.28,70.903,77.525,50.28,0.0,57.646,40.063,50.28,77.525,55.217,50.28,40.063,50.28,55.217,55.217,70.903
INST0280_N25_W10_P013,28.769,41.092,120.757,28.769,70.903,41.092,0.0,23.199,70.903,35.196,41.092,50.611,29.954,41.092,75.918,14.239,28.769,29.954,23.199,35.196,23.199,70.903,28.769,14.239,29.954,50.611,70.903,0.0,14.239,14.239,41.092,23.199,14.239,0.0,75.918,29.954,0.0,23.199,29.954,70.903,75.918,35.196,29.954,23.199,41.092,29.954,35.196,29.954,41.092,41.092,0.0
INST0280_N25_W10_D013,16.35,26.872,115.807,16.35,63.444,26.872,14.239,16.399,63.444,24.4,26.872,43.952,16.791,26.872,61.821,0.0,16.35,16.791,16.399,24.4,16.399,63.444,16.35,0.0,16.791,43.952,63.444,14.239,0.0,0.0,26.872,16.399,0.0,14.239,61.821,16.791,14.239,16.399,16.791,63.444,61.821,24.4,16.791,16.399,26.872,16.791,24.4,16.791,26.872,26.872,14.239
INST0280_N25_W10_P014,16.35,26.872,115.807,16.35,63.444,26.872,14.239,16.399,63.444,24.4,26.872,43.952,16.791,26.872,61.821,0.0,16.35,16.791,16.399,24.4,16.399,63.444,16.35,0.0,16.791,43.952,63.444,14.239,0.0,0.0,26.872,16.399,0.0,14.239,61.821,16.791,14.239,16.399,16.791,63.444,61.821,24.4,16.791,16.399,26.872,16.791,24.4,16.791,26.872,26.872,14.239
INST0280_N25_W10_D014,18.744,0.0,109.245,18.744,55.217,0.0,41.092,30.344,55.217,20.581,0.0,41.349,14.077,0.0,35.155,26.872,18.744,14.077,30.344,20.581,30.344,55.217,18.744,26.872,14.077,41.349,55.217,41.092,26.872,26.872,0.0,30.344,26.872,41.092,35.155,14.077,41.092,30.344,14.077,55.217,35.155,20.581,14.077,30.344,0.0,14.077,20.581,14.077,0.0,0.0,41.092
INST0280_N25_W10_P015,11.735,30.344,130.825,11.735,77.525,30.344,23.199,0.0,77.525,37.477,30.344,58.923,27.544,30.344,64.172,16.399,11.735,27.544,0.0,37.477,0.0,77.525,11.735,16.399,27.544,58.923,77.525,23.199,16.399,16.399,30.344,0.0,16.399,23.199,64.172,27.544,23.199,0.0,27.544,77.525,64.172,37.477,27.544,0.0,30.344,27.544,37.477,27.544,30.344,30.344,23.199
INST0280_N25_W10_D015,16.35,26.872,115.807,16.35,63.444,26.872,14.239,16.399,63.444,24.4,26.872,43.952,16.791,26.872,61.821,0.0,16.35,16.791,16.399,24.4,16.399,63.444,16.35,0.0,16.791,43.952,63.444,14.239,0.0,0.0,26.872,16.399,0.0,14.239,61.821,16.791,14.239,16.399,16.791,63.444,61.821,24.4,16.791,16.399,26.872,16.791,24.4,16.791,26.872,26.872,14.239
INST0280_N25_W10_P016,28.769,41.092,120.757,28.769,70.903,41.092,0.0,23.199,70.903,35.196,41.092,50.611,29.954,41.092,75.918,14.239,28.769,29.954,23.199,35.196,23.199,70.903,28.769,14.239,29.954,50.611,70.903,0.0,14.239,14.239,41.092,23.199,14.239,0.0,75.918,29.954,0.0,23.199,29.954,70.903,75.918,35.196,29.954,23.199,41.092,29.954,35.196,29.954,41.092,41.092,0.0
INST0280_N25_W10_D016,52.507,35.155,104.634,52.507,57.646,35.155,75.918,64.172,57.646,46.518,35.155,55.918,46.592,35.155,0.0,61.821,52.507,46.592,64.172,46.518,64.172,57.646,52.507,61.821,46.592,55.918,57.646,75.918,61.821,61.821,35.155,64.172,61.821,75.918,0.0,46.592,75.918,64.172,46.592,57.646,0.0,46.518,46.592,64.172,35.155,46.592,46.518,46.592,35.155,35.155,75.918
INST0280_N25_W10_P017,19.054,14.077,104.062,19.054,50.28,14.077,29.954,27.544,50.28,10.426,14.077,32.833,0.0,14.077,46.592,16.791,19.054,0.0,27.544,10.426,27.544,50.28,19.054,16.791,0.0,32.833,50.28,29.954,16.791,16.791,14.077,27.544,16.791,29.954,46.592,0.0,29.954,27.544,0.0,50.28,46.592,10.426,0.0,27.544,14.077,0.0,10.426,0.0,14.077,14.077,29.954
INST0280_N25_W10_D017,28.769,41.092,120.757,28.769,70.903,41.092,0.0,23.199,70.903,35.196,41.092,50.611,29.954,41.092,75.918,14.239,28.769,29.954,23.199,35.196,23.199,70.903,28.769,14.239,29.954,50.611,70.903,0.0,14.239,14.239,41.092,23.199,14.239,0.0,75.918,29.954,0.0,23.199,29.954,70.903,75.918,35.196,29.954,23.199,41.092,29.954,35.196,29.954,41.092,41.092,0.0
INST0280_N25_W10_P018,11.735,30.344,130.825,11.735,77.525,30.344,23.199,0.0,77.525,37.477,30.344,58.923,27.544,30.344,64.172,16.399,11.735,27.544,0.0,37.477,0.0,77.525,11.735,16.399,27.544,58.923,77.525,23.199,16.399,16.399,30.344,0.0,16.399,23.199,64.172,27.544,23.199,0.0,27.544,77.525,64.172,37.477,27.544,0.0,30.344,27.544,37.477,27.544,30.344,30.344,23.199
INST0280_N25_W10_D018,19.054,14.077,104.062,19.054,50.28,14.077,29.954,27.544,50.28,10.426,14.077,32.833,0.0,14.077,46.592,16.791,19.054,0.0,27.544,10.426,27.544,50.28,19.054,16.791,0.0,32.833,50.28,29.954,16.791,16.791,14.077,27.544,16.791,29.954,46.592,0.0,29.954,27.544,0.0,50.28,46.592,10.426,0.0,27.544,14.077,0.0,10.426,0.0,14.077,14.077,29.954
INST0280_N25_W10_P019,69.129,55.217,54.132,69.129,0.0,55.217,70.903,77.525,0.0,40.063,55.217,20.342,50.28,55.217,57.646,63.444,69.129,50.28,77.525,40.063,77.525,0.0,69.129,63.444,50.28,20.342,0.0,70.903,63.444,63.444,55.217,77.525,63.444,70.903,57.646,50.28,70.903,77.525,50.28,0.0,57.646,40.063,50.28,77.525,55.217,50.28,40.063,50.28,55.217,55.217,70.903
INST0280_N25_W10_D019,52.507,35.155,104.634,52.507,57.646,35.155,75.918,64.172,57.646,46.518,35.155,55.918,46.592,35.155,0.0,61.821,52.507,46.592,64.172,46.518,64.172,57.646,52.507,61.821,46.592,55.918,57.646,75.918,61.821,61.821,35.155,64.172,61.821,75.918,0.0,46.592,75.918,64.172,46.592,57.646,0.0,46.518,46.592,64.172,35.155,46.592,46.518,46.592,35.155,35.155,75.918
INST0280_N25_W10_P020,29.48,20.581,93.687,29.48,40.063,20.581,35.196,37.477,40.063,0.0,20.581,22.455,10.426,20.581,46.518,24.4,29.48,10.426,37.477,0.0,37.477,40.063,29.48,24.4,10.426,22.455,40.063,35.196,24.4,24.4,20.581,37.477,24.4,35.196,46.518,10.426,35.196,37.477,10.426,40.063,46.518,0.0,10.426,37.477,20.581,10.426,0.0,10.426,20.581,20.581,35.196
INST0280_N25_W10_D020,19.054,14.077,104.062,19.054,50.28,14.077,29.954,27.544,50.28,10.426,14.077,32.833,0.0,14.077,46.592,16.791,19.054,0.0,27.544,10.426,27.544,50.28,19.054,16.791,0.0,32.833,50.28,29.954,16.791,16.791,14.077,27.544,16.791,29.954,46.592,0.0,29.954,27.544,0.0,50.28,46.592,10.426,0.0,27.544,14.077,0.0,10.426,0.0,14.077,14.077,29.954
INST0280_N25_W10_P021,11.735,30.344,130.825,11.735,77.525,30.344,23.199,0.0,77.525,37.477,30.344,58.923,27.544,30.344,64.172,16.399,11.735,27.544,0.0,37.477,0.0,77.525,11.735,16.399,27.544,58.923,77.525,23.199,16.399,16.399,30.344,0.0,16.399,23.199,64.172,27.544,23.199,0.0,27.544,77.525,64.172,37.477,27.544,0.0,30.344,27.544,37.477,27.544,30.344,30.344,23.199
INST0280_N25_W10_D021,18.744,0.0,109.245,18.744,55.217,0.0,41.092,30.344,55.217,20.581,0.0,41.349,14.077,0.0,35.155,26.872,18.744,14.077,30.344,20.581,30.344,55.217,18.744,26.872,14.077,41.349,55.217,41.092,26.872,26.872,0.0,30.344,26.872,41.092,35.155,14.077,41.092,30.344,14.077,55.217,35.155,20.581,14.077,30.344,0.0,14.077,20.581,14.077,0.0,0.0,41.092
INST0280_N25_W10_P022,19.054,14.077,104.062,19.054,50.28,14.077,29.954,27.544,50.28,10.426,14.077,32.833,0.0,14.077,46.592,16.791,19.054,0.0,27.544,10.426,27.544,50.28,19.054,16.791,0.0,32.833,50.28,29.954,16.791,16.791,14.077,27.544,16.791,29.954,46.592,0.0,29.954,27.544,0.0,50.28,46.592,10.426,0.0,27.544,14.077,0.0,10.426,0.0,14.077,14.077,29.954
INST0280_N25_W10_D022,29.48,20.581,93.687,29.48,40.063,20.581,35.196,37.477,40.063,0.0,20.581,22.455,10.426,20.581,46.518,24.4,29.48,10.426,37.477,0.0,37.477,40.063,29.48,24.4,10.426,22.455,40.063,35.196,24.4,24.4,20.581,37.477,24.4,35.196,46.518,10.426,35.196,37.477,10.426,40.063,46.518,0.0,10.426,37.477,20.581,10.426,0.0,10.426,20.581,20.581,35.196
INST0280_N25_W10_P023,19.054,14.077,104.062,19.054,50.28,14.077,29.954,27.544,50.28,10.426,14.077,32.833,0.0,14.077,46.592,16.791,19.054,0.0,27.544,10.426,27.544,50.28,19.054,16.791,0.0,32.833,50.28,29.954,16.791,16.791,14.077,27.544,16.791,29.954,46.592,0.0,29.954,27.544,0.0,50.28,46.592,10.426,0.0,27.544,14.077,0.0,10.426,0.0,14.077,14.077,29.954
INST0280_N25_W10_D023,18.744,0.0,109.245,18.744,55.217,0.0,41.092,30.344,55.217,20.581,0.0,41.349,14.077,0.0,35.155,26.872,18.744,14.077,30.344,20.581,30.344,55.217,18.744,26.872,14.077,41.349,55.217,41.092,26.872,26.872,0.0,30.344,26.872,41.092,35.155,14.077,41.092,30.344,14.077,55.217,35.155,20.581,14.077,30.344,0.0,14.077,20.581,14.077,0.0,0.0,41.092
INST0280_N25_W10_P024,18.744,0.0,109.245,18.744,55.217,0.0,41.092,30.344,55.217,20.581,0.0,41.349,14.077,0.0,35.155,26.872,18.744,14.077,30.344,20.581,30.344,55.217,18.744,26.872,14.077,41.349,55.217,41.092,26.872,26.872,0.0,30.344,26.872,41.092,35.155,14.077,41.092,30.344,14.077,55.217,35.155,20.581,14.077,30.344,0.0,14.077,20.581,14.077,0.0,0.0,41.092
INST0280_N25_W10_D024,28.769,41.092,120.757,28.769,70.903,41.092,0.0,23.199,70.903,35.196,41.092,50.611,29.954,41.092,75.918,14.239,28.769,29.954,23.199,35.196,23.199,70.903,28.769,14.239,29.954,50.611,70.903,0.0,14.239,14.239,41.092,23.199,14.239,0.0,75.918,29.954,0.0,23.199,29.954,70.903,75.918,35.196,29.954,23.199,41.092,29.954,35.196,29.954,41.092,41.092,0.0
