,depot,INST0297_N25_N27_P000,INST0297_N25_N27_D000,INST0297_N25_N27_P001,INST0297_N25_N27_D001,INST0297_N25_N27_P002,INST0297_N25_N27_D002,INST0297_N25_N27_P003,INST0297_N25_N27_D003,INST0297_N25_N27_P004,INST0297_N25_N27_D004,INST0297_N25_N27_P005,INST0297_N25_N27_D005,INST0297_N25_N27_P006,INST0297_N25_N27_D006,INST0297_N25_N27_P007,INST0297_N25_N27_D007,INST0297_N25_N27_P008,INST0297_N25_N27_D008,INST0297_N25_N27_P009,INST0297_N25_N27_D009,INST0297_N25_N27_P010,INST0297_N25_N27_D010,INST0297_N25_N27_P011,INST0297_N25_N27_D011,INST0297_N25_N27_P012,INST0297_N25_N27_D012,INST0297_N25_N27_P013,INST0297_N25_N27_D013,INST0297_N25_N27_P014,INST0297_N25_N27_D014,INST0297_N25_N27_P015,INST0297_N25_N27_D015,INST0297_N25_N27_P016,INST0297_N25_N27_D016,INST0297_N25_N27_P017,INST0297_N25_N27_D017,INST0297_N25_N27_P018,INST0297_N25_N27_D018,INST0297_N25_N27_P019,INST0297_N25_N27_D019,INST0297_N25_N27_P020,INST0297_N25_N27_D020,INST0297_N25_N27_P021,INST0297_N25_N27_D021,INST0297_N25_N27_P022,INST0297_N25_N27_D022,INST0297_N25_N27_P023,INST0297_N25_N27_D023,INST0297_N25_N27_P024,INST0297_N25_N27_D024
INST0297_N25_N27_D004,160.581,178.773,153.452,203.198,155.714,122.582,155.714,178.677,122.582,122.582,0.0,153.452,122.582,203.198,309.6,122.582,155.714,178.773,155.714,155.714,125.74,178.677,203.198,177.15,178.773,153.452,203.198,155.714,122.582,178.773,164.529,160.581,229.986,160.581,178.773,153.452,272.117,178.773,309.6,122.582,178.677,178.677,229.986,153.452,125.74,178.677,309.6,153.452,229.986,178.677,229.986
INST0297_N25_N27_P005,43.511,25.326,0.0,99.392,21.127,35.041,21.127,28.595,35.041,35.041,153.452,0.0,35.041,99.392,162.63,35.041,21.127,25.326,21.127,21.127,139.347,28.595,99.392,28.727,25.326,0.0,99.392,21.127,35.041,25.326,24.088,43.511,79.42,43.511,25.326,0.0,122.983,25.326,162.63,35.041,28.595,28.595,79.42,0.0,139.347,28.595,162.63,0.0,79.42,28.595,79.42
INST0297_N25_N27_D005,43.657,58.839,35.041,99.467,33.197,0.0,33.197,56.4,0.0,0.0,122.582,35.041,0.0,99.467,187.802,0.0,33.197,58.839,33.197,33.197,134.941,56.4,99.467,54.669,58.839,35.041,99.467,33.197,0.0,58.839,41.993,43.657,114.332,43.657,58.839,35.041,149.69,58.839,187.802,0.0,56.4,56.4,114.332,35.041,134.941,56.4,187.802,35.041,114.332,56.4,114.332
INST0297_N25_N27_P006,57.966,95.498,99.392,0.0,78.919,99.467,78.919,81.517,99.467,99.467,203.198,99.392,99.467,0.0,127.812,99.467,78.919,95.498,78.919,78.919,233.468,81.517,0.0,78.656,95.498,99.392,0.0,78.919,99.467,95.498,75.654,57.966,131.605,57.966,95.498,99.392,104.211,95.498,127.812,99.467,81.517,81.517,131.605,99.392,233.468,81.517,127.812,99.392,131.605,81.517,131.605
INST0297_N25_N27_D006,149.729,139.481,162.63,127.812,154.717,187.802,154.717,134.313,187.802,187.802,309.6,162.63,187.802,127.812,0.0,187.802,154.717,139.481,154.717,154.717,293.481,134.313,127.812,134.948,139.481,162.63,127.812,154.717,187.802,139.481,146.035,149.729,116.851,149.729,139.481,162.63,40.266,139.481,0.0,187.802,134.313,134.313,116.851,162.63,293.481,134.313,0.0,162.63,116.851,134.313,116.851
INST0297_N25_N27_P007,43.657,58.839,35.041,99.467,33.197,0.0,33.197,56.4,0.0,0.0,122.582,35.041,0.0,99.467,187.802,0.0,33.197,58.839,33.197,33.197,134.941,56.4,99.467,54.669,58.839,35.041,99.467,33.197,0.0,58.839,41.993,43.657,114.332,43.657,58.839,35.041,149.69,58.839,187.802,0.0,56.4,56.4,114.332,35.041,134.941,56.4,187.802,35.041,114.332,56.4,114.332
INST0297_N25_N27_D007,22.387,31.992,21.127,78.919,0.0,33.197,0.0,24.705,33.197,33.197,155.714,21.127,33.197,78.919,154.717,33.197,0.0,31.992,0.0,0.0,156.702,24.705,78.919,22.322,31.992,21.127,78.919,0.0,33.197,31.992,8.817,22.387,87.893,22.387,31.992,21.127,116.493,31.992,154.717,33.197,24.705,24.705,87.893,21.127,156.702,24.705,154.717,21.127,87.893,24.705,87.893
INST0297_N25_N27_P008,49.306,0.0,25.326,95.498,31.992,58.839,31.992,14.003,58.839,58.839,178.773,25.326,58.839,95.498,139.481,58.839,31.992,0.0,31.992,31.992,157.017,14.003,95.498,17.072,0.0,25.326,95.498,31.992,58.839,0.0,26.694,49.306,56.35,49.306,0.0,25.326,99.415,0.0,139.481,58.839,14.003,14.003,56.35,25.326,157.017,14.003,139.481,25.326,56.35,14.003,56.35
INST0297_N25_N27_D008,22.387,31.992,21.127,78.919,0.0,33.197,0.0,24.705,33.197,33.197,155.714,21.127,33.197,78.919,154.717,33.197,0.0,31.992,0.0,0.0,156.702,24.705,78.919,22.322,31.992,21.127,78.919,0.0,33.197,31.992,8.817,22.387,87.893,22.387,31.992,21.127,116.493,31.992,154.717,33.197,24.705,24.705,87.893,21.127,156.702,24.705,154.717,21.127,87.893,24.705,87.893
INST0297_N25_N27_P009,22.387,31.992,21.127,78.919,0.0,33.197,0.0,24.705,33.197,33.197,155.714,21.127,33.197,78.919,154.717,33.197,0.0,31.992,0.0,0.0,156.702,24.705,78.919,22.322,31.992,21.127,78.919,0.0,33.197,31.992,8.817,22.387,87.893,22.387,31.992,21.127,116.493,31.992,154.717,33.197,24.705,24.705,87.893,21.127,156.702,24.705,154.717,21.127,87.893,24.705,87.893
INST0297_N25_N27_D009,175.714,157.017,139.347,233.468,156.702,134.941,156.702,166.496,134.941,134.941,125.74,139.347,134.941,233.468,293.481,134.941,156.702,157.017,156.702,156.702,0.0,166.496,233.468,167.44,157.017,139.347,233.468,156.702,134.941,157.017,162.641,175.714,182.822,175.714,157.017,139.347,253.32,157.017,293.481,134.941,166.496,166.496,182.822,139.347,0.0,166.496,293.481,139.347,182.822,166.496,182.822
INST0297_N25_N27_P010,37.312,14.003,28.595,81.517,24.705,56.4,24.705,0.0,56.4,56.4,178.677,28.595,56.4,81.517,134.313,56.4,24.705,14.003,24.705,24.705,166.496,0.0,81.517,3.413,14.003,28.595,81.517,24.705,56.4,14.003,16.848,37.312,64.653,37.312,14.003,28.595,94.965,14.003,134.313,56.4,0.0,0.0,64.653,28.595,166.496,0.0,134.313,28.595,64.653,0.0,64.653
INST0297_N25_N27_D010,57.966,95.498,99.392,0.0,78.919,99.467,78.919,81.517,99.467,99.467,203.198,99.392,99.467,0.0,127.812,99.467,78.919,95.498,78.919,78.919,233.468,81.517,0.0,78.656,95.498,99.392,0.0,78.919,99.467,95.498,75.654,57.966,131.605,57.966,95.498,99.392,104.211,95.498,127.812,99.467,81.517,81.517,131.605,99.392,233.468,81.517,127.812,99.392,131.605,81.517,131.605
INST0297_N25_N27_P011,33.929,17.072,28.727,78.656,22.322,54.669,22.322,3.413,54.669,54.669,177.15,28.727,54.669,78.656,134.948,54.669,22.322,17.072,22.322,22.322,167.44,3.413,78.656,0.0,17.072,28.727,78.656,22.322,54.669,17.072,14.053,33.929,67.88,33.929,17.072,28.727,95.867,17.072,134.948,54.669,3.413,3.413,67.88,28.727,167.44,3.413,134.948,28.727,67.88,3.413,67.88
INST0297_N25_N27_D011,49.306,0.0,25.326,95.498,31.992,58.839,31.992,14.003,58.839,58.839,178.773,25.326,58.839,95.498,139.481,58.839,31.992,0.0,31.992,31.992,157.017,14.003,95.498,17.072,0.0,25.326,95.498,31.992,58.839,0.0,26.694,49.306,56.35,49.306,0.0,25.326,99.415,0.0,139.481,58.839,14.003,14.003,56.35,25.326,157.017,14.003,139.481,25.326,56.35,14.003,56.35
INST0297_N25_N27_P012,43.511,25.326,0.0,99.392,21.127,35.041,21.127,28.595,35.041,35.041,153.452,0.0,35.041,99.392,162.63,35.041,21.127,25.326,21.127,21.127,139.347,28.595,99.392,28.727,25.326,0.0,99.392,21.127,35.041,25.326,24.088,43.511,79.42,43.511,25.326,0.0,122.983,25.326,162.63,35.041,28.595,28.595,79.42,0.0,139.347,28.595,162.63,0.0,79.42,28.595,79.42
INST0297_N25_N27_D012,57.966,95.498,99.392,0.0,78.919,99.467,78.919,81.517,99.467,99.467,203.198,99.392,99.467,0.0,127.812,99.467,78.919,95.498,78.919,78.919,233.468,81.517,0.0,78.656,95.498,99.392,0.0,78.919,99.467,95.498,75.654,57.966,131.605,57.966,95.498,99.392,104.211,95.498,127.812,99.467,81.517,81.517,131.605,99.392,233.468,81.517,127.812,99.392,131.605,81.517,131.605
INST0297_N25_N27_P013,22.387,31.992,21.127,78.919,0.0,33.197,0.0,24.705,33.197,33.197,155.714,21.127,33.197,78.919,154.717,33.197,0.0,31.992,0.0,0.0,156.702,24.705,78.919,22.322,31.992,21.127,78.919,0.0,33.197,31.992,8.817,22.387,87.893,22.387,31.992,21.127,116.493,31.992,154.717,33.197,24.705,24.705,87.893,21.127,156.702,24.705,154.717,21.127,87.893,24.705,87.893
INST0297_N25_N27_D013,43.657,58.839,35.041,99.467,33.197,0.0,33.197,56.4,0.0,0.0,122.582,35.041,0.0,99.467,187.802,0.0,33.197,58.839,33.197,33.197,134.941,56.4,99.467,54.669,58.839,35.041,99.467,33.197,0.0,58.839,41.993,43.657,114.332,43.657,58.839,35.041,149.69,58.839,187.802,0.0,56.4,56.4,114.332,35.041,134.941,56.4,187.802,35.041,114.332,56.4,114.332
INST0297_N25_N27_P014,49.306,0.0,25.326,95.498,31.992,58.839,31.992,14.003,58.839,58.839,178.773,25.326,58.839,95.498,139.481,58.839,31.992,0.0,31.992,31.992,157.017,14.003,95.498,17.072,0.0,25.326,95.498,31.992,58.839,0.0,26.694,49.306,56.35,49.306,0.0,25.326,99.415,0.0,139.481,58.839,14.003,14.003,56.35,25.326,157.017,14.003,139.481,25.326,56.35,14.003,56.35
INST0297_N25_N27_D014,23.01,26.694,24.088,75.654,8.817,41.993,8.817,16.848,41.993,41.993,164.529,24.088,41.993,75.654,146.035,41.993,8.817,26.694,8.817,8.817,162.641,16.848,75.654,14.053,26.694,24.088,75.654,8.817,41.993,26.694,0.0,23.01,81.208,23.01,26.694,24.088,107.703,26.694,146.035,41.993,16.848,16.848,81.208,24.088,162.641,16.848,146.035,24.088,81.208,16.848,81.208
INST0297_N25_N27_P015,0.0,49.306,43.511,57.966,22.387,43.657,22.387,37.312,43.657,43.657,160.581,43.511,43.657,57.966,149.729,43.657,22.387,49.306,22.387,22.387,175.714,37.312,57.966,33.929,49.306,43.511,57.966,22.387,43.657,49.306,23.01,0.0,101.428,0.0,49.306,43.511,114.14,49.306,149.729,43.657,37.312,37.312,101.428,43.511,175.714,37.312,149.729,43.511,101.428,37.312,101.428
INST0297_N25_N27_D015,101.428,56.35,79.42,131.605,87.893,114.332,87.893,64.653,114.332,114.332,229.986,79.42,114.332,131.605,116.851,114.332,87.893,56.35,87.893,87.893,182.822,64.653,131.605,67.88,56.35,79.42,131.605,87.893,114.332,56.35,81.208,101.428,0.0,101.428,56.35,79.42,79.694,56.35,116.851,114.332,64.653,64.653,0.0,79.42,182.822,64.653,116.851,79.42,0.0,64.653,0.0
INST0297_N25_N27_P016,0.0,49.306,43.511,57.966,22.387,43.657,22.387,37.312,43.657,43.657,160.581,43.511,43.657,57.966,149.729,43.657,22.387,49.306,22.387,22.387,175.714,37.312,57.966,33.929,49.306,43.511,57.966,22.387,43.657,49.306,23.01,0.0,101.428,0.0,49.306,43.511,114.14,49.306,149.729,43.657,37.312,37.312,101.428,43.511,175.714,37.312,149.729,43.511,101.428,37.312,101.428
INST0297_N25_N27_D016,49.306,0.0,25.326,95.498,31.992,58.839,31.992,14.003,58.839,58.839,178.773,25.326,58.839,95.498,139.481,58.839,31.992,0.0,31.992,31.992,157.017,14.003,95.498,17.072,0.0,25.326,95.498,31.992,58.839,0.0,26.694,49.306,56.35,49.306,0.0,25.326,99.415,0.0,139.481,58.839,14.003,14.003,56.35,25.326,157.017,14.003,139.481,25.326,56.35,14.003,56.35
INST0297_N25_N27_P017,43.511,25.326,0.0,99.392,21.127,35.041,21.127,28.595,35.041,35.041,153.452,0.0,35.041,99.392,162.63,35.041,21.127,25.326,21.127,21.127,139.347,28.595,99.392,28.727,25.326,0.0,99.392,21.127,35.041,25.326,24.088,43.511,79.42,43.511,25.326,0.0,122.983,25.326,162.63,35.041,28.595,28.595,79.42,0.0,139.347,28.595,162.63,0.0,79.42,28.595,79.42
INST0297_N25_N27_D017,114.14,99.415,122.983,104.211,116.493,149.69,116.493,94.965,149.69,149.69,272.117,122.983,149.69,104.211,40.266,149.69,116.493,99.415,116.493,116.493,253.32,94.965,104.211,95.867,99.415,122.983,104.211,116.493,149.69,99.415,107.703,114.14,79.694,114.14,99.415,122.983,0.0,99.415,40.266,149.69,94.965,94.965,79.694,122.983,253.32,94.965,40.266,122.983,79.694,94.965,79.694
INST0297_N25_N27_P018,49.306,0.0,25.326,95.498,31.992,58.839,31.992,14.003,58.839,58.839,178.773,25.326,58.839,95.498,139.481,58.839,31.992,0.0,31.992,31.992,157.017,14.003,95.498,17.072,0.0,25.326,95.498,31.992,58.839,0.0,26.694,49.306,56.35,49.306,0.0,25.326,99.415,0.0,139.481,58.839,14.003,14.003,56.35,25.326,157.017,14.003,139.481,25.326,56.35,14.003,56.35
INST0297_N25_N27_D018,149.729,139.481,162.63,127.812,154.717,187.802,154.717,134.313,187.802,187.802,309.6,162.63,187.802,127.812,0.0,187.802,154.717,139.481,154.717,154.717,293.481,134.313,127.812,134.948,139.481,162.63,127.812,154.717,187.802,139.481,146.035,149.729,116.851,149.729,139.481,162.63,40.266,139.481,0.0,187.802,134.313,134.313,116.851,162.63,293.481,134.313,0.0,162.63,116.851,134.313,116.851
INST0297_N25_N27_P019,43.657,58.839,35.041,99.467,33.197,0.0,33.197,56.4,0.0,0.0,122.582,35.041,0.0,99.467,187.802,0.0,33.197,58.839,33.197,33.197,134.941,56.4,99.467,54.669,58.839,35.041,99.467,33.197,0.0,58.839,41.993,43.657,114.332,43.657,58.839,35.041,149.69,58.839,187.802,0.0,56.4,56.4,114.332,35.041,134.941,56.4,187.802,35.041,114.332,56.4,114.332
INST0297_N25_N27_D019,37.312,14.003,28.595,81.517,24.705,56.4,24.705,0.0,56.4,56.4,178.677,28.595,56.4,81.517,134.313,56.4,24.705,14.003,24.705,24.705,166.496,0.0,81.517,3.413,14.003,28.595,81.517,24.705,56.4,14.003,16.848,37.312,64.653,37.312,14.003,28.595,94.965,14.003,134.313,56.4,0.0,0.0,64.653,28.595,166.496,0.0,134.313,28.595,64.653,0.0,64.653
INST0297_N25_N27_P020,37.312,14.003,28.595,81.517,24.705,56.4,24.705,0.0,56.4,56.4,178.677,28.595,56.4,81.517,134.313,56.4,24.705,14.003,24.705,24.705,166.496,0.0,81.517,3.413,14.003,28.595,81.517,24.705,56.4,14.003,16.848,37.312,64.653,37.312,14.003,28.595,94.965,14.003,134.313,56.4,0.0,0.0,64.653,28.595,166.496,0.0,134.313,28.595,64.653,0.0,64.653
INST0297_N25_N27_D020,101.428,56.35,79.42,131.605,87.893,114.332,87.893,64.653,114.332,114.332,229.986,79.42,114.332,131.605,116.851,114.332,87.893,56.35,87.893,87.893,182.822,64.653,131.605,67.88,56.35,79.42,131.605,87.893,114.332,56.35,81.208,101.428,0.0,101.428,56.35,79.42,79.694,56.35,116.851,114.332,64.653,64.653,0.0,79.42,182.822,64.653,116.851,79.42,0.0,64.653,0.0
INST0297_N25_N27_P021,43.511,25.326,0.0,99.392,21.127,35.041,21.127,28.595,35.041,35.041,153.452,0.0,35.041,99.392,162.63,35.041,21.127,25.326,21.127,21.127,139.347,28.595,99.392,28.727,25.326,0.0,99.392,21.127,35.041,25.326,24.088,43.511,79.42,43.511,25.326,0.0,122.983,25.326,162.63,35.041,28.595,28.595,79.42,0.0,139.347,28.595,162.63,0.0,79.42,28.595,79.42
INST0297_N25_N27_D021,175.714,157.017,139.347,233.468,156.702,134.941,156.702,166.496,134.941,134.941,125.74,139.347,134.941,233.468,293.481,134.941,156.702,157.017,156.702,156.702,0.0,166.496,233.468,167.44,157.017,139.347,233.468,156.702,134.941,157.017,162.641,175.714,182.822,175.714,157.017,139.347,253.32,157.017,293.481,134.941,166.496,166.496,182.822,139.347,0.0,166.496,293.481,139.347,182.822,166.496,182.822
INST0297_N25_N27_P022,37.312,14.003,28.595,81.517,24.705,56.4,24.705,0.0,56.4,56.4,178.677,28.595,56.4,81.517,134.313,56.4,24.705,14.003,24.705,24.705,166.496,0.0,81.517,3.413,14.003,28.595,81.517,24.705,56.4,14.003,16.848,37.312,64.653,37.312,14.003,28.595,94.965,14.003,134.313,56.4,0.0,0.0,64.653,28.595,166.496,0.0,134.313,28.595,64.653,0.0,64.653
INST0297_N25_N27_D022,149.729,139.481,162.63,127.812,154.717,187.802,154.717,134.313,187.802,187.802,309.6,162.63,187.802,127.812,0.0,187.802,154.717,139.481,154.717,154.717,293.481,134.313,127.812,134.948,139.481,162.63,127.812,154.717,187.802,139.481,146.035,149.729,116.851,149.729,139.481,162.63,40.266,139.481,0.0,187.802,134.313,134.313,116.851,162.63,293.481,134.313,0.0,162.63,116.851,134.313,116.851
INST0297_N25_N27_P023,43.511,25.326,0.0,99.392,21.127,35.041,21.127,28.595,35.041,35.041,153.452,0.0,35.041,99.392,162.63,35.041,21.127,25.326,21.127,21.127,139.347,28.595,99.392,28.727,25.326,0.0,99.392,21.127,35.041,25.326,24.088,43.511,79.42,43.511,25.326,0.0,122.983,25.326,162.63,35.041,28.595,28.595,79.42,0.0,139.347,28.595,162.63,0.0,79.42,28.595,79.42
INST0297_N25_N27_D023,101.428,56.35,79.42,131.605,87.893,114.332,87.893,64.653,114.332,114.332,229.986,79.42,114.332,131.605,116.851,114.332,87.893,56.35,87.893,87.893,182.822,64.653,131.605,67.88,56.35,79.42,131.605,87.893,114.332,56.35,81.208,101.428,0.0,101.428,56.35,79.42,79.694,56.35,116.851,114.332,64.653,64.653,0.0,79.42,182.822,64.653,116.851,79.42,0.0,64.653,0.0
INST0297_N25_N27_P024,37.312,14.003,28.595,81.517,24.705,56.4,24.705,0.0,56.4,56.4,178.677,28.595,56.4,81.517,134.313,56.4,24.705,14.003,24.705,24.705,166.496,0.0,81.517,3.413,14.003,28.595,81.517,24.705,56.4,14.003,16.848,37.312,64.653,37.312,14.003,28.595,94.965,14.003,134.313,56.4,0.0,0.0,64.653,28.595,166.496,0.0,134.313,28.595,64.653,0.0,64.653
INST0297_N25_N27_D024,101.428,56.35,79.42,131.605,87.893,114.332,87.893,64.653,114.332,114.332,229.986,79.42,114.332,131.605,116.851,114.332,87.893,56.35,87.893,87.893,182.822,64.653,131.605,67.88,56.35,79.42,131.605,87.893,114.332,56.35,81.208,101.428,0.0,101.428,56.35,79.42,79.694,56.35,116.851,114.332,64.653,64.653,0.0,79.42,182.822,64.653,116.851,79.42,0.0,64.653,0.0
