,depot,INST0257_N22_S17_P000,INST0257_N22_S17_D000,INST0257_N22_S17_P001,INST0257_N22_S17_D001,INST0257_N22_S17_P002,INST0257_N22_S17_D002,INST0257_N22_S17_P003,INST0257_N22_S17_D003,INST0257_N22_S17_P004,INST0257_N22_S17_D004,INST0257_N22_S17_P005,INST0257_N22_S17_D005,INST0257_N22_S17_P006,INST0257_N22_S17_D006,INST0257_N22_S17_P007,INST0257_N22_S17_D007,INST0257_N22_S17_P008,INST0257_N22_S17_D008,INST0257_N22_S17_P009,INST0257_N22_S17_D009,INST0257_N22_S17_P010,INST0257_N22_S17_D010,INST0257_N22_S17_P011,INST0257_N22_S17_D011,INST0257_N22_S17_P012,INST0257_N22_S17_D012,INST0257_N22_S17_P013,INST0257_N22_S17_D013,INST0257_N22_S17_P014,INST0257_N22_S17_D014,INST0257_N22_S17_P015,INST0257_N22_S17_D015,INST0257_N22_S17_P016,INST0257_N22_S17_D016,INST0257_N22_S17_P017,INST0257_N22_S17_D017,INST0257_N22_S17_P018,INST0257_N22_S17_D018,INST0257_N22_S17_P019,INST0257_N22_S17_D019,INST0257_N22_S17_P020,INST0257_N22_S17_D020,INST0257_N22_S17_P021,INST0257_N22_S17_D021
INST0257_N22_S17_D015,19.629,50.526,55.179,36.46,50.526,50.526,68.319,36.46,19.629,10.881,50.526,61.394,36.46,21.478,36.46,0.0,61.394,55.179,5.477,50.526,55.179,21.478,19.629,5.477,36.46,5.477,61.394,50.526,10.881,5.477,19.629,55.179,0.0,10.881,19.629,10.881,21.478,19.629,5.477,50.526,68.319,36.46,50.526,36.46,19.629
INST0257_N22_S17_P016,25.439,43.838,65.452,44.339,43.838,43.838,58.699,44.339,25.439,0.0,43.838,54.565,44.339,32.298,44.339,10.881,54.565,65.452,7.008,43.838,65.452,32.298,25.439,7.008,44.339,7.008,54.565,43.838,0.0,7.008,25.439,65.452,10.881,0.0,25.439,0.0,32.298,25.439,7.008,43.838,58.699,44.339,43.838,44.339,25.439
INST0257_N22_S17_D016,0.0,45.002,59.019,19.488,45.002,45.002,83.416,19.488,0.0,25.439,45.002,55.171,19.488,21.517,19.488,19.629,55.171,59.019,24.239,45.002,59.019,21.517,0.0,24.239,19.488,24.239,55.171,45.002,25.439,24.239,0.0,59.019,19.629,25.439,0.0,25.439,21.517,0.0,24.239,45.002,83.416,19.488,45.002,19.488,0.0
INST0257_N22_S17_P017,25.439,43.838,65.452,44.339,43.838,43.838,58.699,44.339,25.439,0.0,43.838,54.565,44.339,32.298,44.339,10.881,54.565,65.452,7.008,43.838,65.452,32.298,25.439,7.008,44.339,7.008,54.565,43.838,0.0,7.008,25.439,65.452,10.881,0.0,25.439,0.0,32.298,25.439,7.008,43.838,58.699,44.339,43.838,44.339,25.439
INST0257_N22_S17_D017,21.517,65.388,37.715,24.954,65.388,65.388,88.975,24.954,21.517,32.298,65.388,75.908,24.954,0.0,24.954,21.478,75.908,37.715,26.505,65.388,37.715,0.0,21.517,26.505,24.954,26.505,75.908,65.388,32.298,26.505,21.517,37.715,21.478,32.298,21.517,32.298,0.0,21.517,26.505,65.388,88.975,24.954,65.388,24.954,21.517
INST0257_N22_S17_P018,0.0,45.002,59.019,19.488,45.002,45.002,83.416,19.488,0.0,25.439,45.002,55.171,19.488,21.517,19.488,19.629,55.171,59.019,24.239,45.002,59.019,21.517,0.0,24.239,19.488,24.239,55.171,45.002,25.439,24.239,0.0,59.019,19.629,25.439,0.0,25.439,21.517,0.0,24.239,45.002,83.416,19.488,45.002,19.488,0.0
INST0257_N22_S17_D018,24.239,49.927,58.521,41.761,49.927,49.927,62.898,41.761,24.239,7.008,49.927,60.745,41.761,26.505,41.761,5.477,60.745,58.521,0.0,49.927,58.521,26.505,24.239,0.0,41.761,0.0,60.745,49.927,7.008,0.0,24.239,58.521,5.477,7.008,24.239,7.008,26.505,24.239,0.0,49.927,62.898,41.761,49.927,41.761,24.239
INST0257_N22_S17_P019,45.002,0.0,103.002,59.003,0.0,0.0,71.865,59.003,45.002,43.838,0.0,10.867,59.003,65.388,59.003,50.526,10.867,103.002,49.927,0.0,103.002,65.388,45.002,49.927,59.003,49.927,10.867,0.0,43.838,49.927,45.002,103.002,50.526,43.838,45.002,43.838,65.388,45.002,49.927,0.0,71.865,59.003,0.0,59.003,45.002
INST0257_N22_S17_D019,83.416,71.865,113.511,102.776,71.865,71.865,0.0,102.776,83.416,58.699,71.865,77.092,102.776,88.975,102.776,68.319,77.092,113.511,62.898,71.865,113.511,88.975,83.416,62.898,102.776,62.898,77.092,71.865,58.699,62.898,83.416,113.511,68.319,58.699,83.416,58.699,88.975,83.416,62.898,71.865,0.0,102.776,71.865,102.776,83.416
INST0257_N22_S17_P020,19.488,59.003,54.903,0.0,59.003,59.003,102.776,0.0,19.488,44.339,59.003,67.889,0.0,24.954,0.0,36.46,67.889,54.903,41.761,59.003,54.903,24.954,19.488,41.761,0.0,41.761,67.889,59.003,44.339,41.761,19.488,54.903,36.46,44.339,19.488,44.339,24.954,19.488,41.761,59.003,102.776,0.0,59.003,0.0,19.488
INST0257_N22_S17_D020,45.002,0.0,103.002,59.003,0.0,0.0,71.865,59.003,45.002,43.838,0.0,10.867,59.003,65.388,59.003,50.526,10.867,103.002,49.927,0.0,103.002,65.388,45.002,49.927,59.003,49.927,10.867,0.0,43.838,49.927,45.002,103.002,50.526,43.838,45.002,43.838,65.388,45.002,49.927,0.0,71.865,59.003,0.0,59.003,45.002
INST0257_N22_S17_P021,19.488,59.003,54.903,0.0,59.003,59.003,102.776,0.0,19.488,44.339,59.003,67.889,0.0,24.954,0.0,36.46,67.889,54.903,41.761,59.003,54.903,24.954,19.488,41.761,0.0,41.761,67.889,59.003,44.339,41.761,19.488,54.903,36.46,44.339,19.488,44.339,24.954,19.488,41.761,59.003,102.776,0.0,59.003,0.0,19.488
INST0257_N22_S17_D021,0.0,45.002,59.019,19.488,45.002,45.002,83.416,19.488,0.0,25.439,45.002,55.171,19.488,21.517,19.488,19.629,55.171,59.019,24.239,45.002,59.019,21.517,0.0,24.239,19.488,24.239,55.171,45.002,25.439,24.239,0.0,59.019,19.629,25.439,0.0,25.439,21.517,0.0,24.239,45.002,83.416,19.488,45.002,19.488,0.0
