,depot,INST0253_N22_W13_P000,INST0253_N22_W13_D000,INST0253_N22_W13_P001,INST0253_N22_W13_D001,INST0253_N22_W13_P002,INST0253_N22_W13_D002,INST0253_N22_W13_P003,INST0253_N22_W13_D003,INST0253_N22_W13_P004,INST0253_N22_W13_D004,INST0253_N22_W13_P005,INST0253_N22_W13_D005,INST0253_N22_W13_P006,INST0253_N22_W13_D006,INST0253_N22_W13_P007,INST0253_N22_W13_D007,INST0253_N22_W13_P008,INST0253_N22_W13_D008,INST0253_N22_W13_P009,INST0253_N22_W13_D009,INST0253_N22_W13_P010,INST0253_N22_W13_D010,INST0253_N22_W13_P011,INST0253_N22_W13_D011,INST0253_N22_W13_P012,INST0253_N22_W13_D012,INST0253_N22_W13_P013,INST0253_N22_W13_D013,INST0253_N22_W13_P014,INST0253_N22_W13_D014,INST0253_N22_W13_P015,INST0253_N22_W13_D015,INST0253_N22_W13_P016,INST0253_N22_W13_D016,INST0253_N22_W13_P017,INST0253_N22_W13_D017,INST0253_N22_W13_P018,INST0253_N22_W13_D018,INST0253_N22_W13_P019,INST0253_N22_W13_D019,INST0253_N22_W13_P020,INST0253_N22_W13_D020,INST0253_N22_W13_P021,INST0253_N22_W13_D021
INST0253_N22_W13_D004,96.036,55.217,14.077,96.036,30.344,96.036,41.092,96.036,18.744,41.349,0.0,41.349,96.036,109.245,35.155,109.245,20.581,109.245,55.217,55.217,26.872,96.036,18.744,20.581,55.217,96.036,41.349,20.581,26.872,96.036,55.217,20.581,41.092,96.036,41.092,20.581,18.744,96.036,18.744,41.349,26.872,20.581,109.245,20.581,109.245
INST0253_N22_W13_P005,57.687,20.342,32.833,57.687,58.923,57.687,50.611,57.687,51.842,0.0,41.349,0.0,57.687,71.944,55.918,71.944,22.455,71.944,20.342,20.342,43.952,57.687,51.842,22.455,20.342,57.687,0.0,22.455,43.952,57.687,20.342,22.455,50.611,57.687,50.611,22.455,51.842,57.687,51.842,0.0,43.952,22.455,71.944,22.455,71.944
INST0253_N22_W13_D005,0.0,40.846,90.122,0.0,116.61,0.0,106.091,0.0,109.164,57.687,96.036,57.687,0.0,14.722,94.442,14.722,79.708,14.722,40.846,40.846,101.402,0.0,109.164,79.708,40.846,0.0,57.687,79.708,101.402,0.0,40.846,79.708,106.091,0.0,106.091,79.708,109.164,0.0,109.164,57.687,101.402,79.708,14.722,79.708,14.722
INST0253_N22_W13_P006,14.722,54.132,104.062,14.722,130.825,14.722,120.757,14.722,123.055,71.944,109.245,71.944,14.722,0.0,104.634,0.0,93.687,0.0,54.132,54.132,115.807,14.722,123.055,93.687,54.132,14.722,71.944,93.687,115.807,14.722,54.132,93.687,120.757,14.722,120.757,93.687,123.055,14.722,123.055,71.944,115.807,93.687,0.0,93.687,0.0
INST0253_N22_W13_D006,94.442,57.646,46.592,94.442,64.172,94.442,75.918,94.442,52.507,55.918,35.155,55.918,94.442,104.634,0.0,104.634,46.518,104.634,57.646,57.646,61.821,94.442,52.507,46.518,57.646,94.442,55.918,46.518,61.821,94.442,57.646,46.518,75.918,94.442,75.918,46.518,52.507,94.442,52.507,55.918,61.821,46.518,104.634,46.518,104.634
INST0253_N22_W13_P007,14.722,54.132,104.062,14.722,130.825,14.722,120.757,14.722,123.055,71.944,109.245,71.944,14.722,0.0,104.634,0.0,93.687,0.0,54.132,54.132,115.807,14.722,123.055,93.687,54.132,14.722,71.944,93.687,115.807,14.722,54.132,93.687,120.757,14.722,120.757,93.687,123.055,14.722,123.055,71.944,115.807,93.687,0.0,93.687,0.0
INST0253_N22_W13_D007,79.708,40.063,10.426,79.708,37.477,79.708,35.196,79.708,29.48,22.455,20.581,22.455,79.708,93.687,46.518,93.687,0.0,93.687,40.063,40.063,24.4,79.708,29.48,0.0,40.063,79.708,22.455,0.0,24.4,79.708,40.063,0.0,35.196,79.708,35.196,0.0,29.48,79.708,29.48,22.455,24.4,0.0,93.687,0.0,93.687
INST0253_N22_W13_P008,14.722,54.132,104.062,14.722,130.825,14.722,120.757,14.722,123.055,71.944,109.245,71.944,14.722,0.0,104.634,0.0,93.687,0.0,54.132,54.132,115.807,14.722,123.055,93.687,54.132,14.722,71.944,93.687,115.807,14.722,54.132,93.687,120.757,14.722,120.757,93.687,123.055,14.722,123.055,71.944,115.807,93.687,0.0,93.687,0.0
INST0253_N22_W13_D008,40.846,0.0,50.28,40.846,77.525,40.846,70.903,40.846,69.129,20.342,55.217,20.342,40.846,54.132,57.646,54.132,40.063,54.132,0.0,0.0,63.444,40.846,69.129,40.063,0.0,40.846,20.342,40.063,63.444,40.846,0.0,40.063,70.903,40.846,70.903,40.063,69.129,40.846,69.129,20.342,63.444,40.063,54.132,40.063,54.132
INST0253_N22_W13_P009,40.846,0.0,50.28,40.846,77.525,40.846,70.903,40.846,69.129,20.342,55.217,20.342,40.846,54.132,57.646,54.132,40.063,54.132,0.0,0.0,63.444,40.846,69.129,40.063,0.0,40.846,20.342,40.063,63.444,40.846,0.0,40.063,70.903,40.846,70.903,40.063,69.129,40.846,69.129,20.342,63.444,40.063,54.132,40.063,54.132
INST0253_N22_W13_D009,101.402,63.444,16.791,101.402,16.399,101.402,14.239,101.402,16.35,43.952,26.872,43.952,101.402,115.807,61.821,115.807,24.4,115.807,63.444,63.444,0.0,101.402,16.35,24.4,63.444,101.402,43.952,24.4,0.0,101.402,63.444,24.4,14.239,101.402,14.239,24.4,16.35,101.402,16.35,43.952,0.0,24.4,115.807,24.4,115.807
INST0253_N22_W13_P010,0.0,40.846,90.122,0.0,116.61,0.0,106.091,0.0,109.164,57.687,96.036,57.687,0.0,14.722,94.442,14.722,79.708,14.722,40.846,40.846,101.402,0.0,109.164,79.708,40.846,0.0,57.687,79.708,101.402,0.0,40.846,79.708,106.091,0.0,106.091,79.708,109.164,0.0,109.164,57.687,101.402,79.708,14.722,79.708,14.722
INST0253_N22_W13_D010,109.164,69.129,19.054,109.164,11.735,109.164,28.769,109.164,0.0,51.842,18.744,51.842,109.164,123.055,52.507,123.055,29.48,123.055,69.129,69.129,16.35,109.164,0.0,29.48,69.129,109.164,51.842,29.48,16.35,109.164,69.129,29.48,28.769,109.164,28.769,29.48,0.0,109.164,0.0,51.842,16.35,29.48,123.055,29.48,123.055
INST0253_N22_W13_P011,79.708,40.063,10.426,79.708,37.477,79.708,35.196,79.708,29.48,22.455,20.581,22.455,79.708,93.687,46.518,93.687,0.0,93.687,40.063,40.063,24.4,79.708,29.48,0.0,40.063,79.708,22.455,0.0,24.4,79.708,40.063,0.0,35.196,79.708,35.196,0.0,29.48,79.708,29.48,22.455,24.4,0.0,93.687,0.0,93.687
INST0253_N22_W13_D011,40.846,0.0,50.28,40.846,77.525,40.846,70.903,40.846,69.129,20.342,55.217,20.342,40.846,54.132,57.646,54.132,40.063,54.132,0.0,0.0,63.444,40.846,69.129,40.063,0.0,40.846,20.342,40.063,63.444,40.846,0.0,40.063,70.903,40.846,70.903,40.063,69.129,40.846,69.129,20.342,63.444,40.063,54.132,40.063,54.132
INST0253_N22_W13_P012,0.0,40.846,90.122,0.0,116.61,0.0,106.091,0.0,109.164,57.687,96.036,57.687,0.0,14.722,94.442,14.722,79.708,14.722,40.846,40.846,101.402,0.0,109.164,79.708,40.846,0.0,57.687,79.708,101.402,0.0,40.846,79.708,106.091,0.0,106.091,79.708,109.164,0.0,109.164,57.687,101.402,79.708,14.722,79.708,14.722
INST0253_N22_W13_D012,57.687,20.342,32.833,57.687,58.923,57.687,50.611,57.687,51.842,0.0,41.349,0.0,57.687,71.944,55.918,71.944,22.455,71.944,20.342,20.342,43.952,57.687,51.842,22.455,20.342,57.687,0.0,22.455,43.952,57.687,20.342,22.455,50.611,57.687,50.611,22.455,51.842,57.687,51.842,0.0,43.952,22.455,71.944,22.455,71.944
INST0253_N22_W13_P013,79.708,40.063,10.426,79.708,37.477,79.708,35.196,79.708,29.48,22.455,20.581,22.455,79.708,93.687,46.518,93.687,0.0,93.687,40.063,40.063,24.4,79.708,29.48,0.0,40.063,79.708,22.455,0.0,24.4,79.708,40.063,0.0,35.196,79.708,35.196,0.0,29.48,79.708,29.48,22.455,24.4,0.0,93.687,0.0,93.687
INST0253_N22_W13_D013,101.402,63.444,16.791,101.402,16.399,101.402,14.239,101.402,16.35,43.952,26.872,43.952,101.402,115.807,61.821,115.807,24.4,115.807,63.444,63.444,0.0,101.402,16.35,24.4,63.444,101.402,43.952,24.4,0.0,101.402,63.444,24.4,14.239,101.402,14.239,24.4,16.35,101.402,16.35,43.952,0.0,24.4,115.807,24.4,115.807
INST0253_N22_W13_P014,0.0,40.846,90.122,0.0,116.61,0.0,106.091,0.0,109.164,57.687,96.036,57.687,0.0,14.722,94.442,14.722,79.708,14.722,40.846,40.846,101.402,0.0,109.164,79.708,40.846,0.0,57.687,79.708,101.402,0.0,40.846,79.708,106.091,0.0,106.091,79.708,109.164,0.0,109.164,57.687,101.402,79.708,14.722,79.708,14.722
INST0253_N22_W13_D014,40.846,0.0,50.28,40.846,77.525,40.846,70.903,40.846,69.129,20.342,55.217,20.342,40.846,54.132,57.646,54.132,40.063,54.132,0.0,0.0,63.444,40.846,69.129,40.063,0.0,40.846,20.342,40.063,63.444,40.846,0.0,40.063,70.903,40.846,70.903,40.063,69.129,40.846,69.129,20.342,63.444,40.063,54.132,40.063,54.132
INST0253_N22_W13_P015,79.708,40.063,10.426,79.708,37.477,79.708,35.196,79.708,29.48,22.455,20.581,22.455,79.708,93.687,46.518,93.687,0.0,93.687,40.063,40.063,24.4,79.708,29.48,0.0,40.063,79.708,22.455,0.0,24.4,79.708,40.063,0.0,35.196,79.708,35.196,0.0,29.48,79.708,29.48,22.455,24.4,0.0,93.687,0.0,93.687
INST0253_N22_W13_D015,106.091,70.903,29.954,106.091,23.199,106.091,0.0,106.091,28.769,50.611,41.092,50.611,106.091,120.757,75.918,120.757,35.196,120.757,70.903,70.903,14.239,106.091,28.769,35.196,70.903,106.091,50.611,35.196,14.239,106.091,70.903,35.196,0.0,106.091,0.0,35.196,28.769,106.091,28.769,50.611,14.239,35.196,120.757,35.196,120.757
INST0253_N22_W13_P016,0.0,40.846,90.122,0.0,116.61,0.0,106.091,0.0,109.164,57.687,96.036,57.687,0.0,14.722,94.442,14.722,79.708,14.722,40.846,40.846,101.402,0.0,109.164,79.708,40.846,0.0,57.687,79.708,101.402,0.0,40.846,79.708,106.091,0.0,106.091,79.708,109.164,0.0,109.164,57.687,101.402,79.708,14.722,79.708,14.722
INST0253_N22_W13_D016,106.091,70.903,29.954,106.091,23.199,106.091,0.0,106.091,28.769,50.611,41.092,50.611,106.091,120.757,75.918,120.757,35.196,120.757,70.903,70.903,14.239,106.091,28.769,35.196,70.903,106.091,50.611,35.196,14.239,106.091,70.903,35.196,0.0,106.091,0.0,35.196,28.769,106.091,28.769,50.611,14.239,35.196,120.757,35.196,120.757
INST0253_N22_W13_P017,79.708,40.063,10.426,79.708,37.477,79.708,35.196,79.708,29.48,22.455,20.581,22.455,79.708,93.687,46.518,93.687,0.0,93.687,40.063,40.063,24.4,79.708,29.48,0.0,40.063,79.708,22.455,0.0,24.4,79.708,40.063,0.0,35.196,79.708,35.196,0.0,29.48,79.708,29.48,22.455,24.4,0.0,93.687,0.0,93.687
INST0253_N22_W13_D017,109.164,69.129,19.054,109.164,11.735,109.164,28.769,109.164,0.0,51.842,18.744,51.842,109.164,123.055,52.507,123.055,29.48,123.055,69.129,69.129,16.35,109.164,0.0,29.48,69.129,109.164,51.842,29.48,16.35,109.164,69.129,29.48,28.769,109.164,28.769,29.48,0.0,109.164,0.0,51.842,16.35,29.48,123.055,29.48,123.055
INST0253_N22_W13_P018,0.0,40.846,90.122,0.0,116.61,0.0,106.091,0.0,109.164,57.687,96.036,57.687,0.0,14.722,94.442,14.722,79.708,14.722,40.846,40.846,101.402,0.0,109.164,79.708,40.846,0.0,57.687,79.708,101.402,0.0,40.846,79.708,106.091,0.0,106.091,79.708,109.164,0.0,109.164,57.687,101.402,79.708,14.722,79.708,14.722
INST0253_N22_W13_D018,109.164,69.129,19.054,109.164,11.735,109.164,28.769,109.164,0.0,51.842,18.744,51.842,109.164,123.055,52.507,123.055,29.48,123.055,69.129,69.129,16.35,109.164,0.0,29.48,69.129,109.164,51.842,29.48,16.35,109.164,69.129,29.48,28.769,109.164,28.769,29.48,0.0,109.164,0.0,51.842,16.35,29.48,123.055,29.48,123.055
INST0253_N22_W13_P019,57.687,20.342,32.833,57.687,58.923,57.687,50.611,57.687,51.842,0.0,41.349,0.0,57.687,71.944,55.918,71.944,22.455,71.944,20.342,20.342,43.952,57.687,51.842,22.455,20.342,57.687,0.0,22.455,43.952,57.687,20.342,22.455,50.611,57.687,50.611,22.455,51.842,57.687,51.842,0.0,43.952,22.455,71.944,22.455,71.944
INST0253_N22_W13_D019,101.402,63.444,16.791,101.402,16.399,101.402,14.239,101.402,16.35,43.952,26.872,43.952,101.402,115.807,61.821,115.807,24.4,115.807,63.444,63.444,0.0,101.402,16.35,24.4,63.444,101.402,43.952,24.4,0.0,101.402,63.444,24.4,14.239,101.402,14.239,24.4,16.35,101.402,16.35,43.952,0.0,24.4,115.807,24.4,115.807
INST0253_N22_W13_P020,79.708,40.063,10.426,79.708,37.477,79.708,35.196,79.708,29.48,22.455,20.581,22.455,79.708,93.687,46.518,93.687,0.0,93.687,40.063,40.063,24.4,79.708,29.48,0.0,40.063,79.708,22.455,0.0,24.4,79.708,40.063,0.0,35.196,79.708,35.196,0.0,29.48,79.708,29.48,22.455,24.4,0.0,93.687,0.0,93.687
INST0253_N22_W13_D020,14.722,54.132,104.062,14.722,130.825,14.722,120.757,14.722,123.055,71.944,109.245,71.944,14.722,0.0,104.634,0.0,93.687,0.0,54.132,54.132,115.807,14.722,123.055,93.687,54.132,14.722,71.944,93.687,115.807,14.722,54.132,93.687,120.757,14.722,120.757,93.687,123.055,14.722,123.055,71.944,115.807,93.687,0.0,93.687,0.0
INST0253_N22_W13_P021,79.708,40.063,10.426,79.708,37.477,79.708,35.196,79.708,29.48,22.455,20.581,22.455,79.708,93.687,46.518,93.687,0.0,93.687,40.063,40.063,24.4,79.708,29.48,0.0,40.063,79.708,22.455,0.0,24.4,79.708,40.063,0.0,35.196,79.708,35.196,0.0,29.48,79.708,29.48,22.455,24.4,0.0,93.687,0.0,93.687
INST0253_N22_W13_D021,14.722,54.132,104.062,14.722,130.825,14.722,120.757,14.722,123.055,71.944,109.245,71.944,14.722,0.0,104.634,0.0,93.687,0.0,54.132,54.132,115.807,14.722,123.055,93.687,54.132,14.722,71.944,93.687,115.807,14.722,54.132,93.687,120.757,14.722,120.757,93.687,123.055,14.722,123.055,71.944,115.807,93.687,0.0,93.687,0.0
