,depot,INST0226_N20_W16_P000,INST0226_N20_W16_D000,INST0226_N20_W16_P001,INST0226_N20_W16_D001,INST0226_N20_W16_P002,INST0226_N20_W16_D002,INST0226_N20_W16_P003,INST0226_N20_W16_D003,INST0226_N20_W16_P004,INST0226_N20_W16_D004,INST0226_N20_W16_P005,INST0226_N20_W16_D005,INST0226_N20_W16_P006,INST0226_N20_W16_D006,INST0226_N20_W16_P007,INST0226_N20_W16_D007,INST0226_N20_W16_P008,INST0226_N20_W16_D008,INST0226_N20_W16_P009,INST0226_N20_W16_D009,INST0226_N20_W16_P010,INST0226_N20_W16_D010,INST0226_N20_W16_P011,INST0226_N20_W16_D011,INST0226_N20_W16_P012,INST0226_N20_W16_D012,INST0226_N20_W16_P013,INST0226_N20_W16_D013,INST0226_N20_W16_P014,INST0226_N20_W16_D014,INST0226_N20_W16_P015,INST0226_N20_W16_D015,INST0226_N20_W16_P016,INST0226_N20_W16_D016,INST0226_N20_W16_P017,INST0226_N20_W16_D017,INST0226_N20_W16_P018,INST0226_N20_W16_D018,INST0226_N20_W16_P019,INST0226_N20_W16_D019
INST0226_N20_W16_D004,37.156,33.728,94.929,0.0,94.929,72.151,28.407,0.0,142.787,20.081,0.0,45.89,28.407,37.156,28.407,0.0,94.929,37.156,14.369,28.407,37.156,20.081,0.0,20.081,160.03,28.407,160.194,14.369,37.156,37.156,20.081,33.728,142.787,33.728,142.787,33.728,160.194,94.929,37.156,20.081,37.156
INST0226_N20_W16_P005,25.201,12.767,49.056,45.89,49.056,27.496,43.098,45.89,97.602,29.878,45.89,0.0,43.098,25.201,43.098,45.89,49.056,25.201,36.098,43.098,25.201,29.878,45.89,29.878,162.13,43.098,114.719,36.098,25.201,25.201,29.878,12.767,97.602,12.767,97.602,12.767,114.719,49.056,25.201,29.878,25.201
INST0226_N20_W16_D005,50.317,36.679,86.82,28.407,86.82,61.972,0.0,28.407,129.907,17.435,28.407,43.098,0.0,50.317,0.0,28.407,86.82,50.317,35.228,0.0,50.317,17.435,28.407,17.435,133.358,0.0,147.866,35.228,50.317,50.317,17.435,36.679,129.907,36.679,129.907,36.679,147.866,86.82,50.317,17.435,50.317
INST0226_N20_W16_P006,0.0,17.238,67.612,37.156,67.612,50.631,50.317,37.156,117.595,32.905,37.156,25.201,50.317,0.0,50.317,37.156,67.612,0.0,22.951,50.317,0.0,32.905,37.156,32.905,180.319,50.317,133.769,22.951,0.0,0.0,32.905,17.238,117.595,17.238,117.595,17.238,133.769,67.612,0.0,32.905,0.0
INST0226_N20_W16_D006,50.317,36.679,86.82,28.407,86.82,61.972,0.0,28.407,129.907,17.435,28.407,43.098,0.0,50.317,0.0,28.407,86.82,50.317,35.228,0.0,50.317,17.435,28.407,17.435,133.358,0.0,147.866,35.228,50.317,50.317,17.435,36.679,129.907,36.679,129.907,36.679,147.866,86.82,50.317,17.435,50.317
INST0226_N20_W16_P007,37.156,33.728,94.929,0.0,94.929,72.151,28.407,0.0,142.787,20.081,0.0,45.89,28.407,37.156,28.407,0.0,94.929,37.156,14.369,28.407,37.156,20.081,0.0,20.081,160.03,28.407,160.194,14.369,37.156,37.156,20.081,33.728,142.787,33.728,142.787,33.728,160.194,94.929,37.156,20.081,37.156
INST0226_N20_W16_D007,67.612,61.567,0.0,94.929,0.0,24.909,86.82,94.929,50.015,77.687,94.929,49.056,86.82,67.612,86.82,94.929,0.0,67.612,84.648,86.82,67.612,77.687,94.929,77.687,176.253,86.82,66.284,84.648,67.612,67.612,77.687,61.567,50.015,61.567,50.015,61.567,66.284,0.0,67.612,77.687,67.612
INST0226_N20_W16_P008,0.0,17.238,67.612,37.156,67.612,50.631,50.317,37.156,117.595,32.905,37.156,25.201,50.317,0.0,50.317,37.156,67.612,0.0,22.951,50.317,0.0,32.905,37.156,32.905,180.319,50.317,133.769,22.951,0.0,0.0,32.905,17.238,117.595,17.238,117.595,17.238,133.769,67.612,0.0,32.905,0.0
INST0226_N20_W16_D008,22.951,23.331,84.648,14.369,84.648,63.48,35.228,14.369,133.671,20.02,14.369,36.098,35.228,22.951,35.228,14.369,84.648,22.951,0.0,35.228,22.951,20.02,14.369,20.02,168.582,35.228,150.679,0.0,22.951,22.951,20.02,23.331,133.671,23.331,133.671,23.331,150.679,84.648,22.951,20.02,22.951
INST0226_N20_W16_P009,50.317,36.679,86.82,28.407,86.82,61.972,0.0,28.407,129.907,17.435,28.407,43.098,0.0,50.317,0.0,28.407,86.82,50.317,35.228,0.0,50.317,17.435,28.407,17.435,133.358,0.0,147.866,35.228,50.317,50.317,17.435,36.679,129.907,36.679,129.907,36.679,147.866,86.82,50.317,17.435,50.317
INST0226_N20_W16_D009,0.0,17.238,67.612,37.156,67.612,50.631,50.317,37.156,117.595,32.905,37.156,25.201,50.317,0.0,50.317,37.156,67.612,0.0,22.951,50.317,0.0,32.905,37.156,32.905,180.319,50.317,133.769,22.951,0.0,0.0,32.905,17.238,117.595,17.238,117.595,17.238,133.769,67.612,0.0,32.905,0.0
INST0226_N20_W16_P010,32.905,20.56,77.687,20.081,77.687,53.818,17.435,20.081,124.166,0.0,20.081,29.878,17.435,32.905,17.435,20.081,77.687,32.905,20.02,17.435,32.905,0.0,20.081,0.0,149.638,17.435,141.804,20.02,32.905,32.905,0.0,20.56,124.166,20.56,124.166,20.56,141.804,77.687,32.905,0.0,32.905
INST0226_N20_W16_D010,37.156,33.728,94.929,0.0,94.929,72.151,28.407,0.0,142.787,20.081,0.0,45.89,28.407,37.156,28.407,0.0,94.929,37.156,14.369,28.407,37.156,20.081,0.0,20.081,160.03,28.407,160.194,14.369,37.156,37.156,20.081,33.728,142.787,33.728,142.787,33.728,160.194,94.929,37.156,20.081,37.156
INST0226_N20_W16_P011,32.905,20.56,77.687,20.081,77.687,53.818,17.435,20.081,124.166,0.0,20.081,29.878,17.435,32.905,17.435,20.081,77.687,32.905,20.02,17.435,32.905,0.0,20.081,0.0,149.638,17.435,141.804,20.02,32.905,32.905,0.0,20.56,124.166,20.56,124.166,20.56,141.804,77.687,32.905,0.0,32.905
INST0226_N20_W16_D011,180.319,163.588,176.253,160.03,176.253,159.2,133.358,160.03,187.182,149.638,160.03,162.13,133.358,180.319,133.358,160.03,176.253,180.319,168.582,133.358,180.319,149.638,160.03,149.638,0.0,133.358,201.301,168.582,180.319,180.319,149.638,163.588,187.182,163.588,187.182,163.588,201.301,176.253,180.319,149.638,180.319
INST0226_N20_W16_P012,50.317,36.679,86.82,28.407,86.82,61.972,0.0,28.407,129.907,17.435,28.407,43.098,0.0,50.317,0.0,28.407,86.82,50.317,35.228,0.0,50.317,17.435,28.407,17.435,133.358,0.0,147.866,35.228,50.317,50.317,17.435,36.679,129.907,36.679,129.907,36.679,147.866,86.82,50.317,17.435,50.317
INST0226_N20_W16_D012,133.769,127.423,66.284,160.194,66.284,88.095,147.866,160.194,18.026,141.804,160.194,114.719,147.866,133.769,147.866,160.194,66.284,133.769,150.679,147.866,133.769,141.804,160.194,141.804,201.301,147.866,0.0,150.679,133.769,133.769,141.804,127.423,18.026,127.423,18.026,127.423,0.0,66.284,133.769,141.804,133.769
INST0226_N20_W16_P013,22.951,23.331,84.648,14.369,84.648,63.48,35.228,14.369,133.671,20.02,14.369,36.098,35.228,22.951,35.228,14.369,84.648,22.951,0.0,35.228,22.951,20.02,14.369,20.02,168.582,35.228,150.679,0.0,22.951,22.951,20.02,23.331,133.671,23.331,133.671,23.331,150.679,84.648,22.951,20.02,22.951
INST0226_N20_W16_D013,0.0,17.238,67.612,37.156,67.612,50.631,50.317,37.156,117.595,32.905,37.156,25.201,50.317,0.0,50.317,37.156,67.612,0.0,22.951,50.317,0.0,32.905,37.156,32.905,180.319,50.317,133.769,22.951,0.0,0.0,32.905,17.238,117.595,17.238,117.595,17.238,133.769,67.612,0.0,32.905,0.0
INST0226_N20_W16_P014,0.0,17.238,67.612,37.156,67.612,50.631,50.317,37.156,117.595,32.905,37.156,25.201,50.317,0.0,50.317,37.156,67.612,0.0,22.951,50.317,0.0,32.905,37.156,32.905,180.319,50.317,133.769,22.951,0.0,0.0,32.905,17.238,117.595,17.238,117.595,17.238,133.769,67.612,0.0,32.905,0.0
INST0226_N20_W16_D014,32.905,20.56,77.687,20.081,77.687,53.818,17.435,20.081,124.166,0.0,20.081,29.878,17.435,32.905,17.435,20.081,77.687,32.905,20.02,17.435,32.905,0.0,20.081,0.0,149.638,17.435,141.804,20.02,32.905,32.905,0.0,20.56,124.166,20.56,124.166,20.56,141.804,77.687,32.905,0.0,32.905
INST0226_N20_W16_P015,17.238,0.0,61.567,33.728,61.567,40.204,36.679,33.728,110.354,20.56,33.728,12.767,36.679,17.238,36.679,33.728,61.567,17.238,23.331,36.679,17.238,20.56,33.728,20.56,163.588,36.679,127.423,23.331,17.238,17.238,20.56,0.0,110.354,0.0,110.354,0.0,127.423,61.567,17.238,20.56,17.238
INST0226_N20_W16_D015,117.595,110.354,50.015,142.787,50.015,70.637,129.907,142.787,0.0,124.166,142.787,97.602,129.907,117.595,129.907,142.787,50.015,117.595,133.671,129.907,117.595,124.166,142.787,124.166,187.182,129.907,18.026,133.671,117.595,117.595,124.166,110.354,0.0,110.354,0.0,110.354,18.026,50.015,117.595,124.166,117.595
INST0226_N20_W16_P016,17.238,0.0,61.567,33.728,61.567,40.204,36.679,33.728,110.354,20.56,33.728,12.767,36.679,17.238,36.679,33.728,61.567,17.238,23.331,36.679,17.238,20.56,33.728,20.56,163.588,36.679,127.423,23.331,17.238,17.238,20.56,0.0,110.354,0.0,110.354,0.0,127.423,61.567,17.238,20.56,17.238
INST0226_N20_W16_D016,117.595,110.354,50.015,142.787,50.015,70.637,129.907,142.787,0.0,124.166,142.787,97.602,129.907,117.595,129.907,142.787,50.015,117.595,133.671,129.907,117.595,124.166,142.787,124.166,187.182,129.907,18.026,133.671,117.595,117.595,124.166,110.354,0.0,110.354,0.0,110.354,18.026,50.015,117.595,124.166,117.595
INST0226_N20_W16_P017,17.238,0.0,61.567,33.728,61.567,40.204,36.679,33.728,110.354,20.56,33.728,12.767,36.679,17.238,36.679,33.728,61.567,17.238,23.331,36.679,17.238,20.56,33.728,20.56,163.588,36.679,127.423,23.331,17.238,17.238,20.56,0.0,110.354,0.0,110.354,0.0,127.423,61.567,17.238,20.56,17.238
INST0226_N20_W16_D017,133.769,127.423,66.284,160.194,66.284,88.095,147.866,160.194,18.026,141.804,160.194,114.719,147.866,133.769,147.866,160.194,66.284,133.769,150.679,147.866,133.769,141.804,160.194,141.804,201.301,147.866,0.0,150.679,133.769,133.769,141.804,127.423,18.026,127.423,18.026,127.423,0.0,66.284,133.769,141.804,133.769
INST0226_N20_W16_P018,67.612,61.567,0.0,94.929,0.0,24.909,86.82,94.929,50.015,77.687,94.929,49.056,86.82,67.612,86.82,94.929,0.0,67.612,84.648,86.82,67.612,77.687,94.929,77.687,176.253,86.82,66.284,84.648,67.612,67.612,77.687,61.567,50.015,61.567,50.015,61.567,66.284,0.0,67.612,77.687,67.612
INST0226_N20_W16_D018,0.0,17.238,67.612,37.156,67.612,50.631,50.317,37.156,117.595,32.905,37.156,25.201,50.317,0.0,50.317,37.156,67.612,0.0,22.951,50.317,0.0,32.905,37.156,32.905,180.319,50.317,133.769,22.951,0.0,0.0,32.905,17.238,117.595,17.238,117.595,17.238,133.769,67.612,0.0,32.905,0.0
INST0226_N20_W16_P019,32.905,20.56,77.687,20.081,77.687,53.818,17.435,20.081,124.166,0.0,20.081,29.878,17.435,32.905,17.435,20.081,77.687,32.905,20.02,17.435,32.905,0.0,20.081,0.0,149.638,17.435,141.804,20.02,32.905,32.905,0.0,20.56,124.166,20.56,124.166,20.56,141.804,77.687,32.905,0.0,32.905
INST0226_N20_W16_D019,0.0,17.238,67.612,37.156,67.612,50.631,50.317,37.156,117.595,32.905,37.156,25.201,50.317,0.0,50.317,37.156,67.612,0.0,22.951,50.317,0.0,32.905,37.156,32.905,180.319,50.317,133.769,22.951,0.0,0.0,32.905,17.238,117.595,17.238,117.595,17.238,133.769,67.612,0.0,32.905,0.0
