,depot,INST0293_N25_S23_P000,INST0293_N25_S23_D000,INST0293_N25_S23_P001,INST0293_N25_S23_D001,INST0293_N25_S23_P002,INST0293_N25_S23_D002,INST0293_N25_S23_P003,INST0293_N25_S23_D003,INST0293_N25_S23_P004,INST0293_N25_S23_D004,INST0293_N25_S23_P005,INST0293_N25_S23_D005,INST0293_N25_S23_P006,INST0293_N25_S23_D006,INST0293_N25_S23_P007,INST0293_N25_S23_D007,INST0293_N25_S23_P008,INST0293_N25_S23_D008,INST0293_N25_S23_P009,INST0293_N25_S23_D009,INST0293_N25_S23_P010,INST0293_N25_S23_D010,INST0293_N25_S23_P011,INST0293_N25_S23_D011,INST0293_N25_S23_P012,INST0293_N25_S23_D012,INST0293_N25_S23_P013,INST0293_N25_S23_D013,INST0293_N25_S23_P014,INST0293_N25_S23_D014,INST0293_N25_S23_P015,INST0293_N25_S23_D015,INST0293_N25_S23_P016,INST0293_N25_S23_D016,INST0293_N25_S23_P017,INST0293_N25_S23_D017,INST0293_N25_S23_P018,INST0293_N25_S23_D018,INST0293_N25_S23_P019,INST0293_N25_S23_D019,INST0293_N25_S23_P020,INST0293_N25_S23_D020,INST0293_N25_S23_P021,INST0293_N25_S23_D021,INST0293_N25_S23_P022,INST0293_N25_S23_D022,INST0293_N25_S23_P023,INST0293_N25_S23_D023,INST0293_N25_S23_P024,INST0293_N25_S23_D024
INST0293_N25_S23_D004,58.521,58.521,103.002,59.019,55.179,113.587,65.452,65.452,37.715,58.521,0.0,113.587,55.179,55.179,37.715,113.587,55.179,113.511,55.179,55.179,150.208,59.019,113.587,59.019,54.903,55.179,0.0,65.452,103.002,59.019,0.0,59.019,113.511,55.179,37.715,113.511,183.035,55.179,54.903,113.511,103.002,59.019,65.452,37.715,150.208,58.521,150.208,58.521,103.002,37.715,150.208
INST0293_N25_S23_P005,60.745,60.745,10.867,55.171,61.394,0.0,54.565,54.565,75.908,60.745,113.587,0.0,61.394,61.394,75.908,0.0,61.394,77.092,61.394,61.394,36.733,55.171,0.0,55.171,67.889,61.394,113.587,54.565,10.867,55.171,113.587,55.171,77.092,61.394,75.908,77.092,69.589,61.394,67.889,77.092,10.867,55.171,54.565,75.908,36.733,60.745,36.733,60.745,10.867,75.908,36.733
INST0293_N25_S23_D005,5.477,5.477,50.526,19.629,0.0,61.394,10.881,10.881,21.478,5.477,55.179,61.394,0.0,0.0,21.478,61.394,0.0,68.319,0.0,0.0,97.061,19.629,61.394,19.629,36.46,0.0,55.179,10.881,50.526,19.629,55.179,19.629,68.319,0.0,21.478,68.319,130.689,0.0,36.46,68.319,50.526,19.629,10.881,21.478,97.061,5.477,97.061,5.477,50.526,21.478,97.061
INST0293_N25_S23_P006,5.477,5.477,50.526,19.629,0.0,61.394,10.881,10.881,21.478,5.477,55.179,61.394,0.0,0.0,21.478,61.394,0.0,68.319,0.0,0.0,97.061,19.629,61.394,19.629,36.46,0.0,55.179,10.881,50.526,19.629,55.179,19.629,68.319,0.0,21.478,68.319,130.689,0.0,36.46,68.319,50.526,19.629,10.881,21.478,97.061,5.477,97.061,5.477,50.526,21.478,97.061
INST0293_N25_S23_D006,26.505,26.505,65.388,21.517,21.478,75.908,32.298,32.298,0.0,26.505,37.715,75.908,21.478,21.478,0.0,75.908,21.478,88.975,21.478,21.478,112.576,21.517,75.908,21.517,24.954,21.478,37.715,32.298,65.388,21.517,37.715,21.517,88.975,21.478,0.0,88.975,145.321,21.478,24.954,88.975,65.388,21.517,32.298,0.0,112.576,26.505,112.576,26.505,65.388,0.0,112.576
INST0293_N25_S23_P007,60.745,60.745,10.867,55.171,61.394,0.0,54.565,54.565,75.908,60.745,113.587,0.0,61.394,61.394,75.908,0.0,61.394,77.092,61.394,61.394,36.733,55.171,0.0,55.171,67.889,61.394,113.587,54.565,10.867,55.171,113.587,55.171,77.092,61.394,75.908,77.092,69.589,61.394,67.889,77.092,10.867,55.171,54.565,75.908,36.733,60.745,36.733,60.745,10.867,75.908,36.733
INST0293_N25_S23_D007,5.477,5.477,50.526,19.629,0.0,61.394,10.881,10.881,21.478,5.477,55.179,61.394,0.0,0.0,21.478,61.394,0.0,68.319,0.0,0.0,97.061,19.629,61.394,19.629,36.46,0.0,55.179,10.881,50.526,19.629,55.179,19.629,68.319,0.0,21.478,68.319,130.689,0.0,36.46,68.319,50.526,19.629,10.881,21.478,97.061,5.477,97.061,5.477,50.526,21.478,97.061
INST0293_N25_S23_P008,62.898,62.898,71.865,83.416,68.319,77.092,58.699,58.699,88.975,62.898,113.511,77.092,68.319,68.319,88.975,77.092,68.319,0.0,68.319,68.319,93.449,83.416,77.092,83.416,102.776,68.319,113.511,58.699,71.865,83.416,113.511,83.416,0.0,68.319,88.975,0.0,123.443,68.319,102.776,0.0,71.865,83.416,58.699,88.975,93.449,62.898,93.449,62.898,71.865,88.975,93.449
INST0293_N25_S23_D008,5.477,5.477,50.526,19.629,0.0,61.394,10.881,10.881,21.478,5.477,55.179,61.394,0.0,0.0,21.478,61.394,0.0,68.319,0.0,0.0,97.061,19.629,61.394,19.629,36.46,0.0,55.179,10.881,50.526,19.629,55.179,19.629,68.319,0.0,21.478,68.319,130.689,0.0,36.46,68.319,50.526,19.629,10.881,21.478,97.061,5.477,97.061,5.477,50.526,21.478,97.061
INST0293_N25_S23_P009,5.477,5.477,50.526,19.629,0.0,61.394,10.881,10.881,21.478,5.477,55.179,61.394,0.0,0.0,21.478,61.394,0.0,68.319,0.0,0.0,97.061,19.629,61.394,19.629,36.46,0.0,55.179,10.881,50.526,19.629,55.179,19.629,68.319,0.0,21.478,68.319,130.689,0.0,36.46,68.319,50.526,19.629,10.881,21.478,97.061,5.477,97.061,5.477,50.526,21.478,97.061
INST0293_N25_S23_D009,95.708,95.708,47.206,91.902,97.061,36.733,89.072,89.072,112.576,95.708,150.208,36.733,97.061,97.061,112.576,36.733,97.061,93.449,97.061,97.061,0.0,91.902,36.733,91.902,103.829,97.061,150.208,89.072,47.206,91.902,150.208,91.902,93.449,97.061,112.576,93.449,33.969,97.061,103.829,93.449,47.206,91.902,89.072,112.576,0.0,95.708,0.0,95.708,47.206,112.576,0.0
INST0293_N25_S23_P010,24.239,24.239,45.002,0.0,19.629,55.171,25.439,25.439,21.517,24.239,59.019,55.171,19.629,19.629,21.517,55.171,19.629,83.416,19.629,19.629,91.902,0.0,55.171,0.0,19.488,19.629,59.019,25.439,45.002,0.0,59.019,0.0,83.416,19.629,21.517,83.416,124.222,19.629,19.488,83.416,45.002,0.0,25.439,21.517,91.902,24.239,91.902,24.239,45.002,21.517,91.902
INST0293_N25_S23_D010,60.745,60.745,10.867,55.171,61.394,0.0,54.565,54.565,75.908,60.745,113.587,0.0,61.394,61.394,75.908,0.0,61.394,77.092,61.394,61.394,36.733,55.171,0.0,55.171,67.889,61.394,113.587,54.565,10.867,55.171,113.587,55.171,77.092,61.394,75.908,77.092,69.589,61.394,67.889,77.092,10.867,55.171,54.565,75.908,36.733,60.745,36.733,60.745,10.867,75.908,36.733
INST0293_N25_S23_P011,24.239,24.239,45.002,0.0,19.629,55.171,25.439,25.439,21.517,24.239,59.019,55.171,19.629,19.629,21.517,55.171,19.629,83.416,19.629,19.629,91.902,0.0,55.171,0.0,19.488,19.629,59.019,25.439,45.002,0.0,59.019,0.0,83.416,19.629,21.517,83.416,124.222,19.629,19.488,83.416,45.002,0.0,25.439,21.517,91.902,24.239,91.902,24.239,45.002,21.517,91.902
INST0293_N25_S23_D011,41.761,41.761,59.003,19.488,36.46,67.889,44.339,44.339,24.954,41.761,54.903,67.889,36.46,36.46,24.954,67.889,36.46,102.776,36.46,36.46,103.829,19.488,67.889,19.488,0.0,36.46,54.903,44.339,59.003,19.488,54.903,19.488,102.776,36.46,24.954,102.776,134.327,36.46,0.0,102.776,59.003,19.488,44.339,24.954,103.829,41.761,103.829,41.761,59.003,24.954,103.829
INST0293_N25_S23_P012,5.477,5.477,50.526,19.629,0.0,61.394,10.881,10.881,21.478,5.477,55.179,61.394,0.0,0.0,21.478,61.394,0.0,68.319,0.0,0.0,97.061,19.629,61.394,19.629,36.46,0.0,55.179,10.881,50.526,19.629,55.179,19.629,68.319,0.0,21.478,68.319,130.689,0.0,36.46,68.319,50.526,19.629,10.881,21.478,97.061,5.477,97.061,5.477,50.526,21.478,97.061
INST0293_N25_S23_D012,58.521,58.521,103.002,59.019,55.179,113.587,65.452,65.452,37.715,58.521,0.0,113.587,55.179,55.179,37.715,113.587,55.179,113.511,55.179,55.179,150.208,59.019,113.587,59.019,54.903,55.179,0.0,65.452,103.002,59.019,0.0,59.019,113.511,55.179,37.715,113.511,183.035,55.179,54.903,113.511,103.002,59.019,65.452,37.715,150.208,58.521,150.208,58.521,103.002,37.715,150.208
INST0293_N25_S23_P013,7.008,7.008,43.838,25.439,10.881,54.565,0.0,0.0,32.298,7.008,65.452,54.565,10.881,10.881,32.298,54.565,10.881,58.699,10.881,10.881,89.072,25.439,54.565,25.439,44.339,10.881,65.452,0.0,43.838,25.439,65.452,25.439,58.699,10.881,32.298,58.699,122.952,10.881,44.339,58.699,43.838,25.439,0.0,32.298,89.072,7.008,89.072,7.008,43.838,32.298,89.072
INST0293_N25_S23_D013,49.927,49.927,0.0,45.002,50.526,10.867,43.838,43.838,65.388,49.927,103.002,10.867,50.526,50.526,65.388,10.867,50.526,71.865,50.526,50.526,47.206,45.002,10.867,45.002,59.003,50.526,103.002,43.838,0.0,45.002,103.002,45.002,71.865,50.526,65.388,71.865,80.368,50.526,59.003,71.865,0.0,45.002,43.838,65.388,47.206,49.927,47.206,49.927,0.0,65.388,47.206
INST0293_N25_S23_P014,24.239,24.239,45.002,0.0,19.629,55.171,25.439,25.439,21.517,24.239,59.019,55.171,19.629,19.629,21.517,55.171,19.629,83.416,19.629,19.629,91.902,0.0,55.171,0.0,19.488,19.629,59.019,25.439,45.002,0.0,59.019,0.0,83.416,19.629,21.517,83.416,124.222,19.629,19.488,83.416,45.002,0.0,25.439,21.517,91.902,24.239,91.902,24.239,45.002,21.517,91.902
INST0293_N25_S23_D014,58.521,58.521,103.002,59.019,55.179,113.587,65.452,65.452,37.715,58.521,0.0,113.587,55.179,55.179,37.715,113.587,55.179,113.511,55.179,55.179,150.208,59.019,113.587,59.019,54.903,55.179,0.0,65.452,103.002,59.019,0.0,59.019,113.511,55.179,37.715,113.511,183.035,55.179,54.903,113.511,103.002,59.019,65.452,37.715,150.208,58.521,150.208,58.521,103.002,37.715,150.208
INST0293_N25_S23_P015,24.239,24.239,45.002,0.0,19.629,55.171,25.439,25.439,21.517,24.239,59.019,55.171,19.629,19.629,21.517,55.171,19.629,83.416,19.629,19.629,91.902,0.0,55.171,0.0,19.488,19.629,59.019,25.439,45.002,0.0,59.019,0.0,83.416,19.629,21.517,83.416,124.222,19.629,19.488,83.416,45.002,0.0,25.439,21.517,91.902,24.239,91.902,24.239,45.002,21.517,91.902
INST0293_N25_S23_D015,62.898,62.898,71.865,83.416,68.319,77.092,58.699,58.699,88.975,62.898,113.511,77.092,68.319,68.319,88.975,77.092,68.319,0.0,68.319,68.319,93.449,83.416,77.092,83.416,102.776,68.319,113.511,58.699,71.865,83.416,113.511,83.416,0.0,68.319,88.975,0.0,123.443,68.319,102.776,0.0,71.865,83.416,58.699,88.975,93.449,62.898,93.449,62.898,71.865,88.975,93.449
INST0293_N25_S23_P016,5.477,5.477,50.526,19.629,0.0,61.394,10.881,10.881,21.478,5.477,55.179,61.394,0.0,0.0,21.478,61.394,0.0,68.319,0.0,0.0,97.061,19.629,61.394,19.629,36.46,0.0,55.179,10.881,50.526,19.629,55.179,19.629,68.319,0.0,21.478,68.319,130.689,0.0,36.46,68.319,50.526,19.629,10.881,21.478,97.061,5.477,97.061,5.477,50.526,21.478,97.061
INST0293_N25_S23_D016,26.505,26.505,65.388,21.517,21.478,75.908,32.298,32.298,0.0,26.505,37.715,75.908,21.478,21.478,0.0,75.908,21.478,88.975,21.478,21.478,112.576,21.517,75.908,21.517,24.954,21.478,37.715,32.298,65.388,21.517,37.715,21.517,88.975,21.478,0.0,88.975,145.321,21.478,24.954,88.975,65.388,21.517,32.298,0.0,112.576,26.505,112.576,26.505,65.388,0.0,112.576
INST0293_N25_S23_P017,62.898,62.898,71.865,83.416,68.319,77.092,58.699,58.699,88.975,62.898,113.511,77.092,68.319,68.319,88.975,77.092,68.319,0.0,68.319,68.319,93.449,83.416,77.092,83.416,102.776,68.319,113.511,58.699,71.865,83.416,113.511,83.416,0.0,68.319,88.975,0.0,123.443,68.319,102.776,0.0,71.865,83.416,58.699,88.975,93.449,62.898,93.449,62.898,71.865,88.975,93.449
INST0293_N25_S23_D017,129.526,129.526,80.368,124.222,130.689,69.589,122.952,122.952,145.321,129.526,183.035,69.589,130.689,130.689,145.321,69.589,130.689,123.443,130.689,130.689,33.969,124.222,69.589,124.222,134.327,130.689,183.035,122.952,80.368,124.222,183.035,124.222,123.443,130.689,145.321,123.443,0.0,130.689,134.327,123.443,80.368,124.222,122.952,145.321,33.969,129.526,33.969,129.526,80.368,145.321,33.969
INST0293_N25_S23_P018,5.477,5.477,50.526,19.629,0.0,61.394,10.881,10.881,21.478,5.477,55.179,61.394,0.0,0.0,21.478,61.394,0.0,68.319,0.0,0.0,97.061,19.629,61.394,19.629,36.46,0.0,55.179,10.881,50.526,19.629,55.179,19.629,68.319,0.0,21.478,68.319,130.689,0.0,36.46,68.319,50.526,19.629,10.881,21.478,97.061,5.477,97.061,5.477,50.526,21.478,97.061
INST0293_N25_S23_D018,41.761,41.761,59.003,19.488,36.46,67.889,44.339,44.339,24.954,41.761,54.903,67.889,36.46,36.46,24.954,67.889,36.46,102.776,36.46,36.46,103.829,19.488,67.889,19.488,0.0,36.46,54.903,44.339,59.003,19.488,54.903,19.488,102.776,36.46,24.954,102.776,134.327,36.46,0.0,102.776,59.003,19.488,44.339,24.954,103.829,41.761,103.829,41.761,59.003,24.954,103.829
INST0293_N25_S23_P019,62.898,62.898,71.865,83.416,68.319,77.092,58.699,58.699,88.975,62.898,113.511,77.092,68.319,68.319,88.975,77.092,68.319,0.0,68.319,68.319,93.449,83.416,77.092,83.416,102.776,68.319,113.511,58.699,71.865,83.416,113.511,83.416,0.0,68.319,88.975,0.0,123.443,68.319,102.776,0.0,71.865,83.416,58.699,88.975,93.449,62.898,93.449,62.898,71.865,88.975,93.449
INST0293_N25_S23_D019,49.927,49.927,0.0,45.002,50.526,10.867,43.838,43.838,65.388,49.927,103.002,10.867,50.526,50.526,65.388,10.867,50.526,71.865,50.526,50.526,47.206,45.002,10.867,45.002,59.003,50.526,103.002,43.838,0.0,45.002,103.002,45.002,71.865,50.526,65.388,71.865,80.368,50.526,59.003,71.865,0.0,45.002,43.838,65.388,47.206,49.927,47.206,49.927,0.0,65.388,47.206
INST0293_N25_S23_P020,24.239,24.239,45.002,0.0,19.629,55.171,25.439,25.439,21.517,24.239,59.019,55.171,19.629,19.629,21.517,55.171,19.629,83.416,19.629,19.629,91.902,0.0,55.171,0.0,19.488,19.629,59.019,25.439,45.002,0.0,59.019,0.0,83.416,19.629,21.517,83.416,124.222,19.629,19.488,83.416,45.002,0.0,25.439,21.517,91.902,24.239,91.902,24.239,45.002,21.517,91.902
INST0293_N25_S23_D020,7.008,7.008,43.838,25.439,10.881,54.565,0.0,0.0,32.298,7.008,65.452,54.565,10.881,10.881,32.298,54.565,10.881,58.699,10.881,10.881,89.072,25.439,54.565,25.439,44.339,10.881,65.452,0.0,43.838,25.439,65.452,25.439,58.699,10.881,32.298,58.699,122.952,10.881,44.339,58.699,43.838,25.439,0.0,32.298,89.072,7.008,89.072,7.008,43.838,32.298,89.072
INST0293_N25_S23_P021,26.505,26.505,65.388,21.517,21.478,75.908,32.298,32.298,0.0,26.505,37.715,75.908,21.478,21.478,0.0,75.908,21.478,88.975,21.478,21.478,112.576,21.517,75.908,21.517,24.954,21.478,37.715,32.298,65.388,21.517,37.715,21.517,88.975,21.478,0.0,88.975,145.321,21.478,24.954,88.975,65.388,21.517,32.298,0.0,112.576,26.505,112.576,26.505,65.388,0.0,112.576
INST0293_N25_S23_D021,95.708,95.708,47.206,91.902,97.061,36.733,89.072,89.072,112.576,95.708,150.208,36.733,97.061,97.061,112.576,36.733,97.061,93.449,97.061,97.061,0.0,91.902,36.733,91.902,103.829,97.061,150.208,89.072,47.206,91.902,150.208,91.902,93.449,97.061,112.576,93.449,33.969,97.061,103.829,93.449,47.206,91.902,89.072,112.576,0.0,95.708,0.0,95.708,47.206,112.576,0.0
INST0293_N25_S23_P022,0.0,0.0,49.927,24.239,5.477,60.745,7.008,7.008,26.505,0.0,58.521,60.745,5.477,5.477,26.505,60.745,5.477,62.898,5.477,5.477,95.708,24.239,60.745,24.239,41.761,5.477,58.521,7.008,49.927,24.239,58.521,24.239,62.898,5.477,26.505,62.898,129.526,5.477,41.761,62.898,49.927,24.239,7.008,26.505,95.708,0.0,95.708,0.0,49.927,26.505,95.708
INST0293_N25_S23_D022,95.708,95.708,47.206,91.902,97.061,36.733,89.072,89.072,112.576,95.708,150.208,36.733,97.061,97.061,112.576,36.733,97.061,93.449,97.061,97.061,0.0,91.902,36.733,91.902,103.829,97.061,150.208,89.072,47.206,91.902,150.208,91.902,93.449,97.061,112.576,93.449,33.969,97.061,103.829,93.449,47.206,91.902,89.072,112.576,0.0,95.708,0.0,95.708,47.206,112.576,0.0
INST0293_N25_S23_P023,0.0,0.0,49.927,24.239,5.477,60.745,7.008,7.008,26.505,0.0,58.521,60.745,5.477,5.477,26.505,60.745,5.477,62.898,5.477,5.477,95.708,24.239,60.745,24.239,41.761,5.477,58.521,7.008,49.927,24.239,58.521,24.239,62.898,5.477,26.505,62.898,129.526,5.477,41.761,62.898,49.927,24.239,7.008,26.505,95.708,0.0,95.708,0.0,49.927,26.505,95.708
INST0293_N25_S23_D023,49.927,49.927,0.0,45.002,50.526,10.867,43.838,43.838,65.388,49.927,103.002,10.867,50.526,50.526,65.388,10.867,50.526,71.865,50.526,50.526,47.206,45.002,10.867,45.002,59.003,50.526,103.002,43.838,0.0,45.002,103.002,45.002,71.865,50.526,65.388,71.865,80.368,50.526,59.003,71.865,0.0,45.002,43.838,65.388,47.206,49.927,47.206,49.927,0.0,65.388,47.206
INST0293_N25_S23_P024,26.505,26.505,65.388,21.517,21.478,75.908,32.298,32.298,0.0,26.505,37.715,75.908,21.478,21.478,0.0,75.908,21.478,88.975,21.478,21.478,112.576,21.517,75.908,21.517,24.954,21.478,37.715,32.298,65.388,21.517,37.715,21.517,88.975,21.478,0.0,88.975,145.321,21.478,24.954,88.975,65.388,21.517,32.298,0.0,112.576,26.505,112.576,26.505,65.388,0.0,112.576
INST0293_N25_S23_D024,95.708,95.708,47.206,91.902,97.061,36.733,89.072,89.072,112.576,95.708,150.208,36.733,97.061,97.061,112.576,36.733,97.061,93.449,97.061,97.061,0.0,91.902,36.733,91.902,103.829,97.061,150.208,89.072,47.206,91.902,150.208,91.902,93.449,97.061,112.576,93.449,33.969,97.061,103.829,93.449,47.206,91.902,89.072,112.576,0.0,95.708,0.0,95.708,47.206,112.576,0.0
