,depot,INST0231_N20_N21_P000,INST0231_N20_N21_D000,INST0231_N20_N21_P001,INST0231_N20_N21_D001,INST0231_N20_N21_P002,INST0231_N20_N21_D002,INST0231_N20_N21_P003,INST0231_N20_N21_D003,INST0231_N20_N21_P004,INST0231_N20_N21_D004,INST0231_N20_N21_P005,INST0231_N20_N21_D005,INST0231_N20_N21_P006,INST0231_N20_N21_D006,INST0231_N20_N21_P007,INST0231_N20_N21_D007,INST0231_N20_N21_P008,INST0231_N20_N21_D008,INST0231_N20_N21_P009,INST0231_N20_N21_D009,INST0231_N20_N21_P010,INST0231_N20_N21_D010,INST0231_N20_N21_P011,INST0231_N20_N21_D011,INST0231_N20_N21_P012,INST0231_N20_N21_D012,INST0231_N20_N21_P013,INST0231_N20_N21_D013,INST0231_N20_N21_P014,INST0231_N20_N21_D014,INST0231_N20_N21_P015,INST0231_N20_N21_D015,INST0231_N20_N21_P016,INST0231_N20_N21_D016,INST0231_N20_N21_P017,INST0231_N20_N21_D017,INST0231_N20_N21_P018,INST0231_N20_N21_D018,INST0231_N20_N21_P019,INST0231_N20_N21_D019
INST0231_N20_N21_D004,81.17,77.99,104.379,64.236,81.17,77.99,107.477,64.236,81.17,81.232,0.0,64.236,61.784,107.477,81.232,107.477,64.236,77.99,47.339,61.784,81.232,64.45,77.99,107.477,81.17,61.784,85.106,81.232,190.666,107.477,0.0,47.339,81.232,81.17,81.232,64.45,64.236,77.99,61.784,61.784,77.99
INST0231_N20_N21_P005,23.461,13.942,110.207,0.0,23.461,13.942,55.435,0.0,23.461,44.646,64.236,0.0,11.477,55.435,44.646,55.435,0.0,13.942,27.709,11.477,44.646,18.229,13.942,55.435,23.461,11.477,78.292,44.646,136.742,55.435,64.236,27.709,44.646,23.461,44.646,18.229,0.0,13.942,11.477,11.477,13.942
INST0231_N20_N21_D005,19.671,21.8,119.262,11.477,19.671,21.8,66.32,11.477,19.671,34.294,61.784,11.477,0.0,66.32,34.294,66.32,11.477,21.8,18.791,0.0,34.294,7.201,21.8,66.32,19.671,0.0,87.958,34.294,132.823,66.32,61.784,18.791,34.294,19.671,34.294,7.201,11.477,21.8,0.0,0.0,21.8
INST0231_N20_N21_P006,64.86,46.019,95.428,55.435,64.86,46.019,0.0,55.435,64.86,93.371,107.477,55.435,66.32,0.0,93.371,0.0,55.435,46.019,82.833,66.32,93.371,71.779,46.019,0.0,64.86,66.32,65.084,93.371,149.304,0.0,107.477,82.833,93.371,64.86,93.371,71.779,55.435,46.019,66.32,66.32,46.019
INST0231_N20_N21_D006,28.616,48.052,153.371,44.646,28.616,48.052,93.371,44.646,28.616,0.0,81.232,44.646,34.294,93.371,0.0,93.371,44.646,48.052,35.653,34.294,0.0,27.111,48.052,93.371,28.616,34.294,122.247,0.0,110.202,93.371,81.232,35.653,0.0,28.616,0.0,27.111,44.646,48.052,34.294,34.294,48.052
INST0231_N20_N21_P007,64.86,46.019,95.428,55.435,64.86,46.019,0.0,55.435,64.86,93.371,107.477,55.435,66.32,0.0,93.371,0.0,55.435,46.019,82.833,66.32,93.371,71.779,46.019,0.0,64.86,66.32,65.084,93.371,149.304,0.0,107.477,82.833,93.371,64.86,93.371,71.779,55.435,46.019,66.32,66.32,46.019
INST0231_N20_N21_D007,23.461,13.942,110.207,0.0,23.461,13.942,55.435,0.0,23.461,44.646,64.236,0.0,11.477,55.435,44.646,55.435,0.0,13.942,27.709,11.477,44.646,18.229,13.942,55.435,23.461,11.477,78.292,44.646,136.742,55.435,64.236,27.709,44.646,23.461,44.646,18.229,0.0,13.942,11.477,11.477,13.942
INST0231_N20_N21_P008,20.683,0.0,113.909,13.942,20.683,0.0,46.019,13.942,20.683,48.052,77.99,13.942,21.8,46.019,48.052,46.019,13.942,0.0,40.266,21.8,48.052,26.126,0.0,46.019,20.683,21.8,81.189,48.052,128.231,46.019,77.99,40.266,48.052,20.683,48.052,26.126,13.942,0.0,21.8,21.8,0.0
INST0231_N20_N21_D008,35.534,40.266,122.278,27.709,35.534,40.266,82.833,27.709,35.534,35.653,47.339,27.709,18.791,82.833,35.653,82.833,27.709,40.266,0.0,18.791,35.653,18.283,40.266,82.833,35.534,18.791,93.214,35.653,143.5,82.833,47.339,0.0,35.653,35.534,35.653,18.283,27.709,40.266,18.791,18.791,40.266
INST0231_N20_N21_P009,19.671,21.8,119.262,11.477,19.671,21.8,66.32,11.477,19.671,34.294,61.784,11.477,0.0,66.32,34.294,66.32,11.477,21.8,18.791,0.0,34.294,7.201,21.8,66.32,19.671,0.0,87.958,34.294,132.823,66.32,61.784,18.791,34.294,19.671,34.294,7.201,11.477,21.8,0.0,0.0,21.8
INST0231_N20_N21_D009,28.616,48.052,153.371,44.646,28.616,48.052,93.371,44.646,28.616,0.0,81.232,44.646,34.294,93.371,0.0,93.371,44.646,48.052,35.653,34.294,0.0,27.111,48.052,93.371,28.616,34.294,122.247,0.0,110.202,93.371,81.232,35.653,0.0,28.616,0.0,27.111,44.646,48.052,34.294,34.294,48.052
INST0231_N20_N21_P010,17.254,26.126,126.352,18.229,17.254,26.126,71.779,18.229,17.254,27.111,64.45,18.229,7.201,71.779,27.111,71.779,18.229,26.126,18.283,7.201,27.111,0.0,26.126,71.779,17.254,7.201,95.136,27.111,127.973,71.779,64.45,18.283,27.111,17.254,27.111,0.0,18.229,26.126,7.201,7.201,26.126
INST0231_N20_N21_D010,20.683,0.0,113.909,13.942,20.683,0.0,46.019,13.942,20.683,48.052,77.99,13.942,21.8,46.019,48.052,46.019,13.942,0.0,40.266,21.8,48.052,26.126,0.0,46.019,20.683,21.8,81.189,48.052,128.231,46.019,77.99,40.266,48.052,20.683,48.052,26.126,13.942,0.0,21.8,21.8,0.0
INST0231_N20_N21_P011,64.86,46.019,95.428,55.435,64.86,46.019,0.0,55.435,64.86,93.371,107.477,55.435,66.32,0.0,93.371,0.0,55.435,46.019,82.833,66.32,93.371,71.779,46.019,0.0,64.86,66.32,65.084,93.371,149.304,0.0,107.477,82.833,93.371,64.86,93.371,71.779,55.435,46.019,66.32,66.32,46.019
INST0231_N20_N21_D011,0.0,20.683,132.815,23.461,0.0,20.683,64.86,23.461,0.0,28.616,81.17,23.461,19.671,64.86,28.616,64.86,23.461,20.683,35.534,19.671,28.616,17.254,20.683,64.86,0.0,19.671,100.436,28.616,113.8,64.86,81.17,35.534,28.616,0.0,28.616,17.254,23.461,20.683,19.671,19.671,20.683
INST0231_N20_N21_P012,19.671,21.8,119.262,11.477,19.671,21.8,66.32,11.477,19.671,34.294,61.784,11.477,0.0,66.32,34.294,66.32,11.477,21.8,18.791,0.0,34.294,7.201,21.8,66.32,19.671,0.0,87.958,34.294,132.823,66.32,61.784,18.791,34.294,19.671,34.294,7.201,11.477,21.8,0.0,0.0,21.8
INST0231_N20_N21_D012,100.436,81.189,32.884,78.292,100.436,81.189,65.084,78.292,100.436,122.247,85.106,78.292,87.958,65.084,122.247,65.084,78.292,81.189,93.214,87.958,122.247,95.136,81.189,65.084,100.436,87.958,0.0,122.247,206.878,65.084,85.106,93.214,122.247,100.436,122.247,95.136,78.292,81.189,87.958,87.958,81.189
INST0231_N20_N21_P013,28.616,48.052,153.371,44.646,28.616,48.052,93.371,44.646,28.616,0.0,81.232,44.646,34.294,93.371,0.0,93.371,44.646,48.052,35.653,34.294,0.0,27.111,48.052,93.371,28.616,34.294,122.247,0.0,110.202,93.371,81.232,35.653,0.0,28.616,0.0,27.111,44.646,48.052,34.294,34.294,48.052
INST0231_N20_N21_D013,113.8,128.231,239.676,136.742,113.8,128.231,149.304,136.742,113.8,110.202,190.666,136.742,132.823,149.304,110.202,149.304,136.742,128.231,143.5,132.823,110.202,127.973,128.231,149.304,113.8,132.823,206.878,110.202,0.0,149.304,190.666,143.5,110.202,113.8,110.202,127.973,136.742,128.231,132.823,132.823,128.231
INST0231_N20_N21_P014,64.86,46.019,95.428,55.435,64.86,46.019,0.0,55.435,64.86,93.371,107.477,55.435,66.32,0.0,93.371,0.0,55.435,46.019,82.833,66.32,93.371,71.779,46.019,0.0,64.86,66.32,65.084,93.371,149.304,0.0,107.477,82.833,93.371,64.86,93.371,71.779,55.435,46.019,66.32,66.32,46.019
INST0231_N20_N21_D014,81.17,77.99,104.379,64.236,81.17,77.99,107.477,64.236,81.17,81.232,0.0,64.236,61.784,107.477,81.232,107.477,64.236,77.99,47.339,61.784,81.232,64.45,77.99,107.477,81.17,61.784,85.106,81.232,190.666,107.477,0.0,47.339,81.232,81.17,81.232,64.45,64.236,77.99,61.784,61.784,77.99
INST0231_N20_N21_P015,35.534,40.266,122.278,27.709,35.534,40.266,82.833,27.709,35.534,35.653,47.339,27.709,18.791,82.833,35.653,82.833,27.709,40.266,0.0,18.791,35.653,18.283,40.266,82.833,35.534,18.791,93.214,35.653,143.5,82.833,47.339,0.0,35.653,35.534,35.653,18.283,27.709,40.266,18.791,18.791,40.266
INST0231_N20_N21_D015,28.616,48.052,153.371,44.646,28.616,48.052,93.371,44.646,28.616,0.0,81.232,44.646,34.294,93.371,0.0,93.371,44.646,48.052,35.653,34.294,0.0,27.111,48.052,93.371,28.616,34.294,122.247,0.0,110.202,93.371,81.232,35.653,0.0,28.616,0.0,27.111,44.646,48.052,34.294,34.294,48.052
INST0231_N20_N21_P016,0.0,20.683,132.815,23.461,0.0,20.683,64.86,23.461,0.0,28.616,81.17,23.461,19.671,64.86,28.616,64.86,23.461,20.683,35.534,19.671,28.616,17.254,20.683,64.86,0.0,19.671,100.436,28.616,113.8,64.86,81.17,35.534,28.616,0.0,28.616,17.254,23.461,20.683,19.671,19.671,20.683
INST0231_N20_N21_D016,28.616,48.052,153.371,44.646,28.616,48.052,93.371,44.646,28.616,0.0,81.232,44.646,34.294,93.371,0.0,93.371,44.646,48.052,35.653,34.294,0.0,27.111,48.052,93.371,28.616,34.294,122.247,0.0,110.202,93.371,81.232,35.653,0.0,28.616,0.0,27.111,44.646,48.052,34.294,34.294,48.052
INST0231_N20_N21_P017,17.254,26.126,126.352,18.229,17.254,26.126,71.779,18.229,17.254,27.111,64.45,18.229,7.201,71.779,27.111,71.779,18.229,26.126,18.283,7.201,27.111,0.0,26.126,71.779,17.254,7.201,95.136,27.111,127.973,71.779,64.45,18.283,27.111,17.254,27.111,0.0,18.229,26.126,7.201,7.201,26.126
INST0231_N20_N21_D017,23.461,13.942,110.207,0.0,23.461,13.942,55.435,0.0,23.461,44.646,64.236,0.0,11.477,55.435,44.646,55.435,0.0,13.942,27.709,11.477,44.646,18.229,13.942,55.435,23.461,11.477,78.292,44.646,136.742,55.435,64.236,27.709,44.646,23.461,44.646,18.229,0.0,13.942,11.477,11.477,13.942
INST0231_N20_N21_P018,20.683,0.0,113.909,13.942,20.683,0.0,46.019,13.942,20.683,48.052,77.99,13.942,21.8,46.019,48.052,46.019,13.942,0.0,40.266,21.8,48.052,26.126,0.0,46.019,20.683,21.8,81.189,48.052,128.231,46.019,77.99,40.266,48.052,20.683,48.052,26.126,13.942,0.0,21.8,21.8,0.0
INST0231_N20_N21_D018,19.671,21.8,119.262,11.477,19.671,21.8,66.32,11.477,19.671,34.294,61.784,11.477,0.0,66.32,34.294,66.32,11.477,21.8,18.791,0.0,34.294,7.201,21.8,66.32,19.671,0.0,87.958,34.294,132.823,66.32,61.784,18.791,34.294,19.671,34.294,7.201,11.477,21.8,0.0,0.0,21.8
INST0231_N20_N21_P019,19.671,21.8,119.262,11.477,19.671,21.8,66.32,11.477,19.671,34.294,61.784,11.477,0.0,66.32,34.294,66.32,11.477,21.8,18.791,0.0,34.294,7.201,21.8,66.32,19.671,0.0,87.958,34.294,132.823,66.32,61.784,18.791,34.294,19.671,34.294,7.201,11.477,21.8,0.0,0.0,21.8
INST0231_N20_N21_D019,20.683,0.0,113.909,13.942,20.683,0.0,46.019,13.942,20.683,48.052,77.99,13.942,21.8,46.019,48.052,46.019,13.942,0.0,40.266,21.8,48.052,26.126,0.0,46.019,20.683,21.8,81.189,48.052,128.231,46.019,77.99,40.266,48.052,20.683,48.052,26.126,13.942,0.0,21.8,21.8,0.0
