,depot,INST0174_N15_N24_P000,INST0174_N15_N24_D000,INST0174_N15_N24_P001,INST0174_N15_N24_D001,INST0174_N15_N24_P002,INST0174_N15_N24_D002,INST0174_N15_N24_P003,INST0174_N15_N24_D003,INST0174_N15_N24_P004,INST0174_N15_N24_D004,INST0174_N15_N24_P005,INST0174_N15_N24_D005,INST0174_N15_N24_P006,INST0174_N15_N24_D006,INST0174_N15_N24_P007,INST0174_N15_N24_D007,INST0174_N15_N24_P008,INST0174_N15_N24_D008,INST0174_N15_N24_P009,INST0174_N15_N24_D009,INST0174_N15_N24_P010,INST0174_N15_N24_D010,INST0174_N15_N24_P011,INST0174_N15_N24_D011,INST0174_N15_N24_P012,INST0174_N15_N24_D012,INST0174_N15_N24_P013,INST0174_N15_N24_D013,INST0174_N15_N24_P014,INST0174_N15_N24_D014
INST0174_N15_N24_D004,41.993,8.817,107.703,0.0,107.703,24.088,14.053,14.053,75.654,41.993,0.0,0.0,81.208,24.088,16.848,0.0,16.848,24.088,26.694,26.694,8.817,8.817,146.035,23.01,16.848,16.848,41.993,8.817,164.529,8.817,75.654
INST0174_N15_N24_P005,41.993,8.817,107.703,0.0,107.703,24.088,14.053,14.053,75.654,41.993,0.0,0.0,81.208,24.088,16.848,0.0,16.848,24.088,26.694,26.694,8.817,8.817,146.035,23.01,16.848,16.848,41.993,8.817,164.529,8.817,75.654
INST0174_N15_N24_D005,114.332,87.893,79.694,81.208,79.694,79.42,67.88,67.88,131.605,114.332,81.208,81.208,0.0,79.42,64.653,81.208,64.653,79.42,56.35,56.35,87.893,87.893,116.851,101.428,64.653,64.653,114.332,87.893,229.986,87.893,131.605
INST0174_N15_N24_P006,35.041,21.127,122.983,24.088,122.983,0.0,28.727,28.727,99.392,35.041,24.088,24.088,79.42,0.0,28.595,24.088,28.595,0.0,25.326,25.326,21.127,21.127,162.63,43.511,28.595,28.595,35.041,21.127,153.452,21.127,99.392
INST0174_N15_N24_D006,56.4,24.705,94.965,16.848,94.965,28.595,3.413,3.413,81.517,56.4,16.848,16.848,64.653,28.595,0.0,16.848,0.0,28.595,14.003,14.003,24.705,24.705,134.313,37.312,0.0,0.0,56.4,24.705,178.677,24.705,81.517
INST0174_N15_N24_P007,41.993,8.817,107.703,0.0,107.703,24.088,14.053,14.053,75.654,41.993,0.0,0.0,81.208,24.088,16.848,0.0,16.848,24.088,26.694,26.694,8.817,8.817,146.035,23.01,16.848,16.848,41.993,8.817,164.529,8.817,75.654
INST0174_N15_N24_D007,56.4,24.705,94.965,16.848,94.965,28.595,3.413,3.413,81.517,56.4,16.848,16.848,64.653,28.595,0.0,16.848,0.0,28.595,14.003,14.003,24.705,24.705,134.313,37.312,0.0,0.0,56.4,24.705,178.677,24.705,81.517
INST0174_N15_N24_P008,35.041,21.127,122.983,24.088,122.983,0.0,28.727,28.727,99.392,35.041,24.088,24.088,79.42,0.0,28.595,24.088,28.595,0.0,25.326,25.326,21.127,21.127,162.63,43.511,28.595,28.595,35.041,21.127,153.452,21.127,99.392
INST0174_N15_N24_D008,58.839,31.992,99.415,26.694,99.415,25.326,17.072,17.072,95.498,58.839,26.694,26.694,56.35,25.326,14.003,26.694,14.003,25.326,0.0,0.0,31.992,31.992,139.481,49.306,14.003,14.003,58.839,31.992,178.773,31.992,95.498
INST0174_N15_N24_P009,58.839,31.992,99.415,26.694,99.415,25.326,17.072,17.072,95.498,58.839,26.694,26.694,56.35,25.326,14.003,26.694,14.003,25.326,0.0,0.0,31.992,31.992,139.481,49.306,14.003,14.003,58.839,31.992,178.773,31.992,95.498
INST0174_N15_N24_D009,33.197,0.0,116.493,8.817,116.493,21.127,22.322,22.322,78.919,33.197,8.817,8.817,87.893,21.127,24.705,8.817,24.705,21.127,31.992,31.992,0.0,0.0,154.717,22.387,24.705,24.705,33.197,0.0,155.714,0.0,78.919
INST0174_N15_N24_P010,33.197,0.0,116.493,8.817,116.493,21.127,22.322,22.322,78.919,33.197,8.817,8.817,87.893,21.127,24.705,8.817,24.705,21.127,31.992,31.992,0.0,0.0,154.717,22.387,24.705,24.705,33.197,0.0,155.714,0.0,78.919
INST0174_N15_N24_D010,187.802,154.717,40.266,146.035,40.266,162.63,134.948,134.948,127.812,187.802,146.035,146.035,116.851,162.63,134.313,146.035,134.313,162.63,139.481,139.481,154.717,154.717,0.0,149.729,134.313,134.313,187.802,154.717,309.6,154.717,127.812
INST0174_N15_N24_P011,43.657,22.387,114.14,23.01,114.14,43.511,33.929,33.929,57.966,43.657,23.01,23.01,101.428,43.511,37.312,23.01,37.312,43.511,49.306,49.306,22.387,22.387,149.729,0.0,37.312,37.312,43.657,22.387,160.581,22.387,57.966
INST0174_N15_N24_D011,56.4,24.705,94.965,16.848,94.965,28.595,3.413,3.413,81.517,56.4,16.848,16.848,64.653,28.595,0.0,16.848,0.0,28.595,14.003,14.003,24.705,24.705,134.313,37.312,0.0,0.0,56.4,24.705,178.677,24.705,81.517
INST0174_N15_N24_P012,56.4,24.705,94.965,16.848,94.965,28.595,3.413,3.413,81.517,56.4,16.848,16.848,64.653,28.595,0.0,16.848,0.0,28.595,14.003,14.003,24.705,24.705,134.313,37.312,0.0,0.0,56.4,24.705,178.677,24.705,81.517
INST0174_N15_N24_D012,0.0,33.197,149.69,41.993,149.69,35.041,54.669,54.669,99.467,0.0,41.993,41.993,114.332,35.041,56.4,41.993,56.4,35.041,58.839,58.839,33.197,33.197,187.802,43.657,56.4,56.4,0.0,33.197,122.582,33.197,99.467
INST0174_N15_N24_P013,33.197,0.0,116.493,8.817,116.493,21.127,22.322,22.322,78.919,33.197,8.817,8.817,87.893,21.127,24.705,8.817,24.705,21.127,31.992,31.992,0.0,0.0,154.717,22.387,24.705,24.705,33.197,0.0,155.714,0.0,78.919
INST0174_N15_N24_D013,122.582,155.714,272.117,164.529,272.117,153.452,177.15,177.15,203.198,122.582,164.529,164.529,229.986,153.452,178.677,164.529,178.677,153.452,178.773,178.773,155.714,155.714,309.6,160.581,178.677,178.677,122.582,155.714,0.0,155.714,203.198
INST0174_N15_N24_P014,33.197,0.0,116.493,8.817,116.493,21.127,22.322,22.322,78.919,33.197,8.817,8.817,87.893,21.127,24.705,8.817,24.705,21.127,31.992,31.992,0.0,0.0,154.717,22.387,24.705,24.705,33.197,0.0,155.714,0.0,78.919
INST0174_N15_N24_D014,99.467,78.919,104.211,75.654,104.211,99.392,78.656,78.656,0.0,99.467,75.654,75.654,131.605,99.392,81.517,75.654,81.517,99.392,95.498,95.498,78.919,78.919,127.812,57.966,81.517,81.517,99.467,78.919,203.198,78.919,0.0
